# Minitial =  1.00 msun, Z = 0.0200, Mfinal = 0.564 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   fe57     57   2.1827873E-11  2.5749008E-05  2.5748986E-05  2.8610009E-05  2.8612385E-05 -3.6060654E-05
   fe58     58   2.7284841E-12  3.3343317E-06  3.3343290E-06  3.7048130E-06  3.7051209E-06 -3.6086538E-05
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   3.1832315E-12  3.0285348E-06  3.0285316E-06  3.3650388E-06  3.3653175E-06 -3.5982990E-05
   co60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.4551915E-11  4.4588505E-05  4.4588520E-05  4.9542785E-05  4.9546954E-05 -3.6552527E-05
   ni59     59   1.7999009E-27  1.7999009E-27  0.0000000E+00  1.9998899E-27  0.0000000E+00  0.0000000E+00
   ni60     60   5.4569682E-12  1.7659218E-05  1.7659213E-05  1.9621355E-05  1.9622994E-05 -3.6267757E-05
   ni61     61   1.6124557E-06  2.3875059E-06  7.7505018E-07  2.6527844E-06  8.6123907E-07  4.8857826E-01
   ni62     62  -1.6388833E-06  8.6479963E-07  2.5036829E-06  9.6088854E-07  2.7821034E-06 -4.6170026E-01
# Minitial =  1.75 msun, Z = 0.0200, Mfinal = 0.615 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   3.5431441E-08  9.9833130E-08  6.4401689E-08  8.7958703E-08  5.6745975E-08  1.9034375E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.1806190E-02  7.6891685E-01  7.8072304E-01  6.7745978E-01  6.8791503E-01 -6.6512851E-03
      d      2   5.3585782E-18  5.3585782E-18  0.0000000E+00  4.7212144E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.2173586E-04  3.2173586E-04  0.0000000E+00  2.8346773E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.1302859E-02  3.4395081E-01  3.3264795E-01  3.0304036E-01  2.9310462E-01  1.4477794E-02
    li7      7   1.2315795E-09  3.3487577E-09  2.1171782E-09  2.9504474E-09  1.8655000E-09  1.9909266E-01
    be7      7   3.1671383E-13  3.1671383E-13  0.0000000E+00  2.7904304E-13  0.0000000E+00  0.0000000E+00
     b8      8   4.1181086E-25  4.1181086E-25  0.0000000E+00  3.6282896E-25  0.0000000E+00  0.0000000E+00
    c12     12  -1.1225240E-03  2.3221546E-03  3.4446786E-03  2.0459511E-03  3.0351942E-03 -1.7129123E-01
    c13     13   6.1266066E-05  1.0272323E-04  4.1457159E-05  9.0505047E-05  3.6528963E-05  3.9403546E-01
    c14     14   7.4995539E-28  7.4995539E-28  0.0000000E+00  6.6075363E-28  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.2500574E-03  2.5051604E-03  1.2551030E-03  2.2071898E-03  1.1059034E-03  3.0012247E-01
    n15     15  -2.3466152E-06  2.6100436E-06  4.9566588E-06  2.2995978E-06  4.3674390E-06 -2.7857497E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -8.7069348E-06  1.0892148E-02  1.0900855E-02  9.5966067E-03  9.6050221E-03 -3.8066466E-04
    o17     17   9.2278979E-06  1.3644140E-05  4.4162425E-06  1.2021269E-05  3.8912640E-06  4.8985961E-01
    o18     18  -5.4085649E-06  1.9210793E-05  2.4619358E-05  1.6925809E-05  2.1692746E-05 -1.0776509E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   2.5789575E-09  4.6285214E-07  4.6027318E-07  4.0779923E-07  4.0555850E-07  2.3929211E-03
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.2805685E-09  1.8400397E-03  1.8400385E-03  1.6211804E-03  1.6213050E-03 -3.3368298E-05
   ne21     21   4.9521987E-10  4.6904902E-06  4.6899950E-06  4.1325907E-06  4.1324747E-06  1.2166235E-05
   ne22     22  -4.0466985E-06  1.4393052E-04  1.4797722E-04  1.2681104E-04  1.3038651E-04 -1.2075617E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.2418977E-33  3.2418977E-33  0.0000000E+00  2.8562975E-33  0.0000000E+00  0.0000000E+00
   na23     23   4.2313040E-06  4.2182710E-05  3.7951406E-05  3.7165384E-05  3.3439956E-05  4.5872916E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   3.0267984E-09  5.8521802E-04  5.8521499E-04  5.1561062E-04  5.1564793E-04 -3.1426705E-05
   mg25     25  -7.4214768E-10  7.6909892E-05  7.6910634E-05  6.7762019E-05  6.7767927E-05 -3.7872825E-05
   mg26     26   3.4924597E-10  8.8219771E-05  8.8219422E-05  7.7726669E-05  7.7732388E-05 -3.1944463E-05
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   5.5578814E-10  5.5578814E-10  0.0000000E+00  4.8968118E-10  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27  -2.4010660E-10  6.5995955E-05  6.5996195E-05  5.8146215E-05  5.8150938E-05 -3.5258123E-05
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   9.8953024E-10  7.4249209E-04  7.4249110E-04  6.5417803E-04  6.5422792E-04 -3.3109416E-05
   si29     29  -1.0913936E-11  3.8952858E-05  3.8952869E-05  3.4319699E-05  3.4322369E-05 -3.3782504E-05
   si30     30   2.1827873E-11  2.6744441E-05  2.6744419E-05  2.3563385E-05  2.3565191E-05 -3.3290631E-05
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   3.5470293E-11  9.2728133E-06  9.2727778E-06  8.1698799E-06  8.1704811E-06 -3.1944463E-05
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   3.7834980E-10  4.5007491E-04  4.5007453E-04  3.9654176E-04  3.9657217E-04 -3.3316519E-05
    s33     33   5.0022209E-12  3.6636688E-06  3.6636638E-06  3.2279022E-06  3.2281480E-06 -3.3057640E-05
    s34     34   7.2759576E-11  2.1243395E-04  2.1243388E-04  1.8716647E-04  1.8718094E-04 -3.3549510E-05
    s35     35   6.6496578E-20  6.6496578E-20  0.0000000E+00  5.8587296E-20  0.0000000E+00  0.0000000E+00
   fe54     54  -8.0035534E-11  8.1091042E-05  8.1091122E-05  7.1445851E-05  7.1451461E-05 -3.4093158E-05
   fe55     55   3.1788005E-18  3.1788005E-18  0.0000000E+00  2.8007053E-18  0.0000000E+00  0.0000000E+00
   fe56     56   8.1490725E-10  1.3296203E-03  1.3296194E-03  1.1714716E-03  1.1715617E-03 -3.3394183E-05
   fe57     57  -6.5483619E-11  3.2472475E-05  3.2472541E-05  2.8610111E-05  2.8612385E-05 -3.4507368E-05
   fe58     58  -1.4551915E-11  4.2049714E-06  4.2049860E-06  3.7048208E-06  3.7051209E-06 -3.5180456E-05
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   5.4569682E-12  3.8193448E-06  3.8193393E-06  3.3650615E-06  3.3653175E-06 -3.3031753E-05
   co60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58   1.2369128E-10  5.6231558E-05  5.6231434E-05  4.9543225E-05  4.9546954E-05 -3.2695207E-05
   ni59     59   1.4954083E-24  1.4954083E-24  0.0000000E+00  1.3175404E-24  0.0000000E+00  0.0000000E+00
   ni60     60   9.0949470E-12  2.2270380E-05  2.2270371E-05  1.9621481E-05  1.9622994E-05 -3.3497738E-05
   ni61     61   2.1613223E-06  3.1387528E-06  9.7743066E-07  2.7654210E-06  8.6123907E-07  5.0663751E-01
   ni62     62  -2.1967544E-06  9.6068800E-07  3.1574425E-06  8.4642113E-07  2.7821034E-06 -5.1678675E-01
# Minitial =  1.90 msun, Z = 0.0200, Mfinal = 0.630 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   5.5156903E-08  1.2721887E-07  7.2061965E-08  1.0017234E-07  5.6745975E-08  2.4681275E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0850966E-02  8.6273539E-01  8.7358636E-01  6.7931920E-01  6.8791503E-01 -5.4608984E-03
      d      2   7.5206054E-18  7.5206054E-18  0.0000000E+00  5.9217368E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.2009522E-04  3.2009522E-04  0.0000000E+00  2.5204348E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.0326833E-02  3.8254172E-01  3.7221488E-01  3.0121395E-01  2.9310462E-01  1.1852430E-02
    li7      7  -1.8291435E-09  5.3986327E-10  2.3690068E-09  4.2508919E-10  1.8655000E-09 -6.4231521E-01
    be7      7   3.3869305E-13  3.3869305E-13  0.0000000E+00  2.6668744E-13  0.0000000E+00  0.0000000E+00
     b8      8   2.5497624E-25  2.5497624E-25  0.0000000E+00  2.0076870E-25  0.0000000E+00  0.0000000E+00
    c12     12  -1.2646052E-03  2.5898018E-03  3.8544070E-03  2.0392141E-03  3.0351942E-03 -1.7272367E-01
    c13     13   6.9854446E-05  1.1624274E-04  4.6388293E-05  9.1529713E-05  3.6528963E-05  3.9892477E-01
    c14     14   3.2600120E-27  3.2600120E-27  0.0000000E+00  2.5669386E-27  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.4078185E-03  2.8122102E-03  1.4043917E-03  2.2143389E-03  1.1059034E-03  3.0152687E-01
    n15     15  -2.6674245E-06  2.8788056E-06  5.5462301E-06  2.2667762E-06  4.3674390E-06 -2.8481823E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.4317222E-05  1.2183144E-02  1.2197461E-02  9.5930267E-03  9.6050221E-03 -5.4272771E-04
    o17     17   1.4835156E-05  1.9776689E-05  4.9415339E-06  1.5572197E-05  3.8912640E-06  6.0225922E-01
    o18     18  -6.2378640E-06  2.1309852E-05  2.7547716E-05  1.6779411E-05  2.1692746E-05 -1.1153780E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.6311787E-09  5.1665171E-07  5.1502053E-07  4.0681238E-07  4.0555850E-07  1.3406338E-03
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.3969839E-09  2.0589039E-03  2.0589025E-03  1.6211842E-03  1.6213050E-03 -3.2358665E-05
   ne21     21   7.6033757E-10  5.2486084E-06  5.2478481E-06  4.1327626E-06  4.1324747E-06  3.0233759E-05
   ne22     22  -6.2985055E-06  1.5927991E-04  1.6557841E-04  1.2541725E-04  1.3038651E-04 -1.6875379E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.6614634E-29  3.6614634E-29  0.0000000E+00  2.8830422E-29  0.0000000E+00  0.0000000E+00
   na23     23   6.5861968E-06  4.9051745E-05  4.2465548E-05  3.8623421E-05  3.3439956E-05  6.2585026E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.6880222E-09  6.5482530E-04  6.5482361E-04  5.1561050E-04  5.1564793E-04 -3.1530253E-05
   mg25     25  -1.8335413E-09  8.6056963E-05  8.6058797E-05  6.7761386E-05  6.7767927E-05 -4.1911408E-05
   mg26     26   4.7293724E-10  9.8713179E-05  9.8712706E-05  7.7726916E-05  7.7732388E-05 -3.0572406E-05
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   1.3871884E-09  1.3871884E-09  0.0000000E+00  1.0922743E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   8.0035534E-11  7.3846219E-05  7.3846139E-05  5.8146630E-05  5.8150938E-05 -3.2177450E-05
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   6.9849193E-10  8.3080766E-04  8.3080697E-04  6.5417925E-04  6.5422792E-04 -3.2306889E-05
   si29     29   0.0000000E+00  4.3586133E-05  4.3586133E-05  3.4319790E-05  3.4322369E-05 -3.2643431E-05
   si30     30  -1.8189894E-11  2.9925524E-05  2.9925543E-05  2.3563405E-05  2.3565191E-05 -3.2928201E-05
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   5.4569682E-12  1.0375737E-05  1.0375731E-05  8.1698718E-06  8.1704811E-06 -3.2384552E-05
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32   3.4924597E-10  5.0360913E-04  5.0360878E-04  3.9654263E-04  3.9657217E-04 -3.2358665E-05
    s33     33   0.0000000E+00  4.0994396E-06  4.0994396E-06  3.2279052E-06  3.2281480E-06 -3.2669323E-05
    s34     34   3.0559022E-10  2.3770222E-04  2.3770191E-04  1.8716710E-04  1.8718094E-04 -3.2099786E-05
    s35     35   5.9004383E-20  5.9004383E-20  0.0000000E+00  4.6460144E-20  0.0000000E+00  0.0000000E+00
   fe54     54   5.8207661E-11  9.0736590E-05  9.0736532E-05  7.1446135E-05  7.1451461E-05 -3.2384552E-05
   fe55     55   2.8937369E-18  2.8937369E-18  0.0000000E+00  2.2785331E-18  0.0000000E+00  0.0000000E+00
   fe56     56   3.1432137E-09  1.4877745E-03  1.4877714E-03  1.1714761E-03  1.1715617E-03 -3.1711468E-05
   fe57     57  -4.7293724E-11  3.6334950E-05  3.6334997E-05  2.8610197E-05  2.8612385E-05 -3.3212968E-05
   fe58     58  -3.1832315E-12  4.7051462E-06  4.7051494E-06  3.7048396E-06  3.7051209E-06 -3.2979977E-05
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.1368684E-11  4.2736433E-06  4.2736319E-06  3.3650736E-06  3.3653175E-06 -3.1478477E-05
   co60     60   2.1224949E-39  2.1224949E-39  0.0000000E+00  1.6712558E-39  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -5.8207661E-11  6.2919840E-05  6.2919898E-05  4.9543181E-05  4.9546954E-05 -3.3057640E-05
   ni59     59   1.4842976E-23  1.4842976E-23  0.0000000E+00  1.1687383E-23  0.0000000E+00  0.0000000E+00
   ni60     60  -2.5465852E-11  2.4919302E-05  2.4919327E-05  1.9621497E-05  1.9622994E-05 -3.3135304E-05
   ni61     61   3.3645524E-06  4.4582439E-06  1.0936914E-06  3.5104283E-06  8.6123907E-07  6.1023641E-01
   ni62     62  -3.4197044E-06  1.1330131E-07  3.5330056E-06  8.9213636E-08  2.7821034E-06 -1.4939420E+00
# Minitial =  2.00 msun, Z = 0.0200, Mfinal = 0.640 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   5.8270025E-08  1.3543884E-07  7.7168814E-08  9.9587382E-08  5.6745975E-08  2.4426924E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0187924E-02  9.2530721E-01  9.3549514E-01  6.8037295E-01  6.8791503E-01 -4.7877594E-03
      d      2   8.4065158E-18  8.4065158E-18  0.0000000E+00  6.1812614E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.1487126E-04  3.1487126E-04  0.0000000E+00  2.3152298E-04  0.0000000E+00  0.0000000E+00
    he4      4   9.6524060E-03  4.0824518E-01  3.9859277E-01  3.0018029E-01  2.9310462E-01  1.0359481E-02
    li7      7  -1.8203933E-09  7.1649875E-10  2.5368920E-09  5.2683730E-10  1.8655000E-09 -5.4911876E-01
    be7      7   2.8694535E-13  2.8694535E-13  0.0000000E+00  2.1098923E-13  0.0000000E+00  0.0000000E+00
     b8      8   2.9018961E-25  2.9018961E-25  0.0000000E+00  2.1337472E-25  0.0000000E+00  0.0000000E+00
    c12     12  -1.3600560E-03  2.7675023E-03  4.1275583E-03  2.0349282E-03  3.0351942E-03 -1.7363741E-01
    c13     13   7.3958669E-05  1.2363438E-04  4.9675709E-05  9.0907633E-05  3.6528963E-05  3.9596301E-01
    c14     14   7.4092466E-27  7.4092466E-27  0.0000000E+00  5.4479755E-27  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   1.5173518E-03  3.0212691E-03  1.5039173E-03  2.2215215E-03  1.1059034E-03  3.0293331E-01
    n15     15  -2.8615741E-06  3.0777028E-06  5.9392769E-06  2.2630168E-06  4.3674390E-06 -2.8553909E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.0628795E-05  1.3041234E-02  1.3061862E-02  9.5891422E-03  9.6050221E-03 -7.1861921E-04
    o17     17   1.9082607E-05  2.4374334E-05  5.2917276E-06  1.7922304E-05  3.8912640E-06  6.6330314E-01
    o18     18  -6.7616274E-06  2.2738323E-05  2.9499950E-05  1.6719354E-05  2.1692746E-05 -1.1309505E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   7.9364781E-10  5.5231231E-07  5.5151867E-07  4.0611198E-07  4.0555850E-07  5.9228105E-04
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -5.5879354E-09  2.2048058E-03  2.2048114E-03  1.6211808E-03  1.6213050E-03 -3.3264743E-05
   ne21     21   8.4946805E-10  5.6205986E-06  5.6197491E-06  4.1327930E-06  4.1324747E-06  3.3443383E-05
   ne22     22  -7.7085861E-06  1.6960394E-04  1.7731253E-04  1.2470878E-04  1.3038651E-04 -1.9335652E-02
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.0659652E-29  1.0659652E-29  0.0000000E+00  7.8379797E-30  0.0000000E+00  0.0000000E+00
   na23     23   8.0641075E-06  5.3539075E-05  4.5474968E-05  3.9366965E-05  3.3439956E-05  7.0866250E-02
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.7462298E-10  7.0122938E-04  7.0122920E-04  5.1560981E-04  5.1564793E-04 -3.2099786E-05
   mg25     25  -6.9267116E-09  9.2150629E-05  9.2157556E-05  6.7757814E-05  6.7767927E-05 -6.4823304E-05
   mg26     26   1.6661943E-09  1.0570988E-04  1.0570821E-04  7.7727847E-05  7.7732388E-05 -2.5368990E-05
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   4.8186188E-09  4.8186188E-09  0.0000000E+00  3.5431020E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   8.0035534E-10  7.9080222E-05  7.9079422E-05  5.8147223E-05  5.8150938E-05 -2.7750646E-05
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.1641532E-10  8.8968419E-04  8.8968407E-04  6.5417954E-04  6.5422792E-04 -3.2099786E-05
   si29     29  -2.1827873E-11  4.6674944E-05  4.6674966E-05  3.4319812E-05  3.4322369E-05 -3.2358665E-05
   si30     30   7.2759576E-12  3.2046293E-05  3.2046286E-05  2.3563451E-05  2.3565191E-05 -3.2073902E-05
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31  -3.6379788E-12  1.1111028E-05  1.1111032E-05  8.1698736E-06  8.1704811E-06 -3.2306889E-05
    p32     32   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
