# Minitial =  1.00 msun, Z = 0.0200, Mfinal = 0.564 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   8.0022801E-08  1.9017965E-05  1.8937943E-05  8.2044717E-06  8.1704811E-06  1.8029893E-03
    p32     32   9.3785252E-19  9.3785252E-19  0.0000000E+00  4.0459554E-19  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -7.4511627E-07  9.1844937E-04  9.1919448E-04  3.9622490E-04  3.9657217E-04 -3.8045735E-04
    s33     33   2.1141750E-07  7.6937777E-06  7.4823602E-06  3.3191448E-06  3.2281480E-06  1.2072779E-02
    s34     34   5.4569682E-08  4.3391171E-04  4.3385715E-04  1.8719227E-04  1.8718094E-04  2.6299349E-05
    s35     35   3.2606629E-08  3.2606629E-08  0.0000000E+00  1.4066707E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -1.7059938E-06  1.6390771E-04  1.6561370E-04  7.0710827E-05  7.1451461E-05 -4.5251935E-03
   fe55     55   9.8309192E-07  9.8309192E-07  0.0000000E+00  4.2411213E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -8.3667692E-06  2.7071363E-03  2.7155031E-03  1.1678758E-03  1.1715617E-03 -1.3684670E-03
   fe57     57   6.0321836E-06  7.2351380E-05  6.6319197E-05  3.1212847E-05  2.8612385E-05  3.7779320E-02
   fe58     58   3.3317292E-06  1.1919641E-05  8.5879119E-06  5.1422089E-06  3.7051209E-06  1.4234732E-01
   fe59     59  -3.1998650E-41 -3.1998650E-41  0.0000000E+00 -1.3804191E-41  0.0000000E+00  0.0000000E+00
   fe60     60   9.5256976E-09  9.5256976E-09  0.0000000E+00  4.1094466E-09  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   7.9288475E-07  8.5931824E-06  7.8002977E-06  3.7071536E-06  3.3653175E-06  4.2014550E-02
   co60     60   3.3478167E-14  3.3478167E-14  0.0000000E+00  1.4442694E-14  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.2097880E-06  1.1363259E-04  1.1484238E-04  4.9021823E-05  4.9546954E-05 -4.6275058E-03
   ni59     59   1.2126910E-07  1.2126910E-07  0.0000000E+00  5.2316260E-08  0.0000000E+00  0.0000000E+00
   ni60     60   1.1935117E-07  4.5602490E-05  4.5483139E-05  1.9673205E-05  1.9622994E-05  1.1098653E-03
   ni61     61   6.8808563E-06  8.8770785E-06  1.9962222E-06  3.8296280E-06  8.6123907E-07  6.4803284E-01
   ni62     62  -6.3984539E-06  5.0042019E-08  6.4484962E-06  2.1588445E-08  2.7821034E-06 -2.1101520E+00
# Minitial =  3.50 msun, Z = 0.0200, Mfinal = 0.718 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.6093294E-07  3.1879026E-07  1.5785731E-07  1.1459031E-07  5.6745975E-08  3.0521286E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -9.3763471E-02  1.8198951E+00  1.9136586E+00  6.5416789E-01  6.8791503E-01 -2.1845572E-02
      d      2   1.7152902E-17  1.7152902E-17  0.0000000E+00  6.1656728E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.0468852E-04  2.0468852E-04  0.0000000E+00  7.3576033E-05  0.0000000E+00  0.0000000E+00
    he4      4   6.9596112E-02  8.8496161E-01  8.1536549E-01  3.1810266E-01  2.9310462E-01  3.5544638E-02
    li7      7  -5.0294759E-09  1.6001639E-10  5.1894924E-09  5.7518469E-11  1.8655000E-09 -1.5109880E+00
    be7      7   2.7642151E-14  2.7642151E-14  0.0000000E+00  9.9360717E-15  0.0000000E+00  0.0000000E+00
     b8      8   2.0181877E-29  2.0181877E-29  0.0000000E+00  7.2544485E-30  0.0000000E+00  0.0000000E+00
    c12     12   1.8695414E-02  2.7138792E-02  8.4433770E-03  9.7551374E-03  3.0351942E-03  5.0704694E-01
    c13     13   1.3811485E-04  2.3973199E-04  1.0161715E-04  8.6172535E-05  3.6528963E-05  3.7273154E-01
    c14     14   2.3346663E-08  2.3346663E-08  0.0000000E+00  8.3920426E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.0359180E-03  7.1123466E-03  3.0764288E-03  2.5565587E-03  1.1059034E-03  3.6393857E-01
    n15     15  -6.4690676E-06  5.6803792E-06  1.2149447E-05  2.0418329E-06  4.3674390E-06 -3.3020663E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.6933195E-03  2.5026163E-02  2.6719483E-02  8.9957453E-03  9.6050221E-03 -2.8461227E-02
    o17     17   4.8474620E-05  5.9299433E-05  1.0824812E-05  2.1315396E-05  3.8912640E-06  7.3860276E-01
    o18     18  -1.7757808E-05  4.2587599E-05  6.0345406E-05  1.5308267E-05  2.1692746E-05 -1.5138848E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   5.7204584E-06  6.8486506E-06  1.1281924E-06  2.4617723E-06  4.0555850E-07  7.8319436E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   3.9613806E-06  4.5141466E-03  4.5101852E-03  1.6226263E-03  1.6213050E-03  3.5376885E-04
   ne21     21   1.3936342E-06  1.2889453E-05  1.1495818E-05  4.6331606E-06  4.1324747E-06  4.9667146E-02
   ne22     22   2.5976459E-03  2.9603583E-03  3.6271231E-04  1.0641115E-03  1.3038651E-04  9.1175443E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   8.3919884E-20  8.3919884E-20  0.0000000E+00  3.0165306E-20  0.0000000E+00  0.0000000E+00
   na23     23   6.5187844E-05  1.5821191E-04  9.3024071E-05  5.6869845E-05  3.3439956E-05  2.3061639E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -5.0613889E-06  1.4293804E-03  1.4344418E-03  5.1379594E-04  5.1564793E-04 -1.5626187E-03
   mg25     25   4.1367559E-05  2.2988602E-04  1.8851846E-04  8.2633363E-05  6.7767927E-05  8.6131223E-02
   mg26     26   4.4758388E-05  2.6099622E-04  2.1623784E-04  9.3816037E-05  7.7732388E-05  8.1675068E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.0853547E-07  2.0853547E-07  0.0000000E+00  7.4958827E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   6.2901963E-06  1.6805589E-04  1.6176570E-04  6.0408300E-05  5.8150938E-05  1.6539916E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28  -4.7124922E-07  1.8194758E-03  1.8199470E-03  6.5401715E-04  6.5422792E-04 -1.3993619E-04
   si29     29   1.0328949E-06  9.6511692E-05  9.5478797E-05  3.4691479E-05  3.4322369E-05  4.6455669E-03
   si30     30   2.2134918E-06  6.7767709E-05  6.5554217E-05  2.4359348E-05  2.3565191E-05  1.4394663E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   4.5838902E-14  4.5838902E-14  0.0000000E+00  1.6476959E-14  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   2.0597690E-07  2.2934819E-05  2.2728842E-05  8.2440038E-06  8.1704811E-06  3.8905265E-03
    p32     32   1.1701796E-17  1.1701796E-17  0.0000000E+00  4.2062527E-18  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.2506574E-06  1.1009434E-03  1.1031941E-03  3.9573811E-04  3.9657217E-04 -9.1434823E-04
    s33     33   3.6811161E-07  9.3482513E-06  8.9801397E-06  3.3602628E-06  3.2281480E-06  1.7419798E-02
    s34     34   2.5727786E-08  5.2073016E-04  5.2070443E-04  1.8717835E-04  1.8718094E-04 -6.0055863E-06
    s35     35   8.7388223E-08  8.7388223E-08  0.0000000E+00  3.1412014E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -3.5490375E-06  1.9521636E-04  1.9876540E-04  7.0171227E-05  7.1451461E-05 -7.8520337E-03
   fe55     55   1.4487257E-06  1.4487257E-06  0.0000000E+00  5.2074972E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -2.1745684E-05  3.2373327E-03  3.2590784E-03  1.1636709E-03  1.1715617E-03 -2.9349837E-03
   fe57     57   1.2111552E-05  9.1706177E-05  7.9594625E-05  3.2964119E-05  2.8612385E-05  6.1487429E-02
   fe58     58   1.0536715E-05  2.0843710E-05  1.0306995E-05  7.4923473E-06  3.7051209E-06  3.0581552E-01
   fe59     59   1.9423988E-38  1.9423988E-38  0.0000000E+00  6.9820228E-39  0.0000000E+00  0.0000000E+00
   fe60     60   1.4168401E-07  1.4168401E-07  0.0000000E+00  5.0928833E-08  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   2.0535972E-06  1.1415319E-05  9.3617218E-06  4.1032777E-06  3.3653175E-06  8.6104855E-02
   co60     60   4.9824148E-13  4.9824148E-13  0.0000000E+00  1.7909471E-13  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -2.5940244E-06  1.3523689E-04  1.3783091E-04  4.8611390E-05  4.9546954E-05 -8.2789306E-03
   ni59     59   1.7944083E-07  1.7944083E-07  0.0000000E+00  6.4500654E-08  0.0000000E+00  0.0000000E+00
   ni60     60   5.5713099E-07  5.5144850E-05  5.4587719E-05  1.9822017E-05  1.9622994E-05  4.3825689E-03
   ni61     61   9.4064599E-06  1.1802275E-05  2.3958155E-06  4.2423708E-06  8.6123907E-07  6.9248492E-01
   ni62     62  -7.7309978E-06  8.3245437E-09  7.7393224E-06  2.9922873E-09  2.7821034E-06 -2.9683700E+00
# Minitial =  4.00 msun, Z = 0.0200, Mfinal = 0.792 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   2.0577340E-07  3.8780308E-07  1.8202968E-07  1.2088626E-07  5.6745975E-08  3.2844186E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -6.3057899E-02  2.1436353E+00  2.2066932E+00  6.6821551E-01  6.8791503E-01 -1.2618253E-02
      d      2   1.9034653E-17  1.9034653E-17  0.0000000E+00  5.9334956E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.9090575E-04  1.9090575E-04  0.0000000E+00  5.9509275E-05  0.0000000E+00  0.0000000E+00
    he4      4   4.8814297E-02  9.8903501E-01  9.4022071E-01  3.0830270E-01  2.9310462E-01  2.1954682E-02
    li7      7  -5.8330625E-09  1.5108609E-10  5.9841487E-09  4.7096663E-11  1.8655000E-09 -1.5978051E+00
    be7      7   3.4087457E-12  3.4087457E-12  0.0000000E+00  1.0625766E-12  0.0000000E+00  0.0000000E+00
     b8      8   4.0950817E-27  4.0950817E-27  0.0000000E+00  1.2765218E-27  0.0000000E+00  0.0000000E+00
    c12     12   9.1863060E-03  1.8922599E-02  9.7362930E-03  5.8985660E-03  3.0351942E-03  2.8855994E-01
    c13     13   1.7281614E-04  2.8999371E-04  1.1717757E-04  9.0397043E-05  3.6528963E-05  3.9351687E-01
    c14     14   2.0957332E-08  2.0957332E-08  0.0000000E+00  6.5328343E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   5.0780000E-03  8.6255157E-03  3.5475157E-03  2.6887518E-03  1.1059034E-03  3.8583350E-01
    n15     15  -7.6303022E-06  6.3795642E-06  1.4009866E-05  1.9886422E-06  4.3674390E-06 -3.4167019E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -1.6776770E-03  2.9133303E-02  3.0810980E-02  9.0814540E-03  9.6050221E-03 -2.4342978E-02
    o17     17   4.8245514E-05  6.0727907E-05  1.2482394E-05  1.8930146E-05  3.8912640E-06  6.8706328E-01
    o18     18  -2.0166714E-05  4.9419257E-05  6.9585971E-05  1.5405005E-05  2.1692746E-05 -1.4865269E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   2.2539109E-06  3.5548610E-06  1.3009501E-06  1.1081238E-06  4.0555850E-07  4.3653479E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -2.6999041E-06  5.1981201E-03  5.2008200E-03  1.6203617E-03  1.6213050E-03 -2.5274648E-04
   ne21     21   1.1784286E-06  1.4434577E-05  1.3256148E-05  4.4995563E-06  4.1324747E-06  3.6959507E-02
   ne22     22   1.1293872E-03  1.5476409E-03  4.1825371E-04  4.8243170E-04  1.3038651E-04  5.6820321E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.5757979E-16  1.5757979E-16  0.0000000E+00  4.9120883E-17  0.0000000E+00  0.0000000E+00
   na23     23   5.5070945E-05  1.6233959E-04  1.0726865E-04  5.0604613E-05  3.3439956E-05  1.7992440E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -1.4387886E-05  1.6397070E-03  1.6540949E-03  5.1113061E-04  5.1564793E-04 -3.8213793E-03
   mg25     25   4.0860192E-05  2.5824609E-04  2.1738590E-04  8.0500649E-05  6.7767927E-05  7.4775197E-02
   mg26     26   5.1169074E-05  3.0051894E-04  2.4934986E-04  9.3677976E-05  7.7732388E-05  8.1035480E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.7272299E-07  2.7272299E-07  0.0000000E+00  8.5013404E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   6.5405911E-06  1.9307711E-04  1.8653652E-04  6.0186132E-05  5.8150938E-05  1.4939736E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   2.0978041E-07  2.0988414E-03  2.0986316E-03  6.5425230E-04  6.5422792E-04  1.6204314E-05
   si29     29   9.4910502E-07  1.1104836E-04  1.1009926E-04  3.4616074E-05  3.4322369E-05  3.7005343E-03
   si30     30   2.1144879E-06  7.7706878E-05  7.5592390E-05  2.4222843E-05  2.3565191E-05  1.1954132E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.3298805E-13  2.3298805E-13  0.0000000E+00  7.2627200E-14  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   2.1518099E-07  2.6424443E-05  2.6209262E-05  8.2370461E-06  8.1704811E-06  3.5238627E-03
    p32     32   5.9477416E-17  5.9477416E-17  0.0000000E+00  1.8540342E-17  0.0000000E+00  0.0000000E+00
    p33     33   5.2234589E-38  5.2234589E-38  0.0000000E+00  1.6282603E-38  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -1.9653235E-06  1.2701584E-03  1.2721238E-03  3.9593468E-04  3.9657217E-04 -6.9868041E-04
    s33     33   1.9752952E-07  1.0552779E-05  1.0355249E-05  3.2895196E-06  3.2281480E-06  8.1790332E-03
    s34     34   3.9697625E-08  6.0047850E-04  6.0043880E-04  1.8718158E-04  1.8718094E-04  1.5013836E-06
    s35     35   7.9317587E-08  7.9317587E-08  0.0000000E+00  2.4724933E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -2.4072069E-06  2.2679471E-04  2.2920192E-04  7.0696609E-05  7.1451461E-05 -4.6125143E-03
   fe55     55   6.4106035E-07  6.4106035E-07  0.0000000E+00  1.9983179E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -1.7833430E-05  3.7403009E-03  3.7581343E-03  1.1659293E-03  1.1715617E-03 -2.0929454E-03
   fe57     57   7.2568946E-06  9.9039673E-05  9.1782778E-05  3.0872718E-05  2.8612385E-05  3.3020820E-02
   fe58     58   9.9065383E-06  2.1791820E-05  1.1885282E-05  6.7929618E-06  3.7051209E-06  2.6325679E-01
   fe59     59   4.8292753E-39  4.8292753E-39  0.0000000E+00  1.5053855E-39  0.0000000E+00  0.0000000E+00
   fe60     60   3.6433738E-07  3.6433738E-07  0.0000000E+00  1.1357150E-07  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.9689060E-06  1.2764168E-05  1.0795262E-05  3.9788556E-06  3.3653175E-06  7.2732143E-02
   co60     60   1.3093894E-12  1.3093894E-12  0.0000000E+00  4.0816379E-13  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.7687562E-06  1.5716792E-04  1.5893667E-04  4.8992493E-05  4.9546954E-05 -4.8874109E-03
   ni59     59   1.4749166E-07  1.4749166E-07  0.0000000E+00  4.5976204E-08  0.0000000E+00  0.0000000E+00
   ni60     60   5.9991726E-07  6.3546540E-05  6.2946623E-05  1.9808773E-05  1.9622994E-05  4.0922826E-03
   ni61     61   1.0845442E-05  1.3608124E-05  2.7626818E-06  4.2419342E-06  8.6123907E-07  6.9244021E-01
   ni62     62  -8.9154391E-06  8.9889554E-09  8.9244277E-06  2.8020435E-09  2.7821034E-06 -2.9968984E+00
# Minitial =  4.50 msun, Z = 0.0200, Mfinal = 0.852 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   3.5865554E-07  5.6565199E-07  2.0699645E-07  1.5505812E-07  5.6745975E-08  4.3655947E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0856915E-01  2.4007888E+00  2.5093579E+00  6.5811098E-01  6.8791503E-01 -1.9235659E-02
      d      2   2.0578502E-17  2.0578502E-17  0.0000000E+00  5.6410368E-18  0.0000000E+00  0.0000000E+00
    he3      3   1.6707343E-04  1.6707343E-04  0.0000000E+00  4.5798639E-05  0.0000000E+00  0.0000000E+00
    he4      4   9.4339252E-02  1.1635184E+00  1.0691792E+00  3.1894693E-01  2.9310462E-01  3.6695771E-02
    li7      7  -5.8263439E-10  6.2222858E-09  6.8049202E-09  1.7056705E-09  1.8655000E-09 -3.8900115E-02
    be7      7   1.8476388E-09  1.8476388E-09  0.0000000E+00  5.0647991E-10  0.0000000E+00  0.0000000E+00
     b8      8   9.1175547E-25  9.1175547E-25  0.0000000E+00  2.4993298E-25  0.0000000E+00  0.0000000E+00
    c12     12   8.4799454E-03  1.9551646E-02  1.1071701E-02  5.3595519E-03  3.0351942E-03  2.4694200E-01
    c13     13   2.8020347E-04  4.1345286E-04  1.3324937E-04  1.1333686E-04  3.6528963E-05  4.9173382E-01
    c14     14   3.5271185E-08  3.5271185E-08  0.0000000E+00  9.6686366E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.4264680E-03  1.0460553E-02  4.0340847E-03  2.8674761E-03  1.1059034E-03  4.1378263E-01
    n15     15  -1.5236967E-05  6.9445889E-07  1.5931426E-05  1.9036702E-07  4.3674390E-06 -1.3606352E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -2.3379698E-03  3.2698974E-02  3.5036944E-02  8.9635346E-03  9.6050221E-03 -3.0019084E-02
    o17     17   4.3292537E-05  5.7486985E-05  1.4194449E-05  1.5758493E-05  3.8912640E-06  6.0742402E-01
    o18     18  -2.5695430E-05  5.3434786E-05  7.9130215E-05  1.4647693E-05  2.1692746E-05 -1.7054531E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.9428794E-06  3.4222649E-06  1.4793853E-06  9.3812082E-07  4.0555850E-07  3.6420524E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -4.4759363E-06  5.9096767E-03  5.9141526E-03  1.6199772E-03  1.6213050E-03 -3.5581892E-04
   ne21     21   3.7716272E-06  1.8845958E-05  1.5074331E-05  5.1661068E-06  4.1324747E-06  9.6953169E-02
   ne22     22   9.8975888E-04  1.4653793E-03  4.7562041E-04  4.0169386E-04  1.3038651E-04  4.8866251E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.5108379E-14  2.5108379E-14  0.0000000E+00  6.8827792E-15  0.0000000E+00  0.0000000E+00
   na23     23   6.6935623E-05  1.8891699E-04  1.2198137E-04  5.1786457E-05  3.3439956E-05  1.8995051E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -2.1691434E-05  1.8592752E-03  1.8809666E-03  5.0966971E-04  5.1564793E-04 -5.0644428E-03
   mg25     25   5.9731421E-05  3.0693348E-04  2.4720206E-04  8.4137464E-05  6.7767927E-05  9.3965210E-02
   mg26     26   9.5649593E-05  3.7919972E-04  2.8355012E-04  1.0394729E-04  7.7732388E-05  1.2621117E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   4.3342888E-07  4.3342888E-07  0.0000000E+00  1.1881274E-07  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.1433862E-05  2.2355531E-04  2.1212145E-04  6.1281607E-05  5.8150938E-05  2.2773419E-02
