# Minitial =  1.00 msun, Z = 0.0040, Mfinal = 0.610 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   fe57     57   7.8265111E-07  9.0727381E-06  8.2900870E-06  6.2570612E-06  5.7177185E-06  3.9147627E-02
   fe58     58   4.2364877E-07  1.4971620E-06  1.0735132E-06  1.0325256E-06  7.4040793E-07  1.4442977E-01
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   8.1690260E-10  8.1690260E-10  0.0000000E+00  5.6338112E-10  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.1069369E-07  1.0857531E-06  9.7505938E-07  7.4879523E-07  6.7250380E-07  4.6668321E-02
   co60     60   2.8707732E-15  2.8707732E-15  0.0000000E+00  1.9798436E-15  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.6431295E-07  1.4191309E-05  1.4355622E-05  9.7871098E-06  9.9011504E-06 -5.0312094E-03
   ni59     59   1.3499279E-08  1.3499279E-08  0.0000000E+00  9.3098480E-09  0.0000000E+00  0.0000000E+00
   ni60     60   1.1228167E-08  5.6967497E-06  5.6855215E-06  3.9287929E-06  3.9213351E-06  8.2518504E-04
   ni61     61   7.5350766E-07  1.0030411E-06  2.4953346E-07  6.9175252E-07  1.7210458E-07  6.0415828E-01
   ni62     62  -6.8783135E-07  1.1824891E-07  8.0608027E-07  8.1550979E-08  5.5595797E-07 -8.3361280E-01
# Minitial =  2.25 msun, Z = 0.0040, Mfinal = 0.664 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   2.0908697E-08  3.8892267E-08  1.7983570E-08  2.4522237E-08  1.1339757E-08  3.3495635E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0025966E-01  1.0868647E+00  1.1871244E+00  6.8528670E-01  7.4855560E-01 -3.8351752E-02
      d      2   9.8365903E-18  9.8365903E-18  0.0000000E+00  6.2021378E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.6586777E-04  2.6586777E-04  0.0000000E+00  1.6763416E-04  0.0000000E+00  0.0000000E+00
    he4      4   7.4617714E-02  4.6736491E-01  3.9274719E-01  2.9468155E-01  2.4765149E-01  7.5512007E-02
    li7      7  -2.0832596E-09  8.7521196E-10  2.9584715E-09  5.5183608E-10  1.8655000E-09 -5.2898514E-01
    be7      7   6.0656077E-14  6.0656077E-14  0.0000000E+00  3.8244690E-14  0.0000000E+00  0.0000000E+00
     b8      8   8.3944006E-27  8.3944006E-27  0.0000000E+00  5.2928126E-27  0.0000000E+00  0.0000000E+00
    c12     12   2.2870565E-02  2.3832459E-02  9.6189429E-04  1.5026771E-02  6.0653407E-04  1.3940105E+00
    c13     13   1.2902543E-05  2.4479068E-05  1.1576525E-05  1.5434469E-05  7.2997177E-06  3.2518563E-01
    c14     14   9.1463779E-09  9.1463779E-09  0.0000000E+00  5.7669469E-09  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.5073984E-04  8.0121565E-04  3.5047581E-04  5.0518010E-04  2.2099674E-04  3.5906038E-01
    n15     15  -7.5280957E-07  6.3129119E-07  1.3841008E-06  3.9803984E-07  8.7276146E-07 -3.4096900E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   1.8487708E-04  3.2288390E-03  3.0439619E-03  2.0358381E-03  1.9194069E-03  2.5576193E-02
    o17     17   1.8050305E-05  1.9283500E-05  1.2331944E-06  1.2158575E-05  7.7760563E-07  1.1941233E+00
    o18     18  -2.4360597E-06  4.4386652E-06  6.8747249E-06  2.7986541E-06  4.3349410E-06 -1.9003399E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   4.0034151E-06  4.1319422E-06  1.2852699E-07  2.6052599E-06  8.1044249E-08  1.5071288E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.3498822E-05  5.2731234E-04  5.1381352E-04  3.3247942E-04  3.2399135E-04  1.1231379E-02
   ne21     21   5.7042325E-07  1.8800606E-06  1.3096374E-06  1.1854103E-06  8.2580766E-07  1.5698980E-01
   ne22     22   1.7707588E-03  1.8120800E-03  4.1321255E-05  1.1425473E-03  2.6055615E-05  1.6419729E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   7.8574106E-25  7.8574106E-25  0.0000000E+00  4.9542314E-25  0.0000000E+00  0.0000000E+00
   na23     23   2.7831262E-05  3.8428836E-05  1.0597575E-05  2.4230036E-05  6.6824286E-06  5.5941975E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.8633000E-06  1.6527913E-04  1.6341583E-04  1.0421131E-04  1.0304382E-04  4.8928941E-03
   mg25     25   1.0945752E-05  3.2422329E-05  2.1476577E-05  2.0442831E-05  1.3542315E-05  1.7884812E-01
   mg26     26   1.0814410E-05  3.5448858E-05  2.4634448E-05  2.2351109E-05  1.5533549E-05  1.5802838E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   4.1979668E-08  4.1979668E-08  0.0000000E+00  2.6468896E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.7587336E-06  2.0187555E-05  1.8428822E-05  1.2728598E-05  1.1620516E-05  3.9555144E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28  -3.6030542E-08  2.0729769E-04  2.0733372E-04  1.3070472E-04  1.3073678E-04 -1.0650793E-04
   si29     29   1.7037019E-07  1.1047596E-05  1.0877226E-05  6.9656971E-06  6.8587660E-06  6.7185997E-03
   si30     30   4.0287659E-07  7.8710054E-06  7.4681288E-06  4.9628029E-06  4.7091189E-06  2.2787372E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.8623333E-15  2.8623333E-15  0.0000000E+00  1.8047500E-15  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   4.4200533E-08  2.6335370E-06  2.5893364E-06  1.6604899E-06  1.6327374E-06  7.3199179E-03
    p32     32   7.3069883E-19  7.3069883E-19  0.0000000E+00  4.6071804E-19  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -4.1157182E-07  1.2526753E-04  1.2567910E-04  7.8983314E-05  7.9248472E-05 -1.4555453E-03
    s33     33   6.9220846E-08  1.0922648E-06  1.0230440E-06  6.8869156E-07  6.4509271E-07  2.8402606E-02
    s34     34   3.9653969E-09  5.9324146E-05  5.9320180E-05  3.7404883E-05  3.7405054E-05 -1.9932243E-06
    s35     35   1.6012404E-08  1.6012404E-08  0.0000000E+00  1.0096094E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -7.0543319E-07  2.1938504E-05  2.2643937E-05  1.3832600E-05  1.4278407E-05 -1.3775940E-02
   fe55     55   2.9896671E-07  2.9896671E-07  0.0000000E+00  1.8850361E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -3.9820443E-06  3.6730172E-04  3.7128376E-04  2.3158999E-04  2.3411745E-04 -4.7140103E-03
   fe57     57   2.2616987E-06  1.1329352E-05  9.0676531E-06  7.1433492E-06  5.7177185E-06  9.6679091E-02
   fe58     58   1.9108966E-06  3.0850997E-06  1.1742030E-06  1.9452079E-06  7.4040793E-07  4.1949499E-01
   fe59     59  -5.1862056E-42 -5.1862056E-42  0.0000000E+00 -3.2706306E-42  0.0000000E+00  0.0000000E+00
   fe60     60   1.5821346E-08  1.5821346E-08  0.0000000E+00  9.9756283E-09  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   4.0599980E-07  1.4725147E-06  1.0665149E-06  9.2844556E-07  6.7250380E-07  1.4006172E-01
   co60     60   5.5599700E-14  5.5599700E-14  0.0000000E+00  3.5056559E-14  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -5.0079507E-07  1.5201307E-05  1.5702102E-05  9.5846835E-06  9.9011504E-06 -1.4107879E-02
   ni59     59   2.0530159E-08  2.0530159E-08  0.0000000E+00  1.2944615E-08  0.0000000E+00  0.0000000E+00
   ni60     60   1.0108624E-07  6.3198795E-06  6.2187933E-06  3.9847919E-06  3.9213351E-06  6.9716787E-03
   ni61     61   1.2040216E-06  1.4769599E-06  2.7293837E-07  9.3124839E-07  1.7210458E-07  7.3327315E-01
   ni62     62  -8.7437411E-07  7.3122415E-09  8.8168633E-07  4.6104929E-09  5.5595797E-07 -2.0812945E+00
# Minitial =  2.50 msun, Z = 0.0040, Mfinal = 0.671 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   4.1197236E-08  6.1936227E-08  2.0738991E-08  3.3863436E-08  1.1339757E-08  4.7512728E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.4998055E-01  1.2190336E+00  1.3690141E+00  6.6650277E-01  7.4855560E-01 -5.0422091E-02
      d      2   1.1160198E-17  1.1160198E-17  0.0000000E+00  6.1018028E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.4924477E-04  2.4924477E-04  0.0000000E+00  1.3627380E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.1147109E-01  5.6439453E-01  4.5292345E-01  3.0858094E-01  2.4765149E-01  9.5528156E-02
    li7      7  -2.7978415E-09  6.1392347E-10  3.4117651E-09  3.3566072E-10  1.8655000E-09 -7.4489474E-01
    be7      7   3.3716951E-12  3.3716951E-12  0.0000000E+00  1.8434637E-12  0.0000000E+00  0.0000000E+00
     b8      8   1.7531069E-28  1.7531069E-28  0.0000000E+00  9.5850566E-29  0.0000000E+00  0.0000000E+00
    c12     12   3.3849552E-02  3.4958828E-02  1.1092746E-03  1.9113630E-02  6.0653407E-04  1.4984879E+00
    c13     13   1.4269489E-05  2.7619755E-05  1.3350266E-05  1.5101014E-05  7.2997177E-06  3.1570008E-01
    c14     14   1.0030703E-07  1.0030703E-07  0.0000000E+00  5.4842555E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   5.8371958E-04  9.8789483E-04  4.0417525E-04  5.4012839E-04  2.2099674E-04  3.8811117E-01
    n15     15  -9.1946845E-07  6.7670248E-07  1.5961709E-06  3.6998495E-07  8.7276146E-07 -3.7271151E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   8.4627187E-05  3.5949813E-03  3.5103541E-03  1.9655447E-03  1.9194069E-03  1.0315852E-02
    o17     17   1.5312819E-05  1.6734961E-05  1.4221430E-06  9.1497868E-06  7.7760563E-07  1.0706515E+00
    o18     18  -3.0693900E-06  4.8586726E-06  7.9280626E-06  2.6564639E-06  4.3349410E-06 -2.1267927E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   8.6583177E-06  8.8065372E-06  1.4821974E-07  4.8149464E-06  8.1044249E-08  1.7738693E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   3.9812119E-05  6.3235156E-04  5.9253944E-04  3.4573622E-04  3.2399135E-04  2.8211448E-02
   ne21     21   1.7267121E-06  3.2370106E-06  1.5102985E-06  1.7698253E-06  8.2580766E-07  3.3105147E-01
   ne22     22   3.5232212E-03  3.5708738E-03  4.7652447E-05  1.9523640E-03  2.6055615E-05  1.8746594E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   8.3631799E-24  8.3631799E-24  0.0000000E+00  4.5725423E-24  0.0000000E+00  0.0000000E+00
   na23     23   6.4765773E-05  7.6987097E-05  1.2221323E-05  4.2092452E-05  6.6824286E-06  7.9926991E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   6.0389866E-06  1.9449319E-04  1.8845420E-04  1.0633854E-04  1.0304382E-04  1.3668738E-02
   mg25     25   3.4776327E-05  5.9543519E-05  2.4767192E-05  3.2555232E-05  1.3542315E-05  3.8092789E-01
   mg26     26   3.6191326E-05  6.4600237E-05  2.8408909E-05  3.5319976E-05  1.5533549E-05  3.5674968E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   4.2749214E-08  4.2749214E-08  0.0000000E+00  2.3372998E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   2.9057101E-06  2.4158173E-05  2.1252463E-05  1.3208405E-05  1.1620516E-05  5.5624966E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28  -1.2238161E-07  2.3897877E-04  2.3910115E-04  1.3066089E-04  1.3073678E-04 -2.5217666E-04
   si29     29   4.1625754E-07  1.2960078E-05  1.2543820E-05  7.0858819E-06  6.8587660E-06  1.4147928E-02
   si30     30   9.8430155E-07  9.5966880E-06  8.6123864E-06  5.2469591E-06  4.7091189E-06  4.6968032E-02
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.3801900E-12  2.3801900E-12  0.0000000E+00  1.3013614E-12  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.1071734E-07  3.0967890E-06  2.9860716E-06  1.6931597E-06  1.6327374E-06  1.5781578E-02
    p32     32   6.0761707E-16  6.0761707E-16  0.0000000E+00  3.3221273E-16  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -9.6330768E-07  1.4397220E-04  1.4493550E-04  7.8716344E-05  7.9248472E-05 -2.9259664E-03
    s33     33   1.1790746E-07  1.2977009E-06  1.1797935E-06  7.0951393E-07  6.4509271E-07  4.1338801E-02
    s34     34   9.9680619E-09  6.8419118E-05  6.8409150E-05  3.7407939E-05  3.7405054E-05  3.3495151E-05
    s35     35   3.7945632E-08  3.7945632E-08  0.0000000E+00  2.0746656E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -1.3668050E-06  2.4746609E-05  2.6113414E-05  1.3530131E-05  1.4278407E-05 -2.3377787E-02
   fe55     55   4.4314856E-07  4.4314856E-07  0.0000000E+00  2.4229010E-07  0.0000000E+00  0.0000000E+00
   fe56     56  -8.9160749E-06  4.1925535E-04  4.2817142E-04  2.2922654E-04  2.3411745E-04 -9.1688829E-03
   fe57     57   4.1621543E-06  1.4619142E-05  1.0456988E-05  7.9929705E-06  5.7177185E-06  1.4548543E-01
   fe58     58   4.7116250E-06  6.0657380E-06  1.3541130E-06  3.3164233E-06  7.4040793E-07  6.5119892E-01
   fe59     59   1.6955431E-40  1.6955431E-40  0.0000000E+00  9.2702900E-41  0.0000000E+00  0.0000000E+00
   fe60     60   9.8236988E-08  9.8236988E-08  0.0000000E+00  5.3710764E-08  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   9.8568421E-07  2.2156091E-06  1.2299249E-06  1.2113774E-06  6.7250380E-07  2.5558472E-01
   co60     60   3.4522683E-13  3.4522683E-13  0.0000000E+00  1.8875168E-13  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -9.8221062E-07  1.7125749E-05  1.8107959E-05  9.3634490E-06  9.9011504E-06 -2.4249818E-02
   ni59     59   2.1813523E-08  2.1813523E-08  0.0000000E+00  1.1926476E-08  0.0000000E+00  0.0000000E+00
   ni60     60   2.8741033E-07  7.4590398E-06  7.1716295E-06  4.0782065E-06  3.9213351E-06  1.7035265E-02
   ni61     61   1.9521347E-06  2.2668924E-06  3.1475764E-07  1.2394163E-06  1.7210458E-07  8.5742480E-01
   ni62     62  -1.0140085E-06  2.7687397E-09  1.0167772E-06  1.5137998E-09  5.5595797E-07 -2.5649736E+00
# Minitial =  3.00 msun, Z = 0.0040, Mfinal = 0.731 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   2.1574827E-07  2.4147647E-07  2.5728196E-08  1.0642418E-07  1.1339757E-08  9.7243655E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.6023886E-01  1.5381209E+00  1.6983597E+00  6.7788488E-01  7.4855560E-01 -4.3068126E-02
      d      2   1.3019025E-17  1.3019025E-17  0.0000000E+00  5.7377809E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.4402452E-04  2.4402452E-04  0.0000000E+00  1.0754716E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.1773503E-01  6.7961890E-01  5.6188387E-01  2.9952353E-01  2.4765149E-01  8.2590021E-02
    li7      7  -4.2080401E-09  2.4497616E-11  4.2325379E-09  1.0796657E-11  1.8655000E-09 -2.2375059E+00
    be7      7   5.9182178E-14  5.9182178E-14  0.0000000E+00  2.6082935E-14  0.0000000E+00  0.0000000E+00
     b8      8   2.5525108E-29  2.5525108E-29  0.0000000E+00  1.1249497E-29  0.0000000E+00  0.0000000E+00
    c12     12   3.7666243E-02  3.9042376E-02  1.3761343E-03  1.7206864E-02  6.0653407E-04  1.4528465E+00
    c13     13   1.9885783E-05  3.6447742E-05  1.6561959E-05  1.6063350E-05  7.2997177E-06  3.4253004E-01
    c14     14   3.7141710E-08  3.7141710E-08  0.0000000E+00  1.6369198E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.1510393E-04  1.2165122E-03  5.0140824E-04  5.3614459E-04  2.2099674E-04  3.8489607E-01
    n15     15  -1.2291237E-06  7.5104049E-07  1.9801641E-06  3.3100065E-07  8.7276146E-07 -4.2106670E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16  -5.2177347E-06  4.3496271E-03  4.3548448E-03  1.9169797E-03  1.9194069E-03 -5.4954423E-04
    o17     17   1.7075676E-05  1.8839946E-05  1.7642699E-06  8.3031937E-06  7.7760563E-07  1.0284858E+00
    o18     18  -3.8964440E-06  5.9388826E-06  9.8353266E-06  2.6174009E-06  4.3349410E-06 -2.1911295E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.1311164E-05  1.1495041E-05  1.8387716E-07  5.0661261E-06  8.1044249E-08  1.7959538E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   5.1310984E-05  7.8639842E-04  7.3508744E-04  3.4658369E-04  3.2399135E-04  2.9274726E-02
   ne21     21   4.7242038E-06  6.5978365E-06  1.8736330E-06  2.9078169E-06  8.2580766E-07  5.4668814E-01
   ne22     22   3.4789271E-03  3.5380432E-03  5.9116261E-05  1.5592963E-03  2.6055615E-05  1.7770274E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   5.8038979E-20  5.8038979E-20  0.0000000E+00  2.5579100E-20  0.0000000E+00  0.0000000E+00
   na23     23   4.3767755E-05  5.8929178E-05  1.5161423E-05  2.5971431E-05  6.6824286E-06  5.8956158E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24  -2.2344902E-06  2.3155639E-04  2.3379088E-04  1.0205217E-04  1.0304382E-04 -4.1996855E-03
   mg25     25   1.0714919E-04  1.3787465E-04  3.0725470E-05  6.0764498E-05  1.3542315E-05  6.5195698E-01
   mg26     26   1.4452796E-04  1.7977123E-04  3.5243276E-05  7.9229278E-05  1.5533549E-05  7.0761502E-01
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   7.7993867E-08  7.7993867E-08  0.0000000E+00  3.4373674E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   7.7661716E-06  3.4131368E-05  2.6365196E-05  1.5042471E-05  1.1620516E-05  1.1209378E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   7.9578604E-07  2.9741784E-04  2.9662205E-04  1.3107881E-04  1.3073678E-04  1.1347033E-03
   si29     29   1.1934953E-06  1.6755001E-05  1.5561505E-05  7.3843103E-06  6.8587660E-06  3.2063928E-02
   si30     30   2.9137564E-06  1.3598036E-05  1.0684280E-05  5.9929644E-06  4.7091189E-06  1.0470203E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.9868631E-13  2.9868631E-13  0.0000000E+00  1.3163786E-13  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   4.1899170E-07  4.1234266E-06  3.7044349E-06  1.8172880E-06  1.6327374E-06  4.6507411E-02
    p32     32   7.6248920E-17  7.6248920E-17  0.0000000E+00  3.3604636E-17  0.0000000E+00  0.0000000E+00
    p33     33   9.0509868E-41  9.0509868E-41  0.0000000E+00  3.9889362E-41  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.5565969E-06  1.7724623E-04  1.7980282E-04  7.8116449E-05  7.9248472E-05 -6.2484108E-03
