# Minitial =  1.00 msun, Z = 0.0080, Mfinal = 0.577 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   co60     60   2.2341394E-18  2.2341394E-18  0.0000000E+00  2.5768620E-18  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.8844730E-09  1.7168786E-05  1.7170671E-05  1.9802523E-05  1.9806417E-05 -8.5406209E-05
   ni59     59   4.9661852E-10  4.9661852E-10  0.0000000E+00  5.7280108E-10  0.0000000E+00  0.0000000E+00
   ni60     60   3.1741365E-10  6.8007344E-06  6.8004169E-06  7.8439843E-06  7.8443018E-06 -1.7576929E-05
   ni61     61   6.1793770E-07  9.1640311E-07  2.9846541E-07  1.0569817E-06  3.4428072E-07  4.8715475E-01
   ni62     62  -6.2677316E-07  3.3737442E-07  9.6414760E-07  3.8912850E-07  1.1121472E-06 -4.5606923E-01
# Minitial =  1.75 msun, Z = 0.0080, Mfinal = 0.636 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.4592581E-08  3.9860819E-08  2.5268237E-08  3.5781703E-08  2.2684230E-08  1.9793698E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.5933087E-02  7.9525018E-01  8.2118326E-01  7.1386904E-01  7.3720652E-01 -1.3970613E-02
      d      2   5.7416401E-18  5.7416401E-18  0.0000000E+00  5.1540751E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.2693014E-04  3.2693014E-04  0.0000000E+00  2.9347406E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.2414178E-02  3.0669135E-01  2.8427717E-01  2.7530640E-01  2.5520611E-01  3.2925230E-02
    li7      7  -7.5436413E-10  1.3236388E-09  2.0780029E-09  1.1881855E-09  1.8655000E-09 -1.9591099E-01
    be7      7   2.9848669E-13  2.9848669E-13  0.0000000E+00  2.6794135E-13  0.0000000E+00  0.0000000E+00
     b8      8   6.3694090E-26  6.3694090E-26  0.0000000E+00  5.7176022E-26  0.0000000E+00  0.0000000E+00
    c12     12   2.4621887E-03  3.8137210E-03  1.3515323E-03  3.4234477E-03  1.2133204E-03  4.5048821E-01
    c13     13   2.4017871E-05  4.0283740E-05  1.6265869E-05  3.6161342E-05  1.4602471E-05  3.9381820E-01
    c14     14   5.7571758E-10  5.7571758E-10  0.0000000E+00  5.1680210E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   5.7125790E-04  1.0637022E-03  4.9244426E-04  9.5484930E-04  4.4208541E-04  3.3442864E-01
    n15     15  -1.0247970E-06  9.1996634E-07  1.9447634E-06  8.2582250E-07  1.7458859E-06 -3.2512915E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   2.5446527E-05  4.3024370E-03  4.2769904E-03  3.8621514E-03  3.8396122E-03  2.5419521E-03
    o17     17   8.9275718E-06  1.0660301E-05  1.7327289E-06  9.5693895E-06  1.5555346E-06  7.8900456E-01
    o18     18  -2.6484331E-06  7.0110618E-06  9.6594949E-06  6.2935919E-06  8.6716846E-06 -1.3920487E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.5037197E-07  3.3096185E-07  1.8058988E-07  2.9709321E-07  1.6212219E-07  2.6305026E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -8.6263753E-07  7.2108320E-04  7.2194583E-04  6.4729189E-04  6.4811739E-04 -5.5350986E-04
   ne21     21   1.3961198E-08  1.8540981E-06  1.8401369E-06  1.6643608E-06  1.6519588E-06  3.2482634E-03
   ne22     22   9.9007113E-05  1.5706652E-04  5.8059402E-05  1.4099327E-04  5.2122065E-05  4.3217680E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.2373438E-28  1.2373438E-28  0.0000000E+00  1.1107215E-28  0.0000000E+00  0.0000000E+00
   na23     23   4.9941164E-06  1.9884490E-05  1.4890374E-05  1.7849630E-05  1.3367638E-05  1.2557459E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   4.4048647E-08  2.2965531E-04  2.2961127E-04  2.0615377E-04  2.0613050E-04  4.9025257E-05
   mg25     25  -6.4668711E-08  3.0111505E-05  3.0176174E-05  2.7030075E-05  2.7090264E-05 -9.6597295E-04
   mg26     26   1.3194949E-07  3.4745164E-05  3.4613215E-05  3.1189553E-05  3.1073560E-05  1.6181681E-03
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   7.4060381E-08  7.4060381E-08  0.0000000E+00  6.6481483E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   4.2197098E-07  2.6315820E-05  2.5893849E-05  2.3622817E-05  2.3245864E-05  6.9859945E-03
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   7.2759576E-09  2.9132640E-04  2.9131913E-04  2.6151381E-04  2.6152792E-04 -2.3453322E-05
   si29     29   7.5069693E-09  1.5290809E-05  1.5283302E-05  1.3726039E-05  1.3720383E-05  1.7899046E-04
   si30     30   2.2397217E-08  1.0515668E-05  1.0493271E-05  9.4395573E-06  9.4201960E-06  8.9168397E-04
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   1.5130316E-17  1.5130316E-17  0.0000000E+00  1.3581971E-17  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   3.0693172E-09  3.6412775E-06  3.6382082E-06  3.2686510E-06  3.2661540E-06  3.3188658E-04
    p32     32   3.8624795E-21  3.8624795E-21  0.0000000E+00  3.4672164E-21  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -2.4447218E-08  1.7656393E-04  1.7658838E-04  1.5849544E-04  1.5852990E-04 -9.4416391E-05
    s33     33   7.9943447E-09  1.4454462E-06  1.4374518E-06  1.2975279E-06  1.2904536E-06  2.3742823E-03
    s34     34   6.1845640E-10  8.3349834E-05  8.3349216E-05  7.4820309E-05  7.4825664E-05 -3.1090160E-05
    s35     35   9.8563147E-10  9.8563147E-10  0.0000000E+00  8.8476787E-10  0.0000000E+00  0.0000000E+00
   fe54     54  -6.6705979E-08  3.1749692E-05  3.1816398E-05  2.8500619E-05  2.8562754E-05 -9.4578927E-04
   fe55     55   4.7030976E-08  4.7030976E-08  0.0000000E+00  4.2218108E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -2.6402995E-07  5.2141701E-04  5.2168104E-04  4.6805831E-04  4.6833229E-04 -2.5414512E-04
   fe57     57   2.0860170E-07  1.2949322E-05  1.2740720E-05  1.1624166E-05  1.1437815E-05  7.0187515E-03
   fe58     58   8.1607027E-08  1.7314487E-06  1.6498417E-06  1.5542627E-06  1.4811237E-06  2.0933056E-02
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   1.5359819E-11  1.5359819E-11  0.0000000E+00  1.3787987E-11  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   2.9851435E-08  1.5283832E-06  1.4985318E-06  1.3719776E-06  1.3452873E-06  8.5319923E-03
   co60     60   5.3977644E-17  5.3977644E-17  0.0000000E+00  4.8453898E-17  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -4.4241460E-08  2.2018367E-05  2.2062608E-05  1.9765139E-05  1.9806417E-05 -9.0604735E-04
   ni59     59   5.3238112E-09  5.3238112E-09  0.0000000E+00  4.7790043E-09  0.0000000E+00  0.0000000E+00
   ni60     60  -1.3114914E-09  8.7365506E-06  8.7378621E-06  7.8425046E-06  7.8443018E-06 -9.9517063E-05
   ni61     61   8.9589003E-07  1.2793885E-06  3.8349845E-07  1.1484635E-06  3.4428072E-07  5.2320451E-01
   ni62     62  -8.9285720E-07  3.4597701E-07  1.2388342E-06  3.1057181E-07  1.1121472E-06 -5.5400026E-01
# Minitial =  1.90 msun, Z = 0.0080, Mfinal = 0.640 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.6892054E-08  4.5472014E-08  2.8579960E-08  3.6088899E-08  2.2684230E-08  2.0164961E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -3.0868232E-02  8.9794147E-01  9.2880970E-01  7.1265197E-01  7.3720652E-01 -1.4711674E-02
      d      2   6.5742781E-18  6.5742781E-18  0.0000000E+00  5.2176812E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.2561016E-04  3.2561016E-04  0.0000000E+00  2.5842077E-04  0.0000000E+00  0.0000000E+00
    he4      4   2.5090873E-02  3.4662616E-01  3.2153529E-01  2.7510014E-01  2.5520611E-01  3.2599770E-02
    li7      7  -9.3291497E-10  1.4174365E-09  2.3503515E-09  1.1249496E-09  1.8655000E-09 -2.1966217E-01
    be7      7   7.7470729E-12  7.7470729E-12  0.0000000E+00  6.1484706E-12  0.0000000E+00  0.0000000E+00
     b8      8   5.3999667E-27  5.3999667E-27  0.0000000E+00  4.2856879E-27  0.0000000E+00  0.0000000E+00
    c12     12   4.5377011E-03  6.0663689E-03  1.5286678E-03  4.8145787E-03  1.2133204E-03  5.9858280E-01
    c13     13   2.5139703E-05  4.3537420E-05  1.8397717E-05  3.4553508E-05  1.4602471E-05  3.7406582E-01
    c14     14   6.3915634E-10  6.3915634E-10  0.0000000E+00  5.0726695E-10  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   6.3371874E-04  1.1907041E-03  5.5698532E-04  9.4500324E-04  4.4208541E-04  3.2992712E-01
    n15     15  -1.1438110E-06  1.0558383E-06  2.1996493E-06  8.3796692E-07  1.7458859E-06 -3.1878901E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.8939604E-05  4.8864838E-03  4.8375442E-03  3.8781618E-03  3.8396122E-03  4.3385415E-03
    o17     17   1.4335872E-05  1.6295697E-05  1.9598249E-06  1.2933093E-05  1.5555346E-06  9.1982275E-01
    o18     18  -3.0903857E-06  7.8351077E-06  1.0925493E-05  6.2183394E-06  8.6716846E-06 -1.4442904E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   3.1155611E-07  5.1581458E-07  2.0425846E-07  4.0937664E-07  1.6212219E-07  4.0228060E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -1.1922093E-06  8.1537373E-04  8.1656594E-04  6.4712204E-04  6.4811739E-04 -6.6749053E-04
   ne21     21   3.9335646E-11  2.0813495E-06  2.0813102E-06  1.6518647E-06  1.6519588E-06 -2.4721803E-05
   ne22     22   1.8947535E-04  2.5514417E-04  6.5668821E-05  2.0249537E-04  5.2122065E-05  5.8939350E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   2.3174031E-26  2.3174031E-26  0.0000000E+00  1.8392089E-26  0.0000000E+00  0.0000000E+00
   na23     23   7.3518604E-06  2.4193805E-05  1.6841945E-05  1.9201432E-05  1.3367638E-05  1.5727895E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   5.7072612E-08  2.5976179E-04  2.5970471E-04  2.0616016E-04  2.0613050E-04  6.2484236E-05
   mg25     25   1.5300611E-07  3.4284149E-05  3.4131142E-05  2.7209642E-05  2.7090264E-05  1.9095970E-03
   mg26     26   3.5240373E-07  3.9502116E-05  3.9149712E-05  3.1350886E-05  3.1073560E-05  3.8588154E-03
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   9.3932684E-08  9.3932684E-08  0.0000000E+00  7.4549753E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   7.1069553E-07  2.9998262E-05  2.9287567E-05  2.3808145E-05  2.3245864E-05  1.0379853E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   8.3236955E-09  3.2950850E-04  3.2950018E-04  2.6151468E-04  2.6152792E-04 -2.1977743E-05
   si29     29   1.6460035E-08  1.7302831E-05  1.7286371E-05  1.3732406E-05  1.3720383E-05  3.8040886E-04
   si30     30   4.4849912E-08  1.1913397E-05  1.1868547E-05  9.4550769E-06  9.4201960E-06  1.6051184E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   4.9078320E-17  4.9078320E-17  0.0000000E+00  3.8951048E-17  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   5.7616489E-09  4.1208032E-06  4.1150415E-06  3.2704788E-06  3.2661540E-06  5.7470228E-04
    p32     32   1.2528759E-20  1.2528759E-20  0.0000000E+00  9.9434598E-21  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -5.0989911E-08  1.9968153E-04  1.9973252E-04  1.5847740E-04  1.5852990E-04 -1.4384626E-04
    s33     33   1.5736646E-08  1.6415848E-06  1.6258482E-06  1.3028451E-06  1.2904536E-06  4.1503864E-03
    s34     34   2.6921043E-10  9.4273448E-05  9.4273179E-05  7.4820200E-05  7.4825664E-05 -3.1711468E-05
    s35     35   1.9800888E-09  1.9800888E-09  0.0000000E+00  1.5714990E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -1.2883174E-07  3.5857509E-05  3.5986341E-05  2.8458340E-05  2.8562754E-05 -1.5905213E-03
   fe55     55   8.7975948E-08  8.7975948E-08  0.0000000E+00  6.9822178E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -5.3609256E-07  5.8951782E-04  5.9005391E-04  4.6787129E-04  4.6833229E-04 -4.2771731E-04
   fe57     57   4.1461044E-07  1.4825164E-05  1.4410553E-05  1.1766003E-05  1.1437815E-05  1.2285870E-02
   fe58     58   1.6895376E-07  2.0350280E-06  1.8660743E-06  1.6151016E-06  1.4811237E-06  3.7608530E-02
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   6.1543930E-11  6.1543930E-11  0.0000000E+00  4.8844390E-11  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   5.6951990E-08  1.7518854E-06  1.6949334E-06  1.3903853E-06  1.3452873E-06  1.4320131E-02
   co60     60   2.1627893E-16  2.1627893E-16  0.0000000E+00  1.7164994E-16  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -8.6607542E-08  2.4867586E-05  2.4954194E-05  1.9736179E-05  1.9806417E-05 -1.5428489E-03
   ni59     59   1.0554803E-08  1.0554803E-08  0.0000000E+00  8.3768281E-09  0.0000000E+00  0.0000000E+00
   ni60     60  -1.0350050E-09  9.8820346E-06  9.8830697E-06  7.8428848E-06  7.8443018E-06 -7.8467463E-05
   ni61     61   1.0411203E-06  1.4748811E-06  4.3376076E-07  1.1705405E-06  3.4428072E-07  5.3147376E-01
   ni62     62  -1.0228433E-06  3.7835582E-07  1.4011991E-06  3.0028241E-07  1.1121472E-06 -5.6863236E-01
# Minitial =  2.00 msun, Z = 0.0080, Mfinal = 0.644 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   2.3267088E-08  5.6292926E-08  3.3025838E-08  3.8662726E-08  2.2684230E-08  2.3156846E-01
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -4.7854424E-02  1.0254403E+00  1.0732948E+00  7.0428604E-01  7.3720652E-01 -1.9840075E-02
      d      2   8.4972145E-18  8.4972145E-18  0.0000000E+00  5.8359995E-18  0.0000000E+00  0.0000000E+00
    he3      3   3.1235148E-04  3.1235148E-04  0.0000000E+00  2.1452713E-04  0.0000000E+00  0.0000000E+00
    he4      4   3.6729574E-02  4.0828267E-01  3.7155309E-01  2.8041396E-01  2.5520611E-01  4.0908549E-02
    li7      7  -1.1785444E-09  1.5374262E-09  2.7159706E-09  1.0559247E-09  1.8655000E-09 -2.4716231E-01
    be7      7   4.9264078E-12  4.9264078E-12  0.0000000E+00  3.3835222E-12  0.0000000E+00  0.0000000E+00
     b8      8   6.5738999E-27  6.5738999E-27  0.0000000E+00  4.5150415E-27  0.0000000E+00  0.0000000E+00
    c12     12   9.4342409E-03  1.1200707E-02  1.7664662E-03  7.6927943E-03  1.2133204E-03  8.0210865E-01
    c13     13   2.7451286E-05  4.8710939E-05  2.1259653E-05  3.3455319E-05  1.4602471E-05  3.6003882E-01
    c14     14   2.3232559E-08  2.3232559E-08  0.0000000E+00  1.5956429E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.7637774E-04  1.4200073E-03  6.4362958E-04  9.7527984E-04  4.4208541E-04  3.4362307E-01
    n15     15  -1.3456850E-06  1.1961401E-06  2.5418251E-06  8.2152491E-07  1.7458859E-06 -3.2739514E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   2.6745722E-05  5.6168148E-03  5.5900691E-03  3.8577029E-03  3.8396122E-03  2.0414286E-03
    o17     17   2.0931899E-05  2.3196593E-05  2.2646939E-06  1.5931728E-05  1.5555346E-06  1.0103832E+00
    o18     18  -3.8232620E-06  8.8017932E-06  1.2625055E-05  6.0451885E-06  8.6716846E-06 -1.5669365E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   9.3588426E-07  1.1719170E-06  2.3603278E-07  8.0488815E-07  1.6212219E-07  6.9589305E-01
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20  -8.0815516E-07  9.4278227E-04  9.4359042E-04  6.4751535E-04  6.4811739E-04 -4.0362033E-04
   ne21     21   5.2644054E-08  2.4577214E-06  2.4050773E-06  1.6879957E-06  1.6519588E-06  9.3721487E-03
   ne22     22   5.1393418E-04  5.8981840E-04  7.5884214E-05  4.0509511E-04  5.2122065E-05  8.9053541E-01
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.4175547E-26  3.4175547E-26  0.0000000E+00  2.3472219E-26  0.0000000E+00  0.0000000E+00
   na23     23   1.3164590E-05  3.2626456E-05  1.9461866E-05  2.2408283E-05  1.3367638E-05  2.2435392E-01
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   1.8655555E-07  3.0029076E-04  3.0010421E-04  2.0624367E-04  2.0613050E-04  2.3839610E-04
   mg25     25   1.2436140E-06  4.0684172E-05  3.9440558E-05  2.7942429E-05  2.7090264E-05  1.3450905E-02
   mg26     26   1.6083468E-06  4.6848159E-05  4.5239813E-05  3.2175936E-05  3.1073560E-05  1.5140174E-02
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   1.1273255E-07  1.1273255E-07  0.0000000E+00  7.7426208E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.3354875E-06  3.5179008E-05  3.3843520E-05  2.4161409E-05  2.3245864E-05  1.6776579E-02
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   8.8475645E-09  3.8076585E-04  3.8075700E-04  2.6151503E-04  2.6152792E-04 -2.1408225E-05
   si29     29   5.1421011E-08  2.0026850E-05  1.9975429E-05  1.3754706E-05  1.3720383E-05  1.0850774E-03
   si30     30   1.2569035E-07  1.3840500E-05  1.3714810E-05  9.5058394E-06  9.4201960E-06  3.9305463E-03
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.6634990E-14  2.6634990E-14  0.0000000E+00  1.8293264E-14  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.5015758E-08  4.7701906E-06  4.7551748E-06  3.2762300E-06  3.2661540E-06  1.3377436E-03
    p32     32   6.7994044E-18  6.7994044E-18  0.0000000E+00  4.6699209E-18  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -1.3996032E-07  2.3066282E-04  2.3080278E-04  1.5842228E-04  1.5852990E-04 -2.9494130E-04
    s33     33   3.9352358E-08  1.9181164E-06  1.8787640E-06  1.3173877E-06  1.2904536E-06  8.9712404E-03
    s34     34   1.4479156E-09  1.0893970E-04  1.0893825E-04  7.4821226E-05  7.4825664E-05 -2.5757303E-05
    s35     35   5.4689178E-09  5.4689178E-09  0.0000000E+00  3.7561252E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -3.2752723E-07  4.1256822E-05  4.1584350E-05  2.8335733E-05  2.8562754E-05 -3.4656334E-03
   fe55     55   2.0565147E-07  2.0565147E-07  0.0000000E+00  1.4124416E-07  0.0000000E+00  0.0000000E+00
