# Minitial =  1.00 msun, Z = 0.0001, Mfinal = 0.720 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   fe58     58   2.3176572E-07  2.5609984E-07  2.4334117E-08  1.9475272E-07  1.8506446E-08  1.0221605E+00
   fe59     59   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   fe60     60   1.1801379E-08  1.1801379E-08  0.0000000E+00  8.9744319E-09  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   5.3767820E-08  7.5870211E-08  2.2102391E-08  5.7695974E-08  1.6809187E-08  5.3559881E-01
   co60     60   4.1472546E-14  4.1472546E-14  0.0000000E+00  3.1538055E-14  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -3.6958141E-08  2.8845133E-07  3.2540947E-07  2.1935462E-07  2.4747860E-07 -5.2390851E-02
   ni59     59   3.5419528E-10  3.5419528E-10  0.0000000E+00  2.6935001E-10  0.0000000E+00  0.0000000E+00
   ni60     60   2.3731701E-08  1.5260962E-07  1.2887791E-07  1.1605294E-07  9.8013501E-08  7.3370256E-02
   ni61     61   1.1854461E-07  1.2420097E-07  5.6563589E-09  9.4449398E-08  4.3017425E-09  1.3415548E+00
   ni62     62  -1.8209546E-08  6.2469939E-11  1.8272015E-08  4.7505656E-11  1.3896132E-08 -2.4661486E+00
# Minitial =  2.25 msun, Z = 0.0001, Mfinal = 0.713 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   1.7526327E-08  1.7961936E-08  4.3560974E-10  1.1686361E-08  2.8343647E-10  1.6152235E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.1535468E-01  9.6790051E-01  1.1832552E+00  6.2973362E-01  7.6990402E-01 -8.7279692E-02
      d      2   9.0846021E-18  9.0846021E-18  0.0000000E+00  5.9106067E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.3589554E-04  2.3589554E-04  0.0000000E+00  1.5347791E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.5799600E-01  5.1148176E-01  3.5348576E-01  3.3277929E-01  2.3000120E-01  1.6042621E-01
    li7      7  -2.8577978E-09  9.2641051E-12  2.8670619E-09  6.0273947E-12  1.8655000E-09 -2.4906657E+00
    be7      7   6.9413476E-14  6.9413476E-14  0.0000000E+00  4.5161666E-14  0.0000000E+00  0.0000000E+00
     b8      8   6.1253293E-29  6.1253293E-29  0.0000000E+00  3.9852501E-29  0.0000000E+00  0.0000000E+00
    c12     12   4.8417058E-02  4.8440356E-02  2.3299632E-05  3.1516172E-02  1.5160279E-05  3.3178263E+00
    c13     13   1.7884817E-06  2.0688958E-06  2.8041413E-07  1.3460611E-06  1.8245595E-07  8.6790681E-01
    c14     14   6.3357511E-08  6.3357511E-08  0.0000000E+00  4.1221544E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.2918861E-05  8.1408318E-05  8.4894527E-06  5.2965726E-05  5.5237988E-06  9.8175704E-01
    n15     15  -1.8471962E-08  1.5054628E-08  3.3526590E-08  9.7948138E-09  2.1814614E-08 -3.4775135E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   6.3098001E-04  7.0471282E-04  7.3732830E-05  4.5849892E-04  4.7975449E-05  9.8031926E-01
    o17     17   3.6468907E-07  3.9456032E-07  2.9871238E-08  2.5670809E-07  1.9436200E-08  1.1208282E+00
    o18     18  -6.8842830E-08  9.7681244E-08  1.6652407E-07  6.3553188E-08  1.0835156E-07 -2.3169786E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.8768447E-05  1.8771561E-05  3.1132645E-09  1.2213118E-05  2.0256954E-09  3.7802525E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.2396685E-04  1.3641278E-04  1.2445927E-05  8.8752626E-05  8.0981417E-06  1.0397959E+00
   ne21     21   5.6282020E-06  5.6599247E-06  3.1722887E-08  3.6824495E-06  2.0641007E-08  2.2514060E+00
   ne22     22   7.3271212E-03  7.3281219E-03  1.0009103E-06  4.7678091E-03  6.5125835E-07  3.8645656E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   3.4197521E-21  3.4197521E-21  0.0000000E+00  2.2249527E-21  0.0000000E+00  0.0000000E+00
   na23     23   1.6026285E-04  1.6051954E-04  2.5670136E-07  1.0443692E-04  1.6702687E-07  2.7960677E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   3.4130779E-05  3.8089143E-05  3.9583642E-06  2.4781486E-05  2.5755735E-06  9.8325342E-01
   mg25     25   1.3639977E-04  1.3691999E-04  5.2021966E-07  8.9082627E-05  3.3848926E-07  2.4202480E+00
   mg26     26   1.8657808E-04  1.8717480E-04  5.9671163E-07  1.2177931E-04  3.8825999E-07  2.4964509E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   3.3309114E-08  3.3309114E-08  0.0000000E+00  2.1671513E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   4.7455424E-06  5.1919374E-06  4.4639489E-07  3.3779686E-06  2.9045401E-07  1.0655782E+00
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   1.6484055E-06  6.6705775E-06  5.0221720E-06  4.3399987E-06  3.2677567E-06  1.2323989E-01
   si29     29   1.3729547E-07  4.0077069E-07  2.6347521E-07  2.6074866E-07  1.7143438E-07  1.8212420E-01
   si30     30   1.6093433E-07  3.4183222E-07  1.8089789E-07  2.2240224E-07  1.1770411E-07  2.7634749E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   4.4769096E-15  4.4769096E-15  0.0000000E+00  2.9127585E-15  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   2.9202305E-08  9.1922900E-08  6.2720595E-08  5.9806702E-08  4.0810161E-08  1.6598156E-01
    p32     32   1.1428694E-18  1.1428694E-18  0.0000000E+00  7.4357157E-19  0.0000000E+00  0.0000000E+00
    p33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -1.0744679E-07  2.9368343E-06  3.0442811E-06  1.9107576E-06  1.9808103E-06 -1.5637299E-02
    s33     33   3.8161865E-09  2.8597022E-08  2.4780835E-08  1.8605741E-08  1.6124050E-08  6.2172849E-02
    s34     34   1.2654482E-09  1.4381575E-06  1.4368920E-06  9.3569133E-07  9.3493685E-07  3.5035465E-04
    s35     35   4.8386668E-09  4.8386668E-09  0.0000000E+00  3.1481242E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -8.2586070E-08  4.6591006E-07  5.4849613E-07  3.0312953E-07  3.5688785E-07 -7.0903540E-02
   fe55     55   6.2762004E-09  6.2762004E-09  0.0000000E+00  4.0834096E-09  0.0000000E+00  0.0000000E+00
   fe56     56  -8.3262512E-07  8.1608523E-06  8.9934774E-06  5.3095982E-06  5.8517503E-06 -4.2224128E-02
   fe57     57   1.4600099E-07  3.6564359E-07  2.1964260E-07  2.3789434E-07  1.4291398E-07  2.2130939E-01
   fe58     58   4.3606533E-07  4.6450765E-07  2.8442312E-08  3.0221710E-07  1.8506446E-08  1.2129960E+00
   fe59     59   5.7203245E-40  5.7203245E-40  0.0000000E+00  3.7217506E-40  0.0000000E+00  0.0000000E+00
   fe60     60   4.9936268E-08  4.9936268E-08  0.0000000E+00  3.2489442E-08  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.2060188E-07  1.4643570E-07  2.5833815E-08  9.5273712E-08  1.6809187E-08  7.5342637E-01
   co60     60   1.7548532E-13  1.7548532E-13  0.0000000E+00  1.1417393E-13  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -5.8666586E-08  3.2167998E-07  3.8034656E-07  2.0929082E-07  2.4747860E-07 -7.2787479E-02
   ni59     59   2.1167250E-10  2.1167250E-10  0.0000000E+00  1.3771796E-10  0.0000000E+00  0.0000000E+00
   ni60     60   4.8312728E-08  1.9894838E-07  1.5063566E-07  1.2943943E-07  9.8013501E-08  1.2078068E-01
   ni61     61   2.3630264E-07  2.4291393E-07  6.6112911E-09  1.5804420E-07  4.3017425E-09  1.5651342E+00
   ni62     62  -2.1308285E-08  4.8495995E-11  2.1356781E-08  3.1552372E-11  1.3896132E-08 -2.6438620E+00
# Minitial =  2.50 msun, Z = 0.0001, Mfinal = 0.732 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   4.4870347E-08  4.5371429E-08  5.0108007E-10  2.5662573E-08  2.8343647E-10  1.9568444E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -2.0198119E-01  1.1591123E+00  1.3610935E+00  6.5560651E-01  7.6990402E-01 -6.9793321E-02
      d      2   9.6934252E-18  9.6934252E-18  0.0000000E+00  5.4827065E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.4548770E-04  2.4548770E-04  0.0000000E+00  1.3885050E-04  0.0000000E+00  0.0000000E+00
    he4      4   1.4540374E-01  5.5201697E-01  4.0661323E-01  3.1222680E-01  2.3000120E-01  1.3274010E-01
    li7      7  -2.9200984E-09  3.7787123E-10  3.2979697E-09  2.1372808E-10  1.8655000E-09 -9.4093364E-01
    be7      7   1.9584555E-10  1.9584555E-10  0.0000000E+00  1.1077237E-10  0.0000000E+00  0.0000000E+00
     b8      8   4.3182224E-26  4.3182224E-26  0.0000000E+00  2.4424335E-26  0.0000000E+00  0.0000000E+00
    c12     12   4.9178038E-02  4.9204838E-02  2.6801468E-05  2.7830791E-02  1.5160279E-05  3.2638183E+00
    c13     13   1.4086046E-05  1.4408605E-05  3.2255917E-07  8.1496637E-06  1.8245595E-07  1.6499816E+00
    c14     14   2.0914257E-07  2.0914257E-07  0.0000000E+00  1.1829331E-07  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   4.8583683E-05  5.8349066E-05  9.7653819E-06  3.3002863E-05  5.5237988E-06  7.7631378E-01
    n15     15  -2.6572025E-08  1.1993472E-08  3.8565496E-08  6.7836381E-09  2.1814614E-08 -5.0728488E-01
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   6.9088646E-04  7.7570102E-04  8.4814565E-05  4.3874493E-04  4.7975449E-05  9.6119308E-01
    o17     17   5.1730967E-07  5.5167044E-07  3.4360760E-08  3.1203078E-07  1.9436200E-08  1.2055861E+00
    o18     18  -8.3141259E-08  1.0841069E-07  1.9155195E-07  6.1318261E-08  1.0835156E-07 -2.4724533E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.4956379E-05  1.4959961E-05  3.5811749E-09  8.4615167E-06  2.0256954E-09  3.6208742E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.1060550E-04  1.2492199E-04  1.4316497E-05  7.0657239E-05  8.0981417E-06  9.4077128E-01
   ne21     21   1.0723033E-05  1.0759523E-05  3.6490707E-08  6.0857033E-06  2.0641007E-08  2.4695799E+00
   ne22     22   5.4458273E-03  5.4469784E-03  1.1513430E-06  3.0808700E-03  6.5125835E-07  3.6749201E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.7563046E-16  1.7563046E-16  0.0000000E+00  9.9338495E-17  0.0000000E+00  0.0000000E+00
   na23     23   8.6382512E-05  8.6677792E-05  2.9528252E-07  4.9025901E-05  1.6702687E-07  2.4676392E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   2.6714810E-05  3.1268100E-05  4.5532902E-06  1.7685577E-05  2.5755735E-06  8.3674532E-01
   mg25     25   2.2870320E-04  2.2930160E-04  5.9840647E-07  1.2969547E-04  3.3848926E-07  2.5833800E+00
   mg26     26   4.5677114E-04  4.5745753E-04  6.8639486E-07  2.5874295E-04  3.8825999E-07  2.8237460E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   2.9949252E-08  2.9949252E-08  0.0000000E+00  1.6939621E-08  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   1.0692615E-05  1.1206102E-05  5.1348616E-07  6.3382927E-06  2.9045401E-07  1.3388948E+00
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   6.9301427E-06  1.2707126E-05  5.7769835E-06  7.1872887E-06  3.2677567E-06  3.4231538E-01
   si29     29   7.1322654E-07  1.0163010E-06  3.0307444E-07  5.7483089E-07  1.7143438E-07  5.2544218E-01
   si30     30   6.3766299E-07  8.4574907E-07  2.0808608E-07  4.7836488E-07  1.1770411E-07  6.0896766E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   7.1989826E-13  7.1989826E-13  0.0000000E+00  4.0718226E-13  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.3150444E-07  2.0365168E-07  7.2147238E-08  1.1518760E-07  4.0810161E-08  4.5063743E-01
    p32     32   1.8377628E-16  1.8377628E-16  0.0000000E+00  1.0394586E-16  0.0000000E+00  0.0000000E+00
    p33     33   1.2523377E-33  1.2523377E-33  0.0000000E+00  7.0833581E-34  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -1.6057629E-07  3.3412475E-06  3.5018238E-06  1.8898459E-06  1.9808103E-06 -2.0416517E-02
    s33     33   2.9948541E-09  3.1500146E-08  2.8505292E-08  1.7816825E-08  1.6124050E-08  4.3356195E-02
    s34     34   2.3946995E-09  1.6552456E-06  1.6528509E-06  9.3622486E-07  9.3493685E-07  5.9791649E-04
    s35     35   8.7628234E-09  8.7628234E-09  0.0000000E+00  4.9563482E-09  0.0000000E+00  0.0000000E+00
   fe54     54  -8.2377369E-08  5.4855548E-07  6.3093285E-07  3.1026894E-07  3.5688785E-07 -6.0793456E-02
   fe55     55   1.9412083E-09  1.9412083E-09  0.0000000E+00  1.0979685E-09  0.0000000E+00  0.0000000E+00
   fe56     56  -1.0716640E-06  9.2734954E-06  1.0345159E-05  5.2451896E-06  5.8517503E-06 -4.7524590E-02
   fe57     57   6.1444894E-08  3.1409888E-07  2.5265399E-07  1.7765774E-07  1.4291398E-07  9.4509423E-02
   fe58     58   3.9429062E-07  4.2700771E-07  3.2717072E-08  2.4152018E-07  1.8506446E-08  1.1156304E+00
   fe59     59  -3.8905681E-36 -3.8905681E-36  0.0000000E+00 -2.2005476E-36  0.0000000E+00  0.0000000E+00
   fe60     60   2.0068204E-07  2.0068204E-07  0.0000000E+00  1.1350794E-07  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   1.5383708E-07  1.8355361E-07  2.9716530E-08  1.0381991E-07  1.6809187E-08  7.9073393E-01
   co60     60   7.0459426E-13  7.0459426E-13  0.0000000E+00  3.9852616E-13  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -5.7554246E-08  3.7995682E-07  4.3751106E-07  2.1490770E-07  2.4747860E-07 -6.1285652E-02
   ni59     59   1.9824519E-11  1.9824519E-11  0.0000000E+00  1.1212963E-11  0.0000000E+00  0.0000000E+00
   ni60     60   7.2958670E-08  2.4623424E-07  1.7327557E-07  1.3927276E-07  9.8013501E-08  1.5258028E-01
   ni61     61   4.2551002E-07  4.3311496E-07  7.6049398E-09  2.4497453E-07  4.3017425E-09  1.7554765E+00
   ni62     62  -2.4549642E-08  1.6973483E-11  2.4566615E-08  9.6003865E-12  1.3896132E-08 -3.1606052E+00
# Minitial =  3.00 msun, Z = 0.0001, Mfinal = 0.813 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
      g      1   3.7151739E-08  3.7771571E-08  6.1983280E-10  1.7270951E-08  2.8343647E-10  1.7848606E+00
      n      1   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
      p      1  -1.0222173E-01  1.5814422E+00  1.6836640E+00  7.2311032E-01  7.6990402E-01 -2.7232030E-02
      d      2   1.2923230E-17  1.2923230E-17  0.0000000E+00  5.9091128E-18  0.0000000E+00  0.0000000E+00
    he3      3   2.2177627E-04  2.2177627E-04  0.0000000E+00  1.0140661E-04  0.0000000E+00  0.0000000E+00
    he4      4   7.6387346E-02  5.7936525E-01  5.0297791E-01  2.6491323E-01  2.3000120E-01  6.1373536E-02
    li7      7   5.4067669E-08  5.8147236E-08  4.0795669E-09  2.6587671E-08  1.8655000E-09  1.1538851E+00
    be7      7   3.3954646E-09  3.3954646E-09  0.0000000E+00  1.5525672E-09  0.0000000E+00  0.0000000E+00
     b8      8   3.9122337E-20  3.9122337E-20  0.0000000E+00  1.7888585E-20  0.0000000E+00  0.0000000E+00
    c12     12   2.3501977E-02  2.3535131E-02  3.3153243E-05  1.0761376E-02  1.5160279E-05  2.8511605E+00
    c13     13   4.2188450E-04  4.2228351E-04  3.9900362E-07  1.9308802E-04  1.8245595E-07  3.0245974E+00
    c14     14   2.9166802E-08  2.9166802E-08  0.0000000E+00  1.3336443E-08  0.0000000E+00  0.0000000E+00
    n13     13   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    n14     14   7.5739976E-05  8.7819688E-05  1.2079714E-05  4.0155322E-05  5.5237988E-06  8.6150527E-01
    n15     15  -4.3380311E-08  4.3249595E-09  4.7705271E-08  1.9775763E-09  2.1814614E-08 -1.0426142E+00
    o14     14   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o15     15   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    o16     16   4.1586976E-04  5.2078482E-04  1.0491507E-04  2.3812748E-04  4.7975449E-05  6.9579047E-01
    o17     17   1.2641082E-06  1.3066121E-06  4.2504038E-08  5.9744497E-07  1.9436200E-08  1.4876865E+00
    o18     18  -1.4618918E-07  9.0759329E-08  2.3694851E-07  4.1499465E-08  1.0835156E-07 -4.1679266E-01
    o19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f17     17   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f18     18   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    f19     19   1.7784853E-06  1.7829152E-06  4.4298902E-09  8.1523325E-07  2.0256954E-09  2.6047077E+00
    f20     20   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne19     19   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ne20     20   1.8099116E-05  3.5808531E-05  1.7709415E-05  1.6373357E-05  8.0981417E-06  3.0575234E-01
   ne21     21   2.1841133E-06  2.2292520E-06  4.5138766E-08  1.0193196E-06  2.0641007E-08  1.6935794E+00
   ne22     22   9.2909165E-04  9.3051587E-04  1.4242037E-06  4.2547594E-04  6.5125835E-07  2.8151217E+00
   ne23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na21     21   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   na22     22   1.7467427E-13  1.7467427E-13  0.0000000E+00  7.9869345E-14  0.0000000E+00  0.0000000E+00
   na23     23   1.3794037E-05  1.4159299E-05  3.6526254E-07  6.4743022E-06  1.6702687E-07  1.5884066E+00
   na24     24   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg23     23   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   mg24     24   4.0265854E-06  9.6589756E-06  5.6323902E-06  4.4165413E-06  2.5755735E-06  2.3420835E-01
   mg25     25   6.0792638E-05  6.1532861E-05  7.4022495E-07  2.8135739E-05  3.3848926E-07  1.9197135E+00
   mg26     26   1.5911458E-04  1.5996365E-04  8.4906605E-07  7.3142954E-05  3.8825999E-07  2.2750499E+00
   mg27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al25     25   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al-6     26   5.1709659E-09  5.1709659E-09  0.0000000E+00  2.3644104E-09  0.0000000E+00  0.0000000E+00
   al*6     26   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   al27     27   3.0873971E-06  3.7225761E-06  6.3517911E-07  1.7021381E-06  2.9045401E-07  7.6791739E-01
   al28     28   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si27     27   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si28     28   2.8903619E-06  1.0036453E-05  7.1460913E-06  4.5891416E-06  3.2677567E-06  1.4748175E-01
   si29     29   3.8126225E-07  7.5616339E-07  3.7490113E-07  3.4575370E-07  1.7143438E-07  3.0466893E-01
   si30     30   4.5045215E-07  7.0785330E-07  2.5740115E-07  3.2366407E-07  1.1770411E-07  4.3930286E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   2.5194125E-11  2.5194125E-11  0.0000000E+00  1.1519947E-11  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   1.1545750E-07  2.0470317E-07  8.9245667E-08  9.3599986E-08  4.0810161E-08  3.6050749E-01
    p32     32   6.4315788E-15  6.4315788E-15  0.0000000E+00  2.9408224E-15  0.0000000E+00  0.0000000E+00
    p33     33   1.5647125E-26  1.5647125E-26  0.0000000E+00  7.1546071E-27  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -7.9180154E-08  4.2525530E-06  4.3317332E-06  1.9444687E-06  1.9808103E-06 -8.0419341E-03
    s33     33   1.0927259E-09  3.6353587E-08  3.5260861E-08  1.6622582E-08  1.6124050E-08  1.3224375E-02
