1.002652904000539215e-05 8.251454043749890943e-03
1.124995061548059461e-05 9.227422855120402320e-03
1.262265220055495281e-05 1.031882733647614125e-02
1.416284871125793714e-05 1.153932081268915083e-02
1.589097761951820481e-05 1.290417145268002094e-02
1.782997014599890340e-05 1.443045318403040310e-02
2.000555554346383411e-05 1.613725923424027750e-02
2.244660250832935578e-05 1.804594090542670920e-02
2.518550225072631297e-05 2.018037454637252107e-02
2.825859830617854306e-05 2.256726009410514600e-02
3.170666879223851971e-05 2.523645480012749742e-02
3.557546750933174800e-05 2.822134644442740245e-02
3.991633106589011101e-05 3.155927048391441586e-02
4.478686008395552759e-05 3.529197642138787172e-02
5.025168352443806286e-05 3.946614915525185896e-02
5.638331627416140696e-05 4.413399152153168331e-02
6.326312137435328368e-05 4.935387555552921829e-02
7.098238965876946282e-05 5.519106978312628142e-02
7.964355112759215433e-05 6.171855203206760843e-02
8.936153413130031985e-05 6.901791679127337875e-02
1.002652904000536844e-04 7.718038838420956949e-02
1.124995061548058614e-04 8.630795121011737570e-02
1.262265220055494434e-04 9.651461056261421978e-02
1.416284871125792833e-04 1.079277970476375387e-01
1.589097761951816618e-04 1.206899308763383222e-01
1.782997014599886003e-04 1.349601608659931617e-01
2.000555554346382056e-04 1.509162956160805258e-01
2.244660250832934223e-04 1.687569436995620953e-01
2.518550225072624859e-04 1.887038798321185873e-01
2.825859830617847191e-04 2.110046527694779406e-01
3.170666879223849803e-04 2.359354480093897033e-01
3.557546750933172496e-04 2.638042134418423501e-01
3.991633106589007984e-04 2.949540493337405311e-01
4.478686008395540833e-04 3.297668506148069278e-01
5.025168352443797884e-04 3.686671723830441949e-01
5.638331627416131751e-04 4.121262618744806483e-01
6.326312137435324574e-04 4.606661614762978529e-01
7.098238965876929206e-04 5.148637311410459994e-01
7.964355112759203235e-04 5.753543608398344888e-01
8.936153413130015722e-04 6.428350318135147567e-01
1.002652904000536031e-03 7.180662387776950428e-01
1.124995061548055876e-03 8.018720786836840420e-01
1.262265220055492319e-03 8.951375441287637846e-01
1.416284871125790502e-03 9.987893154148774766e-01
1.589097761951815697e-03 1.113815462584080596e+00
1.782997014599884810e-03 1.241216677556562953e+00
2.000555554346377177e-03 1.381980903659520754e+00
2.244660250832930699e-03 1.537038172789289669e+00
2.518550225072621173e-03 1.707196236416806290e+00
2.825859830617845781e-03 1.893054414016736908e+00
3.170666879223841671e-03 2.094893029054725631e+00
3.557546750933166749e-03 2.312538385312674638e+00
3.991633106589002021e-03 2.545208009185994324e+00
4.478686008395538556e-03 2.791348430039940265e+00
5.025168352443790294e-03 3.048487471525469061e+00
5.638331627416128498e-03 3.313130217594931537e+00
6.326312137435314599e-03 3.580743820710647007e+00
7.098238965876919014e-03 3.845829320230317538e+00
7.964355112759190225e-03 4.102083103251469964e+00
8.936153413130002929e-03 4.342554626932507489e+00
1.002652904000534556e-02 4.559676251408779635e+00
1.124995061548053968e-02 4.745074082999812148e+00
1.262265220055481391e-02 4.889284561358130610e+00
1.416284871124143079e-02 4.981794695510733284e+00
1.589097761778909476e-02 5.011824237004630866e+00
1.782997004293444127e-02 4.969792563951992648e+00
2.000555187335173110e-02 4.848887581249589296e+00
2.244652048885419776e-02 4.646757333917958199e+00
2.518429678413983477e-02 4.367996033482023144e+00
2.824644538989986783e-02 4.027263983369910427e+00
3.162021648644421090e-02 3.653641027022245691e+00
3.514352007894638863e-02 3.295637941814110405e+00
3.844466367228752818e-02 3.005876540559683896e+00
4.125634510424121965e-02 2.798082950685234049e+00
4.361291578103236588e-02 2.651065877090247103e+00
4.563953775259430024e-02 2.542933584688105153e+00
4.743504222191342184e-02 2.459820993231946140e+00
4.906487289724554418e-02 2.393461814541268939e+00
5.057209654185895048e-02 2.338745362193682897e+00
5.198592652177536078e-02 2.292359061118004693e+00
5.332689970520471806e-02 2.252049916672465013e+00
5.460994285852173447e-02 2.216217185667400003e+00
5.584622812556708227e-02 2.183682230841871075e+00
5.704433264683393678e-02 2.153552090683790166e+00
5.821098775531084041e-02 2.125134071853489015e+00
5.935157826741883913e-02 2.097881093289571286e+00
6.047048470073695253e-02 2.071355058988410214e+00
6.157132379257188037e-02 2.045202485217688881e+00
6.265712136486223383e-02 2.019137650901417835e+00
6.373043906864359065e-02 1.992929125866406359e+00
6.479346898632512564e-02 1.966392352068280003e+00
6.584810538342716901e-02 1.939382042328717803e+00
6.689599992075863366e-02 1.911787696489613664e+00
6.793860469841557503e-02 1.883529328119103896e+00
6.897720621408323649e-02 1.854554605594358696e+00
7.001295244501343218e-02 1.824836445630630744e+00
7.104687466107523219e-02 1.794370107574578821e+00
7.207990515446445479e-02 1.763172002555110307e+00
7.311289177164158326e-02 1.731277498631228928e+00
7.414660991672342161e-02 1.698738738131874371e+00
7.518177253753953460e-02 1.665623848725919176e+00
7.621903848878722187e-02 1.632014317713285534e+00
7.725901957945677245e-02 1.598003781766764275e+00
7.830228654582604975e-02 1.563696087563192672e+00
7.934937414111566112e-02 1.529203407349160049e+00
