1.002652904000539215e-05 1.206194126223264029e+05 1.206194084262979886e+05 1.608251961407600029e+05 1.608251159903456573e+05 0.000000000000000000e+00 1.206194119304439519e+05 1.206194119304439519e+05 1.218132389588167716e+05
1.124995061548059461e-05 1.206194041742810950e+05 1.206193988917945826e+05 1.608250069033096079e+05 1.608249060000476602e+05 0.000000000000000000e+00 1.206194033032527514e+05 1.206194033032527514e+05 1.218132247152655327e+05
1.262265220055495281e-05 1.206193936394908378e+05 1.206193869892342336e+05 1.608247688019666530e+05 1.608246417724946223e+05 0.000000000000000000e+00 1.206193925429311203e+05 1.206193925429311203e+05 1.218132068853800738e+05
1.416284871125793714e-05 1.206193803368589288e+05 1.206193719646819809e+05 1.608244689970750187e+05 1.608243090767744579e+05 0.000000000000000000e+00 1.206193789563720347e+05 1.206193789563720347e+05 1.218131843983841391e+05
1.589097761951820481e-05 1.206193636261056672e+05 1.206193530861604377e+05 1.608240916141095513e+05 1.608238902869058657e+05 0.000000000000000000e+00 1.206193618881758157e+05 1.206193618881758157e+05 1.218131561255800625e+05
1.782997014599890340e-05 1.206193426186340221e+05 1.206193293496297847e+05 1.608236165583365655e+05 1.608233631032355479e+05 0.000000000000000000e+00 1.206193404307101009e+05 1.206193404307101009e+05 1.218131205626811279e+05
2.000555554346383411e-05 1.206193161690008710e+05 1.206192994643092243e+05 1.608230184965883382e+05 1.608226994167801749e+05 0.000000000000000000e+00 1.206193134145669901e+05 1.206193134145669901e+05 1.218130757888814260e+05
2.244660250832935578e-05 1.206192828924194619e+05 1.206192618624691677e+05 1.608222656127185328e+05 1.608218639172132243e+05 0.000000000000000000e+00 1.206192794247943966e+05 1.206192794247943966e+05 1.218130194438416802e+05
2.518550225072631297e-05 1.206192409639566322e+05 1.206192144888244511e+05 1.608213177447802154e+05 1.608208120434209122e+05 0.000000000000000000e+00 1.206192365984764037e+05 1.206192365984764037e+05 1.218129484737003368e+05
2.825859830617854306e-05 1.206191881993098796e+05 1.206191548690998170e+05 1.608201244833926903e+05 1.608194878483586072e+05 0.000000000000000000e+00 1.206191827034970047e+05 1.206191827034970047e+05 1.218128591481732874e+05
3.170666879223851971e-05 1.206191217424211063e+05 1.206190797821817978e+05 1.608186222268487036e+05 1.608178207591615792e+05 0.000000000000000000e+00 1.206191148236041045e+05 1.206191148236041045e+05 1.218127466639197810e+05
3.557546750933174800e-05 1.206190380954035354e+05 1.206189852706086676e+05 1.608167310378747061e+05 1.608157220630332304e+05 0.000000000000000000e+00 1.206190293851317401e+05 1.206190293851317401e+05 1.218126050726176472e+05
3.991633106589011101e-05 1.206189327976840432e+05 1.206188662952340528e+05 1.608143502090916445e+05 1.608130800060216570e+05 0.000000000000000000e+00 1.206189218321059161e+05 1.206189218321059161e+05 1.218124268283368147e+05
4.478686008395552759e-05 1.206188002184087964e+05 1.206187164968194847e+05 1.608113529428422044e+05 1.608097538851042045e+05 0.000000000000000000e+00 1.206187864135696145e+05 1.206187864135696145e+05 1.218122024160256697e+05
5.025168352443806286e-05 1.206186333509237156e+05 1.206185279517801246e+05 1.608075797288819740e+05 1.608055666871814756e+05 0.000000000000000000e+00 1.206186159716761613e+05 1.206186159716761613e+05 1.218119199402497034e+05
5.638331627416140696e-05 1.206184232222974242e+05 1.206182905327187618e+05 1.608028295681509189e+05 1.608002953819898830e+05 0.000000000000000000e+00 1.206184013431344938e+05 1.206184013431344938e+05 1.218115642724224163e+05
6.326312137435328368e-05 1.206181587396830728e+05 1.206179916935959773e+05 1.607968497109067102e+05 1.607936594919806812e+05 0.000000000000000000e+00 1.206181311954810808e+05 1.206181311954810808e+05 1.218111165729888889e+05
7.098238965876946282e-05 1.206178257450479286e+05 1.206176154467765300e+05 1.607893217448470241e+05 1.607853057067890186e+05 0.000000000000000000e+00 1.206177910690003191e+05 1.206177910690003191e+05 1.218105529306927056e+05
7.964355112759215433e-05 1.206174065487283078e+05 1.206171417993133509e+05 1.607798450489955721e+05 1.607747894886060676e+05 0.000000000000000000e+00 1.206173628942405339e+05 1.206173628942405339e+05 1.218098433805439417e+05
8.936153413130031985e-05 1.206168788141838158e+05 1.206165455151121569e+05 1.607679152745215106e+05 1.607615512273568893e+05 0.000000000000000000e+00 1.206168238565543579e+05 1.206168238565543579e+05 1.218089501346945763e+05
1.002652904000536844e-04 1.206162144729565625e+05 1.206157948753476085e+05 1.607528976986337220e+05 1.607448866719794460e+05 0.000000000000000000e+00 1.206161452855754324e+05 1.206161452855754324e+05 1.218078256779845542e+05
