# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 8.86371e-13 12 8.86371e-13
2.22144 9.61621e-13 24 9.61621e-13
2.7207 4.18601e-14 16 4.18601e-14
3.14159 1.21423e-11 12 1.21423e-11
3.51241 1.8798e-11 48 1.8798e-11
3.84765 1.04491e-11 48 1.04491e-11
4.44288 9.70807e-12 24 9.70807e-12
4.71239 1.41964e-11 60 1.41964e-11
4.96729 6.90822e-11 48 6.90822e-11
5.20974 6.11511e-11 48 6.11511e-11
5.4414 2.78226e-12 16 2.78226e-12
5.66359 3.25444e-11 48 3.25444e-11
5.87738 4.03974e-11 96 4.03974e-11
6.28319 9.83707e-11 12 9.83707e-11
6.55703 1.18141e-10 168 1.18141e-10
6.84694 6.16334e-11 48 6.16334e-11
7.02481 2.27249e-10 48 2.27249e-10
7.25476 1.06758e-10 144 1.06758e-10
7.6953 1.51586e-10 48 1.51586e-10
7.96377 2.75298e-10 204 2.75298e-10
8.1621 3.196e-10 64 3.196e-10
8.51684 2.05694e-10 240 2.05694e-10
8.88577 1.59789e-10 24 1.59789e-10
9.15858 3.3179e-10 288 3.3179e-10
9.48256 5.72664e-10 108 5.72664e-10
9.74593 6.33318e-10 192 6.33318e-10
10.1275 4.41451e-10 336 4.41451e-10
10.5564 6.85843e-10 288 6.85843e-10
11.0536 5.3466e-10 292 5.3466e-10
11.4241 9.01921e-10 480 9.01921e-10
11.9234 8.50211e-10 384 8.50211e-10
12.3255 9.71535e-10 336 9.71535e-10
12.7651 1.28834e-09 540 1.28834e-09
13.1907 1.34233e-09 456 1.34233e-09
13.6659 1.40997e-09 688 1.40997e-09
14.2646 1.66848e-09 684 1.66848e-09
14.7875 1.91328e-09 912 1.91328e-09
15.4187 2.02556e-09 792 2.02556e-09
15.942 2.25198e-09 972 2.25198e-09
16.5482 2.35231e-09 1120 2.35231e-09
17.1639 2.89213e-09 1116 2.89213e-09
17.8011 3.02284e-09 1416 3.02284e-09
18.4303 3.33351e-09 1344 3.33351e-09
19.1824 4.11068e-09 1996 4.11068e-09
19.9469 3.57456e-09 1848 3.57456e-09
20.6808 5.14416e-09 2028 5.14416e-09
21.3842 4.84891e-09 2128 4.84891e-09
22.2186 5.71763e-09 2868 5.71763e-09
23.0657 5.54912e-09 2880 5.54912e-09
23.935 6.34217e-09 3324 6.34217e-09
24.8633 6.83372e-09 3796 6.83372e-09
25.7971 7.35242e-09 4080 7.35242e-09
26.7938 8.15712e-09 4756 8.15712e-09
27.7886 8.06507e-09 4860 8.06507e-09
28.8178 9.54909e-09 5928 9.54909e-09
29.9415 9.93089e-09 6556 9.93089e-09
31.0801 1.08081e-08 7236 1.08081e-08
32.231 1.15038e-08 7792 1.15038e-08
33.4697 1.32583e-08 9540 1.32583e-08
34.7575 1.47098e-08 9804 1.47098e-08
36.0407 1.55957e-08 11044 1.55957e-08
37.3988 1.8057e-08 12804 1.8057e-08
38.8321 1.96493e-08 14236 1.96493e-08
40.2872 2.21595e-08 15268 2.21595e-08
41.8167 2.56549e-08 18180 2.56549e-08
43.399 2.9594e-08 19132 2.9594e-08
45.0279 3.37211e-08 22068 3.37211e-08
46.7308 3.82179e-08 24580 3.82179e-08
48.5017 4.34107e-08 27412 4.34107e-08
50.3097 5.02109e-08 29940 5.02109e-08
52.197 5.80816e-08 34396 5.80816e-08
54.1738 6.77545e-08 38032 6.77545e-08
56.2203 8.01957e-08 42916 8.01957e-08
58.3613 9.61057e-08 48372 9.61057e-08
60.5794 1.14286e-07 53248 1.14286e-07
62.8515 1.39086e-07 59188 1.39086e-07
65.2265 1.67602e-07 67072 1.67602e-07
67.6932 2.06571e-07 74332 2.06571e-07
70.2489 2.60549e-07 83440 2.60549e-07
72.8971 3.34934e-07 92560 3.34934e-07
75.6319 4.3675e-07 103072 4.3675e-07
78.4853 5.93425e-07 116932 5.93425e-07
81.4754 8.24508e-07 131128 8.24508e-07
84.5539 1.18898e-06 144160 1.18898e-06
87.7413 1.76787e-06 162760 1.76787e-06
91.0485 2.69789e-06 180140 2.69789e-06
94.4801 4.0458e-06 203032 4.0458e-06
98.0438 5.78773e-06 225472 5.78773e-06
101.721 0.00178333 244742 0.00178333
105.563 6.77258e-06 241816 6.77258e-06
109.542 7.18443e-06 237776 7.18443e-06
113.676 7.91397e-06 230848 7.91397e-06
117.973 8.8718e-06 220136 8.8718e-06
122.414 1.02292e-05 203032 1.02292e-05
127.021 1.19461e-05 185072 1.19461e-05
131.796 1.36448e-05 157064 1.36448e-05
136.72 1.46961e-05 125744 1.46961e-05
141.817 0.0121883 86018 0.0121883
147.18 1.97025e-05 54524 1.97025e-05
152.694 2.84364e-05 32528 2.84364e-05
158.385 4.13262e-05 17228 4.13262e-05
164.073 4.30942e-05 6092 4.30942e-05
169.186 3.46122e-05 1100 3.46122e-05
174.125 468.425 2 468.425
