# in Mpc/h Units 
# D1 = 0.109045 
# k P N P(z=0)
1.5708 0.106705 6 8.97379
2.22144 0.120252 12 10.113
2.7207 0.151394 8 12.7321
3.14159 0.0315959 6 2.65717
3.51241 0.0259866 24 2.18544
3.84765 0.0226238 24 1.90263
4.44288 0.0140349 12 1.18032
4.71239 2.0941 30 176.111
4.96729 0.0336543 24 2.83029
5.20974 0.0572116 24 4.81143
5.4414 0.144972 8 12.1919
5.66359 0.0111463 24 0.937393
5.87738 0.0460693 48 3.87438
6.28319 0.0165941 6 1.39555
6.55703 0.0312502 84 2.6281
6.84694 0.0344613 24 2.89815
7.02481 0.0143072 24 1.20322
7.25476 0.0166163 72 1.39741
7.6953 0.0155647 24 1.30897
7.96377 0.010905 102 0.917096
8.1621 0.00741708 32 0.623768
8.51684 0.00929968 120 0.782093
8.88577 0.00841105 12 0.70736
9.15858 0.0100843 144 0.848075
9.48256 0.489071 54 41.1303
9.74593 0.0189653 96 1.59496
10.1275 0.0155842 168 1.31061
10.5564 0.0110272 144 0.927373
11.0536 0.0170923 146 1.43744
11.4241 0.0078343 240 0.658856
11.9234 0.0064404 192 0.54163
12.3255 0.00442299 168 0.371968
12.7651 0.00473504 270 0.398212
13.1907 0.00389774 228 0.327796
13.6659 0.00472862 344 0.397671
14.2646 0.0222871 342 1.87432
14.7875 0.00440071 456 0.370095
15.4187 0.00373864 396 0.314416
15.942 0.00389665 486 0.327704
16.5482 0.00258784 560 0.217634
17.1639 0.00225256 558 0.189438
17.8011 0.00199268 708 0.167582
18.4303 0.00194743 672 0.163777
19.1824 0.00273234 998 0.229787
19.9469 0.00146913 924 0.123552
20.6808 0.00167042 1014 0.14048
21.3842 0.00129904 1064 0.109248
22.2186 0.00100123 1434 0.0842019
23.0657 0.00109174 1440 0.0918139
23.935 0.00123182 1662 0.103595
24.8633 0.000965355 1898 0.0811852
25.7971 0.0009455 2040 0.0795154
26.7938 0.000865761 2378 0.0728095
27.7886 0.00107622 2430 0.090509
28.8178 0.00113719 2964 0.095636
29.9415 0.00102608 3278 0.0862923
31.0801 0.000894356 3618 0.0752143
32.231 0.000990602 3896 0.0833085
33.4697 0.00130381 4770 0.109649
34.7575 0.00116071 4902 0.0976143
36.0407 0.000972928 5522 0.0818221
37.3988 0.000972202 6402 0.0817611
38.8321 0.00103914 7118 0.0873902
40.2872 0.000971386 7634 0.0816924
41.8167 0.000883621 9090 0.0743115
43.399 0.000739099 9566 0.0621574
45.0279 0.000708812 11034 0.0596103
46.7308 0.000649456 12290 0.0546185
48.5017 0.000560079 13706 0.047102
50.3097 0.000521666 14970 0.0438715
52.197 0.000461258 17198 0.0387912
54.1738 0.000424192 19016 0.035674
56.2203 0.000394945 21458 0.0332144
58.3613 0.000378169 24186 0.0318036
60.5794 0.000360618 26624 0.0303275
62.8515 0.000362034 29594 0.0304467
65.2265 0.000354872 33536 0.0298443
67.6932 0.000356769 37166 0.0300039
70.2489 0.000346365 41720 0.0291289
72.8971 0.000351595 46280 0.0295687
75.6319 0.000354353 51536 0.0298007
78.4853 0.000346746 58466 0.0291609
81.4754 0.000338088 65564 0.0284328
84.5539 0.000334581 72080 0.0281379
87.7413 0.000331843 81380 0.0279076
91.0485 0.000332316 90070 0.0279474
94.4801 0.000341224 101516 0.0286966
98.0438 0.00035324 112736 0.029707
101.721 0.000362962 122371 0.0305247
105.563 0.000368915 120908 0.0310253
109.542 0.000372867 118888 0.0313577
113.676 0.000382959 115424 0.0322064
117.973 0.000396194 110068 0.0333194
122.414 0.000417258 101516 0.0350909
127.021 0.000447078 92536 0.0375988
131.796 0.000490332 78532 0.0412364
136.72 0.000543905 62872 0.0457417
141.817 0.000581183 43009 0.0488769
147.18 0.000636299 27262 0.053512
152.694 0.000709078 16264 0.0596327
158.385 0.000825399 8614 0.0694151
164.073 0.00107911 3046 0.0907523
169.186 0.00143461 550 0.120649
174.125 0.000307021 1 0.0258201
