# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 1.01747e-12 12 1.01747e-12
2.22144 9.51516e-13 24 9.51516e-13
2.7207 9.55076e-14 16 9.55076e-14
3.14159 1.01793e-11 12 1.01793e-11
3.51241 1.80893e-11 48 1.80893e-11
3.84765 7.72703e-12 48 7.72703e-12
4.44288 1.5977e-11 24 1.5977e-11
4.71239 1.60397e-11 60 1.60397e-11
4.96729 6.332e-11 48 6.332e-11
5.20974 5.98985e-11 48 5.98985e-11
5.4414 3.12237e-12 16 3.12237e-12
5.66359 4.7644e-11 48 4.7644e-11
5.87738 4.26795e-11 96 4.26795e-11
6.28319 7.08098e-11 12 7.08098e-11
6.55703 1.21476e-10 168 1.21476e-10
6.84694 1.24104e-10 48 1.24104e-10
7.02481 2.18246e-10 48 2.18246e-10
7.25476 1.16527e-10 144 1.16527e-10
7.6953 1.36002e-10 48 1.36002e-10
7.96377 2.93491e-10 204 2.93491e-10
8.1621 2.87839e-10 64 2.87839e-10
8.51684 1.98068e-10 240 1.98068e-10
8.88577 1.95379e-10 24 1.95379e-10
9.15858 3.90381e-10 288 3.90381e-10
9.48256 5.50904e-10 108 5.50904e-10
9.74593 5.24901e-10 192 5.24901e-10
10.1275 4.67595e-10 336 4.67595e-10
10.5564 5.51603e-10 288 5.51603e-10
11.0536 5.11819e-10 292 5.11819e-10
11.4241 8.61596e-10 480 8.61596e-10
11.9234 7.44845e-10 384 7.44845e-10
12.3255 1.03672e-09 336 1.03672e-09
12.7651 1.11439e-09 540 1.11439e-09
13.1907 1.10648e-09 456 1.10648e-09
13.6659 1.23998e-09 688 1.23998e-09
14.2646 1.5117e-09 684 1.5117e-09
14.7875 1.71047e-09 912 1.71047e-09
15.4187 1.60097e-09 792 1.60097e-09
15.942 1.85164e-09 972 1.85164e-09
16.5482 1.88829e-09 1120 1.88829e-09
17.1639 2.32909e-09 1116 2.32909e-09
17.8011 2.54899e-09 1416 2.54899e-09
18.4303 2.65065e-09 1344 2.65065e-09
19.1824 3.10376e-09 1996 3.10376e-09
19.9469 2.74573e-09 1848 2.74573e-09
20.6808 3.3963e-09 2028 3.3963e-09
21.3842 3.53579e-09 2128 3.53579e-09
22.2186 4.05938e-09 2868 4.05938e-09
23.0657 4.11167e-09 2880 4.11167e-09
23.935 4.34855e-09 3324 4.34855e-09
24.8633 4.93806e-09 3796 4.93806e-09
25.7971 5.16577e-09 4080 5.16577e-09
26.7938 5.41073e-09 4756 5.41073e-09
27.7886 5.84206e-09 4860 5.84206e-09
28.8178 7.13405e-09 5928 7.13405e-09
29.9415 7.55611e-09 6556 7.55611e-09
31.0801 8.11407e-09 7236 8.11407e-09
32.231 8.7204e-09 7792 8.7204e-09
33.4697 1.05467e-08 9540 1.05467e-08
34.7575 1.14303e-08 9804 1.14303e-08
36.0407 1.25455e-08 11044 1.25455e-08
37.3988 1.47018e-08 12804 1.47018e-08
38.8321 1.6536e-08 14236 1.6536e-08
40.2872 1.85799e-08 15268 1.85799e-08
41.8167 2.15914e-08 18180 2.15914e-08
43.399 2.48552e-08 19132 2.48552e-08
45.0279 2.90709e-08 22068 2.90709e-08
46.7308 3.32974e-08 24580 3.32974e-08
48.5017 3.76309e-08 27412 3.76309e-08
50.3097 4.36135e-08 29940 4.36135e-08
52.197 5.13963e-08 34396 5.13963e-08
54.1738 5.98252e-08 38032 5.98252e-08
56.2203 7.17003e-08 42916 7.17003e-08
58.3613 8.41968e-08 48372 8.41968e-08
60.5794 1.02652e-07 53248 1.02652e-07
62.8515 1.2443e-07 59188 1.2443e-07
65.2265 1.4979e-07 67072 1.4979e-07
67.6932 1.8606e-07 74332 1.8606e-07
70.2489 2.36855e-07 83440 2.36855e-07
72.8971 3.01786e-07 92560 3.01786e-07
75.6319 3.94334e-07 103072 3.94334e-07
78.4853 5.28546e-07 116932 5.28546e-07
81.4754 7.42684e-07 131128 7.42684e-07
84.5539 1.05773e-06 144160 1.05773e-06
87.7413 1.53896e-06 162760 1.53896e-06
91.0485 2.31075e-06 180140 2.31075e-06
94.4801 3.49936e-06 203032 3.49936e-06
98.0438 5.09785e-06 225472 5.09785e-06
101.721 0.00186243 244742 0.00186243
105.563 6.02469e-06 241816 6.02469e-06
109.542 6.5933e-06 237776 6.5933e-06
113.676 7.7005e-06 230848 7.7005e-06
117.973 9.25696e-06 220136 9.25696e-06
122.414 1.19608e-05 203032 1.19608e-05
127.021 1.57054e-05 185072 1.57054e-05
131.796 1.98026e-05 157064 1.98026e-05
136.72 2.32172e-05 125744 2.32172e-05
141.817 0.0128151 86018 0.0128151
147.18 3.18002e-05 54524 3.18002e-05
152.694 5.57012e-05 32528 5.57012e-05
158.385 0.000105888 17228 0.000105888
164.073 0.000142465 6092 0.000142465
169.186 0.000104316 1100 0.000104316
174.125 495.857 2 495.857
