# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 1.00469e-12 12 1.00469e-12
2.22144 9.58962e-13 24 9.58962e-13
2.7207 9.52645e-14 16 9.52645e-14
3.14159 1.08238e-11 12 1.08238e-11
3.51241 1.82601e-11 48 1.82601e-11
3.84765 7.92827e-12 48 7.92827e-12
4.44288 1.48656e-11 24 1.48656e-11
4.71239 1.56937e-11 60 1.56937e-11
4.96729 6.30159e-11 48 6.30159e-11
5.20974 5.98365e-11 48 5.98365e-11
5.4414 3.06064e-12 16 3.06064e-12
5.66359 4.57196e-11 48 4.57196e-11
5.87738 4.22361e-11 96 4.22361e-11
6.28319 7.55447e-11 12 7.55447e-11
6.55703 1.20249e-10 168 1.20249e-10
6.84694 1.17336e-10 48 1.17336e-10
7.02481 2.18321e-10 48 2.18321e-10
7.25476 1.13582e-10 144 1.13582e-10
7.6953 1.36254e-10 48 1.36254e-10
7.96377 2.89942e-10 204 2.89942e-10
8.1621 2.91058e-10 64 2.91058e-10
8.51684 1.96713e-10 240 1.96713e-10
8.88577 1.83549e-10 24 1.83549e-10
9.15858 3.81244e-10 288 3.81244e-10
9.48256 5.4978e-10 108 5.4978e-10
9.74593 5.35478e-10 192 5.35478e-10
10.1275 4.63932e-10 336 4.63932e-10
10.5564 5.65048e-10 288 5.65048e-10
11.0536 5.08995e-10 292 5.08995e-10
11.4241 8.62438e-10 480 8.62438e-10
11.9234 7.56009e-10 384 7.56009e-10
12.3255 1.03766e-09 336 1.03766e-09
12.7651 1.11918e-09 540 1.11918e-09
13.1907 1.12729e-09 456 1.12729e-09
13.6659 1.25288e-09 688 1.25288e-09
14.2646 1.5166e-09 684 1.5166e-09
14.7875 1.73757e-09 912 1.73757e-09
15.4187 1.64742e-09 792 1.64742e-09
15.942 1.89471e-09 972 1.89471e-09
16.5482 1.94341e-09 1120 1.94341e-09
17.1639 2.39096e-09 1116 2.39096e-09
17.8011 2.61106e-09 1416 2.61106e-09
18.4303 2.72604e-09 1344 2.72604e-09
19.1824 3.20293e-09 1996 3.20293e-09
19.9469 2.81448e-09 1848 2.81448e-09
20.6808 3.52258e-09 2028 3.52258e-09
21.3842 3.6736e-09 2128 3.6736e-09
22.2186 4.19576e-09 2868 4.19576e-09
23.0657 4.22761e-09 2880 4.22761e-09
23.935 4.46541e-09 3324 4.46541e-09
24.8633 5.09333e-09 3796 5.09333e-09
25.7971 5.29151e-09 4080 5.29151e-09
26.7938 5.54128e-09 4756 5.54128e-09
27.7886 5.96765e-09 4860 5.96765e-09
28.8178 7.30175e-09 5928 7.30175e-09
29.9415 7.65065e-09 6556 7.65065e-09
31.0801 8.26745e-09 7236 8.26745e-09
32.231 8.85854e-09 7792 8.85854e-09
33.4697 1.06889e-08 9540 1.06889e-08
34.7575 1.15675e-08 9804 1.15675e-08
36.0407 1.26831e-08 11044 1.26831e-08
37.3988 1.48188e-08 12804 1.48188e-08
38.8321 1.66888e-08 14236 1.66888e-08
40.2872 1.88047e-08 15268 1.88047e-08
41.8167 2.18129e-08 18180 2.18129e-08
43.399 2.51575e-08 19132 2.51575e-08
45.0279 2.94257e-08 22068 2.94257e-08
46.7308 3.37008e-08 24580 3.37008e-08
48.5017 3.80325e-08 27412 3.80325e-08
50.3097 4.40422e-08 29940 4.40422e-08
52.197 5.19743e-08 34396 5.19743e-08
54.1738 6.04054e-08 38032 6.04054e-08
56.2203 7.24969e-08 42916 7.24969e-08
58.3613 8.52564e-08 48372 8.52564e-08
60.5794 1.03807e-07 53248 1.03807e-07
62.8515 1.25837e-07 59188 1.25837e-07
65.2265 1.51644e-07 67072 1.51644e-07
67.6932 1.87999e-07 74332 1.87999e-07
70.2489 2.39448e-07 83440 2.39448e-07
72.8971 3.05652e-07 92560 3.05652e-07
75.6319 3.99613e-07 103072 3.99613e-07
78.4853 5.36651e-07 116932 5.36651e-07
81.4754 7.53683e-07 131128 7.53683e-07
84.5539 1.0754e-06 144160 1.0754e-06
87.7413 1.56574e-06 162760 1.56574e-06
91.0485 2.35079e-06 180140 2.35079e-06
94.4801 3.54884e-06 203032 3.54884e-06
98.0438 5.1601e-06 225472 5.1601e-06
101.721 0.00185224 244742 0.00185224
105.563 6.11131e-06 241816 6.11131e-06
109.542 6.67341e-06 237776 6.67341e-06
113.676 7.75712e-06 230848 7.75712e-06
117.973 9.28219e-06 220136 9.28219e-06
122.414 1.1889e-05 203032 1.1889e-05
127.021 1.54418e-05 185072 1.54418e-05
131.796 1.92415e-05 157064 1.92415e-05
136.72 2.23456e-05 125744 2.23456e-05
141.817 0.0127366 86018 0.0127366
147.18 3.08399e-05 54524 3.08399e-05
152.694 5.33155e-05 32528 5.33155e-05
158.385 9.90193e-05 17228 9.90193e-05
164.073 0.000128678 6092 0.000128678
169.186 9.30696e-05 1100 9.30696e-05
174.125 492.457 2 492.457
