# in Mpc/h Units 
# D1 = 0.182597 
# k P N P(z=0)
1.5708 0.283515 6 8.5033
2.22144 0.309124 12 9.27137
2.7207 0.408798 8 12.2608
3.14159 0.0822052 6 2.46553
3.51241 0.0718283 24 2.1543
3.84765 0.0717828 24 2.15294
4.44288 0.0427433 12 1.28198
4.71239 2.56016 30 76.7853
4.96729 0.104153 24 3.12379
5.20974 0.169162 24 5.07359
5.4414 0.473806 8 14.2106
5.66359 0.0397144 24 1.19113
5.87738 0.154478 48 4.63317
6.28319 0.0598815 6 1.79599
6.55703 0.0893974 84 2.68124
6.84694 0.130688 24 3.91965
7.02481 0.0516577 24 1.54934
7.25476 0.0497477 72 1.49205
7.6953 0.0771777 24 2.31474
7.96377 0.0422411 102 1.26691
8.1621 0.0293719 32 0.880935
8.51684 0.0341904 120 1.02545
8.88577 0.0565281 12 1.69541
9.15858 0.0388607 144 1.16553
9.48256 0.714594 54 21.4324
9.74593 0.0598412 96 1.79478
10.1275 0.0605527 168 1.81612
10.5564 0.0482209 144 1.44626
11.0536 0.0505366 146 1.51571
11.4241 0.0352324 240 1.0567
11.9234 0.0286765 192 0.860077
12.3255 0.0226868 168 0.680433
12.7651 0.0205895 270 0.617529
13.1907 0.0206374 228 0.618965
13.6659 0.0205548 344 0.616486
14.2646 0.0568139 342 1.70399
14.7875 0.0219581 456 0.658575
15.4187 0.0222691 396 0.667902
15.942 0.0185524 486 0.556431
16.5482 0.0165941 560 0.497696
17.1639 0.0134477 558 0.40333
17.8011 0.0113414 708 0.340157
18.4303 0.0112184 672 0.336465
19.1824 0.0143348 998 0.429934
19.9469 0.01005 924 0.301425
20.6808 0.00919097 1014 0.275659
21.3842 0.00924316 1064 0.277225
22.2186 0.00672814 1434 0.201793
23.0657 0.00711167 1440 0.213296
23.935 0.00688176 1662 0.206401
24.8633 0.00556604 1898 0.166939
25.7971 0.00601714 2040 0.180468
26.7938 0.0049463 2378 0.148351
27.7886 0.00455554 2430 0.136632
28.8178 0.00388825 2964 0.116618
29.9415 0.00381815 3278 0.114516
31.0801 0.00395703 3618 0.118681
32.231 0.0033746 3896 0.101213
33.4697 0.00320561 4770 0.096144
34.7575 0.00286055 4902 0.0857948
36.0407 0.00287498 5522 0.0862276
37.3988 0.00262464 6402 0.0787193
38.8321 0.00228006 7118 0.0683844
40.2872 0.00233723 7634 0.0700991
41.8167 0.00197368 9090 0.0591955
43.399 0.00187151 9566 0.056131
45.0279 0.00176284 11034 0.0528718
46.7308 0.0015964 12290 0.04788
48.5017 0.00143543 13706 0.0430521
50.3097 0.00133848 14970 0.0401442
52.197 0.00121412 17198 0.0364144
54.1738 0.00113554 19016 0.0340575
56.2203 0.0010502 21458 0.0314979
58.3613 0.000983566 24186 0.0294995
60.5794 0.000925558 26624 0.0277597
62.8515 0.000872199 29594 0.0261594
65.2265 0.000816015 33536 0.0244742
67.6932 0.000776208 37166 0.0232803
70.2489 0.00074409 41720 0.022317
72.8971 0.000705708 46280 0.0211659
75.6319 0.000677871 51536 0.020331
78.4853 0.00065166 58466 0.0195449
81.4754 0.000629988 65564 0.0188949
84.5539 0.000604853 72080 0.018141
87.7413 0.00060464 81380 0.0181346
91.0485 0.000591757 90070 0.0177482
94.4801 0.000594777 101516 0.0178388
98.0438 0.000602213 112736 0.0180618
101.721 0.000608565 122371 0.0182523
105.563 0.000595458 120908 0.0178592
109.542 0.000590525 118888 0.0177112
113.676 0.000588922 115424 0.0176632
117.973 0.000589222 110068 0.0176722
122.414 0.000611741 101516 0.0183476
127.021 0.000631525 92536 0.0189409
131.796 0.000661448 78532 0.0198384
136.72 0.000719543 62872 0.0215808
141.817 0.000753915 43009 0.0226117
147.18 0.000806785 27262 0.0241974
152.694 0.000851035 16264 0.0255246
158.385 0.000951018 8614 0.0285233
164.073 0.00114046 3046 0.0342053
169.186 0.00139288 550 0.0417758
174.125 0.00539429 1 0.161788
