# in Mpc/h Units 
# D1 = 0.125864 
# k P N P(z=0)
1.5708 0.140523 6 8.87046
2.22144 0.157175 12 9.92162
2.7207 0.201554 8 12.7231
3.14159 0.0419502 6 2.64809
3.51241 0.0346154 24 2.18509
3.84765 0.0314542 24 1.98554
4.44288 0.019224 12 1.21351
4.71239 2.24688 30 141.834
4.96729 0.0474539 24 2.99551
5.20974 0.0797325 24 5.03309
5.4414 0.207709 8 13.1116
5.66359 0.0160766 24 1.01483
5.87738 0.0656845 48 4.14631
6.28319 0.0236155 6 1.49072
6.55703 0.0425991 84 2.68906
6.84694 0.0503692 24 3.17954
7.02481 0.0205798 24 1.2991
7.25476 0.0231023 72 1.45833
7.6953 0.0253869 24 1.60254
7.96377 0.016038 102 1.0124
8.1621 0.0105536 32 0.66619
8.51684 0.0132874 120 0.838766
8.88577 0.0152121 12 0.960261
9.15858 0.0151154 144 0.954154
9.48256 0.560028 54 35.3516
9.74593 0.027031 96 1.70632
10.1275 0.0232998 168 1.47079
10.5564 0.0169084 144 1.06734
11.0536 0.0236158 146 1.49074
11.4241 0.011942 240 0.753835
11.9234 0.00976971 192 0.61671
12.3255 0.0070194 168 0.443098
12.7651 0.00707528 270 0.446625
13.1907 0.00606339 228 0.38275
13.6659 0.00727959 344 0.459522
14.2646 0.0312423 342 1.97216
14.7875 0.00716434 456 0.452247
15.4187 0.00620048 396 0.391404
15.942 0.00622833 486 0.393162
16.5482 0.00433802 560 0.273836
17.1639 0.00362217 558 0.228649
17.8011 0.00314011 708 0.198219
18.4303 0.00308103 672 0.194489
19.1824 0.0048276 998 0.304741
19.9469 0.00246464 924 0.15558
20.6808 0.00275518 1014 0.17392
21.3842 0.00221223 1064 0.139646
22.2186 0.00164771 1434 0.104011
23.0657 0.00177331 1440 0.11194
23.935 0.00207879 1662 0.131223
24.8633 0.00154712 1898 0.0976618
25.7971 0.00148155 2040 0.0935222
26.7938 0.00129295 2378 0.0816174
27.7886 0.0014099 2430 0.0889997
28.8178 0.00155704 2964 0.0982874
29.9415 0.00140745 3278 0.088845
31.0801 0.00122562 3618 0.0773668
32.231 0.00131395 3896 0.0829427
33.4697 0.00156774 4770 0.0989629
34.7575 0.00140915 4902 0.0889524
36.0407 0.00121525 5522 0.0767125
37.3988 0.00123245 6402 0.0777978
38.8321 0.00120848 7118 0.0762849
40.2872 0.0012213 7634 0.0770944
41.8167 0.0011271 9090 0.071148
43.399 0.000943826 9566 0.0595788
45.0279 0.00089084 11034 0.056234
46.7308 0.000805651 12290 0.0508565
48.5017 0.000711485 13706 0.0449123
50.3097 0.000630606 14970 0.0398068
52.197 0.000579549 17198 0.0365839
54.1738 0.000520707 19016 0.0328695
56.2203 0.000481173 21458 0.0303739
58.3613 0.00045701 24186 0.0288486
60.5794 0.000431652 26624 0.0272479
62.8515 0.000428087 29594 0.0270229
65.2265 0.000420529 33536 0.0265458
67.6932 0.000414991 37166 0.0261962
70.2489 0.000402825 41720 0.0254282
72.8971 0.000400299 46280 0.0252688
75.6319 0.000390865 51536 0.0246733
78.4853 0.000382529 58466 0.0241471
81.4754 0.00037277 65564 0.023531
84.5539 0.000362433 72080 0.0228785
87.7413 0.000358876 81380 0.022654
91.0485 0.00036144 90070 0.0228158
94.4801 0.000368077 101516 0.0232347
98.0438 0.000378844 112736 0.0239144
101.721 0.000392568 122371 0.0247808
105.563 0.000397597 120908 0.0250982
109.542 0.000409865 118888 0.0258726
113.676 0.000414297 115424 0.0261524
117.973 0.000427831 110068 0.0270067
122.414 0.000444008 101516 0.0280278
127.021 0.000472957 92536 0.0298553
131.796 0.000514586 78532 0.0324831
136.72 0.000569718 62872 0.0359633
141.817 0.000616872 43009 0.0389399
147.18 0.000669203 27262 0.0422432
152.694 0.000744238 16264 0.0469798
158.385 0.000873018 8614 0.055109
164.073 0.0011144 3046 0.0703459
169.186 0.00137755 550 0.0869574
174.125 8.26903e-05 1 0.0052198
