# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 9.1624e-13 12 9.1624e-13
2.22144 9.81062e-13 24 9.81062e-13
2.7207 6.30793e-14 16 6.30793e-14
3.14159 1.19096e-11 12 1.19096e-11
3.51241 1.85231e-11 48 1.85231e-11
3.84765 9.51445e-12 48 9.51445e-12
4.44288 1.16146e-11 24 1.16146e-11
4.71239 1.41695e-11 60 1.41695e-11
4.96729 6.72287e-11 48 6.72287e-11
5.20974 5.98259e-11 48 5.98259e-11
5.4414 2.69875e-12 16 2.69875e-12
5.66359 3.68846e-11 48 3.68846e-11
5.87738 4.07839e-11 96 4.07839e-11
6.28319 8.40191e-11 12 8.40191e-11
6.55703 1.19213e-10 168 1.19213e-10
6.84694 8.05235e-11 48 8.05235e-11
7.02481 2.17767e-10 48 2.17767e-10
7.25476 1.05478e-10 144 1.05478e-10
7.6953 1.43617e-10 48 1.43617e-10
7.96377 2.82741e-10 204 2.82741e-10
8.1621 3.06337e-10 64 3.06337e-10
8.51684 2.00055e-10 240 2.00055e-10
8.88577 1.5965e-10 24 1.5965e-10
9.15858 3.52853e-10 288 3.52853e-10
9.48256 5.60745e-10 108 5.60745e-10
9.74593 5.89145e-10 192 5.89145e-10
10.1275 4.46004e-10 336 4.46004e-10
10.5564 6.36239e-10 288 6.36239e-10
11.0536 5.1599e-10 292 5.1599e-10
11.4241 8.87714e-10 480 8.87714e-10
11.9234 8.05574e-10 384 8.05574e-10
12.3255 1.00902e-09 336 1.00902e-09
12.7651 1.20292e-09 540 1.20292e-09
13.1907 1.24075e-09 456 1.24075e-09
13.6659 1.33495e-09 688 1.33495e-09
14.2646 1.57039e-09 684 1.57039e-09
14.7875 1.83508e-09 912 1.83508e-09
15.4187 1.82504e-09 792 1.82504e-09
15.942 2.02973e-09 972 2.02973e-09
16.5482 2.16179e-09 1120 2.16179e-09
17.1639 2.67876e-09 1116 2.67876e-09
17.8011 2.84306e-09 1416 2.84306e-09
18.4303 3.04152e-09 1344 3.04152e-09
19.1824 3.63983e-09 1996 3.63983e-09
19.9469 3.17865e-09 1848 3.17865e-09
20.6808 4.33902e-09 2028 4.33902e-09
21.3842 4.31544e-09 2128 4.31544e-09
22.2186 4.94533e-09 2868 4.94533e-09
23.0657 4.85188e-09 2880 4.85188e-09
23.935 5.28584e-09 3324 5.28584e-09
24.8633 5.94884e-09 3796 5.94884e-09
25.7971 6.19898e-09 4080 6.19898e-09
26.7938 6.64144e-09 4756 6.64144e-09
27.7886 6.79274e-09 4860 6.79274e-09
28.8178 8.24936e-09 5928 8.24936e-09
29.9415 8.47948e-09 6556 8.47948e-09
31.0801 9.25805e-09 7236 9.25805e-09
32.231 9.86734e-09 7792 9.86734e-09
33.4697 1.16986e-08 9540 1.16986e-08
34.7575 1.27651e-08 9804 1.27651e-08
36.0407 1.37613e-08 11044 1.37613e-08
37.3988 1.59375e-08 12804 1.59375e-08
38.8321 1.77497e-08 14236 1.77497e-08
40.2872 1.99758e-08 15268 1.99758e-08
41.8167 2.33872e-08 18180 2.33872e-08
43.399 2.70844e-08 19132 2.70844e-08
45.0279 3.12373e-08 22068 3.12373e-08
46.7308 3.57769e-08 24580 3.57769e-08
48.5017 4.06524e-08 27412 4.06524e-08
50.3097 4.69254e-08 29940 4.69254e-08
52.197 5.49025e-08 34396 5.49025e-08
54.1738 6.38935e-08 38032 6.38935e-08
56.2203 7.61598e-08 42916 7.61598e-08
58.3613 9.07018e-08 48372 9.07018e-08
60.5794 1.09124e-07 53248 1.09124e-07
62.8515 1.32831e-07 59188 1.32831e-07
65.2265 1.60005e-07 67072 1.60005e-07
67.6932 1.98273e-07 74332 1.98273e-07
70.2489 2.50807e-07 83440 2.50807e-07
72.8971 3.2265e-07 92560 3.2265e-07
75.6319 4.22227e-07 103072 4.22227e-07
78.4853 5.70549e-07 116932 5.70549e-07
81.4754 7.97741e-07 131128 7.97741e-07
84.5539 1.14321e-06 144160 1.14321e-06
87.7413 1.67496e-06 162760 1.67496e-06
91.0485 2.5295e-06 180140 2.5295e-06
94.4801 3.78773e-06 203032 3.78773e-06
98.0438 5.47239e-06 225472 5.47239e-06
101.721 0.0018116 244742 0.0018116
105.563 6.4781e-06 241816 6.4781e-06
109.542 6.99286e-06 237776 6.99286e-06
113.676 7.93409e-06 230848 7.93409e-06
117.973 9.23544e-06 220136 9.23544e-06
122.414 1.12465e-05 203032 1.12465e-05
127.021 1.38447e-05 185072 1.38447e-05
131.796 1.64451e-05 157064 1.64451e-05
136.72 1.83229e-05 125744 1.83229e-05
141.817 0.012416 86018 0.012416
147.18 2.54964e-05 54524 2.54964e-05
152.694 4.07718e-05 32528 4.07718e-05
158.385 6.71191e-05 17228 6.71191e-05
164.073 7.60329e-05 6092 7.60329e-05
169.186 5.47638e-05 1100 5.47638e-05
174.125 478.47 2 478.47
