# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 1.0046e-12 12 1.0046e-12
2.22144 9.83286e-13 24 9.83286e-13
2.7207 9.11354e-14 16 9.11354e-14
3.14159 1.12388e-11 12 1.12388e-11
3.51241 1.84148e-11 48 1.84148e-11
3.84765 8.26886e-12 48 8.26886e-12
4.44288 1.39426e-11 24 1.39426e-11
4.71239 1.55191e-11 60 1.55191e-11
4.96729 6.34299e-11 48 6.34299e-11
5.20974 5.97928e-11 48 5.97928e-11
5.4414 2.93385e-12 16 2.93385e-12
5.66359 4.32858e-11 48 4.32858e-11
5.87738 4.11776e-11 96 4.11776e-11
6.28319 7.54527e-11 12 7.54527e-11
6.55703 1.19865e-10 168 1.19865e-10
6.84694 1.08778e-10 48 1.08778e-10
7.02481 2.16981e-10 48 2.16981e-10
7.25476 1.10341e-10 144 1.10341e-10
7.6953 1.40205e-10 48 1.40205e-10
7.96377 2.88641e-10 204 2.88641e-10
8.1621 2.93594e-10 64 2.93594e-10
8.51684 1.9687e-10 240 1.9687e-10
8.88577 1.78616e-10 24 1.78616e-10
9.15858 3.73852e-10 288 3.73852e-10
9.48256 5.51946e-10 108 5.51946e-10
9.74593 5.49602e-10 192 5.49602e-10
10.1275 4.59929e-10 336 4.59929e-10
10.5564 5.81192e-10 288 5.81192e-10
11.0536 5.03272e-10 292 5.03272e-10
11.4241 8.65776e-10 480 8.65776e-10
11.9234 7.71912e-10 384 7.71912e-10
12.3255 1.03014e-09 336 1.03014e-09
12.7651 1.13822e-09 540 1.13822e-09
13.1907 1.14545e-09 456 1.14545e-09
13.6659 1.27396e-09 688 1.27396e-09
14.2646 1.51777e-09 684 1.51777e-09
14.7875 1.7568e-09 912 1.7568e-09
15.4187 1.68944e-09 792 1.68944e-09
15.942 1.91893e-09 972 1.91893e-09
16.5482 1.99987e-09 1120 1.99987e-09
17.1639 2.46101e-09 1116 2.46101e-09
17.8011 2.68321e-09 1416 2.68321e-09
18.4303 2.80464e-09 1344 2.80464e-09
19.1824 3.29542e-09 1996 3.29542e-09
19.9469 2.89687e-09 1848 2.89687e-09
20.6808 3.7068e-09 2028 3.7068e-09
21.3842 3.83145e-09 2128 3.83145e-09
22.2186 4.33273e-09 2868 4.33273e-09
23.0657 4.35726e-09 2880 4.35726e-09
23.935 4.61844e-09 3324 4.61844e-09
24.8633 5.27371e-09 3796 5.27371e-09
25.7971 5.45149e-09 4080 5.45149e-09
26.7938 5.74081e-09 4756 5.74081e-09
27.7886 6.09836e-09 4860 6.09836e-09
28.8178 7.46199e-09 5928 7.46199e-09
29.9415 7.77624e-09 6556 7.77624e-09
31.0801 8.43826e-09 7236 8.43826e-09
32.231 9.02598e-09 7792 9.02598e-09
33.4697 1.08638e-08 9540 1.08638e-08
34.7575 1.17823e-08 9804 1.17823e-08
36.0407 1.28236e-08 11044 1.28236e-08
37.3988 1.49987e-08 12804 1.49987e-08
38.8321 1.68402e-08 14236 1.68402e-08
40.2872 1.89579e-08 15268 1.89579e-08
41.8167 2.20844e-08 18180 2.20844e-08
43.399 2.5534e-08 19132 2.5534e-08
45.0279 2.97621e-08 22068 2.97621e-08
46.7308 3.41445e-08 24580 3.41445e-08
48.5017 3.84546e-08 27412 3.84546e-08
50.3097 4.45281e-08 29940 4.45281e-08
52.197 5.25384e-08 34396 5.25384e-08
54.1738 6.10176e-08 38032 6.10176e-08
56.2203 7.32769e-08 42916 7.32769e-08
58.3613 8.64298e-08 48372 8.64298e-08
60.5794 1.04921e-07 53248 1.04921e-07
62.8515 1.27445e-07 59188 1.27445e-07
65.2265 1.53458e-07 67072 1.53458e-07
67.6932 1.90211e-07 74332 1.90211e-07
70.2489 2.41984e-07 83440 2.41984e-07
72.8971 3.09736e-07 92560 3.09736e-07
75.6319 4.05007e-07 103072 4.05007e-07
78.4853 5.44869e-07 116932 5.44869e-07
81.4754 7.64911e-07 131128 7.64911e-07
84.5539 1.09316e-06 144160 1.09316e-06
87.7413 1.59253e-06 162760 1.59253e-06
91.0485 2.39258e-06 180140 2.39258e-06
94.4801 3.60207e-06 203032 3.60207e-06
98.0438 5.22881e-06 225472 5.22881e-06
101.721 0.00184201 244742 0.00184201
105.563 6.20055e-06 241816 6.20055e-06
109.542 6.75442e-06 237776 6.75442e-06
113.676 7.81182e-06 230848 7.81182e-06
117.973 9.29789e-06 220136 9.29789e-06
122.414 1.17879e-05 203032 1.17879e-05
127.021 1.5131e-05 185072 1.5131e-05
131.796 1.86303e-05 157064 1.86303e-05
136.72 2.14257e-05 125744 2.14257e-05
141.817 0.012657 86018 0.012657
147.18 2.97453e-05 54524 2.97453e-05
152.694 5.06366e-05 32528 5.06366e-05
158.385 9.16684e-05 17228 9.16684e-05
164.073 0.000115057 6092 0.000115057
169.186 8.23532e-05 1100 8.23532e-05
174.125 489 2 489
