# in Mpc/h Units 
# D1 = 0.0495717 
# k P N P(z=0)
1.5708 0.0236637 6 9.62975
2.22144 0.027772 12 11.3016
2.7207 0.0330781 8 13.4609
3.14159 0.00618885 6 2.5185
3.51241 0.00575062 24 2.34016
3.84765 0.00421966 24 1.71715
4.44288 0.00291489 12 1.18619
4.71239 1.44305 30 587.238
4.96729 0.00366505 24 1.49146
5.20974 0.00781736 24 3.18121
5.4414 0.0197207 8 8.02518
5.66359 0.00170144 24 0.692387
5.87738 0.00746614 48 3.03828
6.28319 0.00209288 6 0.851679
6.55703 0.00537884 84 2.18887
6.84694 0.00591039 24 2.40518
7.02481 0.00172109 24 0.700383
7.25476 0.00273224 72 1.11186
7.6953 0.00111652 24 0.454359
7.96377 0.00184367 102 0.750267
8.1621 0.00126996 32 0.516799
8.51684 0.00165984 120 0.675458
8.88577 0.000219386 12 0.0892772
9.15858 0.000923994 144 0.376011
9.48256 0.424373 54 172.695
9.74593 0.00191184 96 0.778008
10.1275 0.00211988 168 0.862666
10.5564 0.00194517 144 0.791572
11.0536 0.0034354 146 1.39801
11.4241 0.00123496 240 0.502558
11.9234 0.00116315 192 0.473334
12.3255 0.000394394 168 0.160495
12.7651 0.000854356 270 0.347673
13.1907 0.0007313 228 0.297596
13.6659 0.000372873 344 0.151737
14.2646 0.0212726 342 8.65671
14.7875 0.000604659 456 0.246061
15.4187 0.000574259 396 0.23369
15.942 0.000735985 486 0.299503
16.5482 0.000487609 560 0.198428
17.1639 0.000259238 558 0.105495
17.8011 0.000241841 708 0.0984149
18.4303 0.000161526 672 0.0657317
19.1824 0.000769529 998 0.313153
19.9469 0.000186577 924 0.0759258
20.6808 0.000185297 1014 0.075405
21.3842 0.000127967 1064 0.0520749
22.2186 0.000127948 1434 0.0520674
23.0657 0.000107554 1440 0.0437683
23.935 0.000259669 1662 0.10567
24.8633 0.000142665 1898 0.0580561
25.7971 0.000142627 2040 0.0580407
26.7938 0.00022063 2378 0.0897834
27.7886 0.000445497 2430 0.181291
28.8178 0.000324395 2964 0.13201
29.9415 0.000202905 3278 0.0825703
31.0801 0.000208879 3618 0.0850014
32.231 0.000148737 3896 0.0605271
33.4697 0.000213258 4770 0.0867834
34.7575 0.000136156 4902 0.0554073
36.0407 8.63514e-05 5522 0.03514
37.3988 9.37872e-05 6402 0.0381659
38.8321 8.68779e-05 7118 0.0353542
40.2872 9.28868e-05 7634 0.0377995
41.8167 0.000112848 9090 0.0459225
43.399 0.000114889 9566 0.0467531
45.0279 0.000111869 11034 0.0455243
46.7308 0.000150065 12290 0.0610678
48.5017 0.000162719 13706 0.0662172
50.3097 0.000138399 14970 0.0563201
52.197 0.000171676 17198 0.0698622
54.1738 0.000176197 19016 0.0717018
56.2203 0.000189987 21458 0.0773137
58.3613 0.000173008 24186 0.0704041
60.5794 0.000147583 26624 0.0600575
62.8515 0.000145157 29594 0.0590702
65.2265 0.000142851 33536 0.058132
67.6932 0.000156911 37166 0.0638537
70.2489 0.000180256 41720 0.0733536
72.8971 0.000202782 46280 0.0825203
75.6319 0.000204694 51536 0.0832986
78.4853 0.000223049 58466 0.090768
81.4754 0.000231577 65564 0.094238
84.5539 0.00024041 72080 0.0978327
87.7413 0.000257602 81380 0.104829
91.0485 0.000268262 90070 0.109167
94.4801 0.000296481 101516 0.12065
98.0438 0.00031157 112736 0.126791
101.721 0.000263913 122371 0.107397
105.563 0.000244027 120908 0.0993048
109.542 0.000251438 118888 0.10232
113.676 0.000260558 115424 0.106032
117.973 0.000278083 110068 0.113163
122.414 0.000309717 101516 0.126037
127.021 0.000359236 92536 0.146188
131.796 0.000419454 78532 0.170693
136.72 0.000481875 62872 0.196095
141.817 0.000477143 43009 0.194169
147.18 0.000516116 27262 0.210029
152.694 0.000618018 16264 0.251497
158.385 0.000897278 8614 0.365139
164.073 0.00137554 3046 0.559766
169.186 0.00173386 550 0.70558
174.125 0.00275321 1 1.12039
