# in Mpc/h Units 
# D1 = 0.237705 
# k P N P(z=0)
1.5708 0.457928 6 8.10436
2.22144 0.486633 12 8.61239
2.7207 0.642219 8 11.3659
3.14159 0.118761 6 2.10181
3.51241 0.12014 24 2.12623
3.84765 0.126851 24 2.24499
4.44288 0.0786181 12 1.39138
4.71239 2.67701 30 47.3774
4.96729 0.180855 24 3.20074
5.20974 0.281596 24 4.98365
5.4414 0.81397 8 14.4055
5.66359 0.0738599 24 1.30716
5.87738 0.271925 48 4.8125
6.28319 0.126965 6 2.24701
6.55703 0.159091 84 2.81558
6.84694 0.251826 24 4.4568
7.02481 0.102703 24 1.81763
7.25476 0.0916953 72 1.62281
7.6953 0.155979 24 2.76049
7.96377 0.08786 102 1.55494
8.1621 0.0740397 32 1.31035
8.51684 0.0723015 120 1.27958
8.88577 0.120938 12 2.14035
9.15858 0.081452 144 1.44153
9.48256 0.745734 54 13.1979
9.74593 0.112893 96 1.99797
10.1275 0.115712 168 2.04786
10.5564 0.0981697 144 1.7374
11.0536 0.0941699 146 1.66661
11.4241 0.0803235 240 1.42156
11.9234 0.0673739 192 1.19238
12.3255 0.0566424 168 1.00245
12.7651 0.0492569 270 0.871743
13.1907 0.0556584 228 0.985037
13.6659 0.0489063 344 0.865539
14.2646 0.0807006 342 1.42823
14.7875 0.0512986 456 0.907877
15.4187 0.0507026 396 0.897329
15.942 0.0416206 486 0.736598
16.5482 0.0440811 560 0.780143
17.1639 0.0343269 558 0.607514
17.8011 0.0308086 708 0.545248
18.4303 0.0317912 672 0.562638
19.1824 0.0321347 998 0.568717
19.9469 0.0281802 924 0.49873
20.6808 0.0247992 1014 0.438893
21.3842 0.0263356 1064 0.466085
22.2186 0.0204752 1434 0.362368
23.0657 0.0212067 1440 0.375313
23.935 0.0188891 1662 0.334298
24.8633 0.0163029 1898 0.288528
25.7971 0.0167736 2040 0.296858
26.7938 0.0157477 2378 0.278702
27.7886 0.0144378 2430 0.255519
28.8178 0.0129421 2964 0.229048
29.9415 0.0119183 3278 0.210928
31.0801 0.01255 3618 0.222109
32.231 0.0106241 3896 0.188024
33.4697 0.00943372 4770 0.166957
34.7575 0.00844914 4902 0.149532
36.0407 0.00851075 5522 0.150622
37.3988 0.00732219 6402 0.129587
38.8321 0.00693875 7118 0.122801
40.2872 0.00658577 7634 0.116554
41.8167 0.00599617 9090 0.10612
43.399 0.00545658 9566 0.0965699
45.0279 0.00502194 11034 0.0888778
46.7308 0.00446267 12290 0.0789798
48.5017 0.00409453 13706 0.0724646
50.3097 0.00376301 14970 0.0665974
52.197 0.00352348 17198 0.0623581
54.1738 0.00314009 19016 0.0555729
56.2203 0.00281792 21458 0.0498712
58.3613 0.00261234 24186 0.046233
60.5794 0.00241801 26624 0.0427936
62.8515 0.0021715 29594 0.0384311
65.2265 0.00198502 33536 0.0351306
67.6932 0.00184376 37166 0.0326306
70.2489 0.00172736 41720 0.0305707
72.8971 0.00162971 46280 0.0288425
75.6319 0.00153774 51536 0.0272147
78.4853 0.00142166 58466 0.0251604
81.4754 0.00134133 65564 0.0237388
84.5539 0.00127086 72080 0.0224915
87.7413 0.00121731 81380 0.0215439
91.0485 0.00115864 90070 0.0205055
94.4801 0.00112295 101516 0.0198739
98.0438 0.00110117 112736 0.0194883
101.721 0.00108363 122371 0.019178
105.563 0.00104019 120908 0.0184092
109.542 0.00102615 118888 0.0181607
113.676 0.000984077 115424 0.0174161
117.973 0.000978864 110068 0.0173238
122.414 0.000985443 101516 0.0174403
127.021 0.000999325 92536 0.017686
131.796 0.00104239 78532 0.0184481
136.72 0.00112451 62872 0.0199014
141.817 0.00118699 43009 0.0210072
147.18 0.00125215 27262 0.0221605
152.694 0.00138859 16264 0.0245752
158.385 0.00154654 8614 0.0273704
164.073 0.00201785 3046 0.0357116
169.186 0.00281873 550 0.0498857
174.125 0.0136454 1 0.241495
