# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 1.24706e-12 12 1.24706e-12
2.22144 1.34596e-12 24 1.34596e-12
2.7207 5.70407e-14 16 5.70407e-14
3.14159 1.47628e-11 12 1.47628e-11
3.51241 2.66075e-11 48 2.66075e-11
3.84765 1.6112e-11 48 1.6112e-11
4.44288 1.16571e-11 24 1.16571e-11
4.71239 2.21005e-11 60 2.21005e-11
4.96729 1.03549e-10 48 1.03549e-10
5.20974 9.26083e-11 48 9.26083e-11
5.4414 3.99843e-12 16 3.99843e-12
5.66359 4.23207e-11 48 4.23207e-11
5.87738 5.83038e-11 96 5.83038e-11
6.28319 1.65372e-10 12 1.65372e-10
6.55703 1.59499e-10 168 1.59499e-10
6.84694 5.2577e-11 48 5.2577e-11
7.02481 3.75191e-10 48 3.75191e-10
7.25476 1.65943e-10 144 1.65943e-10
7.6953 2.51129e-10 48 2.51129e-10
7.96377 4.00788e-10 204 4.00788e-10
8.1621 4.85169e-10 64 4.85169e-10
8.51684 3.34132e-10 240 3.34132e-10
8.88577 3.08314e-10 24 3.08314e-10
9.15858 4.71015e-10 288 4.71015e-10
9.48256 8.70505e-10 108 8.70505e-10
9.74593 1.09469e-09 192 1.09469e-09
10.1275 6.79051e-10 336 6.79051e-10
10.5564 1.15273e-09 288 1.15273e-09
11.0536 9.58976e-10 292 9.58976e-10
11.4241 1.44048e-09 480 1.44048e-09
11.9234 1.39325e-09 384 1.39325e-09
12.3255 1.51619e-09 336 1.51619e-09
12.7651 2.28543e-09 540 2.28543e-09
13.1907 2.3027e-09 456 2.3027e-09
13.6659 2.4418e-09 688 2.4418e-09
14.2646 3.05227e-09 684 3.05227e-09
14.7875 3.21427e-09 912 3.21427e-09
15.4187 3.79072e-09 792 3.79072e-09
15.942 4.52298e-09 972 4.52298e-09
16.5482 4.22122e-09 1120 4.22122e-09
17.1639 5.27018e-09 1116 5.27018e-09
17.8011 5.58823e-09 1416 5.58823e-09
18.4303 6.55756e-09 1344 6.55756e-09
19.1824 8.32708e-09 1996 8.32708e-09
19.9469 7.20291e-09 1848 7.20291e-09
20.6808 1.11293e-08 2028 1.11293e-08
21.3842 9.65876e-09 2128 9.65876e-09
22.2186 1.17399e-08 2868 1.17399e-08
23.0657 1.21895e-08 2880 1.21895e-08
23.935 1.46252e-08 3324 1.46252e-08
24.8633 1.46071e-08 3796 1.46071e-08
25.7971 1.7613e-08 4080 1.7613e-08
26.7938 1.98866e-08 4756 1.98866e-08
27.7886 1.94767e-08 4860 1.94767e-08
28.8178 2.31034e-08 5928 2.31034e-08
29.9415 2.47974e-08 6556 2.47974e-08
31.0801 2.78675e-08 7236 2.78675e-08
32.231 3.09266e-08 7792 3.09266e-08
33.4697 3.28899e-08 9540 3.28899e-08
34.7575 3.75685e-08 9804 3.75685e-08
36.0407 4.18118e-08 11044 4.18118e-08
37.3988 4.65627e-08 12804 4.65627e-08
38.8321 5.04431e-08 14236 5.04431e-08
40.2872 5.7594e-08 15268 5.7594e-08
41.8167 6.21149e-08 18180 6.21149e-08
43.399 7.10889e-08 19132 7.10889e-08
45.0279 7.91816e-08 22068 7.91816e-08
46.7308 8.27693e-08 24580 8.27693e-08
48.5017 8.88855e-08 27412 8.88855e-08
50.3097 1.01414e-07 29940 1.01414e-07
52.197 1.09905e-07 34396 1.09905e-07
54.1738 1.19863e-07 38032 1.19863e-07
56.2203 1.33309e-07 42916 1.33309e-07
58.3613 1.4817e-07 48372 1.4817e-07
60.5794 1.63263e-07 53248 1.63263e-07
62.8515 1.86603e-07 59188 1.86603e-07
65.2265 2.10008e-07 67072 2.10008e-07
67.6932 2.42239e-07 74332 2.42239e-07
70.2489 2.90925e-07 83440 2.90925e-07
72.8971 3.62358e-07 92560 3.62358e-07
75.6319 4.6429e-07 103072 4.6429e-07
78.4853 6.3891e-07 116932 6.3891e-07
81.4754 9.22164e-07 131128 9.22164e-07
84.5539 1.39582e-06 144160 1.39582e-06
87.7413 2.14762e-06 162760 2.14762e-06
91.0485 3.26791e-06 180140 3.26791e-06
94.4801 4.79464e-06 203032 4.79464e-06
98.0438 6.50577e-06 225472 6.50577e-06
101.721 0.00175245 244742 0.00175245
105.563 7.1755e-06 241816 7.1755e-06
109.542 7.23899e-06 237776 7.23899e-06
113.676 7.45808e-06 230848 7.45808e-06
117.973 7.63911e-06 220136 7.63911e-06
122.414 7.88843e-06 203032 7.88843e-06
127.021 8.1426e-06 185072 8.1426e-06
131.796 8.50834e-06 157064 8.50834e-06
136.72 8.79118e-06 125744 8.79118e-06
141.817 0.0119584 86018 0.0119584
147.18 9.54464e-06 54524 9.54464e-06
152.694 1.04708e-05 32528 1.04708e-05
158.385 1.25677e-05 17228 1.25677e-05
164.073 1.47935e-05 6092 1.47935e-05
169.186 2.05798e-05 1100 2.05798e-05
174.125 458.576 2 458.576
