# in Mpc/h Units 
# D1 = 0.0422021 
# k P N P(z=0)
1.5708 0.0174956 6 9.82334
2.22144 0.0206677 12 11.6044
2.7207 0.0246554 8 13.8434
3.14159 0.00442308 6 2.48346
3.51241 0.00433117 24 2.43185
3.84765 0.00312365 24 1.75386
4.44288 0.00222389 12 1.24866
4.71239 1.32227 30 742.423
4.96729 0.00231548 24 1.30009
5.20974 0.00525942 24 2.95304
5.4414 0.0130842 8 7.34646
5.66359 0.00120848 24 0.678533
5.87738 0.00550585 48 3.0914
6.28319 0.00141942 6 0.796973
6.55703 0.00379775 84 2.13235
6.84694 0.00443711 24 2.49133
7.02481 0.00115366 24 0.647752
7.25476 0.00195134 72 1.09563
7.6953 0.000734213 24 0.412243
7.96377 0.00146263 102 0.821231
8.1621 0.000955844 32 0.536683
8.51684 0.00122719 120 0.68904
8.88577 0.000147695 12 0.082927
9.15858 0.000636283 144 0.357258
9.48256 0.461358 54 259.041
9.74593 0.00123283 96 0.692207
10.1275 0.00163412 168 0.917518
10.5564 0.00168953 144 0.948632
11.0536 0.00271517 146 1.5245
11.4241 0.00105381 240 0.59169
11.9234 0.000995148 192 0.558752
12.3255 0.000284619 168 0.159807
12.7651 0.000834991 270 0.468828
13.1907 0.000693208 228 0.38922
13.6659 0.000267163 344 0.150006
14.2646 0.0348444 342 19.5643
14.7875 0.000581345 456 0.326411
15.4187 0.000622924 396 0.349757
15.942 0.000799389 486 0.448838
16.5482 0.000595914 560 0.334592
17.1639 0.00032417 558 0.182014
17.8011 0.000262739 708 0.147522
18.4303 0.000123635 672 0.069418
19.1824 0.00355001 998 1.99325
19.9469 0.000194431 924 0.109169
20.6808 0.000301027 1014 0.16902
21.3842 0.000161432 1064 0.0906404
22.2186 0.00012897 1434 0.0724137
23.0657 8.03479e-05 1440 0.0451135
23.935 0.000221211 1662 0.124204
24.8633 0.000107636 1898 0.0604352
25.7971 0.000109748 2040 0.0616208
26.7938 0.000167669 2378 0.0941422
27.7886 0.000190221 2430 0.106805
28.8178 0.000357718 2964 0.20085
29.9415 0.000143283 3278 0.0804502
31.0801 0.000188508 3618 0.105843
32.231 0.000119487 3896 0.0670889
33.4697 0.000313677 4770 0.176122
34.7575 0.000120126 4902 0.0674479
36.0407 8.92787e-05 5522 0.0501278
37.3988 0.000195674 6402 0.109867
38.8321 9.77327e-05 7118 0.0548746
40.2872 8.8229e-05 7634 0.0495385
41.8167 8.94683e-05 9090 0.0502343
43.399 6.32024e-05 9566 0.0354866
45.0279 6.38906e-05 11034 0.0358731
46.7308 5.35694e-05 12290 0.030078
48.5017 5.74964e-05 13706 0.0322829
50.3097 5.84922e-05 14970 0.032842
52.197 7.429e-05 17198 0.0417121
54.1738 7.9121e-05 19016 0.0444245
56.2203 0.000118968 21458 0.0667976
58.3613 0.000153467 24186 0.086168
60.5794 0.000152541 26624 0.0856484
62.8515 0.000161325 29594 0.0905802
65.2265 0.000150193 33536 0.0843295
67.6932 0.000157734 37166 0.0885639
70.2489 0.000171264 41720 0.0961606
72.8971 0.000193994 46280 0.108923
75.6319 0.000198331 51536 0.111358
78.4853 0.000212843 58466 0.119507
81.4754 0.000217482 65564 0.122111
84.5539 0.00022724 72080 0.12759
87.7413 0.000246448 81380 0.138375
91.0485 0.000285499 90070 0.160301
94.4801 0.000343486 101516 0.192859
98.0438 0.00035443 112736 0.199004
101.721 0.000272716 122371 0.153124
105.563 0.000240168 120908 0.134849
109.542 0.000242028 118888 0.135893
113.676 0.000248466 115424 0.139508
117.973 0.000265054 110068 0.148821
122.414 0.000296212 101516 0.166316
127.021 0.000359545 92536 0.201876
131.796 0.000430011 78532 0.241441
136.72 0.000538017 62872 0.302084
141.817 0.000473814 43009 0.266035
147.18 0.000491093 27262 0.275737
152.694 0.000573441 16264 0.321973
158.385 0.000846615 8614 0.475354
164.073 0.00146527 3046 0.822717
169.186 0.0025409 550 1.42666
174.125 0.000582656 1 0.327148
