# in Mpc/h Units 
# D1 = 0.138437 
# k P N P(z=0)
1.5708 0.168606 6 8.79766
2.22144 0.187522 12 9.78471
2.7207 0.24288 8 12.6732
3.14159 0.0504115 6 2.63042
3.51241 0.0418256 24 2.18241
3.84765 0.039011 24 2.03555
4.44288 0.0235026 12 1.22634
4.71239 2.34323 30 122.267
4.96729 0.0586768 24 3.06169
5.20974 0.098026 24 5.11489
5.4414 0.260191 8 13.5765
5.66359 0.0204398 24 1.06652
5.87738 0.0824118 48 4.30015
6.28319 0.0299106 6 1.5607
6.55703 0.051697 84 2.69749
6.84694 0.0649265 24 3.38779
7.02481 0.0261031 24 1.36203
7.25476 0.0281686 72 1.46981
7.6953 0.0345488 24 1.80272
7.96377 0.0205496 102 1.07226
8.1621 0.0134172 32 0.700094
8.51684 0.0168402 120 0.878704
8.88577 0.0215596 12 1.12496
9.15858 0.0193361 144 1.00893
9.48256 0.607578 54 31.7027
9.74593 0.0333853 96 1.74201
10.1275 0.0298847 168 1.55935
10.5564 0.022304 144 1.1638
11.0536 0.0289535 146 1.51076
11.4241 0.0156467 240 0.816427
11.9234 0.0127461 192 0.665076
12.3255 0.00943797 168 0.492463
12.7651 0.00924657 270 0.482476
13.1907 0.00812722 228 0.424069
13.6659 0.00953506 344 0.497529
14.2646 0.0378736 342 1.9762
14.7875 0.00965022 456 0.503538
15.4187 0.00866584 396 0.452174
15.942 0.00839313 486 0.437944
16.5482 0.00614731 560 0.32076
17.1639 0.0050663 558 0.264354
17.8011 0.00433508 708 0.2262
18.4303 0.00421251 672 0.219804
19.1824 0.0066691 998 0.347986
19.9469 0.00352249 924 0.183799
20.6808 0.00381715 1014 0.199175
21.3842 0.00321525 1064 0.167768
22.2186 0.00238005 1434 0.124188
23.0657 0.00252475 1440 0.131739
23.935 0.00287476 1662 0.150002
24.8633 0.0021725 1898 0.113359
25.7971 0.00208591 2040 0.10884
26.7938 0.0017384 2378 0.0907076
27.7886 0.00177364 2430 0.0925464
28.8178 0.00190077 2964 0.09918
29.9415 0.00175957 3278 0.0918126
31.0801 0.00157453 3618 0.082157
32.231 0.00161832 3896 0.0844423
33.4697 0.00184591 4770 0.0963177
34.7575 0.00164292 4902 0.0857258
36.0407 0.00145824 5522 0.0760894
37.3988 0.00145167 6402 0.0757468
38.8321 0.0013825 7118 0.0721372
40.2872 0.00140605 7634 0.0733661
41.8167 0.00125534 9090 0.0655021
43.399 0.00109669 9566 0.0572239
45.0279 0.0010299 11034 0.0537392
46.7308 0.000923928 12290 0.0482095
48.5017 0.000829576 13706 0.0432864
50.3097 0.00073758 14970 0.0384861
52.197 0.00068093 17198 0.0355302
54.1738 0.000624584 19016 0.0325901
56.2203 0.000571481 21458 0.0298193
58.3613 0.000525935 24186 0.0274427
60.5794 0.000508118 26624 0.026513
62.8515 0.000485974 29594 0.0253576
65.2265 0.000473177 33536 0.0246898
67.6932 0.000462029 37166 0.0241082
70.2489 0.000447555 41720 0.0233529
72.8971 0.000440626 46280 0.0229914
75.6319 0.000427008 51536 0.0222808
78.4853 0.000415086 58466 0.0216587
81.4754 0.000401106 65564 0.0209293
84.5539 0.000390411 72080 0.0203712
87.7413 0.000383625 81380 0.0200171
91.0485 0.000388581 90070 0.0202757
94.4801 0.000395755 101516 0.02065
98.0438 0.000407328 112736 0.0212539
101.721 0.000421502 122371 0.0219935
105.563 0.000422318 120908 0.0220361
109.542 0.000425281 118888 0.0221907
113.676 0.000434673 115424 0.0226808
117.973 0.000450586 110068 0.0235111
122.414 0.000468007 101516 0.0244201
127.021 0.000500173 92536 0.0260985
131.796 0.000547015 78532 0.0285426
136.72 0.000613344 62872 0.0320036
141.817 0.000652678 43009 0.034056
147.18 0.000688511 27262 0.0359258
152.694 0.0008031 16264 0.0419049
158.385 0.000934196 8614 0.0487453
164.073 0.00114357 3046 0.0596704
169.186 0.00152862 550 0.0797616
174.125 0.000615142 1 0.0320974
