# in Mpc/h Units 
# D1 = 0.0392907 
# k P N P(z=0)
1.5708 0.0153103 6 9.91758
2.22144 0.0181342 12 11.7468
2.7207 0.0216722 8 14.0386
3.14159 0.00381313 6 2.47003
3.51241 0.00382901 24 2.48032
3.84765 0.00274496 24 1.7781
4.44288 0.00198177 12 1.28373
4.71239 1.26051 30 816.52
4.96729 0.00190241 24 1.23232
5.20974 0.0044245 24 2.86606
5.4414 0.010828 8 7.01406
5.66359 0.00104735 24 0.678444
5.87738 0.00482243 48 3.12383
6.28319 0.00121053 6 0.784143
6.55703 0.00324715 84 2.10341
6.84694 0.00390595 24 2.53016
7.02481 0.000971828 24 0.629522
7.25476 0.00167529 72 1.0852
7.6953 0.000627091 24 0.406211
7.96377 0.00132523 102 0.858448
8.1621 0.00084089 32 0.544704
8.51684 0.00106538 120 0.69012
8.88577 0.000143567 12 0.0929986
9.15858 0.000552495 144 0.35789
9.48256 0.471244 54 305.258
9.74593 0.00102073 96 0.661196
10.1275 0.00145946 168 0.945397
10.5564 0.00159566 144 1.03362
11.0536 0.0024218 146 1.56877
11.4241 0.00098572 240 0.63852
11.9234 0.000916523 192 0.593697
12.3255 0.000256828 168 0.166366
12.7651 0.000827673 270 0.536143
13.1907 0.000668124 228 0.432791
13.6659 0.000243089 344 0.157466
14.2646 0.0418209 342 27.0904
14.7875 0.000574744 456 0.372302
15.4187 0.000663282 396 0.429655
15.942 0.000827731 486 0.53618
16.5482 0.000641356 560 0.415452
17.1639 0.000379294 558 0.245696
17.8011 0.000285571 708 0.184985
18.4303 0.000117905 672 0.0763756
19.1824 0.00595432 998 3.85704
19.9469 0.000232752 924 0.15077
20.6808 0.000403831 1014 0.26159
21.3842 0.000189332 1064 0.122644
22.2186 0.000176032 1434 0.114028
23.0657 7.38858e-05 1440 0.047861
23.935 0.000842681 1662 0.545864
24.8633 0.000135265 1898 0.0876204
25.7971 0.000130298 2040 0.084403
26.7938 0.00015894 2378 0.102957
27.7886 8.41021e-05 2430 0.0544789
28.8178 0.000357725 2964 0.231724
29.9415 0.000119867 3278 0.0776465
31.0801 0.000164216 3618 0.106375
32.231 9.7594e-05 3896 0.0632186
33.4697 0.000194231 4770 0.125817
34.7575 8.47759e-05 4902 0.0549154
36.0407 7.35731e-05 5522 0.0476585
37.3988 0.000191932 6402 0.124328
38.8321 9.39355e-05 7118 0.0608487
40.2872 8.32721e-05 7634 0.0539413
41.8167 0.000132656 9090 0.0859308
43.399 7.64333e-05 9566 0.0495113
45.0279 6.82183e-05 11034 0.0441898
46.7308 7.66833e-05 12290 0.0496732
48.5017 6.67211e-05 13706 0.04322
50.3097 4.88306e-05 14970 0.031631
52.197 5.51736e-05 17198 0.0357398
54.1738 5.78181e-05 19016 0.0374529
56.2203 6.79643e-05 21458 0.0440253
58.3613 0.000100255 24186 0.0649423
60.5794 0.000126757 26624 0.0821096
62.8515 0.000149852 29594 0.0970701
65.2265 0.000126763 33536 0.0821133
67.6932 0.00013611 37166 0.0881681
70.2489 0.000164747 41720 0.106718
72.8971 0.000185616 46280 0.120237
75.6319 0.000196433 51536 0.127244
78.4853 0.000226515 58466 0.14673
81.4754 0.000220895 65564 0.143089
84.5539 0.000221697 72080 0.143609
87.7413 0.000250922 81380 0.16254
91.0485 0.000306711 90070 0.198678
94.4801 0.000365855 101516 0.23699
98.0438 0.000378192 112736 0.244982
101.721 0.000280354 122371 0.181605
105.563 0.000244497 120908 0.158378
109.542 0.000241997 118888 0.156759
113.676 0.000239604 115424 0.155208
117.973 0.000254133 110068 0.16462
122.414 0.00029265 101516 0.18957
127.021 0.000359007 92536 0.232554
131.796 0.000438449 78532 0.284015
136.72 0.000548386 62872 0.355228
141.817 0.000481268 43009 0.311751
147.18 0.00049237 27262 0.318943
152.694 0.000527601 16264 0.341765
158.385 0.000761275 8614 0.493132
164.073 0.00137039 3046 0.887701
169.186 0.0023483 550 1.52116
174.125 0.00094722 1 0.613582
