# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 4.80746e-12 12 4.80746e-12
2.22144 1.14533e-11 24 1.14533e-11
2.7207 8.7178e-12 16 8.7178e-12
3.14159 5.05267e-11 12 5.05267e-11
3.51241 1.25557e-10 48 1.25557e-10
3.84765 7.83254e-11 48 7.83254e-11
4.44288 1.05577e-10 24 1.05577e-10
4.71239 1.02658e-10 60 1.02658e-10
4.96729 2.57175e-10 48 2.57175e-10
5.20974 2.1202e-10 48 2.1202e-10
5.4414 2.83264e-10 16 2.83264e-10
5.66359 2.27554e-10 48 2.27554e-10
5.87738 4.23017e-10 96 4.23017e-10
6.28319 2.28978e-09 12 2.28978e-09
6.55703 6.2936e-10 168 6.2936e-10
6.84694 7.25186e-10 48 7.25186e-10
7.02481 7.20717e-10 48 7.20717e-10
7.25476 6.23163e-10 144 6.23163e-10
7.6953 1.20199e-09 48 1.20199e-09
7.96377 1.44216e-09 204 1.44216e-09
8.1621 2.47039e-09 64 2.47039e-09
8.51684 1.90217e-09 240 1.90217e-09
8.88577 1.54399e-09 24 1.54399e-09
9.15858 2.31139e-09 288 2.31139e-09
9.48256 3.74309e-09 108 3.74309e-09
9.74593 3.52409e-09 192 3.52409e-09
10.1275 4.27216e-09 336 4.27216e-09
10.5564 4.03345e-09 288 4.03345e-09
11.0536 5.39295e-09 292 5.39295e-09
11.4241 6.54083e-09 480 6.54083e-09
11.9234 7.61612e-09 384 7.61612e-09
12.3255 9.70868e-09 336 9.70868e-09
12.7651 1.06534e-08 540 1.06534e-08
13.1907 1.25993e-08 456 1.25993e-08
13.6659 1.12235e-08 688 1.12235e-08
14.2646 1.9073e-08 684 1.9073e-08
14.7875 1.90476e-08 912 1.90476e-08
15.4187 2.26917e-08 792 2.26917e-08
15.942 2.69764e-08 972 2.69764e-08
16.5482 2.97431e-08 1120 2.97431e-08
17.1639 3.08499e-08 1116 3.08499e-08
17.8011 3.91374e-08 1416 3.91374e-08
18.4303 3.71705e-08 1344 3.71705e-08
19.1824 5.1382e-08 1996 5.1382e-08
19.9469 5.36168e-08 1848 5.36168e-08
20.6808 7.25637e-08 2028 7.25637e-08
21.3842 7.09871e-08 2128 7.09871e-08
22.2186 9.54886e-08 2868 9.54886e-08
23.0657 1.01827e-07 2880 1.01827e-07
23.935 1.1373e-07 3324 1.1373e-07
24.8633 1.33366e-07 3796 1.33366e-07
25.7971 1.52246e-07 4080 1.52246e-07
26.7938 1.78435e-07 4756 1.78435e-07
27.7886 2.0673e-07 4860 2.0673e-07
28.8178 2.41475e-07 5928 2.41475e-07
29.9415 2.85061e-07 6556 2.85061e-07
31.0801 3.2373e-07 7236 3.2373e-07
32.231 3.62884e-07 7792 3.62884e-07
33.4697 4.31377e-07 9540 4.31377e-07
34.7575 4.81723e-07 9804 4.81723e-07
36.0407 5.65765e-07 11044 5.65765e-07
37.3988 6.47567e-07 12804 6.47567e-07
38.8321 7.56786e-07 14236 7.56786e-07
40.2872 9.0857e-07 15268 9.0857e-07
41.8167 1.07218e-06 18180 1.07218e-06
43.399 1.21938e-06 19132 1.21938e-06
45.0279 1.40388e-06 22068 1.40388e-06
46.7308 1.69342e-06 24580 1.69342e-06
48.5017 1.98902e-06 27412 1.98902e-06
50.3097 2.34941e-06 29940 2.34941e-06
52.197 2.67072e-06 34396 2.67072e-06
54.1738 3.3208e-06 38032 3.3208e-06
56.2203 3.9601e-06 42916 3.9601e-06
58.3613 4.75579e-06 48372 4.75579e-06
60.5794 6.10493e-06 53248 6.10493e-06
62.8515 7.53298e-06 59188 7.53298e-06
65.2265 9.54008e-06 67072 9.54008e-06
67.6932 1.24102e-05 74332 1.24102e-05
70.2489 1.6386e-05 83440 1.6386e-05
72.8971 2.25136e-05 92560 2.25136e-05
75.6319 3.00446e-05 103072 3.00446e-05
78.4853 4.19357e-05 116932 4.19357e-05
81.4754 6.0045e-05 131128 6.0045e-05
84.5539 8.35636e-05 144160 8.35636e-05
87.7413 0.000113934 162760 0.000113934
91.0485 0.000153484 180140 0.000153484
94.4801 0.000199021 203032 0.000199021
98.0438 0.000246362 225472 0.000246362
101.721 0.0002757 244742 0.0002757
105.563 0.000273818 241816 0.000273818
109.542 0.000273651 237776 0.000273651
113.676 0.00027762 230848 0.00027762
117.973 0.000278176 220136 0.000278176
122.414 0.000279366 203032 0.000279366
127.021 0.000283251 185072 0.000283251
131.796 0.000290965 157064 0.000290965
136.72 0.000300669 125744 0.000300669
141.817 0.000303967 86018 0.000303967
147.18 0.000304548 54524 0.000304548
152.694 0.000324152 32528 0.000324152
158.385 0.000375745 17228 0.000375745
164.073 0.000454086 6092 0.000454086
169.186 0.00068468 1100 0.00068468
174.125 0.000656853 2 0.000656853
