# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 3.97725e-12 12 3.97725e-12
2.22144 1.11813e-11 24 1.11813e-11
2.7207 6.81427e-12 16 6.81427e-12
3.14159 5.62164e-11 12 5.62164e-11
3.51241 1.17727e-10 48 1.17727e-10
3.84765 8.6769e-11 48 8.6769e-11
4.44288 1.43027e-10 24 1.43027e-10
4.71239 9.50229e-11 60 9.50229e-11
4.96729 2.52871e-10 48 2.52871e-10
5.20974 1.92802e-10 48 1.92802e-10
5.4414 2.51548e-10 16 2.51548e-10
5.66359 3.10377e-10 48 3.10377e-10
5.87738 4.86408e-10 96 4.86408e-10
6.28319 2.17068e-09 12 2.17068e-09
6.55703 6.66721e-10 168 6.66721e-10
6.84694 8.17651e-10 48 8.17651e-10
7.02481 6.12894e-10 48 6.12894e-10
7.25476 6.86278e-10 144 6.86278e-10
7.6953 1.14409e-09 48 1.14409e-09
7.96377 1.30625e-09 204 1.30625e-09
8.1621 2.62293e-09 64 2.62293e-09
8.51684 1.85933e-09 240 1.85933e-09
8.88577 1.42017e-09 24 1.42017e-09
9.15858 2.46199e-09 288 2.46199e-09
9.48256 3.57831e-09 108 3.57831e-09
9.74593 3.42383e-09 192 3.42383e-09
10.1275 4.22494e-09 336 4.22494e-09
10.5564 3.56639e-09 288 3.56639e-09
11.0536 5.86255e-09 292 5.86255e-09
11.4241 6.11971e-09 480 6.11971e-09
11.9234 6.89037e-09 384 6.89037e-09
12.3255 9.1398e-09 336 9.1398e-09
12.7651 9.86207e-09 540 9.86207e-09
13.1907 1.18442e-08 456 1.18442e-08
13.6659 1.09791e-08 688 1.09791e-08
14.2646 1.89147e-08 684 1.89147e-08
14.7875 1.86435e-08 912 1.86435e-08
15.4187 2.17502e-08 792 2.17502e-08
15.942 2.54801e-08 972 2.54801e-08
16.5482 2.77555e-08 1120 2.77555e-08
17.1639 2.84893e-08 1116 2.84893e-08
17.8011 3.71334e-08 1416 3.71334e-08
18.4303 3.45886e-08 1344 3.45886e-08
19.1824 4.82978e-08 1996 4.82978e-08
19.9469 5.28106e-08 1848 5.28106e-08
20.6808 7.16312e-08 2028 7.16312e-08
21.3842 6.78143e-08 2128 6.78143e-08
22.2186 9.21191e-08 2868 9.21191e-08
23.0657 9.76566e-08 2880 9.76566e-08
23.935 1.08089e-07 3324 1.08089e-07
24.8633 1.26233e-07 3796 1.26233e-07
25.7971 1.41995e-07 4080 1.41995e-07
26.7938 1.68598e-07 4756 1.68598e-07
27.7886 1.96318e-07 4860 1.96318e-07
28.8178 2.27987e-07 5928 2.27987e-07
29.9415 2.63145e-07 6556 2.63145e-07
31.0801 3.02289e-07 7236 3.02289e-07
32.231 3.3408e-07 7792 3.3408e-07
33.4697 3.93503e-07 9540 3.93503e-07
34.7575 4.46809e-07 9804 4.46809e-07
36.0407 5.25893e-07 11044 5.25893e-07
37.3988 5.94582e-07 12804 5.94582e-07
38.8321 6.96973e-07 14236 6.96973e-07
40.2872 8.23344e-07 15268 8.23344e-07
41.8167 9.65675e-07 18180 9.65675e-07
43.399 1.09782e-06 19132 1.09782e-06
45.0279 1.25353e-06 22068 1.25353e-06
46.7308 1.49494e-06 24580 1.49494e-06
48.5017 1.74531e-06 27412 1.74531e-06
50.3097 2.04236e-06 29940 2.04236e-06
52.197 2.34526e-06 34396 2.34526e-06
54.1738 2.8724e-06 38032 2.8724e-06
56.2203 3.42679e-06 42916 3.42679e-06
58.3613 4.09812e-06 48372 4.09812e-06
60.5794 5.17189e-06 53248 5.17189e-06
62.8515 6.36849e-06 59188 6.36849e-06
65.2265 7.98786e-06 67072 7.98786e-06
67.6932 1.02549e-05 74332 1.02549e-05
70.2489 1.34207e-05 83440 1.34207e-05
72.8971 1.83913e-05 92560 1.83913e-05
75.6319 2.46104e-05 103072 2.46104e-05
78.4853 3.49412e-05 116932 3.49412e-05
81.4754 5.1194e-05 131128 5.1194e-05
84.5539 7.39093e-05 144160 7.39093e-05
87.7413 0.000105255 162760 0.000105255
91.0485 0.000147803 180140 0.000147803
94.4801 0.000199742 203032 0.000199742
98.0438 0.000255057 225472 0.000255057
101.721 0.000288201 244742 0.000288201
105.563 0.000283746 241816 0.000283746
109.542 0.000283562 237776 0.000283562
113.676 0.000286469 230848 0.000286469
117.973 0.000286091 220136 0.000286091
122.414 0.000286385 203032 0.000286385
127.021 0.000289327 185072 0.000289327
131.796 0.000296037 157064 0.000296037
136.72 0.000303969 125744 0.000303969
141.817 0.000307146 86018 0.000307146
147.18 0.000310584 54524 0.000310584
152.694 0.000327926 32528 0.000327926
158.385 0.000388786 17228 0.000388786
164.073 0.000466181 6092 0.000466181
169.186 0.000718551 1100 0.000718551
174.125 0.000393901 2 0.000393901
