# in Mpc/h Units 
# D1 = 0.187955 
# k P N P(z=0)
1.5708 0.299104 6 8.46668
2.22144 0.325047 12 9.20106
2.7207 0.430578 8 12.1883
3.14159 0.0860921 6 2.437
3.51241 0.0760025 24 2.15139
3.84765 0.0763904 24 2.16237
4.44288 0.0455077 12 1.28818
4.71239 2.57632 30 72.9276
4.96729 0.110527 24 3.12867
5.20974 0.178501 24 5.0528
5.4414 0.502882 8 14.235
5.66359 0.0424152 24 1.20064
5.87738 0.164677 48 4.66149
6.28319 0.064616 6 1.82907
6.55703 0.094923 84 2.68697
6.84694 0.140661 24 3.98168
7.02481 0.0556164 24 1.57432
7.25476 0.0529481 72 1.49879
7.6953 0.0835955 24 2.36633
7.96377 0.0456331 102 1.29173
8.1621 0.0324457 32 0.918435
8.51684 0.0370103 120 1.04765
8.88577 0.0622584 12 1.76234
9.15858 0.0420289 144 1.18971
9.48256 0.721484 54 20.4229
9.74593 0.0637713 96 1.80516
10.1275 0.0650617 168 1.84169
10.5564 0.0521927 144 1.47741
11.0536 0.0537182 146 1.52059
11.4241 0.0385627 240 1.09159
11.9234 0.031328 192 0.886798
12.3255 0.0249634 168 0.706637
12.7651 0.0225325 270 0.637824
13.1907 0.0229283 228 0.649028
13.6659 0.022365 344 0.633084
14.2646 0.0587209 342 1.6622
14.7875 0.0238701 456 0.675688
15.4187 0.0244181 396 0.691201
15.942 0.0201088 486 0.569217
16.5482 0.018354 560 0.519543
17.1639 0.0148334 558 0.419887
17.8011 0.0125699 708 0.355815
18.4303 0.0124692 672 0.352963
19.1824 0.0154198 998 0.436486
19.9469 0.0111734 924 0.316285
20.6808 0.0101114 1014 0.286223
21.3842 0.0102922 1064 0.291339
22.2186 0.00745522 1434 0.211034
23.0657 0.00793667 1440 0.224662
23.935 0.00750524 1662 0.21245
24.8633 0.00614139 1898 0.173844
25.7971 0.00665048 2040 0.188254
26.7938 0.00556136 2378 0.157425
27.7886 0.00508804 2430 0.144026
28.8178 0.00428818 2964 0.121385
29.9415 0.00427249 3278 0.120941
31.0801 0.00442239 3618 0.125184
32.231 0.0037706 3896 0.106734
33.4697 0.00352426 4770 0.0997606
34.7575 0.00315807 4902 0.0893951
36.0407 0.00317426 5522 0.0898532
37.3988 0.00289176 6402 0.0818567
38.8321 0.00253293 7118 0.0716993
40.2872 0.00253387 7634 0.0717258
41.8167 0.00213477 9090 0.0604287
43.399 0.00204563 9566 0.0579053
45.0279 0.0019246 11034 0.0544794
46.7308 0.00175222 12290 0.0495998
48.5017 0.00158563 13706 0.0448843
50.3097 0.00147755 14970 0.0418249
52.197 0.00133986 17198 0.0379273
54.1738 0.00125021 19016 0.0353896
56.2203 0.00116973 21458 0.0331113
58.3613 0.00109288 24186 0.0309359
60.5794 0.00102939 26624 0.0291387
62.8515 0.000976916 29594 0.0276534
65.2265 0.00091474 33536 0.0258934
67.6932 0.000861446 37166 0.0243848
70.2489 0.000828015 41720 0.0234385
72.8971 0.000779049 46280 0.0220524
75.6319 0.000753977 51536 0.0213427
78.4853 0.000727905 58466 0.0206047
81.4754 0.000707019 65564 0.0200135
84.5539 0.000679055 72080 0.0192219
87.7413 0.000677645 81380 0.019182
91.0485 0.000666939 90070 0.018879
94.4801 0.000666844 101516 0.0188763
98.0438 0.00066908 112736 0.0189396
101.721 0.00067589 122371 0.0191323
105.563 0.000657668 120908 0.0186165
109.542 0.000650641 118888 0.0184176
113.676 0.000648495 115424 0.0183569
117.973 0.000650869 110068 0.0184241
122.414 0.000668512 101516 0.0189235
127.021 0.000692151 92536 0.0195926
131.796 0.000743495 78532 0.021046
136.72 0.000791603 62872 0.0224078
141.817 0.000848135 43009 0.024008
147.18 0.000840125 27262 0.0237813
152.694 0.000911808 16264 0.0258104
158.385 0.00103258 8614 0.0292291
164.073 0.00123814 3046 0.0350478
169.186 0.00170952 550 0.0483912
174.125 0.0125723 1 0.355883
