# in Mpc/h Units 
# D1 = 0.0895264 
# k P N P(z=0)
1.5708 0.0730054 6 9.10863
2.22144 0.0831518 12 10.3746
2.7207 0.102214 8 12.7528
3.14159 0.0211851 6 2.6432
3.51241 0.0175417 24 2.18862
3.84765 0.0144529 24 1.80324
4.44288 0.00914421 12 1.14089
4.71239 1.89357 30 236.254
4.96729 0.0200662 24 2.50359
5.20974 0.0351657 24 4.3875
5.4414 0.0874413 8 10.9098
5.66359 0.0068238 24 0.851383
5.87738 0.0280887 48 3.50453
6.28319 0.00991171 6 1.23665
6.55703 0.0200729 84 2.50443
6.84694 0.0207649 24 2.59077
7.02481 0.0084278 24 1.05151
7.25476 0.0103376 72 1.28979
7.6953 0.00776559 24 0.968886
7.96377 0.00640094 102 0.798623
8.1621 0.00450101 32 0.561576
8.51684 0.00568095 120 0.708793
8.88577 0.00357085 12 0.445522
9.15858 0.00550351 144 0.686654
9.48256 0.413117 54 51.5432
9.74593 0.0109212 96 1.3626
10.1275 0.00871653 168 1.08753
10.5564 0.00616055 144 0.76863
11.0536 0.0106602 146 1.33004
11.4241 0.00434291 240 0.54185
11.9234 0.00358812 192 0.447677
12.3255 0.00225413 168 0.28124
12.7651 0.00263456 270 0.328704
13.1907 0.00212359 228 0.264953
13.6659 0.0024537 344 0.30614
14.2646 0.0137821 342 1.71955
14.7875 0.00216998 456 0.27074
15.4187 0.00185791 396 0.231806
15.942 0.00202083 486 0.252132
16.5482 0.00127083 560 0.158558
17.1639 0.00115942 558 0.144657
17.8011 0.00104619 708 0.13053
18.4303 0.00098278 672 0.122618
19.1824 0.00106238 998 0.13255
19.9469 0.000709912 924 0.0885733
20.6808 0.000790896 1014 0.0986774
21.3842 0.000591329 1064 0.0737781
22.2186 0.000498789 1434 0.0622322
23.0657 0.000545521 1440 0.0680628
23.935 0.00050599 1662 0.0631306
24.8633 0.00045854 1898 0.0572105
25.7971 0.0004572 2040 0.0570433
26.7938 0.000460246 2378 0.0574233
27.7886 0.000641323 2430 0.0800156
28.8178 0.00063935 2964 0.0797695
29.9415 0.000566572 3278 0.0706893
31.0801 0.000537042 3618 0.0670049
32.231 0.000569187 3896 0.0710155
33.4697 0.000944445 4770 0.117835
34.7575 0.000738288 4902 0.0921136
36.0407 0.000650882 5522 0.0812083
37.3988 0.000644328 6402 0.0803906
38.8321 0.00074774 7118 0.093293
40.2872 0.000639647 7634 0.0798066
41.8167 0.000544098 9090 0.0678852
43.399 0.000474409 9566 0.0591903
45.0279 0.000431891 11034 0.0538855
46.7308 0.000387974 12290 0.0484062
48.5017 0.000359572 13706 0.0448625
50.3097 0.000337886 14970 0.0421569
52.197 0.000306721 17198 0.0382686
54.1738 0.000308224 19016 0.038456
56.2203 0.000289645 21458 0.036138
58.3613 0.000270717 24186 0.0337764
60.5794 0.000262573 26624 0.0327603
62.8515 0.000263601 29594 0.0328886
65.2265 0.000269753 33536 0.0336562
67.6932 0.000277686 37166 0.0346459
70.2489 0.000279759 41720 0.0349045
72.8971 0.000284434 46280 0.0354878
75.6319 0.000290129 51536 0.0361984
78.4853 0.000289553 58466 0.0361265
81.4754 0.000290783 65564 0.0362799
84.5539 0.000291369 72080 0.0363531
87.7413 0.000290148 81380 0.0362008
91.0485 0.00029374 90070 0.0366489
94.4801 0.000305795 101516 0.038153
98.0438 0.000317557 112736 0.0396205
101.721 0.000326102 122371 0.0406866
105.563 0.000332988 120908 0.0415457
109.542 0.000339327 118888 0.0423367
113.676 0.000350381 115424 0.0437158
117.973 0.000364465 110068 0.0454731
122.414 0.000384072 101516 0.0479193
127.021 0.000417039 92536 0.0520325
131.796 0.000453456 78532 0.0565762
136.72 0.000503043 62872 0.062763
141.817 0.000546029 43009 0.0681261
147.18 0.000587399 27262 0.0732877
152.694 0.000690793 16264 0.0861879
158.385 0.000809826 8614 0.101039
164.073 0.001034 3046 0.129009
169.186 0.00136028 550 0.169717
174.125 0.000283197 1 0.0353335
