# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 8.78428e-13 12 8.78428e-13
2.22144 9.58285e-13 24 9.58285e-13
2.7207 2.87349e-14 16 2.87349e-14
3.14159 1.16928e-11 12 1.16928e-11
3.51241 1.87206e-11 48 1.87206e-11
3.84765 1.07516e-11 48 1.07516e-11
4.44288 9.0964e-12 24 9.0964e-12
4.71239 1.4556e-11 60 1.4556e-11
4.96729 6.99622e-11 48 6.99622e-11
5.20974 6.27908e-11 48 6.27908e-11
5.4414 2.55675e-12 16 2.55675e-12
5.66359 3.04056e-11 48 3.04056e-11
5.87738 4.00712e-11 96 4.00712e-11
6.28319 1.10918e-10 12 1.10918e-10
6.55703 1.14447e-10 168 1.14447e-10
6.84694 5.08457e-11 48 5.08457e-11
7.02481 2.35319e-10 48 2.35319e-10
7.25476 1.07303e-10 144 1.07303e-10
7.6953 1.60083e-10 48 1.60083e-10
7.96377 2.67849e-10 204 2.67849e-10
8.1621 3.10602e-10 64 3.10602e-10
8.51684 2.14833e-10 240 2.14833e-10
8.88577 1.71147e-10 24 1.71147e-10
9.15858 3.21918e-10 288 3.21918e-10
9.48256 5.71932e-10 108 5.71932e-10
9.74593 6.58185e-10 192 6.58185e-10
10.1275 4.43108e-10 336 4.43108e-10
10.5564 7.14634e-10 288 7.14634e-10
11.0536 5.58357e-10 292 5.58357e-10
11.4241 9.11499e-10 480 9.11499e-10
11.9234 8.67809e-10 384 8.67809e-10
12.3255 9.64566e-10 336 9.64566e-10
12.7651 1.35357e-09 540 1.35357e-09
13.1907 1.40497e-09 456 1.40497e-09
13.6659 1.49294e-09 688 1.49294e-09
14.2646 1.76879e-09 684 1.76879e-09
14.7875 1.96758e-09 912 1.96758e-09
15.4187 2.16757e-09 792 2.16757e-09
15.942 2.45784e-09 972 2.45784e-09
16.5482 2.49816e-09 1120 2.49816e-09
17.1639 3.04646e-09 1116 3.04646e-09
17.8011 3.16722e-09 1416 3.16722e-09
18.4303 3.59811e-09 1344 3.59811e-09
19.1824 4.49062e-09 1996 4.49062e-09
19.9469 3.91666e-09 1848 3.91666e-09
20.6808 5.75777e-09 2028 5.75777e-09
21.3842 5.24593e-09 2128 5.24593e-09
22.2186 6.25275e-09 2868 6.25275e-09
23.0657 6.1559e-09 2880 6.1559e-09
23.935 7.19707e-09 3324 7.19707e-09
24.8633 7.54316e-09 3796 7.54316e-09
25.7971 8.38805e-09 4080 8.38805e-09
26.7938 9.42845e-09 4756 9.42845e-09
27.7886 9.2918e-09 4860 9.2918e-09
28.8178 1.07747e-08 5928 1.07747e-08
29.9415 1.14704e-08 6556 1.14704e-08
31.0801 1.24761e-08 7236 1.24761e-08
32.231 1.32859e-08 7792 1.32859e-08
33.4697 1.49343e-08 9540 1.49343e-08
34.7575 1.67723e-08 9804 1.67723e-08
36.0407 1.77139e-08 11044 1.77139e-08
37.3988 2.03853e-08 12804 2.03853e-08
38.8321 2.17118e-08 14236 2.17118e-08
40.2872 2.46672e-08 15268 2.46672e-08
41.8167 2.82167e-08 18180 2.82167e-08
43.399 3.23781e-08 19132 3.23781e-08
45.0279 3.62313e-08 22068 3.62313e-08
46.7308 4.08876e-08 24580 4.08876e-08
48.5017 4.59812e-08 27412 4.59812e-08
50.3097 5.33536e-08 29940 5.33536e-08
52.197 6.11829e-08 34396 6.11829e-08
54.1738 7.11086e-08 38032 7.11086e-08
56.2203 8.34288e-08 42916 8.34288e-08
58.3613 1.00395e-07 48372 1.00395e-07
60.5794 1.18597e-07 53248 1.18597e-07
62.8515 1.43189e-07 59188 1.43189e-07
65.2265 1.72557e-07 67072 1.72557e-07
67.6932 2.10616e-07 74332 2.10616e-07
70.2489 2.65447e-07 83440 2.65447e-07
72.8971 3.40247e-07 92560 3.40247e-07
75.6319 4.42998e-07 103072 4.42998e-07
78.4853 6.0295e-07 116932 6.0295e-07
81.4754 8.41669e-07 131128 8.41669e-07
84.5539 1.22849e-06 144160 1.22849e-06
87.7413 1.85864e-06 162760 1.85864e-06
91.0485 2.85562e-06 180140 2.85562e-06
94.4801 4.28298e-06 203032 4.28298e-06
98.0438 6.04867e-06 225472 6.04867e-06
101.721 0.00176742 244742 0.00176742
105.563 6.95312e-06 241816 6.95312e-06
109.542 7.23408e-06 237776 7.23408e-06
113.676 7.755e-06 230848 7.755e-06
117.973 8.38374e-06 220136 8.38374e-06
122.414 9.26149e-06 203032 9.26149e-06
127.021 1.0361e-05 185072 1.0361e-05
131.796 1.14808e-05 157064 1.14808e-05
136.72 1.21153e-05 125744 1.21153e-05
141.817 0.0120619 86018 0.0120619
147.18 1.51963e-05 54524 1.51963e-05
152.694 1.97927e-05 32528 1.97927e-05
158.385 2.6127e-05 17228 2.6127e-05
164.073 2.70228e-05 6092 2.70228e-05
169.186 2.60026e-05 1100 2.60026e-05
174.125 462.886 2 462.886
