# in Mpc/h Units 
# D1 = 0.136803 
# k P N P(z=0)
1.5708 0.164773 6 8.80423
2.22144 0.183445 12 9.80196
2.7207 0.237414 8 12.6856
3.14159 0.0492733 6 2.6328
3.51241 0.0408349 24 2.18191
3.84765 0.0379498 24 2.02776
4.44288 0.0229455 12 1.22604
4.71239 2.33159 30 124.583
4.96729 0.0571835 24 3.05546
5.20974 0.0956035 24 5.10834
5.4414 0.253155 8 13.5267
5.66359 0.019815 24 1.05877
5.87738 0.0801354 48 4.28184
6.28319 0.029033 6 1.55131
6.55703 0.0504673 84 2.6966
6.84694 0.0629425 24 3.36318
7.02481 0.0253833 24 1.3563
7.25476 0.0274829 72 1.46848
7.6953 0.0332763 24 1.77804
7.96377 0.0199221 102 1.06449
8.1621 0.0130337 32 0.696427
8.51684 0.0163623 120 0.874282
8.88577 0.0206764 12 1.10479
9.15858 0.0187661 144 1.00272
9.48256 0.601679 54 32.1493
9.74593 0.0325347 96 1.73841
10.1275 0.028976 168 1.54827
10.5564 0.021551 144 1.15153
11.0536 0.0282475 146 1.50934
11.4241 0.0151296 240 0.808412
11.9234 0.0123293 192 0.658785
12.3255 0.00909697 168 0.486075
12.7651 0.00894469 270 0.477938
13.1907 0.0078302 228 0.418388
13.6659 0.00922666 344 0.493005
14.2646 0.0370056 342 1.97731
14.7875 0.00930127 456 0.496991
15.4187 0.00830725 396 0.443878
15.942 0.00809006 486 0.432273
16.5482 0.00588589 560 0.314499
17.1639 0.00484994 558 0.259145
17.8011 0.00416687 708 0.222647
18.4303 0.00404232 672 0.215991
19.1824 0.00641286 998 0.342656
19.9469 0.0033647 924 0.179785
20.6808 0.00366596 1014 0.195881
21.3842 0.00306702 1064 0.163879
22.2186 0.00227061 1434 0.121324
23.0657 0.00241675 1440 0.129133
23.935 0.00276091 1662 0.147523
24.8633 0.00208086 1898 0.111186
25.7971 0.00199572 2040 0.106636
26.7938 0.0016721 2378 0.0893446
27.7886 0.0017168 2430 0.0917332
28.8178 0.00185199 2964 0.0989564
29.9415 0.00171212 3278 0.0914833
31.0801 0.00152261 3618 0.0813572
32.231 0.00157698 3896 0.0842622
33.4697 0.00180518 4770 0.0964557
34.7575 0.00161082 4902 0.0860705
36.0407 0.00142482 5522 0.0761316
37.3988 0.00142124 6402 0.0759407
38.8321 0.00135844 7118 0.0725852
40.2872 0.00138167 7634 0.073826
41.8167 0.00124249 9090 0.0663893
43.399 0.00107537 9566 0.0574597
45.0279 0.00101202 11034 0.0540749
46.7308 0.000908065 12290 0.0485203
48.5017 0.0008145 13706 0.0435208
50.3097 0.000722901 14970 0.0386265
52.197 0.000668471 17198 0.0357182
54.1738 0.000611173 19016 0.0326565
56.2203 0.000559069 21458 0.0298725
58.3613 0.000517104 24186 0.0276302
60.5794 0.000497243 26624 0.026569
62.8515 0.000477863 29594 0.0255335
65.2265 0.000467236 33536 0.0249656
67.6932 0.000456674 37166 0.0244013
70.2489 0.000440873 41720 0.023557
72.8971 0.000435262 46280 0.0232572
75.6319 0.000420846 51536 0.0224869
78.4853 0.000408893 58466 0.0218482
81.4754 0.000396939 65564 0.0212095
84.5539 0.000388348 72080 0.0207504
87.7413 0.000382343 81380 0.0204296
91.0485 0.000384868 90070 0.0205645
94.4801 0.000393665 101516 0.0210345
98.0438 0.000405977 112736 0.0216924
101.721 0.000422548 122371 0.0225778
105.563 0.000422524 120908 0.0225765
109.542 0.000425545 118888 0.0227379
113.676 0.000437229 115424 0.0233623
117.973 0.000447856 110068 0.0239301
122.414 0.000463451 101516 0.0247634
127.021 0.000494958 92536 0.0264469
131.796 0.00054193 78532 0.0289567
136.72 0.000602942 62872 0.0322167
141.817 0.000654248 43009 0.0349581
147.18 0.000686605 27262 0.0366871
152.694 0.000759733 16264 0.0405945
158.385 0.000919628 8614 0.0491381
164.073 0.00118308 3046 0.0632148
169.186 0.0014835 550 0.0792672
174.125 0.00128924 1 0.0688874
