# in Mpc/h Units 
# D1 = 0.0592882 
# k P N P(z=0)
1.5708 0.0331953 6 9.44366
2.22144 0.03864 12 10.9926
2.7207 0.0461558 8 13.1307
3.14159 0.00899982 6 2.56034
3.51241 0.00796311 24 2.26541
3.84765 0.00599758 24 1.70624
4.44288 0.00401909 12 1.14338
4.71239 1.56489 30 445.191
4.96729 0.00618769 24 1.76032
5.20974 0.0122853 24 3.49502
5.4414 0.0307963 8 8.76116
5.66359 0.00254638 24 0.724415
5.87738 0.0107446 48 3.0567
6.28319 0.00331428 6 0.942871
6.55703 0.00793939 84 2.25866
6.84694 0.00827609 24 2.35444
7.02481 0.00274048 24 0.779633
7.25476 0.00399136 72 1.13549
7.6953 0.00191669 24 0.545275
7.96377 0.0024949 102 0.709767
8.1621 0.00177807 32 0.50584
8.51684 0.00232001 120 0.660015
8.88577 0.000492452 12 0.140096
9.15858 0.0015145 144 0.430857
9.48256 0.387425 54 110.217
9.74593 0.00320093 96 0.910624
10.1275 0.00298604 168 0.84949
10.5564 0.00244165 144 0.694619
11.0536 0.00453054 146 1.28888
11.4241 0.00159081 240 0.452567
11.9234 0.00143294 192 0.407654
12.3255 0.000622974 168 0.177228
12.7651 0.000993585 270 0.282663
13.1907 0.000838013 228 0.238404
13.6659 0.000618654 344 0.175999
14.2646 0.0128263 342 3.64892
14.7875 0.000719245 456 0.204616
15.4187 0.000645647 396 0.183678
15.942 0.000775629 486 0.220657
16.5482 0.00047116 560 0.134039
17.1639 0.00032571 558 0.0926605
17.8011 0.000313639 708 0.0892265
18.4303 0.00025028 672 0.0712015
19.1824 0.000276053 998 0.0785337
19.9469 0.000249774 924 0.0710576
20.6808 0.000226787 1014 0.064518
21.3842 0.000159522 1064 0.045382
22.2186 0.000199533 1434 0.0567648
23.0657 0.000154028 1440 0.0438191
23.935 0.000438617 1662 0.124781
24.8633 0.000181938 1898 0.0517592
25.7971 0.000191344 2040 0.0544351
26.7938 0.000231751 2378 0.0659301
27.7886 0.000243319 2430 0.0692213
28.8178 0.000242777 2964 0.069067
29.9415 0.000190481 3278 0.0541896
31.0801 0.000188446 3618 0.0536104
32.231 0.000168271 3896 0.0478711
33.4697 0.000177012 4770 0.0503576
34.7575 0.000162285 4902 0.0461681
36.0407 0.000174515 5522 0.0496474
37.3988 0.000245505 6402 0.069843
38.8321 0.000239983 7118 0.068272
40.2872 0.000230763 7634 0.0656491
41.8167 0.000266594 9090 0.0758427
43.399 0.000257132 9566 0.0731509
45.0279 0.000221513 11034 0.0630175
46.7308 0.000205435 12290 0.0584437
48.5017 0.000225095 13706 0.0640367
50.3097 0.000174235 14970 0.0495678
52.197 0.000186559 17198 0.0530737
54.1738 0.000175196 19016 0.0498411
56.2203 0.000172747 21458 0.0491445
58.3613 0.000155814 24186 0.0443271
60.5794 0.000156811 26624 0.0446109
62.8515 0.000162153 29594 0.0461305
65.2265 0.000175009 33536 0.049788
67.6932 0.00018581 37166 0.0528605
70.2489 0.000203355 41720 0.0578521
72.8971 0.00021047 46280 0.0598761
75.6319 0.000232375 51536 0.0661079
78.4853 0.000238948 58466 0.0679777
81.4754 0.00024824 65564 0.0706211
84.5539 0.00024949 72080 0.0709769
87.7413 0.000250719 81380 0.0713264
91.0485 0.000258722 90070 0.0736031
94.4801 0.00027362 101516 0.0778416
98.0438 0.000283198 112736 0.0805662
101.721 0.00026792 122371 0.0762198
105.563 0.000263425 120908 0.0749411
109.542 0.000277275 118888 0.0788813
113.676 0.000286898 115424 0.0816189
117.973 0.000301426 110068 0.0857519
122.414 0.000330634 101516 0.0940614
127.021 0.000366184 92536 0.104175
131.796 0.000416293 78532 0.11843
136.72 0.000477632 62872 0.13588
141.817 0.000496463 43009 0.141237
147.18 0.000538772 27262 0.153274
152.694 0.000622014 16264 0.176955
158.385 0.00082406 8614 0.234435
164.073 0.00116688 3046 0.331964
169.186 0.00145914 550 0.415108
174.125 0.00768245 1 2.18556
