# in Mpc/h Units 
# D1 = 0.219383 
# k P N P(z=0)
1.5708 0.396383 6 8.23587
2.22144 0.424938 12 8.82916
2.7207 0.562606 8 11.6896
3.14159 0.107951 6 2.24295
3.51241 0.102802 24 2.13598
3.84765 0.106801 24 2.21906
4.44288 0.0649431 12 1.34936
4.71239 2.64828 30 55.0248
4.96729 0.152791 24 3.17463
5.20974 0.240865 24 5.00458
5.4414 0.691122 8 14.3598
5.66359 0.0612062 24 1.27172
5.87738 0.230003 48 4.77889
6.28319 0.100015 6 2.07807
6.55703 0.132607 84 2.75524
6.84694 0.206726 24 4.29526
7.02481 0.0832781 24 1.73032
7.25476 0.0753129 72 1.56482
7.6953 0.126785 24 2.63427
7.96377 0.0701585 102 1.45772
8.1621 0.055869 32 1.16082
8.51684 0.0575115 120 1.19495
8.88577 0.0986242 12 2.04917
9.15858 0.0647843 144 1.34606
9.48256 0.743628 54 15.4508
9.74593 0.0921958 96 1.9156
10.1275 0.0953987 168 1.98215
10.5564 0.0792089 144 1.64577
11.0536 0.0768203 146 1.59614
11.4241 0.0626733 240 1.3022
11.9234 0.0515827 192 1.07176
12.3255 0.0422794 168 0.878463
12.7651 0.0373936 270 0.776947
13.1907 0.0411533 228 0.855064
13.6659 0.0367731 344 0.764054
14.2646 0.0710879 342 1.47703
14.7875 0.0387282 456 0.804677
15.4187 0.0397096 396 0.825068
15.942 0.032007 486 0.665027
16.5482 0.0324589 560 0.674415
17.1639 0.0254365 558 0.528509
17.8011 0.0227336 708 0.472348
18.4303 0.0228686 672 0.475154
19.1824 0.0243827 998 0.506614
19.9469 0.0202445 924 0.42063
20.6808 0.0178734 1014 0.371365
21.3842 0.0187486 1064 0.389549
22.2186 0.0138669 1434 0.288121
23.0657 0.0147865 1440 0.307227
23.935 0.0132707 1662 0.275732
24.8633 0.0112891 1898 0.23456
25.7971 0.0118944 2040 0.247135
26.7938 0.0106964 2378 0.222245
27.7886 0.00974789 2430 0.202537
28.8178 0.0083632 2964 0.173767
29.9415 0.00797497 3278 0.1657
31.0801 0.00839379 3618 0.174402
32.231 0.00699244 3896 0.145286
33.4697 0.00633752 4770 0.131678
34.7575 0.00561994 4902 0.116769
36.0407 0.00580354 5522 0.120583
37.3988 0.00505384 6402 0.105006
38.8321 0.00481231 7118 0.0999879
40.2872 0.00453907 7634 0.0943108
41.8167 0.00400678 9090 0.0832511
43.399 0.00366939 9566 0.0762409
45.0279 0.00332757 11034 0.0691388
46.7308 0.00308915 12290 0.0641851
48.5017 0.00288125 13706 0.0598654
50.3097 0.00260105 14970 0.0540435
52.197 0.00239901 17198 0.0498455
54.1738 0.00215697 19016 0.0448165
56.2203 0.00198407 21458 0.0412241
58.3613 0.00187221 24186 0.0388999
60.5794 0.00174081 26624 0.0361699
62.8515 0.00162566 29594 0.0337771
65.2265 0.00152892 33536 0.0317671
67.6932 0.00142684 37166 0.0296462
70.2489 0.00134619 41720 0.0279704
72.8971 0.00126778 46280 0.0263414
75.6319 0.00119877 51536 0.0249075
78.4853 0.00113229 58466 0.0235262
81.4754 0.00107979 65564 0.0224354
84.5539 0.00102436 72080 0.0212837
87.7413 0.00100608 81380 0.0209038
91.0485 0.000980892 90070 0.0203805
94.4801 0.000949222 101516 0.0197225
98.0438 0.000935866 112736 0.019445
101.721 0.000943426 122371 0.0196021
105.563 0.000925831 120908 0.0192365
109.542 0.000915756 118888 0.0190272
113.676 0.000909823 115424 0.0189039
117.973 0.000911854 110068 0.0189461
122.414 0.00093945 101516 0.0195195
127.021 0.00098387 92536 0.0204424
131.796 0.00105415 78532 0.0219026
136.72 0.00111239 62872 0.0231128
141.817 0.00109905 43009 0.0228355
147.18 0.00112156 27262 0.0233032
152.694 0.00115755 16264 0.0240511
158.385 0.00134925 8614 0.0280342
164.073 0.00153761 3046 0.0319478
169.186 0.00216253 550 0.0449321
174.125 0.00290675 1 0.060395
