# in Mpc/h Units 
# D1 = 0.039999 
# k P N P(z=0)
1.5708 0.0158289 6 9.89354
2.22144 0.0187362 12 11.7107
2.7207 0.0223803 8 13.9884
3.14159 0.00395748 6 2.47355
3.51241 0.00394836 24 2.46785
3.84765 0.00283439 24 1.77158
4.44288 0.00203943 12 1.2747
4.71239 1.27655 30 797.884
4.96729 0.00199729 24 1.24837
5.20974 0.00461887 24 2.88694
5.4414 0.0113598 8 7.10024
5.66359 0.00108476 24 0.678007
5.87738 0.00498477 48 3.11564
6.28319 0.0012605 6 0.78785
6.55703 0.00337765 84 2.11113
6.84694 0.00403208 24 2.52018
7.02481 0.0010144 24 0.634034
7.25476 0.00174154 72 1.08852
7.6953 0.000651033 24 0.406916
7.96377 0.00135857 102 0.84915
8.1621 0.00086865 32 0.542933
8.51684 0.001105 120 0.69066
8.88577 0.000144409 12 0.0902598
9.15858 0.000571212 144 0.357025
9.48256 0.469446 54 293.418
9.74593 0.00106895 96 0.66813
10.1275 0.0015018 168 0.938669
10.5564 0.00161841 144 1.01156
11.0536 0.00249499 146 1.55944
11.4241 0.00100232 240 0.626478
11.9234 0.000937388 192 0.585897
12.3255 0.000262325 168 0.163961
12.7651 0.000830311 270 0.51897
13.1907 0.000675651 228 0.422303
13.6659 0.000248043 344 0.155035
14.2646 0.040087 342 25.0556
14.7875 0.00057668 456 0.360443
15.4187 0.000652735 396 0.407979
15.942 0.000822029 486 0.513794
16.5482 0.000631612 560 0.394777
17.1639 0.000364677 558 0.227935
17.8011 0.000279612 708 0.174766
18.4303 0.000119013 672 0.074387
19.1824 0.00528812 998 3.30524
19.9469 0.000220877 924 0.138055
20.6808 0.000375686 1014 0.234816
21.3842 0.0001822 1064 0.113881
22.2186 0.000161395 1434 0.100877
23.0657 7.54793e-05 1440 0.0471769
23.935 0.000626397 1662 0.391518
24.8633 0.000124224 1898 0.0776439
25.7971 0.000122477 2040 0.0765521
26.7938 0.000158529 2378 0.0990853
27.7886 8.812e-05 2430 0.0550777
28.8178 0.000357144 2964 0.223226
29.9415 0.000123379 3278 0.0771157
31.0801 0.000169808 3618 0.106135
32.231 0.00010258 3896 0.0641154
33.4697 0.000230538 4770 0.144093
34.7575 9.32194e-05 4902 0.058265
36.0407 7.88308e-05 5522 0.0492717
37.3988 0.000202054 6402 0.12629
38.8321 9.76147e-05 7118 0.0610122
40.2872 8.61667e-05 7634 0.0538568
41.8167 0.000124989 9090 0.0781222
43.399 7.37678e-05 9566 0.0461072
45.0279 6.77319e-05 11034 0.0423346
46.7308 6.74095e-05 12290 0.042133
48.5017 6.22103e-05 13706 0.0388834
50.3097 4.89662e-05 14970 0.0306054
52.197 5.4416e-05 17198 0.0340117
54.1738 5.9691e-05 19016 0.0373087
56.2203 7.69195e-05 21458 0.0480771
58.3613 0.000111726 24186 0.0698324
60.5794 0.000135138 26624 0.0844657
62.8515 0.000154236 29594 0.0964024
65.2265 0.000134891 33536 0.0843111
67.6932 0.000140451 37166 0.087786
70.2489 0.000166434 41720 0.104027
72.8971 0.000188699 46280 0.117943
75.6319 0.000198499 51536 0.124068
78.4853 0.000226564 58466 0.14161
81.4754 0.000220707 65564 0.137949
84.5539 0.000220332 72080 0.137715
87.7413 0.000249241 81380 0.155783
91.0485 0.00029825 90070 0.186415
94.4801 0.000356036 101516 0.222534
98.0438 0.000361749 112736 0.226105
101.721 0.000281525 122371 0.175962
105.563 0.000244494 120908 0.152816
109.542 0.000243215 118888 0.152017
113.676 0.000242881 115424 0.151808
117.973 0.000258654 110068 0.161667
122.414 0.000291892 101516 0.182442
127.021 0.000358901 92536 0.224324
131.796 0.000443196 78532 0.277011
136.72 0.00057216 62872 0.357618
141.817 0.000481911 43009 0.30121
147.18 0.000496835 27262 0.310537
152.694 0.000550667 16264 0.344184
158.385 0.00080191 8614 0.501219
164.073 0.00137574 3046 0.859879
169.186 0.00225577 550 1.40993
174.125 0.00049502 1 0.309403
