# in Mpc/h Units 
# D1 = 1 
# k P N P(z=0)
1.5708 9.00452e-10 12 9.00452e-10
2.22144 1.02607e-08 24 1.02607e-08
2.7207 9.5955e-09 16 9.5955e-09
3.14159 1.55309e-08 12 1.55309e-08
3.51241 2.94933e-08 48 2.94933e-08
3.84765 2.75534e-08 48 2.75534e-08
4.44288 2.30014e-08 24 2.30014e-08
4.71239 2.57839e-08 60 2.57839e-08
4.96729 6.17883e-08 48 6.17883e-08
5.20974 7.29098e-08 48 7.29098e-08
5.4414 2.27063e-07 16 2.27063e-07
5.66359 1.01417e-07 48 1.01417e-07
5.87738 1.09989e-07 96 1.09989e-07
6.28319 8.74804e-08 12 8.74804e-08
6.55703 1.16174e-07 168 1.16174e-07
6.84694 1.58633e-07 48 1.58633e-07
7.02481 1.67711e-07 48 1.67711e-07
7.25476 1.27658e-07 144 1.27658e-07
7.6953 1.70054e-07 48 1.70054e-07
7.96377 1.31821e-07 204 1.31821e-07
8.1621 2.24134e-07 64 2.24134e-07
8.51684 1.64202e-07 240 1.64202e-07
8.88577 2.79648e-07 24 2.79648e-07
9.15858 1.94524e-07 288 1.94524e-07
9.48256 1.79601e-07 108 1.79601e-07
9.74593 2.89019e-07 192 2.89019e-07
10.1275 2.37241e-07 336 2.37241e-07
10.5564 2.67039e-07 288 2.67039e-07
11.0536 3.27131e-07 292 3.27131e-07
11.4241 3.37051e-07 480 3.37051e-07
11.9234 3.30355e-07 384 3.30355e-07
12.3255 3.48009e-07 336 3.48009e-07
12.7651 4.03342e-07 540 4.03342e-07
13.1907 4.23128e-07 456 4.23128e-07
13.6659 4.05112e-07 688 4.05112e-07
14.2646 5.46986e-07 684 5.46986e-07
14.7875 4.5853e-07 912 4.5853e-07
15.4187 5.44409e-07 792 5.44409e-07
15.942 5.89325e-07 972 5.89325e-07
16.5482 6.18304e-07 1120 6.18304e-07
17.1639 6.99814e-07 1116 6.99814e-07
17.8011 7.34976e-07 1416 7.34976e-07
18.4303 7.83292e-07 1344 7.83292e-07
19.1824 8.80967e-07 1996 8.80967e-07
19.9469 9.12189e-07 1848 9.12189e-07
20.6808 1.10949e-06 2028 1.10949e-06
21.3842 1.14993e-06 2128 1.14993e-06
22.2186 1.30614e-06 2868 1.30614e-06
23.0657 1.32092e-06 2880 1.32092e-06
23.935 1.47141e-06 3324 1.47141e-06
24.8633 1.56117e-06 3796 1.56117e-06
25.7971 1.64425e-06 4080 1.64425e-06
26.7938 2.0536e-06 4756 2.0536e-06
27.7886 2.19543e-06 4860 2.19543e-06
28.8178 2.43577e-06 5928 2.43577e-06
29.9415 2.71312e-06 6556 2.71312e-06
31.0801 2.74645e-06 7236 2.74645e-06
32.231 3.3061e-06 7792 3.3061e-06
33.4697 3.52776e-06 9540 3.52776e-06
34.7575 4.01483e-06 9804 4.01483e-06
36.0407 4.46106e-06 11044 4.46106e-06
37.3988 5.01147e-06 12804 5.01147e-06
38.8321 5.80756e-06 14236 5.80756e-06
40.2872 6.66062e-06 15268 6.66062e-06
41.8167 7.85801e-06 18180 7.85801e-06
43.399 8.88645e-06 19132 8.88645e-06
45.0279 1.0247e-05 22068 1.0247e-05
46.7308 1.22724e-05 24580 1.22724e-05
48.5017 1.47905e-05 27412 1.47905e-05
50.3097 1.71671e-05 29940 1.71671e-05
52.197 2.03052e-05 34396 2.03052e-05
54.1738 2.39859e-05 38032 2.39859e-05
56.2203 2.9478e-05 42916 2.9478e-05
58.3613 3.48582e-05 48372 3.48582e-05
60.5794 4.2421e-05 53248 4.2421e-05
62.8515 5.02732e-05 59188 5.02732e-05
65.2265 5.91169e-05 67072 5.91169e-05
67.6932 6.82531e-05 74332 6.82531e-05
70.2489 7.97226e-05 83440 7.97226e-05
72.8971 9.18483e-05 92560 9.18483e-05
75.6319 0.000103993 103072 0.000103993
78.4853 0.000116201 116932 0.000116201
81.4754 0.000130428 131128 0.000130428
84.5539 0.000144391 144160 0.000144391
87.7413 0.000156218 162760 0.000156218
91.0485 0.000170756 180140 0.000170756
94.4801 0.000184359 203032 0.000184359
98.0438 0.000199301 225472 0.000199301
101.721 0.000209928 244742 0.000209928
105.563 0.00021323 241816 0.00021323
109.542 0.000215362 237776 0.000215362
113.676 0.000221719 230848 0.000221719
117.973 0.000227435 220136 0.000227435
122.414 0.000237617 203032 0.000237617
127.021 0.000248358 185072 0.000248358
131.796 0.000268624 157064 0.000268624
136.72 0.000290279 125744 0.000290279
141.817 0.000308412 86018 0.000308412
147.18 0.000312351 54524 0.000312351
152.694 0.00034827 32528 0.00034827
158.385 0.000414323 17228 0.000414323
164.073 0.000517147 6092 0.000517147
169.186 0.000663526 1100 0.000663526
174.125 0.00358397 2 0.00358397
