 1.049300000E-05     4.845899541E+01
 1.059900000E-05     4.892892184E+01
 1.070500000E-05     4.940432313E+01
 1.081300000E-05     4.988428682E+01
 1.092200000E-05     5.036881290E+01
 1.103100000E-05     5.085790137E+01
 1.114200000E-05     5.135246472E+01
 1.125400000E-05     5.185159045E+01
 1.136700000E-05     5.235527858E+01
 1.148200000E-05     5.286352910E+01
 1.159700000E-05     5.337725450E+01
 1.171400000E-05     5.389554228E+01
 1.183100000E-05     5.441930494E+01
 1.195000000E-05     5.494762999E+01
 1.207000000E-05     5.548142991E+01
 1.219200000E-05     5.602070470E+01
 1.231400000E-05     5.656454188E+01
 1.243800000E-05     5.711385393E+01
 1.256300000E-05     5.766864086E+01
 1.268900000E-05     5.822890265E+01
 1.281700000E-05     5.879463932E+01
 1.294600000E-05     5.936585086E+01
 1.307600000E-05     5.994253727E+01
 1.320700000E-05     6.052469854E+01
 1.334000000E-05     6.111233470E+01
 1.347400000E-05     6.170635820E+01
 1.360900000E-05     6.230585657E+01
 1.374600000E-05     6.291082981E+01
 1.388400000E-05     6.352219040E+01
 1.402400000E-05     6.413902586E+01
 1.416500000E-05     6.476224867E+01
 1.430700000E-05     6.539094636E+01
 1.445100000E-05     6.602603139E+01
 1.459600000E-05     6.666750377E+01
 1.474300000E-05     6.731536350E+01
 1.489100000E-05     6.796869810E+01
 1.504100000E-05     6.862933253E+01
 1.519200000E-05     6.929544183E+01
 1.534400000E-05     6.996885096E+01
 1.549900000E-05     7.064864744E+01
 1.565400000E-05     7.133483127E+01
 1.581200000E-05     7.202740245E+01
 1.597100000E-05     7.272727345E+01
 1.613100000E-05     7.343353181E+01
 1.629300000E-05     7.414708999E+01
 1.645700000E-05     7.486794800E+01
 1.662200000E-05     7.559519336E+01
 1.678900000E-05     7.632882607E+01
 1.695800000E-05     7.707067109E+01
 1.712900000E-05     7.781890345E+01
 1.730100000E-05     7.857534812E+01
 1.747500000E-05     7.933818015E+01
 1.765000000E-05     8.010922447E+01
 1.782800000E-05     8.088756863E+01
 1.800700000E-05     8.167321261E+01
 1.818800000E-05     8.246615643E+01
 1.837100000E-05     8.326731254E+01
 1.855500000E-05     8.407576849E+01
 1.874200000E-05     8.489243674E+01
 1.893000000E-05     8.571731730E+01
 1.912000000E-05     8.655041017E+01
 1.931300000E-05     8.739080286E+01
 1.950700000E-05     8.823940786E+01
 1.970300000E-05     8.909713765E+01
 1.990100000E-05     8.996216726E+01
 2.010100000E-05     9.083632166E+01
 2.030300000E-05     9.172233827E+01
 2.050700000E-05     9.260744241E+01
 2.071300000E-05     9.351079612E+01
 2.092100000E-05     9.441414983E+01
 2.113100000E-05     9.533575311E+01
 2.134400000E-05     9.625735639E+01
 2.155800000E-05     9.719720924E+01
 2.177500000E-05     9.813706209E+01
 2.199400000E-05     9.909516451E+01
 2.221500000E-05     1.000532669E+02
 2.243800000E-05     1.010296189E+02
 2.266300000E-05     1.020059709E+02
 2.289100000E-05     1.030005725E+02
 2.312100000E-05     1.040042988E+02
 2.335400000E-05     1.050080252E+02
 2.358800000E-05     1.060300011E+02
 2.382500000E-05     1.070611018E+02
 2.406500000E-05     1.081013273E+02
 2.430700000E-05     1.091506775E+02
 2.455100000E-05     1.102091526E+02
 2.479800000E-05     1.112767524E+02
 2.504700000E-05     1.123626018E+02
 2.529900000E-05     1.134575760E+02
 2.555300000E-05     1.145525502E+02
 2.581000000E-05     1.156657740E+02
 2.606900000E-05     1.167881225E+02
 2.633100000E-05     1.179287206E+02
 2.659600000E-05     1.190693188E+02
 2.686300000E-05     1.202281664E+02
 2.713300000E-05     1.213961389E+02
 2.740600000E-05     1.225732362E+02
 2.768100000E-05     1.237685830E+02
 2.795900000E-05     1.249639298E+02
 2.824000000E-05     1.261775262E+02
 2.852400000E-05     1.274093722E+02
 2.881100000E-05     1.286412182E+02
 2.910000000E-05     1.298913137E+02
 2.939300000E-05     1.311596588E+02
 2.968800000E-05     1.324280039E+02
 2.998700000E-05     1.337145986E+02
 3.028800000E-05     1.350194428E+02
 3.059200000E-05     1.363242871E+02
 3.090000000E-05     1.376473809E+02
 3.121000000E-05     1.389887243E+02
 3.152400000E-05     1.403391925E+02
 3.184100000E-05     1.416987854E+02
 3.216100000E-05     1.430766279E+02
 3.248400000E-05     1.444635953E+02
 3.281100000E-05     1.458688121E+02
 3.314000000E-05     1.472922786E+02
 3.347300000E-05     1.487157450E+02
 3.381000000E-05     1.501665859E+02
 3.415000000E-05     1.516174267E+02
 3.449300000E-05     1.530956418E+02
 3.484000000E-05     1.545829818E+02
 3.519000000E-05     1.560794465E+02
 3.554300000E-05     1.576032856E+02
 3.590100000E-05     1.591271247E+02
 3.626100000E-05     1.606783381E+02
 3.662600000E-05     1.622386763E+02
 3.699400000E-05     1.638081393E+02
 3.736600000E-05     1.654049767E+02
 3.774100000E-05     1.670109389E+02
 3.812100000E-05     1.686351506E+02
 3.850400000E-05     1.702684871E+02
 3.889100000E-05     1.719200732E+02
 3.928100000E-05     1.735899088E+02
 3.967600000E-05     1.752779940E+02
 4.007500000E-05     1.769843288E+02
 4.047800000E-05     1.786997884E+02
 4.088500000E-05     1.804334975E+02
 4.129500000E-05     1.821854562E+02
 4.171100000E-05     1.839556645E+02
 4.213000000E-05     1.857441224E+02
 4.255300000E-05     1.875508298E+02
 4.298100000E-05     1.893757868E+02
 4.341300000E-05     1.912098685E+02
 4.384900000E-05     1.930713247E+02
 4.429000000E-05     1.949419056E+02
 4.473500000E-05     1.968398608E+02
 4.518400000E-05     1.987469409E+02
 4.563900000E-05     2.006813953E+02
 4.609700000E-05     2.026249745E+02
 4.656100000E-05     2.045959281E+02
 4.702800000E-05     2.065851312E+02
 4.750100000E-05     2.085925839E+02
 4.797800000E-05     2.106182861E+02
 4.846100000E-05     2.126622379E+02
 4.894800000E-05     2.147244393E+02
 4.944000000E-05     2.168140151E+02
 4.993700000E-05     2.189218404E+02
 5.043800000E-05     2.210479153E+02
 5.094500000E-05     2.231922398E+02
 5.145700000E-05     2.253639386E+02
 5.197400000E-05     2.275447622E+02
 5.249700000E-05     2.297620849E+02
 5.302400000E-05     2.319885325E+02
 5.355700000E-05     2.342423543E+02
 5.409600000E-05     2.365144258E+02
 5.463900000E-05     2.388138716E+02
 5.518800000E-05     2.411315670E+02
 5.574300000E-05     2.434766367E+02
 5.630300000E-05     2.458399560E+02
 5.686900000E-05     2.482306497E+02
 5.744100000E-05     2.506395929E+02
 5.801800000E-05     2.530759105E+02
 5.860100000E-05     2.555304776E+02
 5.919000000E-05     2.580124191E+02
 5.978500000E-05     2.605217350E+02
 6.038600000E-05     2.630493004E+02
 6.099300000E-05     2.656042402E+02
 6.160600000E-05     2.681865543E+02
 6.222500000E-05     2.707871180E+02
 6.285000000E-05     2.734150561E+02
 6.348200000E-05     2.760703685E+02
 6.412000000E-05     2.787530553E+02
 6.476400000E-05     2.814631164E+02
 6.541500000E-05     2.842005519E+02
 6.607300000E-05     2.869562370E+02
 6.673700000E-05     2.897392964E+02
 6.740700000E-05     2.925588549E+02
 6.808500000E-05     2.953966630E+02
 6.876900000E-05     2.982709703E+02
 6.946000000E-05     3.011635271E+02
 7.015800000E-05     3.040834583E+02
 7.086300000E-05     3.070398886E+02
 7.157500000E-05     3.100236933E+02
 7.229500000E-05     3.130348723E+02
 7.302100000E-05     3.160734257E+02
 7.375500000E-05     3.191393535E+02
 7.449700000E-05     3.222417804E+02
 7.524500000E-05     3.253715816E+02
 7.600100000E-05     3.285287572E+02
 7.676500000E-05     3.317224319E+02
 7.753700000E-05     3.349434810E+02
 7.831600000E-05     3.381919044E+02
 7.910300000E-05     3.414768270E+02
 7.989800000E-05     3.447982487E+02
 8.070100000E-05     3.481470448E+02
 8.151200000E-05     3.515232152E+02
 8.233100000E-05     3.549358848E+02
 8.315900000E-05     3.583850535E+02
 8.399500000E-05     3.618615966E+02
 8.483900000E-05     3.653746388E+02
 8.569100000E-05     3.689241801E+02
 8.655300000E-05     3.725102206E+02
 8.742300000E-05     3.761236355E+02
 8.830100000E-05     3.797735494E+02
 8.918900000E-05     3.834690873E+02
 9.008500000E-05     3.871919996E+02
 9.099000000E-05     3.909514110E+02
 9.190500000E-05     3.947473215E+02
 9.282800000E-05     3.985797312E+02
 9.376100000E-05     4.024486400E+02
 9.470400000E-05     4.063540480E+02
 9.565500000E-05     4.102959551E+02
 9.661700000E-05     4.142834861E+02
 9.758800000E-05     4.183075163E+02
 9.856900000E-05     4.223680456E+02
 9.955900000E-05     4.264650740E+02
 1.005600000E-04     4.306077264E+02
 1.015700000E-04     4.347868779E+02
 1.025900000E-04     4.390116533E+02
 1.036200000E-04     4.432729279E+02
 1.046600000E-04     4.475707016E+02
 1.057200000E-04     4.519232240E+02
 1.067800000E-04     4.563031208E+02
 1.078500000E-04     4.607377663E+02
 1.089400000E-04     4.652089109E+02
 1.100300000E-04     4.697256794E+02
 1.111400000E-04     4.742880719E+02
 1.122500000E-04     4.788869635E+02
 1.133800000E-04     4.835406038E+02
 1.145200000E-04     4.882307433E+02
 1.156700000E-04     4.929756315E+02
 1.168300000E-04     4.977570188E+02
 1.180100000E-04     5.025931548E+02
 1.191900000E-04     5.074657900E+02
 1.203900000E-04     5.123931738E+02
 1.216000000E-04     5.173661816E+02
 1.228200000E-04     5.223848134E+02
