#           k/h    P           
    0.13709E-04    0.82379E-04
    0.13847E-04    0.83179E-04
    0.13986E-04    0.83987E-04
    0.14126E-04    0.84803E-04
    0.14268E-04    0.85627E-04
    0.14412E-04    0.86458E-04
    0.14556E-04    0.87298E-04
    0.14703E-04    0.88146E-04
    0.14851E-04    0.89002E-04
    0.15000E-04    0.89867E-04
    0.15151E-04    0.90740E-04
    0.15303E-04    0.91621E-04
    0.15457E-04    0.92511E-04
    0.15612E-04    0.93410E-04
    0.15769E-04    0.94317E-04
    0.15927E-04    0.95234E-04
    0.16087E-04    0.96159E-04
    0.16249E-04    0.97093E-04
    0.16412E-04    0.98036E-04
    0.16577E-04    0.98988E-04
    0.16744E-04    0.99950E-04
    0.16912E-04    0.10092E-03
    0.17082E-04    0.10190E-03
    0.17254E-04    0.10289E-03
    0.17427E-04    0.10389E-03
    0.17602E-04    0.10490E-03
    0.17779E-04    0.10592E-03
    0.17958E-04    0.10695E-03
    0.18138E-04    0.10799E-03
    0.18321E-04    0.10904E-03
    0.18505E-04    0.11009E-03
    0.18691E-04    0.11116E-03
    0.18879E-04    0.11224E-03
    0.19068E-04    0.11333E-03
    0.19260E-04    0.11443E-03
    0.19454E-04    0.11555E-03
    0.19649E-04    0.11667E-03
    0.19847E-04    0.11780E-03
    0.20046E-04    0.11895E-03
    0.20248E-04    0.12010E-03
    0.20451E-04    0.12127E-03
    0.20657E-04    0.12245E-03
    0.20864E-04    0.12364E-03
    0.21074E-04    0.12484E-03
    0.21286E-04    0.12605E-03
    0.21500E-04    0.12727E-03
    0.21716E-04    0.12851E-03
    0.21934E-04    0.12976E-03
    0.22154E-04    0.13102E-03
    0.22377E-04    0.13229E-03
    0.22602E-04    0.13358E-03
    0.22829E-04    0.13487E-03
    0.23059E-04    0.13618E-03
    0.23290E-04    0.13751E-03
    0.23524E-04    0.13884E-03
    0.23761E-04    0.14019E-03
    0.24000E-04    0.14155E-03
    0.24241E-04    0.14293E-03
    0.24484E-04    0.14432E-03
    0.24730E-04    0.14572E-03
    0.24979E-04    0.14713E-03
    0.25230E-04    0.14856E-03
    0.25484E-04    0.15001E-03
    0.25740E-04    0.15146E-03
    0.25998E-04    0.15294E-03
    0.26260E-04    0.15442E-03
    0.26524E-04    0.15592E-03
    0.26790E-04    0.15744E-03
    0.27059E-04    0.15896E-03
    0.27331E-04    0.16051E-03
    0.27606E-04    0.16207E-03
    0.27883E-04    0.16364E-03
    0.28164E-04    0.16523E-03
    0.28447E-04    0.16684E-03
    0.28733E-04    0.16846E-03
    0.29021E-04    0.17009E-03
    0.29313E-04    0.17175E-03
    0.29608E-04    0.17341E-03
    0.29905E-04    0.17510E-03
    0.30206E-04    0.17680E-03
    0.30509E-04    0.17852E-03
    0.30816E-04    0.18025E-03
    0.31126E-04    0.18200E-03
    0.31439E-04    0.18377E-03
    0.31755E-04    0.18556E-03
    0.32074E-04    0.18736E-03
    0.32396E-04    0.18918E-03
    0.32722E-04    0.19102E-03
    0.33050E-04    0.19287E-03
    0.33383E-04    0.19474E-03
    0.33718E-04    0.19664E-03
    0.34057E-04    0.19855E-03
    0.34399E-04    0.20047E-03
    0.34745E-04    0.20242E-03
    0.35094E-04    0.20439E-03
    0.35447E-04    0.20637E-03
    0.35803E-04    0.20838E-03
    0.36163E-04    0.21040E-03
    0.36526E-04    0.21245E-03
    0.36893E-04    0.21451E-03
    0.37264E-04    0.21659E-03
    0.37639E-04    0.21870E-03
    0.38017E-04    0.22082E-03
    0.38399E-04    0.22297E-03
    0.38785E-04    0.22513E-03
    0.39175E-04    0.22732E-03
    0.39569E-04    0.22953E-03
    0.39966E-04    0.23176E-03
    0.40368E-04    0.23401E-03
    0.40774E-04    0.23628E-03
    0.41183E-04    0.23858E-03
    0.41597E-04    0.24089E-03
    0.42015E-04    0.24323E-03
    0.42438E-04    0.24560E-03
    0.42864E-04    0.24798E-03
    0.43295E-04    0.25039E-03
    0.43730E-04    0.25282E-03
    0.44170E-04    0.25528E-03
    0.44613E-04    0.25776E-03
    0.45062E-04    0.26026E-03
    0.45515E-04    0.26279E-03
    0.45972E-04    0.26534E-03
    0.46434E-04    0.26792E-03
    0.46901E-04    0.27052E-03
    0.47372E-04    0.27315E-03
    0.47848E-04    0.27580E-03
    0.48329E-04    0.27848E-03
    0.48815E-04    0.28119E-03
    0.49305E-04    0.28392E-03
    0.49801E-04    0.28668E-03
    0.50301E-04    0.28946E-03
    0.50807E-04    0.29227E-03
    0.51318E-04    0.29511E-03
    0.51833E-04    0.29798E-03
    0.52354E-04    0.30087E-03
    0.52880E-04    0.30380E-03
    0.53412E-04    0.30675E-03
    0.53949E-04    0.30973E-03
    0.54491E-04    0.31274E-03
    0.55039E-04    0.31577E-03
    0.55592E-04    0.31884E-03
    0.56150E-04    0.32194E-03
    0.56715E-04    0.32507E-03
    0.57285E-04    0.32822E-03
    0.57860E-04    0.33141E-03
    0.58442E-04    0.33463E-03
    0.59029E-04    0.33788E-03
    0.59623E-04    0.34116E-03
    0.60222E-04    0.34448E-03
    0.60827E-04    0.34782E-03
    0.61438E-04    0.35120E-03
    0.62056E-04    0.35461E-03
    0.62680E-04    0.35806E-03
    0.63309E-04    0.36154E-03
    0.63946E-04    0.36505E-03
    0.64588E-04    0.36859E-03
    0.65237E-04    0.37217E-03
    0.65893E-04    0.37579E-03
    0.66555E-04    0.37944E-03
    0.67224E-04    0.38312E-03
    0.67900E-04    0.38685E-03
    0.68582E-04    0.39060E-03
    0.69272E-04    0.39440E-03
    0.69968E-04    0.39823E-03
    0.70671E-04    0.40210E-03
    0.71381E-04    0.40600E-03
    0.72099E-04    0.40995E-03
    0.72823E-04    0.41393E-03
    0.73555E-04    0.41795E-03
    0.74294E-04    0.42201E-03
    0.75041E-04    0.42611E-03
    0.75795E-04    0.43025E-03
    0.76557E-04    0.43443E-03
    0.77326E-04    0.43865E-03
    0.78103E-04    0.44291E-03
    0.78888E-04    0.44721E-03
    0.79681E-04    0.45155E-03
    0.80482E-04    0.45594E-03
    0.81291E-04    0.46037E-03
    0.82108E-04    0.46484E-03
    0.82933E-04    0.46935E-03
    0.83767E-04    0.47391E-03
    0.84608E-04    0.47852E-03
    0.85459E-04    0.48316E-03
    0.86318E-04    0.48786E-03
    0.87185E-04    0.49260E-03
    0.88061E-04    0.49738E-03
    0.88946E-04    0.50221E-03
    0.89840E-04    0.50709E-03
    0.90743E-04    0.51201E-03
    0.91655E-04    0.51699E-03
    0.92576E-04    0.52201E-03
    0.93507E-04    0.52708E-03
    0.94447E-04    0.53220E-03
    0.95396E-04    0.53737E-03
    0.96355E-04    0.54259E-03
    0.97323E-04    0.54786E-03
    0.98301E-04    0.55318E-03
    0.99289E-04    0.55855E-03
    0.10029E-03    0.56398E-03
    0.10129E-03    0.56945E-03
    0.10231E-03    0.57499E-03
    0.10334E-03    0.58057E-03
    0.10438E-03    0.58621E-03
    0.10543E-03    0.59190E-03
    0.10649E-03    0.59765E-03
    0.10756E-03    0.60346E-03
    0.10864E-03    0.60932E-03
    0.10973E-03    0.61524E-03
    0.11083E-03    0.62121E-03
    0.11195E-03    0.62725E-03
    0.11307E-03    0.63334E-03
    0.11421E-03    0.63949E-03
    0.11536E-03    0.64570E-03
    0.11652E-03    0.65197E-03
    0.11769E-03    0.65830E-03
    0.11887E-03    0.66470E-03
    0.12007E-03    0.67115E-03
    0.12127E-03    0.67767E-03
    0.12249E-03    0.68425E-03
    0.12372E-03    0.69090E-03
    0.12497E-03    0.69761E-03
    0.12622E-03    0.70439E-03
    0.12749E-03    0.71123E-03
    0.12877E-03    0.71813E-03
    0.13007E-03    0.72511E-03
    0.13137E-03    0.73215E-03
    0.13269E-03    0.73926E-03
    0.13403E-03    0.74644E-03
    0.13537E-03    0.75369E-03
    0.13673E-03    0.76101E-03
    0.13811E-03    0.76840E-03
    0.13950E-03    0.77587E-03
    0.14090E-03    0.78340E-03
    0.14231E-03    0.79101E-03
    0.14374E-03    0.79869E-03
    0.14519E-03    0.80645E-03
    0.14665E-03    0.81428E-03
    0.14812E-03    0.82219E-03
    0.14961E-03    0.83017E-03
    0.15111E-03    0.83824E-03
    0.15263E-03    0.84638E-03
    0.15417E-03    0.85460E-03
    0.15572E-03    0.86289E-03
    0.15728E-03    0.87127E-03
    0.15886E-03    0.87974E-03
    0.16046E-03    0.88828E-03
    0.16207E-03    0.89691E-03
    0.16370E-03    0.90562E-03
    0.16535E-03    0.91441E-03
    0.16701E-03    0.92329E-03
    0.16869E-03    0.93226E-03
    0.17038E-03    0.94131E-03
    0.17209E-03    0.95045E-03
    0.17382E-03    0.95968E-03
    0.17557E-03    0.96900E-03
    0.17733E-03    0.97841E-03
    0.17912E-03    0.98791E-03
    0.18092E-03    0.99750E-03
    0.18273E-03    0.10072E-02
    0.18457E-03    0.10170E-02
    0.18643E-03    0.10268E-02
    0.18830E-03    0.10368E-02
    0.19019E-03    0.10469E-02
    0.19210E-03    0.10571E-02
    0.19403E-03    0.10673E-02
    0.19598E-03    0.10777E-02
    0.19795E-03    0.10881E-02
    0.19994E-03    0.10987E-02
    0.20195E-03    0.11094E-02
    0.20398E-03    0.11201E-02
    0.20603E-03    0.11310E-02
    0.20810E-03    0.11420E-02
    0.21019E-03    0.11531E-02
    0.21231E-03    0.11643E-02
    0.21444E-03    0.11756E-02
    0.21660E-03    0.11870E-02
    0.21877E-03    0.11985E-02
    0.22097E-03    0.12102E-02
    0.22319E-03    0.12219E-02
    0.22544E-03    0.12338E-02
    0.22770E-03    0.12458E-02
    0.22999E-03    0.12579E-02
    0.23230E-03    0.12701E-02
    0.23464E-03    0.12824E-02
    0.23699E-03    0.12949E-02
    0.23938E-03    0.13074E-02
    0.24178E-03    0.13201E-02
    0.24421E-03    0.13329E-02
    0.24667E-03    0.13459E-02
    0.24914E-03    0.13589E-02
    0.25165E-03    0.13721E-02
    0.25418E-03    0.13855E-02
    0.25673E-03    0.13989E-02
    0.25931E-03    0.14125E-02
    0.26192E-03    0.14262E-02
    0.26455E-03    0.14400E-02
    0.26721E-03    0.14540E-02
    0.26990E-03    0.14681E-02
    0.27261E-03    0.14824E-02
    0.27535E-03    0.14968E-02
    0.27811E-03    0.15113E-02
    0.28091E-03    0.15260E-02
    0.28373E-03    0.15408E-02
    0.28658E-03    0.15557E-02
    0.28947E-03    0.15708E-02
    0.29237E-03    0.15861E-02
    0.29531E-03    0.16015E-02
    0.29828E-03    0.16170E-02
    0.30128E-03    0.16327E-02
    0.30431E-03    0.16486E-02
    0.30736E-03    0.16645E-02
    0.31045E-03    0.16807E-02
    0.31357E-03    0.16970E-02
    0.31673E-03    0.17135E-02
    0.31991E-03    0.17301E-02
    0.32312E-03    0.17469E-02
    0.32637E-03    0.17638E-02
    0.32965E-03    0.17810E-02
    0.33296E-03    0.17982E-02
    0.33631E-03    0.18157E-02
    0.33969E-03    0.18333E-02
    0.34310E-03    0.18511E-02
    0.34655E-03    0.18691E-02
    0.35004E-03    0.18872E-02
    0.35355E-03    0.19055E-02
    0.35711E-03    0.19240E-02
    0.36070E-03    0.19427E-02
    0.36432E-03    0.19615E-02
    0.36798E-03    0.19805E-02
    0.37168E-03    0.19997E-02
    0.37542E-03    0.20191E-02
    0.37919E-03    0.20387E-02
    0.38300E-03    0.20585E-02
    0.38685E-03    0.20785E-02
    0.39074E-03    0.20986E-02
    0.39466E-03    0.21190E-02
    0.39863E-03    0.21395E-02
    0.40264E-03    0.21603E-02
    0.40668E-03    0.21812E-02
    0.41077E-03    0.22024E-02
    0.41490E-03    0.22237E-02
    0.41907E-03    0.22453E-02
    0.42328E-03    0.22671E-02
    0.42753E-03    0.22891E-02
    0.43183E-03    0.23112E-02
    0.43617E-03    0.23337E-02
    0.44055E-03    0.23563E-02
    0.44498E-03    0.23791E-02
    0.44945E-03    0.24022E-02
    0.45397E-03    0.24255E-02
    0.45853E-03    0.24490E-02
    0.46314E-03    0.24727E-02
    0.46780E-03    0.24967E-02
    0.47250E-03    0.25209E-02
    0.47725E-03    0.25453E-02
    0.48204E-03    0.25700E-02
    0.48689E-03    0.25949E-02
    0.49178E-03    0.26200E-02
    0.49672E-03    0.26454E-02
    0.50172E-03    0.26711E-02
    0.50676E-03    0.26969E-02
    0.51185E-03    0.27231E-02
    0.51700E-03    0.27495E-02
    0.52219E-03    0.27761E-02
    0.52744E-03    0.28030E-02
    0.53274E-03    0.28301E-02
    0.53809E-03    0.28575E-02
    0.54350E-03    0.28852E-02
    0.54896E-03    0.29132E-02
    0.55448E-03    0.29414E-02
    0.56005E-03    0.29699E-02
    0.56568E-03    0.29986E-02
    0.57137E-03    0.30277E-02
    0.57711E-03    0.30570E-02
    0.58291E-03    0.30866E-02
    0.58877E-03    0.31164E-02
    0.59469E-03    0.31466E-02
    0.60066E-03    0.31771E-02
    0.60670E-03    0.32078E-02
    0.61280E-03    0.32389E-02
    0.61896E-03    0.32702E-02
    0.62518E-03    0.33018E-02
    0.63146E-03    0.33338E-02
    0.63781E-03    0.33660E-02
    0.64422E-03    0.33986E-02
    0.65069E-03    0.34315E-02
    0.65723E-03    0.34647E-02
    0.66384E-03    0.34982E-02
    0.67051E-03    0.35320E-02
    0.67725E-03    0.35662E-02
    0.68405E-03    0.36006E-02
    0.69093E-03    0.36355E-02
    0.69787E-03    0.36706E-02
    0.70488E-03    0.37061E-02
    0.71197E-03    0.37419E-02
    0.71912E-03    0.37781E-02
    0.72635E-03    0.38146E-02
    0.73365E-03    0.38514E-02
    0.74102E-03    0.38886E-02
    0.74847E-03    0.39262E-02
    0.75599E-03    0.39641E-02
    0.76359E-03    0.40024E-02
    0.77127E-03    0.40410E-02
    0.77902E-03    0.40801E-02
    0.78685E-03    0.41195E-02
    0.79476E-03    0.41592E-02
    0.80274E-03    0.41994E-02
    0.81081E-03    0.42399E-02
    0.81896E-03    0.42808E-02
    0.82719E-03    0.43221E-02
    0.83550E-03    0.43638E-02
    0.84390E-03    0.44059E-02
    0.85238E-03    0.44484E-02
    0.86095E-03    0.44913E-02
    0.86960E-03    0.45346E-02
    0.87834E-03    0.45783E-02
    0.88717E-03    0.46224E-02
    0.89608E-03    0.46670E-02
    0.90509E-03    0.47119E-02
    0.91419E-03    0.47573E-02
    0.92337E-03    0.48031E-02
    0.93265E-03    0.48494E-02
    0.94203E-03    0.48961E-02
    0.95149E-03    0.49432E-02
    0.96106E-03    0.49908E-02
    0.97072E-03    0.50388E-02
    0.98047E-03    0.50873E-02
    0.99033E-03    0.51363E-02
    0.10003E-02    0.51857E-02
    0.10103E-02    0.52355E-02
    0.10205E-02    0.52859E-02
    0.10307E-02    0.53367E-02
    0.10411E-02    0.53879E-02
    0.10516E-02    0.54397E-02
    0.10621E-02    0.54920E-02
    0.10728E-02    0.55447E-02
    0.10836E-02    0.55979E-02
    0.10945E-02    0.56517E-02
    0.11055E-02    0.57059E-02
    0.11166E-02    0.57607E-02
    0.11278E-02    0.58159E-02
    0.11391E-02    0.58717E-02
    0.11506E-02    0.59280E-02
    0.11622E-02    0.59848E-02
    0.11738E-02    0.60421E-02
    0.11856E-02    0.61000E-02
    0.11976E-02    0.61584E-02
    0.12096E-02    0.62174E-02
    0.12217E-02    0.62769E-02
    0.12340E-02    0.63370E-02
    0.12464E-02    0.63976E-02
    0.12590E-02    0.64588E-02
    0.12716E-02    0.65205E-02
    0.12844E-02    0.65828E-02
    0.12973E-02    0.66457E-02
    0.13103E-02    0.67092E-02
    0.13235E-02    0.67732E-02
    0.13368E-02    0.68379E-02
    0.13502E-02    0.69031E-02
    0.13638E-02    0.69689E-02
    0.13775E-02    0.70354E-02
    0.13914E-02    0.71024E-02
    0.14053E-02    0.71701E-02
    0.14195E-02    0.72383E-02
    0.14337E-02    0.73072E-02
    0.14481E-02    0.73768E-02
    0.14627E-02    0.74469E-02
    0.14774E-02    0.75177E-02
    0.14922E-02    0.75891E-02
    0.15072E-02    0.76612E-02
    0.15224E-02    0.77340E-02
    0.15377E-02    0.78073E-02
    0.15531E-02    0.78814E-02
    0.15687E-02    0.79561E-02
    0.15845E-02    0.80315E-02
    0.16004E-02    0.81076E-02
    0.16165E-02    0.81843E-02
    0.16328E-02    0.82618E-02
    0.16492E-02    0.83399E-02
    0.16658E-02    0.84187E-02
    0.16825E-02    0.84982E-02
    0.16994E-02    0.85785E-02
    0.17165E-02    0.86594E-02
    0.17337E-02    0.87410E-02
    0.17512E-02    0.88234E-02
    0.17688E-02    0.89065E-02
    0.17865E-02    0.89904E-02
    0.18045E-02    0.90749E-02
    0.18226E-02    0.91602E-02
    0.18409E-02    0.92463E-02
    0.18594E-02    0.93331E-02
    0.18781E-02    0.94207E-02
    0.18970E-02    0.95090E-02
    0.19161E-02    0.95981E-02
    0.19353E-02    0.96879E-02
    0.19548E-02    0.97786E-02
    0.19744E-02    0.98700E-02
    0.19943E-02    0.99622E-02
    0.20143E-02    0.10055E-01
    0.20346E-02    0.10149E-01
    0.20550E-02    0.10243E-01
    0.20757E-02    0.10339E-01
    0.20965E-02    0.10435E-01
    0.21176E-02    0.10532E-01
    0.21389E-02    0.10630E-01
    0.21604E-02    0.10728E-01
    0.21821E-02    0.10828E-01
    0.22040E-02    0.10928E-01
    0.22262E-02    0.11029E-01
    0.22485E-02    0.11131E-01
    0.22711E-02    0.11234E-01
    0.22940E-02    0.11338E-01
    0.23170E-02    0.11442E-01
    0.23403E-02    0.11547E-01
    0.23638E-02    0.11654E-01
    0.23876E-02    0.11761E-01
    0.24116E-02    0.11869E-01
    0.24358E-02    0.11977E-01
    0.24603E-02    0.12087E-01
    0.24850E-02    0.12198E-01
    0.25100E-02    0.12309E-01
    0.25352E-02    0.12421E-01
    0.25607E-02    0.12534E-01
    0.25864E-02    0.12648E-01
    0.26124E-02    0.12763E-01
    0.26387E-02    0.12879E-01
    0.26652E-02    0.12996E-01
    0.26920E-02    0.13114E-01
    0.27190E-02    0.13232E-01
    0.27464E-02    0.13352E-01
    0.27740E-02    0.13472E-01
    0.28018E-02    0.13593E-01
    0.28300E-02    0.13715E-01
    0.28584E-02    0.13838E-01
    0.28872E-02    0.13962E-01
    0.29162E-02    0.14087E-01
    0.29455E-02    0.14213E-01
    0.29751E-02    0.14339E-01
    0.30050E-02    0.14467E-01
    0.30352E-02    0.14596E-01
    0.30657E-02    0.14725E-01
    0.30965E-02    0.14855E-01
    0.31276E-02    0.14987E-01
    0.31591E-02    0.15119E-01
    0.31908E-02    0.15252E-01
    0.32229E-02    0.15386E-01
    0.32553E-02    0.15521E-01
    0.32880E-02    0.15656E-01
    0.33210E-02    0.15793E-01
    0.33544E-02    0.15931E-01
    0.33881E-02    0.16069E-01
    0.34222E-02    0.16209E-01
    0.34566E-02    0.16349E-01
    0.34913E-02    0.16490E-01
    0.35264E-02    0.16632E-01
    0.35618E-02    0.16775E-01
    0.35976E-02    0.16919E-01
    0.36338E-02    0.17064E-01
    0.36703E-02    0.17210E-01
    0.37072E-02    0.17356E-01
    0.37445E-02    0.17504E-01
    0.37821E-02    0.17652E-01
    0.38201E-02    0.17801E-01
    0.38585E-02    0.17951E-01
    0.38973E-02    0.18102E-01
    0.39364E-02    0.18253E-01
    0.39760E-02    0.18406E-01
    0.40160E-02    0.18559E-01
    0.40563E-02    0.18713E-01
    0.40971E-02    0.18868E-01
    0.41383E-02    0.19024E-01
    0.41799E-02    0.19180E-01
    0.42219E-02    0.19338E-01
    0.42643E-02    0.19496E-01
    0.43072E-02    0.19655E-01
    0.43504E-02    0.19814E-01
    0.43942E-02    0.19975E-01
    0.44383E-02    0.20136E-01
    0.44829E-02    0.20297E-01
    0.45280E-02    0.20460E-01
    0.45735E-02    0.20623E-01
    0.46195E-02    0.20787E-01
    0.46659E-02    0.20952E-01
    0.47128E-02    0.21117E-01
    0.47601E-02    0.21283E-01
    0.48080E-02    0.21449E-01
    0.48563E-02    0.21616E-01
    0.49051E-02    0.21784E-01
    0.49544E-02    0.21952E-01
    0.50042E-02    0.22121E-01
    0.50545E-02    0.22291E-01
    0.51053E-02    0.22461E-01
    0.51566E-02    0.22631E-01
    0.52084E-02    0.22802E-01
    0.52608E-02    0.22973E-01
    0.53137E-02    0.23145E-01
    0.53671E-02    0.23318E-01
    0.54210E-02    0.23491E-01
    0.54755E-02    0.23664E-01
    0.55305E-02    0.23837E-01
    0.55861E-02    0.24011E-01
    0.56422E-02    0.24185E-01
    0.56989E-02    0.24360E-01
    0.57562E-02    0.24535E-01
    0.58141E-02    0.24710E-01
    0.58725E-02    0.24885E-01
    0.59315E-02    0.25061E-01
    0.59911E-02    0.25237E-01
    0.60513E-02    0.25413E-01
    0.61122E-02    0.25589E-01
    0.61736E-02    0.25765E-01
    0.62356E-02    0.25941E-01
    0.62983E-02    0.26118E-01
    0.63616E-02    0.26294E-01
    0.64255E-02    0.26471E-01
    0.64901E-02    0.26647E-01
    0.65553E-02    0.26824E-01
    0.66212E-02    0.27000E-01
    0.66878E-02    0.27176E-01
    0.67550E-02    0.27353E-01
    0.68229E-02    0.27529E-01
    0.68914E-02    0.27705E-01
    0.69607E-02    0.27880E-01
    0.70306E-02    0.28056E-01
    0.71013E-02    0.28231E-01
    0.71727E-02    0.28406E-01
    0.72448E-02    0.28580E-01
    0.73176E-02    0.28754E-01
    0.73911E-02    0.28928E-01
    0.74654E-02    0.29101E-01
    0.75404E-02    0.29274E-01
    0.76162E-02    0.29446E-01
    0.76928E-02    0.29618E-01
    0.77701E-02    0.29790E-01
    0.78482E-02    0.29960E-01
    0.79270E-02    0.30130E-01
    0.80067E-02    0.30300E-01
    0.80872E-02    0.30468E-01
    0.81684E-02    0.30636E-01
    0.82505E-02    0.30804E-01
    0.83335E-02    0.30970E-01
    0.84172E-02    0.31136E-01
    0.85018E-02    0.31300E-01
    0.85873E-02    0.31464E-01
    0.86736E-02    0.31627E-01
    0.87607E-02    0.31789E-01
    0.88488E-02    0.31950E-01
    0.89377E-02    0.32110E-01
    0.90275E-02    0.32269E-01
    0.91183E-02    0.32426E-01
    0.92099E-02    0.32583E-01
    0.93025E-02    0.32738E-01
    0.93960E-02    0.32892E-01
    0.94904E-02    0.33045E-01
    0.95858E-02    0.33196E-01
    0.96821E-02    0.33347E-01
    0.97794E-02    0.33495E-01
    0.98777E-02    0.33643E-01
    0.99770E-02    0.33788E-01
    0.10077E-01    0.33933E-01
    0.10179E-01    0.34075E-01
    0.10281E-01    0.34217E-01
    0.10384E-01    0.34356E-01
    0.10489E-01    0.34494E-01
    0.10594E-01    0.34630E-01
    0.10700E-01    0.34764E-01
    0.10808E-01    0.34897E-01
    0.10917E-01    0.35028E-01
    0.11026E-01    0.35156E-01
    0.11137E-01    0.35283E-01
    0.11249E-01    0.35408E-01
    0.11362E-01    0.35531E-01
    0.11476E-01    0.35652E-01
    0.11592E-01    0.35770E-01
    0.11708E-01    0.35886E-01
    0.11826E-01    0.36001E-01
    0.11945E-01    0.36112E-01
    0.12065E-01    0.36222E-01
    0.12186E-01    0.36329E-01
    0.12308E-01    0.36434E-01
    0.12432E-01    0.36536E-01
    0.12557E-01    0.36636E-01
    0.12683E-01    0.36733E-01
    0.12811E-01    0.36827E-01
    0.12939E-01    0.36919E-01
