#           k/h    P           
    0.12811E-01    0.22113E+02
    0.12939E-01    0.22164E+02
    0.13069E-01    0.22214E+02
    0.13201E-01    0.22262E+02
    0.13333E-01    0.22309E+02
    0.13468E-01    0.22354E+02
    0.13603E-01    0.22397E+02
    0.13740E-01    0.22438E+02
    0.13878E-01    0.22477E+02
    0.14017E-01    0.22515E+02
    0.14158E-01    0.22551E+02
    0.14300E-01    0.22585E+02
    0.14444E-01    0.22617E+02
    0.14589E-01    0.22647E+02
    0.14736E-01    0.22675E+02
    0.14884E-01    0.22701E+02
    0.15033E-01    0.22724E+02
    0.15185E-01    0.22746E+02
    0.15337E-01    0.22766E+02
    0.15491E-01    0.22783E+02
    0.15647E-01    0.22799E+02
    0.15804E-01    0.22812E+02
    0.15963E-01    0.22823E+02
    0.16124E-01    0.22831E+02
    0.16286E-01    0.22838E+02
    0.16449E-01    0.22842E+02
    0.16615E-01    0.22843E+02
    0.16782E-01    0.22842E+02
    0.16950E-01    0.22839E+02
    0.17121E-01    0.22834E+02
    0.17293E-01    0.22826E+02
    0.17466E-01    0.22815E+02
    0.17642E-01    0.22802E+02
    0.17819E-01    0.22787E+02
    0.17998E-01    0.22769E+02
    0.18179E-01    0.22748E+02
    0.18362E-01    0.22725E+02
    0.18546E-01    0.22699E+02
    0.18733E-01    0.22670E+02
    0.18921E-01    0.22639E+02
    0.19111E-01    0.22605E+02
    0.19303E-01    0.22569E+02
    0.19497E-01    0.22530E+02
    0.19693E-01    0.22488E+02
    0.19891E-01    0.22443E+02
    0.20091E-01    0.22396E+02
    0.20293E-01    0.22346E+02
    0.20497E-01    0.22293E+02
    0.20703E-01    0.22238E+02
    0.20911E-01    0.22180E+02
    0.21121E-01    0.22119E+02
    0.21334E-01    0.22055E+02
    0.21548E-01    0.21989E+02
    0.21764E-01    0.21919E+02
    0.21983E-01    0.21848E+02
    0.22204E-01    0.21773E+02
    0.22427E-01    0.21696E+02
    0.22653E-01    0.21616E+02
    0.22880E-01    0.21533E+02
    0.23110E-01    0.21448E+02
    0.23343E-01    0.21360E+02
    0.23577E-01    0.21269E+02
    0.23814E-01    0.21176E+02
    0.24053E-01    0.21080E+02
    0.24295E-01    0.20981E+02
    0.24539E-01    0.20880E+02
    0.24786E-01    0.20777E+02
    0.25035E-01    0.20671E+02
    0.25287E-01    0.20563E+02
    0.25541E-01    0.20452E+02
    0.25798E-01    0.20339E+02
    0.26057E-01    0.20224E+02
    0.26319E-01    0.20106E+02
    0.26583E-01    0.19986E+02
    0.26850E-01    0.19865E+02
    0.27120E-01    0.19741E+02
    0.27393E-01    0.19615E+02
    0.27668E-01    0.19487E+02
    0.27946E-01    0.19357E+02
    0.28227E-01    0.19225E+02
    0.28511E-01    0.19091E+02
    0.28797E-01    0.18956E+02
    0.29087E-01    0.18819E+02
    0.29379E-01    0.18681E+02
    0.29674E-01    0.18541E+02
    0.29972E-01    0.18400E+02
    0.30274E-01    0.18257E+02
    0.30578E-01    0.18114E+02
    0.30885E-01    0.17969E+02
    0.31196E-01    0.17823E+02
    0.31509E-01    0.17676E+02
    0.31826E-01    0.17528E+02
    0.32146E-01    0.17380E+02
    0.32469E-01    0.17230E+02
    0.32795E-01    0.17081E+02
    0.33125E-01    0.16930E+02
    0.33458E-01    0.16780E+02
    0.33794E-01    0.16629E+02
    0.34133E-01    0.16478E+02
    0.34477E-01    0.16327E+02
    0.34823E-01    0.16176E+02
    0.35173E-01    0.16025E+02
    0.35526E-01    0.15874E+02
    0.35884E-01    0.15723E+02
    0.36244E-01    0.15574E+02
    0.36608E-01    0.15424E+02
    0.36976E-01    0.15275E+02
    0.37348E-01    0.15127E+02
    0.37723E-01    0.14980E+02
    0.38102E-01    0.14834E+02
    0.38485E-01    0.14689E+02
    0.38872E-01    0.14545E+02
    0.39263E-01    0.14402E+02
    0.39657E-01    0.14261E+02
    0.40056E-01    0.14121E+02
    0.40459E-01    0.13982E+02
    0.40865E-01    0.13845E+02
    0.41276E-01    0.13710E+02
    0.41691E-01    0.13577E+02
    0.42110E-01    0.13445E+02
    0.42533E-01    0.13315E+02
    0.42960E-01    0.13188E+02
    0.43392E-01    0.13062E+02
    0.43828E-01    0.12938E+02
    0.44269E-01    0.12817E+02
    0.44714E-01    0.12698E+02
    0.45163E-01    0.12580E+02
    0.45617E-01    0.12466E+02
    0.46075E-01    0.12353E+02
    0.46538E-01    0.12243E+02
    0.47006E-01    0.12135E+02
    0.47479E-01    0.12029E+02
    0.47956E-01    0.11926E+02
    0.48438E-01    0.11825E+02
    0.48925E-01    0.11726E+02
    0.49416E-01    0.11630E+02
    0.49913E-01    0.11536E+02
    0.50415E-01    0.11444E+02
    0.50921E-01    0.11354E+02
    0.51433E-01    0.11266E+02
    0.51950E-01    0.11181E+02
    0.52472E-01    0.11097E+02
    0.52999E-01    0.11016E+02
    0.53532E-01    0.10936E+02
    0.54070E-01    0.10858E+02
    0.54613E-01    0.10782E+02
    0.55162E-01    0.10707E+02
    0.55717E-01    0.10634E+02
    0.56277E-01    0.10562E+02
    0.56842E-01    0.10491E+02
    0.57413E-01    0.10422E+02
    0.57990E-01    0.10353E+02
    0.58573E-01    0.10285E+02
    0.59162E-01    0.10217E+02
    0.59757E-01    0.10150E+02
    0.60357E-01    0.10083E+02
    0.60964E-01    0.10016E+02
    0.61576E-01    0.99496E+01
    0.62195E-01    0.98825E+01
    0.62820E-01    0.98148E+01
    0.63452E-01    0.97466E+01
    0.64089E-01    0.96776E+01
    0.64734E-01    0.96075E+01
    0.65384E-01    0.95363E+01
    0.66041E-01    0.94638E+01
    0.66705E-01    0.93898E+01
    0.67375E-01    0.93141E+01
    0.68052E-01    0.92365E+01
    0.68736E-01    0.91571E+01
    0.69427E-01    0.90755E+01
    0.70125E-01    0.89918E+01
    0.70830E-01    0.89058E+01
    0.71542E-01    0.88174E+01
    0.72261E-01    0.87265E+01
    0.72987E-01    0.86332E+01
    0.73720E-01    0.85373E+01
    0.74461E-01    0.84390E+01
    0.75210E-01    0.83381E+01
    0.75965E-01    0.82348E+01
    0.76729E-01    0.81290E+01
    0.77500E-01    0.80208E+01
    0.78279E-01    0.79105E+01
    0.79066E-01    0.77980E+01
    0.79860E-01    0.76836E+01
    0.80663E-01    0.75674E+01
    0.81474E-01    0.74496E+01
    0.82292E-01    0.73305E+01
    0.83119E-01    0.72102E+01
    0.83955E-01    0.70890E+01
    0.84799E-01    0.69673E+01
    0.85651E-01    0.68453E+01
    0.86512E-01    0.67232E+01
    0.87381E-01    0.66014E+01
    0.88259E-01    0.64802E+01
    0.89146E-01    0.63599E+01
    0.90042E-01    0.62408E+01
    0.90947E-01    0.61232E+01
    0.91861E-01    0.60074E+01
    0.92784E-01    0.58937E+01
    0.93717E-01    0.57824E+01
    0.94659E-01    0.56737E+01
    0.95610E-01    0.55680E+01
    0.96571E-01    0.54654E+01
    0.97542E-01    0.53662E+01
    0.98522E-01    0.52705E+01
    0.99512E-01    0.51784E+01
    0.10051E+00    0.50902E+01
    0.10152E+00    0.50059E+01
    0.10254E+00    0.49255E+01
    0.10357E+00    0.48492E+01
    0.10461E+00    0.47769E+01
    0.10567E+00    0.47086E+01
    0.10673E+00    0.46441E+01
    0.10780E+00    0.45834E+01
    0.10888E+00    0.45264E+01
    0.10998E+00    0.44728E+01
    0.11108E+00    0.44225E+01
    0.11220E+00    0.43752E+01
    0.11333E+00    0.43306E+01
    0.11447E+00    0.42884E+01
    0.11562E+00    0.42484E+01
    0.11678E+00    0.42102E+01
    0.11795E+00    0.41733E+01
    0.11914E+00    0.41374E+01
    0.12033E+00    0.41020E+01
    0.12154E+00    0.40668E+01
    0.12277E+00    0.40314E+01
    0.12400E+00    0.39953E+01
    0.12525E+00    0.39582E+01
    0.12650E+00    0.39198E+01
    0.12778E+00    0.38798E+01
    0.12906E+00    0.38378E+01
    0.13036E+00    0.37937E+01
    0.13167E+00    0.37473E+01
    0.13299E+00    0.36983E+01
    0.13433E+00    0.36468E+01
    0.13568E+00    0.35926E+01
    0.13704E+00    0.35358E+01
    0.13842E+00    0.34766E+01
    0.13981E+00    0.34151E+01
    0.14121E+00    0.33516E+01
    0.14263E+00    0.32864E+01
    0.14407E+00    0.32198E+01
    0.14551E+00    0.31522E+01
    0.14698E+00    0.30841E+01
    0.14845E+00    0.30158E+01
    0.14995E+00    0.29478E+01
    0.15145E+00    0.28806E+01
    0.15298E+00    0.28145E+01
    0.15451E+00    0.27501E+01
    0.15607E+00    0.26876E+01
    0.15763E+00    0.26275E+01
    0.15922E+00    0.25702E+01
    0.16082E+00    0.25157E+01
    0.16244E+00    0.24644E+01
    0.16407E+00    0.24164E+01
    0.16572E+00    0.23717E+01
    0.16738E+00    0.23302E+01
    0.16906E+00    0.22919E+01
    0.17076E+00    0.22567E+01
    0.17248E+00    0.22244E+01
    0.17421E+00    0.21946E+01
    0.17596E+00    0.21671E+01
    0.17773E+00    0.21415E+01
    0.17952E+00    0.21175E+01
    0.18132E+00    0.20945E+01
    0.18315E+00    0.20721E+01
    0.18499E+00    0.20498E+01
    0.18684E+00    0.20272E+01
    0.18872E+00    0.20040E+01
    0.19062E+00    0.19798E+01
    0.19254E+00    0.19542E+01
    0.19447E+00    0.19271E+01
    0.19642E+00    0.18983E+01
    0.19840E+00    0.18677E+01
    0.20039E+00    0.18353E+01
    0.20241E+00    0.18012E+01
    0.20444E+00    0.17656E+01
    0.20650E+00    0.17289E+01
    0.20857E+00    0.16912E+01
    0.21067E+00    0.16531E+01
    0.21278E+00    0.16149E+01
    0.21492E+00    0.15770E+01
    0.21708E+00    0.15397E+01
    0.21926E+00    0.15036E+01
    0.22147E+00    0.14688E+01
    0.22369E+00    0.14358E+01
    0.22594E+00    0.14047E+01
    0.22821E+00    0.13757E+01
    0.23051E+00    0.13487E+01
    0.23282E+00    0.13239E+01
    0.23516E+00    0.13009E+01
    0.23753E+00    0.12798E+01
    0.23991E+00    0.12603E+01
    0.24232E+00    0.12420E+01
    0.24476E+00    0.12247E+01
    0.24722E+00    0.12079E+01
    0.24970E+00    0.11914E+01
    0.25221E+00    0.11747E+01
    0.25475E+00    0.11577E+01
    0.25731E+00    0.11400E+01
    0.25990E+00    0.11216E+01
    0.26251E+00    0.11022E+01
    0.26515E+00    0.10819E+01
    0.26781E+00    0.10608E+01
    0.27050E+00    0.10390E+01
    0.27322E+00    0.10167E+01
    0.27597E+00    0.99410E+00
    0.27874E+00    0.97158E+00
    0.28154E+00    0.94936E+00
    0.28437E+00    0.92774E+00
    0.28723E+00    0.90694E+00
    0.29012E+00    0.88715E+00
    0.29303E+00    0.86846E+00
    0.29598E+00    0.85094E+00
    0.29895E+00    0.83458E+00
    0.30196E+00    0.81929E+00
    0.30499E+00    0.80493E+00
    0.30806E+00    0.79133E+00
    0.31115E+00    0.77824E+00
    0.31428E+00    0.76546E+00
    0.31744E+00    0.75278E+00
    0.32063E+00    0.74001E+00
    0.32385E+00    0.72701E+00
    0.32710E+00    0.71367E+00
    0.33039E+00    0.69997E+00
    0.33371E+00    0.68595E+00
    0.33707E+00    0.67169E+00
    0.34045E+00    0.65730E+00
    0.34388E+00    0.64294E+00
    0.34733E+00    0.62878E+00
    0.35082E+00    0.61498E+00
    0.35435E+00    0.60165E+00
    0.35791E+00    0.58889E+00
    0.36151E+00    0.57674E+00
    0.36514E+00    0.56522E+00
    0.36881E+00    0.55426E+00
    0.37252E+00    0.54378E+00
    0.37626E+00    0.53367E+00
    0.38004E+00    0.52382E+00
    0.38386E+00    0.51411E+00
    0.38772E+00    0.50442E+00
    0.39162E+00    0.49469E+00
    0.39555E+00    0.48489E+00
    0.39953E+00    0.47502E+00
    0.40354E+00    0.46511E+00
    0.40760E+00    0.45523E+00
    0.41169E+00    0.44545E+00
    0.41583E+00    0.43585E+00
    0.42001E+00    0.42651E+00
    0.42423E+00    0.41748E+00
    0.42849E+00    0.40878E+00
    0.43280E+00    0.40041E+00
    0.43715E+00    0.39234E+00
    0.44154E+00    0.38452E+00
    0.44598E+00    0.37691E+00
    0.45046E+00    0.36942E+00
    0.45499E+00    0.36201E+00
    0.45956E+00    0.35466E+00
    0.46418E+00    0.34735E+00
    0.46885E+00    0.34008E+00
    0.47356E+00    0.33287E+00
    0.47832E+00    0.32576E+00
    0.48313E+00    0.31879E+00
    0.48798E+00    0.31199E+00
    0.49289E+00    0.30537E+00
    0.49784E+00    0.29895E+00
    0.50284E+00    0.29272E+00
    0.50790E+00    0.28665E+00
    0.51300E+00    0.28072E+00
    0.51816E+00    0.27491E+00
    0.52337E+00    0.26918E+00
    0.52862E+00    0.26353E+00
    0.53394E+00    0.25796E+00
    0.53930E+00    0.25246E+00
    0.54472E+00    0.24705E+00
    0.55020E+00    0.24174E+00
    0.55573E+00    0.23655E+00
    0.56131E+00    0.23149E+00
    0.56695E+00    0.22655E+00
    0.57265E+00    0.22173E+00
    0.57841E+00    0.21702E+00
    0.58422E+00    0.21241E+00
    0.59009E+00    0.20788E+00
    0.59602E+00    0.20343E+00
    0.60201E+00    0.19906E+00
    0.60806E+00    0.19477E+00
    0.61417E+00    0.19055E+00
    0.62035E+00    0.18642E+00
    0.62658E+00    0.18238E+00
    0.63288E+00    0.17844E+00
    0.63924E+00    0.17458E+00
    0.64566E+00    0.17080E+00
    0.65215E+00    0.16711E+00
    0.65871E+00    0.16348E+00
    0.66533E+00    0.15993E+00
    0.67201E+00    0.15644E+00
    0.67877E+00    0.15303E+00
    0.68559E+00    0.14968E+00
    0.69248E+00    0.14641E+00
    0.69944E+00    0.14320E+00
    0.70647E+00    0.14006E+00
    0.71357E+00    0.13700E+00
    0.72074E+00    0.13399E+00
    0.72798E+00    0.13105E+00
    0.73530E+00    0.12816E+00
    0.74269E+00    0.12534E+00
    0.75015E+00    0.12258E+00
    0.75769E+00    0.11987E+00
    0.76531E+00    0.11722E+00
    0.77300E+00    0.11462E+00
    0.78077E+00    0.11209E+00
    0.78862E+00    0.10960E+00
    0.79654E+00    0.10717E+00
    0.80455E+00    0.10479E+00
    0.81263E+00    0.10246E+00
    0.82080E+00    0.10017E+00
    0.82905E+00    0.97941E-01
    0.83738E+00    0.95755E-01
    0.84580E+00    0.93616E-01
    0.85430E+00    0.91523E-01
    0.86288E+00    0.89474E-01
    0.87155E+00    0.87469E-01
    0.88031E+00    0.85507E-01
    0.88916E+00    0.83587E-01
    0.89810E+00    0.81708E-01
    0.90712E+00    0.79869E-01
    0.91624E+00    0.78071E-01
    0.92545E+00    0.76311E-01
    0.93475E+00    0.74589E-01
    0.94414E+00    0.72905E-01
    0.95363E+00    0.71256E-01
    0.96322E+00    0.69644E-01
    0.97290E+00    0.68067E-01
    0.98268E+00    0.66524E-01
    0.99255E+00    0.65014E-01
    0.10025E+01    0.63538E-01
    0.10126E+01    0.62093E-01
    0.10228E+01    0.60680E-01
    0.10331E+01    0.59298E-01
    0.10434E+01    0.57946E-01
    0.10539E+01    0.56624E-01
    0.10645E+01    0.55331E-01
    0.10752E+01    0.54066E-01
    0.10860E+01    0.52829E-01
    0.10969E+01    0.51619E-01
    0.11080E+01    0.50435E-01
    0.11191E+01    0.49278E-01
    0.11303E+01    0.48147E-01
    0.11417E+01    0.47040E-01
    0.11532E+01    0.45958E-01
    0.11648E+01    0.44900E-01
    0.11765E+01    0.43865E-01
    0.11883E+01    0.42854E-01
    0.12002E+01    0.41865E-01
    0.12123E+01    0.40898E-01
    0.12245E+01    0.39953E-01
    0.12368E+01    0.39028E-01
    0.12492E+01    0.38124E-01
    0.12618E+01    0.37241E-01
    0.12745E+01    0.36377E-01
    0.12873E+01    0.35533E-01
    0.13002E+01    0.34707E-01
    0.13133E+01    0.33900E-01
    0.13265E+01    0.33111E-01
    0.13398E+01    0.32340E-01
    0.13533E+01    0.31586E-01
    0.13669E+01    0.30849E-01
    0.13806E+01    0.30129E-01
    0.13945E+01    0.29425E-01
    0.14085E+01    0.28737E-01
    0.14227E+01    0.28065E-01
    0.14370E+01    0.27408E-01
    0.14514E+01    0.26765E-01
    0.14660E+01    0.26138E-01
    0.14807E+01    0.25524E-01
    0.14956E+01    0.24925E-01
    0.15106E+01    0.24339E-01
    0.15258E+01    0.23766E-01
    0.15411E+01    0.23207E-01
    0.15566E+01    0.22660E-01
    0.15723E+01    0.22126E-01
    0.15881E+01    0.21604E-01
    0.16040E+01    0.21094E-01
    0.16202E+01    0.20595E-01
    0.16364E+01    0.20108E-01
    0.16529E+01    0.19633E-01
    0.16695E+01    0.19168E-01
    0.16863E+01    0.18714E-01
    0.17032E+01    0.18270E-01
    0.17203E+01    0.17837E-01
    0.17376E+01    0.17413E-01
    0.17551E+01    0.16999E-01
    0.17727E+01    0.16595E-01
    0.17906E+01    0.16200E-01
    0.18085E+01    0.15815E-01
    0.18267E+01    0.15438E-01
    0.18451E+01    0.15070E-01
    0.18636E+01    0.14710E-01
    0.18824E+01    0.14359E-01
    0.19013E+01    0.14016E-01
    0.19204E+01    0.13681E-01
    0.19397E+01    0.13354E-01
    0.19592E+01    0.13034E-01
    0.19789E+01    0.12722E-01
    0.19988E+01    0.12417E-01
    0.20188E+01    0.12119E-01
    0.20391E+01    0.11828E-01
    0.20596E+01    0.11544E-01
    0.20803E+01    0.11267E-01
    0.21012E+01    0.10996E-01
    0.21223E+01    0.10731E-01
    0.21437E+01    0.10473E-01
    0.21652E+01    0.10221E-01
    0.21870E+01    0.99745E-02
    0.22090E+01    0.97339E-02
    0.22312E+01    0.94990E-02
    0.22536E+01    0.92696E-02
    0.22762E+01    0.90457E-02
    0.22991E+01    0.88270E-02
    0.23222E+01    0.86134E-02
    0.23456E+01    0.84049E-02
    0.23691E+01    0.82014E-02
    0.23929E+01    0.80026E-02
    0.24170E+01    0.78085E-02
    0.24413E+01    0.76191E-02
    0.24658E+01    0.74341E-02
    0.24906E+01    0.72535E-02
    0.25156E+01    0.70772E-02
    0.25409E+01    0.69051E-02
    0.25664E+01    0.67371E-02
    0.25922E+01    0.65731E-02
    0.26183E+01    0.64129E-02
    0.26446E+01    0.62566E-02
    0.26712E+01    0.61040E-02
    0.26980E+01    0.59551E-02
    0.27252E+01    0.58097E-02
    0.27525E+01    0.56678E-02
    0.27802E+01    0.55292E-02
    0.28081E+01    0.53940E-02
    0.28364E+01    0.52620E-02
    0.28649E+01    0.51332E-02
    0.28937E+01    0.50074E-02
    0.29227E+01    0.48847E-02
    0.29521E+01    0.47649E-02
    0.29818E+01    0.46480E-02
    0.30118E+01    0.45339E-02
    0.30420E+01    0.44226E-02
    0.30726E+01    0.43139E-02
    0.31035E+01    0.42078E-02
    0.31347E+01    0.41043E-02
    0.31662E+01    0.40033E-02
    0.31980E+01    0.39047E-02
    0.32301E+01    0.38085E-02
    0.32626E+01    0.37146E-02
    0.32954E+01    0.36230E-02
    0.33285E+01    0.35336E-02
    0.33620E+01    0.34464E-02
    0.33957E+01    0.33613E-02
    0.34299E+01    0.32782E-02
    0.34643E+01    0.31971E-02
    0.34992E+01    0.31181E-02
    0.35343E+01    0.30409E-02
    0.35699E+01    0.29656E-02
    0.36057E+01    0.28921E-02
    0.36420E+01    0.28204E-02
    0.36786E+01    0.27505E-02
    0.37155E+01    0.26823E-02
    0.37529E+01    0.26157E-02
    0.37906E+01    0.25507E-02
    0.38287E+01    0.24874E-02
    0.38672E+01    0.24255E-02
    0.39060E+01    0.23652E-02
    0.39453E+01    0.23064E-02
    0.39849E+01    0.22490E-02
    0.40250E+01    0.21930E-02
    0.40654E+01    0.21383E-02
    0.41063E+01    0.20850E-02
    0.41476E+01    0.20330E-02
    0.41893E+01    0.19823E-02
    0.42314E+01    0.19328E-02
    0.42739E+01    0.18846E-02
    0.43168E+01    0.18375E-02
    0.43602E+01    0.17916E-02
    0.44040E+01    0.17468E-02
    0.44483E+01    0.17031E-02
    0.44930E+01    0.16605E-02
    0.45382E+01    0.16189E-02
    0.45838E+01    0.15783E-02
    0.46298E+01    0.15388E-02
    0.46764E+01    0.15002E-02
    0.47234E+01    0.14626E-02
    0.47708E+01    0.14259E-02
    0.48188E+01    0.13901E-02
    0.48672E+01    0.13552E-02
    0.49161E+01    0.13211E-02
    0.49655E+01    0.12879E-02
    0.50155E+01    0.12555E-02
    0.50659E+01    0.12239E-02
    0.51168E+01    0.11931E-02
    0.51682E+01    0.11631E-02
    0.52201E+01    0.11338E-02
    0.52726E+01    0.11052E-02
    0.53256E+01    0.10774E-02
    0.53791E+01    0.10502E-02
    0.54332E+01    0.10237E-02
    0.54878E+01    0.99788E-03
    0.55429E+01    0.97268E-03
    0.55986E+01    0.94811E-03
    0.56549E+01    0.92416E-03
    0.57117E+01    0.90080E-03
    0.57691E+01    0.87802E-03
    0.58271E+01    0.85580E-03
    0.58857E+01    0.83414E-03
    0.59448E+01    0.81302E-03
    0.60046E+01    0.79243E-03
    0.60649E+01    0.77235E-03
    0.61259E+01    0.75277E-03
    0.61875E+01    0.73368E-03
    0.62496E+01    0.71507E-03
    0.63124E+01    0.69693E-03
    0.63759E+01    0.67923E-03
    0.64400E+01    0.66198E-03
    0.65047E+01    0.64516E-03
    0.65701E+01    0.62877E-03
    0.66361E+01    0.61278E-03
    0.67028E+01    0.59719E-03
    0.67702E+01    0.58200E-03
    0.68382E+01    0.56718E-03
    0.69069E+01    0.55274E-03
    0.69763E+01    0.53866E-03
    0.70464E+01    0.52494E-03
    0.71173E+01    0.51156E-03
    0.71888E+01    0.49851E-03
    0.72610E+01    0.48579E-03
    0.73340E+01    0.47340E-03
    0.74077E+01    0.46131E-03
    0.74822E+01    0.44953E-03
    0.75574E+01    0.43805E-03
    0.76333E+01    0.42685E-03
    0.77100E+01    0.41594E-03
    0.77875E+01    0.40531E-03
    0.78658E+01    0.39494E-03
    0.79448E+01    0.38483E-03
    0.80247E+01    0.37498E-03
    0.81053E+01    0.36538E-03
    0.81868E+01    0.35602E-03
    0.82691E+01    0.34689E-03
    0.83522E+01    0.33800E-03
    0.84361E+01    0.32933E-03
    0.85209E+01    0.32089E-03
    0.86065E+01    0.31265E-03
    0.86930E+01    0.30463E-03
    0.87804E+01    0.29680E-03
    0.88687E+01    0.28918E-03
    0.89578E+01    0.28175E-03
    0.90478E+01    0.27451E-03
    0.91388E+01    0.26745E-03
    0.92306E+01    0.26057E-03
    0.93234E+01    0.25387E-03
    0.94171E+01    0.24733E-03
    0.95117E+01    0.24097E-03
    0.96073E+01    0.23476E-03
    0.97039E+01    0.22871E-03
    0.98014E+01    0.22282E-03
    0.98999E+01    0.21707E-03
    0.99994E+01    0.21148E-03
    0.10100E+02    0.20602E-03
    0.10201E+02    0.20071E-03
    0.10304E+02    0.19553E-03
    0.10407E+02    0.19048E-03
    0.10512E+02    0.18556E-03
    0.10618E+02    0.18076E-03
    0.10724E+02    0.17609E-03
    0.10832E+02    0.17154E-03
    0.10941E+02    0.16710E-03
    0.11051E+02    0.16278E-03
    0.11162E+02    0.15857E-03
    0.11274E+02    0.15447E-03
    0.11388E+02    0.15047E-03
    0.11502E+02    0.14657E-03
    0.11618E+02    0.14277E-03
    0.11734E+02    0.13907E-03
    0.11852E+02    0.13547E-03
    0.11971E+02    0.13195E-03
    0.12092E+02    0.12853E-03
    0.12213E+02    0.12520E-03
    0.12336E+02    0.12195E-03
    0.12460E+02    0.11878E-03
    0.12585E+02    0.11570E-03
    0.12712E+02    0.11269E-03
    0.12839E+02    0.10976E-03
    0.12969E+02    0.10691E-03
    0.13099E+02    0.10413E-03
    0.13230E+02    0.10142E-03
    0.13363E+02    0.98786E-04
    0.13498E+02    0.96216E-04
    0.13633E+02    0.93712E-04
    0.13770E+02    0.91272E-04
    0.13909E+02    0.88895E-04
    0.14049E+02    0.86579E-04
    0.14190E+02    0.84323E-04
    0.14332E+02    0.82125E-04
    0.14476E+02    0.79984E-04
    0.14622E+02    0.77898E-04
    0.14769E+02    0.75866E-04
    0.14917E+02    0.73887E-04
    0.15067E+02    0.71958E-04
    0.15219E+02    0.70080E-04
    0.15372E+02    0.68250E-04
    0.15526E+02    0.66467E-04
    0.15682E+02    0.64730E-04
    0.15840E+02    0.63038E-04
    0.15999E+02    0.61390E-04
    0.16160E+02    0.59785E-04
    0.16322E+02    0.58221E-04
    0.16486E+02    0.56698E-04
    0.16652E+02    0.55214E-04
    0.16819E+02    0.53769E-04
    0.16988E+02    0.52361E-04
    0.17159E+02    0.50989E-04
    0.17331E+02    0.49653E-04
    0.17506E+02    0.48352E-04
    0.17682E+02    0.47085E-04
    0.17859E+02    0.45850E-04
    0.18039E+02    0.44648E-04
    0.18220E+02    0.43477E-04
    0.18403E+02    0.42336E-04
    0.18588E+02    0.41225E-04
    0.18775E+02    0.40142E-04
    0.18964E+02    0.39088E-04
    0.19154E+02    0.38062E-04
    0.19347E+02    0.37062E-04
    0.19541E+02    0.36088E-04
    0.19738E+02    0.35139E-04
    0.19936E+02    0.34215E-04
    0.20136E+02    0.33315E-04
    0.20339E+02    0.32439E-04
    0.20543E+02    0.31585E-04
    0.20750E+02    0.30754E-04
    0.20958E+02    0.29944E-04
    0.21169E+02    0.29156E-04
    0.21381E+02    0.28388E-04
    0.21596E+02    0.27640E-04
    0.21813E+02    0.26912E-04
    0.22033E+02    0.26202E-04
    0.22254E+02    0.25512E-04
    0.22478E+02    0.24839E-04
    0.22704E+02    0.24184E-04
    0.22932E+02    0.23546E-04
    0.23162E+02    0.22924E-04
    0.23395E+02    0.22319E-04
    0.23630E+02    0.21730E-04
    0.23868E+02    0.21156E-04
    0.24108E+02    0.20597E-04
    0.24350E+02    0.20053E-04
    0.24595E+02    0.19523E-04
    0.24842E+02    0.19007E-04
    0.25091E+02    0.18504E-04
    0.25344E+02    0.18015E-04
    0.25598E+02    0.17538E-04
    0.25856E+02    0.17074E-04
    0.26115E+02    0.16622E-04
    0.26378E+02    0.16182E-04
    0.26643E+02    0.15754E-04
    0.26911E+02    0.15337E-04
    0.27181E+02    0.14930E-04
    0.27454E+02    0.14535E-04
    0.27730E+02    0.14150E-04
    0.28009E+02    0.13774E-04
    0.28290E+02    0.13409E-04
    0.28575E+02    0.13054E-04
    0.28862E+02    0.12707E-04
    0.29152E+02    0.12370E-04
    0.29445E+02    0.12042E-04
    0.29741E+02    0.11722E-04
    0.30040E+02    0.11411E-04
    0.30342E+02    0.11108E-04
    0.30647E+02    0.10813E-04
    0.30955E+02    0.10525E-04
    0.31266E+02    0.10246E-04
    0.31580E+02    0.99733E-05
    0.31897E+02    0.97082E-05
    0.32218E+02    0.94500E-05
    0.32542E+02    0.91986E-05
    0.32869E+02    0.89539E-05
    0.33199E+02    0.87156E-05
    0.33533E+02    0.84836E-05
    0.33870E+02    0.82577E-05
    0.34210E+02    0.80378E-05
    0.34554E+02    0.78237E-05
    0.34901E+02    0.76152E-05
    0.35252E+02    0.74123E-05
    0.35606E+02    0.72147E-05
    0.35964E+02    0.70224E-05
    0.36326E+02    0.68351E-05
    0.36691E+02    0.66528E-05
    0.37059E+02    0.64753E-05
    0.37432E+02    0.63025E-05
    0.37808E+02    0.61343E-05
    0.38188E+02    0.59705E-05
    0.38572E+02    0.58111E-05
    0.38960E+02    0.56559E-05
    0.39351E+02    0.55048E-05
    0.39747E+02    0.53577E-05
    0.40146E+02    0.52145E-05
    0.40550E+02    0.50751E-05
    0.40957E+02    0.49394E-05
    0.41369E+02    0.48073E-05
    0.41784E+02    0.46787E-05
    0.42204E+02    0.45535E-05
    0.42629E+02    0.44316E-05
    0.43057E+02    0.43130E-05
    0.43490E+02    0.41975E-05
    0.43927E+02    0.40851E-05
    0.44368E+02    0.39757E-05
    0.44814E+02    0.38692E-05
    0.45265E+02    0.37655E-05
    0.45719E+02    0.36645E-05
    0.46179E+02    0.35663E-05
    0.46643E+02    0.34706E-05
    0.47112E+02    0.33775E-05
    0.47585E+02    0.32869E-05
