#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.351850E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.694876E-01
   0.355386E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.701859E-01
   0.358958E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.708913E-01
   0.362565E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.716038E-01
   0.366209E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.723234E-01
   0.369890E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.730503E-01
   0.373607E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.737845E-01
   0.377362E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602678E+00   0.493610E+06   0.493610E+06   0.745260E-01
   0.381154E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.752750E-01
   0.384985E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602678E+00   0.493610E+06   0.493610E+06   0.760315E-01
   0.388854E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.767957E-01
   0.392762E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.775675E-01
   0.396710E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.783470E-01
   0.400697E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.791344E-01
   0.404724E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.799297E-01
   0.408791E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.807331E-01
   0.412900E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.815444E-01
   0.417049E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602678E+00   0.493610E+06   0.493610E+06   0.823640E-01
   0.421241E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.831917E-01
   0.425474E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.840278E-01
   0.429750E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602678E+00   0.493610E+06   0.493610E+06   0.848723E-01
   0.434070E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.857253E-01
   0.438432E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660418E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.865869E-01
   0.442838E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660419E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602678E+00   0.493610E+06   0.493610E+06   0.874571E-01
   0.447289E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660418E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602678E+00   0.493610E+06   0.493610E+06   0.883360E-01
   0.451784E-05   0.495315E+06   0.495315E+06   0.660419E+06   0.660418E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.892238E-01
   0.456325E-05   0.495315E+06   0.495315E+06   0.660418E+06   0.660418E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.901205E-01
   0.460911E-05   0.495315E+06   0.495315E+06   0.660418E+06   0.660418E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602679E+00   0.493610E+06   0.493610E+06   0.910263E-01
   0.465543E-05   0.495315E+06   0.495315E+06   0.660418E+06   0.660418E+06   0.000000E+00   0.495315E+06   0.495315E+06   0.504998E+06  -0.602678E+00   0.493610E+06   0.493610E+06   0.919411E-01
