#           k/h    P           
    0.75235E-05    0.50875E-02
    0.75991E-05    0.51369E-02
    0.76755E-05    0.51868E-02
    0.77526E-05    0.52372E-02
    0.78306E-05    0.52881E-02
    0.79093E-05    0.53395E-02
    0.79888E-05    0.53913E-02
    0.80690E-05    0.54437E-02
    0.81501E-05    0.54966E-02
    0.82320E-05    0.55500E-02
    0.83148E-05    0.56039E-02
    0.83983E-05    0.56583E-02
    0.84827E-05    0.57133E-02
    0.85680E-05    0.57688E-02
    0.86541E-05    0.58248E-02
    0.87411E-05    0.58814E-02
    0.88289E-05    0.59385E-02
    0.89177E-05    0.59962E-02
    0.90073E-05    0.60545E-02
    0.90978E-05    0.61133E-02
    0.91893E-05    0.61727E-02
    0.92816E-05    0.62326E-02
    0.93749E-05    0.62932E-02
    0.94691E-05    0.63543E-02
    0.95643E-05    0.64160E-02
    0.96604E-05    0.64783E-02
    0.97575E-05    0.65413E-02
    0.98555E-05    0.66048E-02
    0.99546E-05    0.66690E-02
    0.10055E-04    0.67337E-02
    0.10156E-04    0.67992E-02
    0.10258E-04    0.68652E-02
    0.10361E-04    0.69319E-02
    0.10465E-04    0.69992E-02
    0.10570E-04    0.70672E-02
    0.10676E-04    0.71359E-02
    0.10784E-04    0.72052E-02
    0.10892E-04    0.72752E-02
    0.11002E-04    0.73458E-02
    0.11112E-04    0.74172E-02
    0.11224E-04    0.74892E-02
    0.11337E-04    0.75620E-02
    0.11451E-04    0.76355E-02
    0.11566E-04    0.77096E-02
    0.11682E-04    0.77845E-02
    0.11799E-04    0.78601E-02
    0.11918E-04    0.79365E-02
    0.12038E-04    0.80136E-02
    0.12159E-04    0.80914E-02
    0.12281E-04    0.81700E-02
    0.12404E-04    0.82494E-02
    0.12529E-04    0.83295E-02
    0.12655E-04    0.84104E-02
    0.12782E-04    0.84921E-02
    0.12910E-04    0.85746E-02
    0.13040E-04    0.86579E-02
    0.13171E-04    0.87420E-02
    0.13304E-04    0.88269E-02
    0.13437E-04    0.89127E-02
    0.13572E-04    0.89992E-02
    0.13709E-04    0.90867E-02
    0.13847E-04    0.91749E-02
    0.13986E-04    0.92641E-02
    0.14126E-04    0.93540E-02
    0.14268E-04    0.94449E-02
    0.14412E-04    0.95366E-02
    0.14556E-04    0.96293E-02
    0.14703E-04    0.97228E-02
    0.14851E-04    0.98173E-02
    0.15000E-04    0.99126E-02
    0.15151E-04    0.10009E-01
    0.15303E-04    0.10106E-01
    0.15457E-04    0.10204E-01
    0.15612E-04    0.10303E-01
    0.15769E-04    0.10404E-01
    0.15927E-04    0.10505E-01
    0.16087E-04    0.10607E-01
    0.16249E-04    0.10710E-01
    0.16412E-04    0.10814E-01
    0.16577E-04    0.10919E-01
    0.16744E-04    0.11025E-01
    0.16912E-04    0.11132E-01
    0.17082E-04    0.11240E-01
    0.17254E-04    0.11349E-01
    0.17427E-04    0.11459E-01
    0.17602E-04    0.11571E-01
    0.17779E-04    0.11683E-01
    0.17958E-04    0.11797E-01
    0.18138E-04    0.11911E-01
    0.18321E-04    0.12027E-01
    0.18505E-04    0.12144E-01
    0.18691E-04    0.12262E-01
    0.18879E-04    0.12381E-01
    0.19068E-04    0.12501E-01
    0.19260E-04    0.12623E-01
    0.19454E-04    0.12745E-01
    0.19649E-04    0.12869E-01
    0.19847E-04    0.12994E-01
    0.20046E-04    0.13120E-01
    0.20248E-04    0.13248E-01
    0.20451E-04    0.13376E-01
    0.20657E-04    0.13506E-01
    0.20864E-04    0.13637E-01
    0.21074E-04    0.13770E-01
    0.21286E-04    0.13904E-01
    0.21500E-04    0.14039E-01
    0.21716E-04    0.14175E-01
    0.21934E-04    0.14313E-01
    0.22154E-04    0.14452E-01
    0.22377E-04    0.14592E-01
    0.22602E-04    0.14734E-01
    0.22829E-04    0.14877E-01
    0.23059E-04    0.15022E-01
    0.23290E-04    0.15167E-01
    0.23524E-04    0.15315E-01
    0.23761E-04    0.15464E-01
    0.24000E-04    0.15614E-01
    0.24241E-04    0.15765E-01
    0.24484E-04    0.15919E-01
    0.24730E-04    0.16073E-01
    0.24979E-04    0.16229E-01
    0.25230E-04    0.16387E-01
    0.25484E-04    0.16546E-01
    0.25740E-04    0.16707E-01
    0.25998E-04    0.16869E-01
    0.26260E-04    0.17033E-01
    0.26524E-04    0.17198E-01
    0.26790E-04    0.17366E-01
    0.27059E-04    0.17534E-01
    0.27331E-04    0.17705E-01
    0.27606E-04    0.17877E-01
    0.27883E-04    0.18050E-01
    0.28164E-04    0.18226E-01
    0.28447E-04    0.18403E-01
    0.28733E-04    0.18581E-01
    0.29021E-04    0.18762E-01
    0.29313E-04    0.18944E-01
    0.29608E-04    0.19128E-01
    0.29905E-04    0.19314E-01
    0.30206E-04    0.19501E-01
    0.30509E-04    0.19691E-01
    0.30816E-04    0.19882E-01
    0.31126E-04    0.20075E-01
    0.31439E-04    0.20270E-01
    0.31755E-04    0.20467E-01
    0.32074E-04    0.20666E-01
    0.32396E-04    0.20867E-01
    0.32722E-04    0.21069E-01
    0.33050E-04    0.21274E-01
    0.33383E-04    0.21481E-01
    0.33718E-04    0.21689E-01
    0.34057E-04    0.21900E-01
    0.34399E-04    0.22113E-01
    0.34745E-04    0.22328E-01
    0.35094E-04    0.22544E-01
    0.35447E-04    0.22763E-01
    0.35803E-04    0.22985E-01
    0.36163E-04    0.23208E-01
    0.36526E-04    0.23433E-01
    0.36893E-04    0.23661E-01
    0.37264E-04    0.23891E-01
    0.37639E-04    0.24123E-01
    0.38017E-04    0.24357E-01
    0.38399E-04    0.24594E-01
    0.38785E-04    0.24833E-01
    0.39175E-04    0.25074E-01
    0.39569E-04    0.25317E-01
    0.39966E-04    0.25563E-01
    0.40368E-04    0.25812E-01
    0.40774E-04    0.26062E-01
    0.41183E-04    0.26315E-01
    0.41597E-04    0.26571E-01
    0.42015E-04    0.26829E-01
    0.42438E-04    0.27090E-01
    0.42864E-04    0.27353E-01
    0.43295E-04    0.27619E-01
    0.43730E-04    0.27887E-01
    0.44170E-04    0.28158E-01
    0.44613E-04    0.28431E-01
    0.45062E-04    0.28707E-01
    0.45515E-04    0.28986E-01
    0.45972E-04    0.29268E-01
    0.46434E-04    0.29552E-01
    0.46901E-04    0.29839E-01
    0.47372E-04    0.30129E-01
    0.47848E-04    0.30422E-01
    0.48329E-04    0.30717E-01
    0.48815E-04    0.31015E-01
    0.49305E-04    0.31317E-01
    0.49801E-04    0.31621E-01
    0.50301E-04    0.31928E-01
    0.50807E-04    0.32238E-01
    0.51318E-04    0.32551E-01
    0.51833E-04    0.32867E-01
    0.52354E-04    0.33187E-01
    0.52880E-04    0.33509E-01
    0.53412E-04    0.33835E-01
    0.53949E-04    0.34163E-01
    0.54491E-04    0.34495E-01
    0.55039E-04    0.34830E-01
    0.55592E-04    0.35168E-01
    0.56150E-04    0.35510E-01
    0.56715E-04    0.35855E-01
    0.57285E-04    0.36203E-01
    0.57860E-04    0.36555E-01
    0.58442E-04    0.36910E-01
    0.59029E-04    0.37268E-01
    0.59623E-04    0.37630E-01
    0.60222E-04    0.37996E-01
    0.60827E-04    0.38365E-01
    0.61438E-04    0.38737E-01
    0.62056E-04    0.39114E-01
    0.62680E-04    0.39494E-01
    0.63309E-04    0.39877E-01
    0.63946E-04    0.40264E-01
    0.64588E-04    0.40656E-01
    0.65237E-04    0.41050E-01
    0.65893E-04    0.41449E-01
    0.66555E-04    0.41852E-01
    0.67224E-04    0.42258E-01
    0.67900E-04    0.42669E-01
    0.68582E-04    0.43083E-01
    0.69272E-04    0.43501E-01
    0.69968E-04    0.43924E-01
    0.70671E-04    0.44351E-01
    0.71381E-04    0.44781E-01
    0.72099E-04    0.45216E-01
    0.72823E-04    0.45655E-01
    0.73555E-04    0.46099E-01
    0.74294E-04    0.46547E-01
    0.75041E-04    0.46999E-01
    0.75795E-04    0.47455E-01
    0.76557E-04    0.47916E-01
    0.77326E-04    0.48381E-01
    0.78103E-04    0.48851E-01
    0.78888E-04    0.49326E-01
    0.79681E-04    0.49805E-01
    0.80482E-04    0.50288E-01
    0.81291E-04    0.50777E-01
    0.82108E-04    0.51270E-01
    0.82933E-04    0.51768E-01
    0.83767E-04    0.52271E-01
    0.84608E-04    0.52778E-01
    0.85459E-04    0.53291E-01
    0.86318E-04    0.53808E-01
    0.87185E-04    0.54331E-01
    0.88061E-04    0.54859E-01
    0.88946E-04    0.55391E-01
    0.89840E-04    0.55929E-01
    0.90743E-04    0.56473E-01
    0.91655E-04    0.57021E-01
    0.92576E-04    0.57575E-01
    0.93507E-04    0.58134E-01
    0.94447E-04    0.58698E-01
    0.95396E-04    0.59268E-01
    0.96355E-04    0.59844E-01
    0.97323E-04    0.60425E-01
    0.98301E-04    0.61012E-01
    0.99289E-04    0.61604E-01
    0.10029E-03    0.62203E-01
    0.10129E-03    0.62807E-01
    0.10231E-03    0.63417E-01
    0.10334E-03    0.64032E-01
    0.10438E-03    0.64654E-01
    0.10543E-03    0.65282E-01
    0.10649E-03    0.65916E-01
    0.10756E-03    0.66556E-01
    0.10864E-03    0.67202E-01
    0.10973E-03    0.67855E-01
    0.11083E-03    0.68514E-01
    0.11195E-03    0.69179E-01
    0.11307E-03    0.69851E-01
    0.11421E-03    0.70529E-01
    0.11536E-03    0.71214E-01
    0.11652E-03    0.71906E-01
    0.11769E-03    0.72604E-01
    0.11887E-03    0.73309E-01
    0.12007E-03    0.74020E-01
    0.12127E-03    0.74739E-01
    0.12249E-03    0.75465E-01
    0.12372E-03    0.76198E-01
    0.12497E-03    0.76937E-01
    0.12622E-03    0.77684E-01
    0.12749E-03    0.78439E-01
    0.12877E-03    0.79200E-01
    0.13007E-03    0.79969E-01
    0.13137E-03    0.80746E-01
    0.13269E-03    0.81530E-01
    0.13403E-03    0.82321E-01
    0.13537E-03    0.83120E-01
    0.13673E-03    0.83927E-01
    0.13811E-03    0.84742E-01
    0.13950E-03    0.85565E-01
    0.14090E-03    0.86396E-01
    0.14231E-03    0.87234E-01
    0.14374E-03    0.88081E-01
    0.14519E-03    0.88936E-01
    0.14665E-03    0.89800E-01
    0.14812E-03    0.90671E-01
    0.14961E-03    0.91551E-01
    0.15111E-03    0.92440E-01
    0.15263E-03    0.93338E-01
    0.15417E-03    0.94244E-01
    0.15572E-03    0.95158E-01
    0.15728E-03    0.96082E-01
    0.15886E-03    0.97015E-01
    0.16046E-03    0.97956E-01
    0.16207E-03    0.98907E-01
    0.16370E-03    0.99867E-01
    0.16535E-03    0.10084E+00
    0.16701E-03    0.10182E+00
    0.16869E-03    0.10280E+00
    0.17038E-03    0.10380E+00
    0.17209E-03    0.10481E+00
    0.17382E-03    0.10583E+00
    0.17557E-03    0.10685E+00
    0.17733E-03    0.10789E+00
    0.17912E-03    0.10894E+00
    0.18092E-03    0.10999E+00
    0.18273E-03    0.11106E+00
    0.18457E-03    0.11214E+00
    0.18643E-03    0.11323E+00
    0.18830E-03    0.11433E+00
    0.19019E-03    0.11544E+00
    0.19210E-03    0.11656E+00
    0.19403E-03    0.11769E+00
    0.19598E-03    0.11883E+00
    0.19795E-03    0.11998E+00
    0.19994E-03    0.12115E+00
    0.20195E-03    0.12232E+00
    0.20398E-03    0.12351E+00
    0.20603E-03    0.12471E+00
    0.20810E-03    0.12592E+00
    0.21019E-03    0.12714E+00
    0.21231E-03    0.12837E+00
    0.21444E-03    0.12962E+00
    0.21660E-03    0.13087E+00
    0.21877E-03    0.13214E+00
    0.22097E-03    0.13342E+00
    0.22319E-03    0.13472E+00
    0.22544E-03    0.13603E+00
    0.22770E-03    0.13734E+00
    0.22999E-03    0.13868E+00
    0.23230E-03    0.14002E+00
    0.23464E-03    0.14138E+00
    0.23699E-03    0.14275E+00
    0.23938E-03    0.14413E+00
    0.24178E-03    0.14553E+00
    0.24421E-03    0.14694E+00
    0.24667E-03    0.14837E+00
    0.24914E-03    0.14981E+00
    0.25165E-03    0.15126E+00
    0.25418E-03    0.15273E+00
    0.25673E-03    0.15421E+00
    0.25931E-03    0.15570E+00
    0.26192E-03    0.15721E+00
    0.26455E-03    0.15874E+00
    0.26721E-03    0.16027E+00
    0.26990E-03    0.16183E+00
    0.27261E-03    0.16340E+00
    0.27535E-03    0.16498E+00
    0.27811E-03    0.16658E+00
    0.28091E-03    0.16819E+00
    0.28373E-03    0.16982E+00
    0.28658E-03    0.17147E+00
    0.28947E-03    0.17313E+00
    0.29237E-03    0.17481E+00
    0.29531E-03    0.17650E+00
    0.29828E-03    0.17821E+00
    0.30128E-03    0.17994E+00
    0.30431E-03    0.18168E+00
    0.30736E-03    0.18344E+00
    0.31045E-03    0.18522E+00
    0.31357E-03    0.18701E+00
    0.31673E-03    0.18882E+00
    0.31991E-03    0.19065E+00
    0.32312E-03    0.19250E+00
    0.32637E-03    0.19436E+00
    0.32965E-03    0.19624E+00
    0.33296E-03    0.19814E+00
    0.33631E-03    0.20006E+00
    0.33969E-03    0.20200E+00
    0.34310E-03    0.20396E+00
    0.34655E-03    0.20593E+00
    0.35004E-03    0.20792E+00
    0.35355E-03    0.20993E+00
    0.35711E-03    0.21197E+00
    0.36070E-03    0.21402E+00
    0.36432E-03    0.21609E+00
    0.36798E-03    0.21818E+00
    0.37168E-03    0.22029E+00
    0.37542E-03    0.22242E+00
    0.37919E-03    0.22457E+00
    0.38300E-03    0.22674E+00
    0.38685E-03    0.22894E+00
    0.39074E-03    0.23115E+00
    0.39466E-03    0.23339E+00
    0.39863E-03    0.23564E+00
    0.40264E-03    0.23792E+00
    0.40668E-03    0.24022E+00
    0.41077E-03    0.24254E+00
    0.41490E-03    0.24489E+00
    0.41907E-03    0.24725E+00
    0.42328E-03    0.24964E+00
    0.42753E-03    0.25206E+00
    0.43183E-03    0.25449E+00
    0.43617E-03    0.25695E+00
    0.44055E-03    0.25943E+00
    0.44498E-03    0.26194E+00
    0.44945E-03    0.26447E+00
    0.45397E-03    0.26702E+00
    0.45853E-03    0.26960E+00
    0.46314E-03    0.27220E+00
    0.46780E-03    0.27483E+00
    0.47250E-03    0.27748E+00
    0.47725E-03    0.28016E+00
    0.48204E-03    0.28286E+00
    0.48689E-03    0.28559E+00
    0.49178E-03    0.28834E+00
    0.49672E-03    0.29113E+00
    0.50172E-03    0.29393E+00
    0.50676E-03    0.29677E+00
    0.51185E-03    0.29963E+00
    0.51700E-03    0.30252E+00
    0.52219E-03    0.30543E+00
    0.52744E-03    0.30837E+00
    0.53274E-03    0.31135E+00
    0.53809E-03    0.31434E+00
    0.54350E-03    0.31737E+00
    0.54896E-03    0.32043E+00
    0.55448E-03    0.32351E+00
    0.56005E-03    0.32663E+00
    0.56568E-03    0.32977E+00
    0.57137E-03    0.33294E+00
    0.57711E-03    0.33615E+00
    0.58291E-03    0.33938E+00
    0.58877E-03    0.34265E+00
    0.59469E-03    0.34594E+00
    0.60066E-03    0.34927E+00
    0.60670E-03    0.35262E+00
    0.61280E-03    0.35601E+00
    0.61896E-03    0.35943E+00
    0.62518E-03    0.36288E+00
    0.63146E-03    0.36637E+00
    0.63781E-03    0.36989E+00
    0.64422E-03    0.37344E+00
    0.65069E-03    0.37702E+00
    0.65723E-03    0.38064E+00
    0.66384E-03    0.38429E+00
    0.67051E-03    0.38797E+00
    0.67725E-03    0.39169E+00
    0.68405E-03    0.39545E+00
    0.69093E-03    0.39924E+00
    0.69787E-03    0.40306E+00
    0.70488E-03    0.40692E+00
    0.71197E-03    0.41082E+00
    0.71912E-03    0.41475E+00
    0.72635E-03    0.41872E+00
    0.73365E-03    0.42273E+00
    0.74102E-03    0.42677E+00
    0.74847E-03    0.43085E+00
    0.75599E-03    0.43497E+00
    0.76359E-03    0.43912E+00
    0.77127E-03    0.44332E+00
    0.77902E-03    0.44755E+00
    0.78685E-03    0.45182E+00
    0.79476E-03    0.45613E+00
    0.80274E-03    0.46048E+00
    0.81081E-03    0.46488E+00
    0.81896E-03    0.46931E+00
    0.82719E-03    0.47378E+00
    0.83550E-03    0.47829E+00
    0.84390E-03    0.48285E+00
    0.85238E-03    0.48744E+00
    0.86095E-03    0.49208E+00
    0.86960E-03    0.49676E+00
    0.87834E-03    0.50148E+00
    0.88717E-03    0.50625E+00
    0.89608E-03    0.51106E+00
    0.90509E-03    0.51591E+00
    0.91419E-03    0.52080E+00
    0.92337E-03    0.52575E+00
    0.93265E-03    0.53073E+00
    0.94203E-03    0.53576E+00
    0.95149E-03    0.54084E+00
    0.96106E-03    0.54596E+00
    0.97072E-03    0.55112E+00
    0.98047E-03    0.55634E+00
    0.99033E-03    0.56160E+00
    0.10003E-02    0.56691E+00
    0.10103E-02    0.57226E+00
    0.10205E-02    0.57766E+00
    0.10307E-02    0.58311E+00
    0.10411E-02    0.58861E+00
    0.10516E-02    0.59416E+00
    0.10621E-02    0.59976E+00
    0.10728E-02    0.60540E+00
    0.10836E-02    0.61110E+00
    0.10945E-02    0.61685E+00
    0.11055E-02    0.62264E+00
    0.11166E-02    0.62849E+00
    0.11278E-02    0.63439E+00
    0.11391E-02    0.64034E+00
    0.11506E-02    0.64635E+00
    0.11622E-02    0.65240E+00
    0.11738E-02    0.65851E+00
    0.11856E-02    0.66467E+00
    0.11976E-02    0.67088E+00
    0.12096E-02    0.67715E+00
    0.12217E-02    0.68348E+00
    0.12340E-02    0.68985E+00
    0.12464E-02    0.69628E+00
    0.12590E-02    0.70277E+00
    0.12716E-02    0.70931E+00
    0.12844E-02    0.71591E+00
    0.12973E-02    0.72257E+00
    0.13103E-02    0.72928E+00
    0.13235E-02    0.73604E+00
    0.13368E-02    0.74287E+00
    0.13502E-02    0.74975E+00
    0.13638E-02    0.75669E+00
    0.13775E-02    0.76369E+00
    0.13914E-02    0.77075E+00
    0.14053E-02    0.77787E+00
    0.14195E-02    0.78504E+00
    0.14337E-02    0.79228E+00
    0.14481E-02    0.79957E+00
    0.14627E-02    0.80693E+00
    0.14774E-02    0.81435E+00
    0.14922E-02    0.82182E+00
    0.15072E-02    0.82936E+00
    0.15224E-02    0.83696E+00
    0.15377E-02    0.84463E+00
    0.15531E-02    0.85235E+00
    0.15687E-02    0.86014E+00
    0.15845E-02    0.86799E+00
    0.16004E-02    0.87590E+00
    0.16165E-02    0.88388E+00
    0.16328E-02    0.89192E+00
    0.16492E-02    0.90003E+00
    0.16658E-02    0.90820E+00
    0.16825E-02    0.91643E+00
    0.16994E-02    0.92473E+00
    0.17165E-02    0.93310E+00
    0.17337E-02    0.94153E+00
    0.17512E-02    0.95003E+00
    0.17688E-02    0.95859E+00
    0.17865E-02    0.96722E+00
    0.18045E-02    0.97592E+00
    0.18226E-02    0.98468E+00
    0.18409E-02    0.99352E+00
    0.18594E-02    0.10024E+01
    0.18781E-02    0.10114E+01
    0.18970E-02    0.10204E+01
    0.19161E-02    0.10295E+01
    0.19353E-02    0.10387E+01
    0.19548E-02    0.10479E+01
    0.19744E-02    0.10573E+01
    0.19943E-02    0.10666E+01
    0.20143E-02    0.10761E+01
    0.20346E-02    0.10856E+01
    0.20550E-02    0.10952E+01
    0.20757E-02    0.11049E+01
    0.20965E-02    0.11146E+01
    0.21176E-02    0.11244E+01
    0.21389E-02    0.11343E+01
    0.21604E-02    0.11442E+01
    0.21821E-02    0.11542E+01
    0.22040E-02    0.11643E+01
    0.22262E-02    0.11745E+01
    0.22485E-02    0.11847E+01
    0.22711E-02    0.11950E+01
    0.22940E-02    0.12054E+01
    0.23170E-02    0.12159E+01
    0.23403E-02    0.12264E+01
    0.23638E-02    0.12370E+01
    0.23876E-02    0.12477E+01
    0.24116E-02    0.12584E+01
    0.24358E-02    0.12692E+01
    0.24603E-02    0.12801E+01
    0.24850E-02    0.12911E+01
    0.25100E-02    0.13021E+01
    0.25352E-02    0.13132E+01
    0.25607E-02    0.13244E+01
    0.25864E-02    0.13357E+01
    0.26124E-02    0.13470E+01
    0.26387E-02    0.13584E+01
    0.26652E-02    0.13699E+01
    0.26920E-02    0.13815E+01
    0.27190E-02    0.13931E+01
    0.27464E-02    0.14048E+01
    0.27740E-02    0.14166E+01
    0.28018E-02    0.14284E+01
    0.28300E-02    0.14404E+01
    0.28584E-02    0.14524E+01
    0.28872E-02    0.14644E+01
    0.29162E-02    0.14766E+01
    0.29455E-02    0.14888E+01
    0.29751E-02    0.15011E+01
    0.30050E-02    0.15135E+01
    0.30352E-02    0.15259E+01
    0.30657E-02    0.15384E+01
    0.30965E-02    0.15510E+01
    0.31276E-02    0.15637E+01
    0.31591E-02    0.15764E+01
    0.31908E-02    0.15893E+01
    0.32229E-02    0.16021E+01
    0.32553E-02    0.16151E+01
    0.32880E-02    0.16281E+01
    0.33210E-02    0.16412E+01
    0.33544E-02    0.16544E+01
    0.33881E-02    0.16677E+01
    0.34222E-02    0.16810E+01
    0.34566E-02    0.16944E+01
    0.34913E-02    0.17078E+01
    0.35264E-02    0.17213E+01
    0.35618E-02    0.17349E+01
    0.35976E-02    0.17486E+01
    0.36338E-02    0.17623E+01
    0.36703E-02    0.17761E+01
    0.37072E-02    0.17900E+01
    0.37445E-02    0.18040E+01
    0.37821E-02    0.18180E+01
    0.38201E-02    0.18320E+01
    0.38585E-02    0.18462E+01
    0.38973E-02    0.18604E+01
    0.39364E-02    0.18747E+01
    0.39760E-02    0.18890E+01
    0.40160E-02    0.19034E+01
    0.40563E-02    0.19178E+01
    0.40971E-02    0.19324E+01
    0.41383E-02    0.19469E+01
    0.41799E-02    0.19616E+01
    0.42219E-02    0.19763E+01
    0.42643E-02    0.19911E+01
    0.43072E-02    0.20059E+01
    0.43504E-02    0.20208E+01
    0.43942E-02    0.20357E+01
    0.44383E-02    0.20507E+01
    0.44829E-02    0.20657E+01
    0.45280E-02    0.20808E+01
    0.45735E-02    0.20960E+01
    0.46195E-02    0.21112E+01
    0.46659E-02    0.21265E+01
    0.47128E-02    0.21418E+01
    0.47601E-02    0.21571E+01
    0.48080E-02    0.21725E+01
    0.48563E-02    0.21880E+01
    0.49051E-02    0.22035E+01
    0.49544E-02    0.22190E+01
    0.50042E-02    0.22346E+01
    0.50545E-02    0.22502E+01
    0.51053E-02    0.22659E+01
    0.51566E-02    0.22816E+01
    0.52084E-02    0.22973E+01
    0.52608E-02    0.23131E+01
    0.53137E-02    0.23289E+01
    0.53671E-02    0.23448E+01
    0.54210E-02    0.23607E+01
    0.54755E-02    0.23766E+01
    0.55305E-02    0.23925E+01
    0.55861E-02    0.24085E+01
    0.56422E-02    0.24245E+01
    0.56989E-02    0.24405E+01
    0.57562E-02    0.24566E+01
    0.58141E-02    0.24726E+01
    0.58725E-02    0.24887E+01
    0.59315E-02    0.25048E+01
    0.59911E-02    0.25209E+01
    0.60513E-02    0.25370E+01
    0.61122E-02    0.25532E+01
    0.61736E-02    0.25693E+01
    0.62356E-02    0.25855E+01
    0.62983E-02    0.26017E+01
    0.63616E-02    0.26178E+01
    0.64255E-02    0.26340E+01
    0.64901E-02    0.26502E+01
    0.65553E-02    0.26663E+01
    0.66212E-02    0.26825E+01
    0.66878E-02    0.26987E+01
    0.67550E-02    0.27148E+01
    0.68229E-02    0.27309E+01
    0.68914E-02    0.27471E+01
    0.69607E-02    0.27632E+01
    0.70306E-02    0.27792E+01
    0.71013E-02    0.27953E+01
    0.71727E-02    0.28113E+01
    0.72448E-02    0.28273E+01
    0.73176E-02    0.28433E+01
    0.73911E-02    0.28593E+01
    0.74654E-02    0.28752E+01
    0.75404E-02    0.28911E+01
    0.76162E-02    0.29069E+01
    0.76928E-02    0.29227E+01
    0.77701E-02    0.29384E+01
    0.78482E-02    0.29541E+01
    0.79270E-02    0.29698E+01
    0.80067E-02    0.29854E+01
    0.80872E-02    0.30009E+01
    0.81684E-02    0.30163E+01
    0.82505E-02    0.30317E+01
    0.83335E-02    0.30471E+01
    0.84172E-02    0.30623E+01
    0.85018E-02    0.30775E+01
    0.85873E-02    0.30926E+01
    0.86736E-02    0.31077E+01
    0.87607E-02    0.31226E+01
    0.88488E-02    0.31374E+01
    0.89377E-02    0.31522E+01
    0.90275E-02    0.31669E+01
    0.91183E-02    0.31814E+01
    0.92099E-02    0.31959E+01
    0.93025E-02    0.32102E+01
    0.93960E-02    0.32245E+01
    0.94904E-02    0.32386E+01
    0.95858E-02    0.32526E+01
    0.96821E-02    0.32665E+01
    0.97794E-02    0.32802E+01
    0.98777E-02    0.32938E+01
    0.99770E-02    0.33073E+01
    0.10077E-01    0.33206E+01
    0.10179E-01    0.33338E+01
    0.10281E-01    0.33469E+01
    0.10384E-01    0.33598E+01
    0.10489E-01    0.33725E+01
    0.10594E-01    0.33851E+01
    0.10700E-01    0.33975E+01
    0.10808E-01    0.34098E+01
    0.10917E-01    0.34218E+01
    0.11026E-01    0.34337E+01
    0.11137E-01    0.34454E+01
    0.11249E-01    0.34569E+01
    0.11362E-01    0.34683E+01
    0.11476E-01    0.34794E+01
    0.11592E-01    0.34903E+01
    0.11708E-01    0.35010E+01
    0.11826E-01    0.35115E+01
    0.11945E-01    0.35218E+01
    0.12065E-01    0.35318E+01
    0.12186E-01    0.35417E+01
    0.12308E-01    0.35513E+01
    0.12432E-01    0.35606E+01
    0.12557E-01    0.35697E+01
    0.12683E-01    0.35786E+01
    0.12811E-01    0.35872E+01
    0.12939E-01    0.35956E+01
