#           k/h    P           
    0.13986E-04    0.10091E+00
    0.14126E-04    0.10189E+00
    0.14268E-04    0.10288E+00
    0.14412E-04    0.10388E+00
    0.14556E-04    0.10488E+00
    0.14703E-04    0.10590E+00
    0.14851E-04    0.10693E+00
    0.15000E-04    0.10797E+00
    0.15151E-04    0.10902E+00
    0.15303E-04    0.11008E+00
    0.15457E-04    0.11115E+00
    0.15612E-04    0.11223E+00
    0.15769E-04    0.11332E+00
    0.15927E-04    0.11442E+00
    0.16087E-04    0.11553E+00
    0.16249E-04    0.11665E+00
    0.16412E-04    0.11779E+00
    0.16577E-04    0.11893E+00
    0.16744E-04    0.12008E+00
    0.16912E-04    0.12125E+00
    0.17082E-04    0.12243E+00
    0.17254E-04    0.12362E+00
    0.17427E-04    0.12482E+00
    0.17602E-04    0.12603E+00
    0.17779E-04    0.12726E+00
    0.17958E-04    0.12849E+00
    0.18138E-04    0.12974E+00
    0.18321E-04    0.13100E+00
    0.18505E-04    0.13227E+00
    0.18691E-04    0.13356E+00
    0.18879E-04    0.13485E+00
    0.19068E-04    0.13616E+00
    0.19260E-04    0.13749E+00
    0.19454E-04    0.13882E+00
    0.19649E-04    0.14017E+00
    0.19847E-04    0.14153E+00
    0.20046E-04    0.14291E+00
    0.20248E-04    0.14430E+00
    0.20451E-04    0.14570E+00
    0.20657E-04    0.14711E+00
    0.20864E-04    0.14854E+00
    0.21074E-04    0.14999E+00
    0.21286E-04    0.15144E+00
    0.21500E-04    0.15291E+00
    0.21716E-04    0.15440E+00
    0.21934E-04    0.15590E+00
    0.22154E-04    0.15741E+00
    0.22377E-04    0.15894E+00
    0.22602E-04    0.16049E+00
    0.22829E-04    0.16204E+00
    0.23059E-04    0.16362E+00
    0.23290E-04    0.16521E+00
    0.23524E-04    0.16681E+00
    0.23761E-04    0.16843E+00
    0.24000E-04    0.17007E+00
    0.24241E-04    0.17172E+00
    0.24484E-04    0.17339E+00
    0.24730E-04    0.17507E+00
    0.24979E-04    0.17677E+00
    0.25230E-04    0.17849E+00
    0.25484E-04    0.18022E+00
    0.25740E-04    0.18198E+00
    0.25998E-04    0.18374E+00
    0.26260E-04    0.18553E+00
    0.26524E-04    0.18733E+00
    0.26790E-04    0.18915E+00
    0.27059E-04    0.19099E+00
    0.27331E-04    0.19284E+00
    0.27606E-04    0.19472E+00
    0.27883E-04    0.19661E+00
    0.28164E-04    0.19852E+00
    0.28447E-04    0.20044E+00
    0.28733E-04    0.20239E+00
    0.29021E-04    0.20436E+00
    0.29313E-04    0.20634E+00
    0.29608E-04    0.20835E+00
    0.29905E-04    0.21037E+00
    0.30206E-04    0.21241E+00
    0.30509E-04    0.21448E+00
    0.30816E-04    0.21656E+00
    0.31126E-04    0.21866E+00
    0.31439E-04    0.22079E+00
    0.31755E-04    0.22293E+00
    0.32074E-04    0.22510E+00
    0.32396E-04    0.22728E+00
    0.32722E-04    0.22949E+00
    0.33050E-04    0.23172E+00
    0.33383E-04    0.23397E+00
    0.33718E-04    0.23625E+00
    0.34057E-04    0.23854E+00
    0.34399E-04    0.24086E+00
    0.34745E-04    0.24320E+00
    0.35094E-04    0.24556E+00
    0.35447E-04    0.24794E+00
    0.35803E-04    0.25035E+00
    0.36163E-04    0.25278E+00
    0.36526E-04    0.25524E+00
    0.36893E-04    0.25772E+00
    0.37264E-04    0.26022E+00
    0.37639E-04    0.26275E+00
    0.38017E-04    0.26530E+00
    0.38399E-04    0.26788E+00
    0.38785E-04    0.27048E+00
    0.39175E-04    0.27311E+00
    0.39569E-04    0.27576E+00
    0.39966E-04    0.27844E+00
    0.40368E-04    0.28114E+00
    0.40774E-04    0.28387E+00
    0.41183E-04    0.28663E+00
    0.41597E-04    0.28942E+00
    0.42015E-04    0.29223E+00
    0.42438E-04    0.29507E+00
    0.42864E-04    0.29793E+00
    0.43295E-04    0.30083E+00
    0.43730E-04    0.30375E+00
    0.44170E-04    0.30670E+00
    0.44613E-04    0.30968E+00
    0.45062E-04    0.31268E+00
    0.45515E-04    0.31572E+00
    0.45972E-04    0.31879E+00
    0.46434E-04    0.32188E+00
    0.46901E-04    0.32501E+00
    0.47372E-04    0.32817E+00
    0.47848E-04    0.33136E+00
    0.48329E-04    0.33457E+00
    0.48815E-04    0.33782E+00
    0.49305E-04    0.34110E+00
    0.49801E-04    0.34442E+00
    0.50301E-04    0.34776E+00
    0.50807E-04    0.35114E+00
    0.51318E-04    0.35455E+00
    0.51833E-04    0.35800E+00
    0.52354E-04    0.36147E+00
    0.52880E-04    0.36498E+00
    0.53412E-04    0.36853E+00
    0.53949E-04    0.37211E+00
    0.54491E-04    0.37572E+00
    0.55039E-04    0.37937E+00
    0.55592E-04    0.38306E+00
    0.56150E-04    0.38678E+00
    0.56715E-04    0.39053E+00
    0.57285E-04    0.39433E+00
    0.57860E-04    0.39816E+00
    0.58442E-04    0.40202E+00
    0.59029E-04    0.40593E+00
    0.59623E-04    0.40987E+00
    0.60222E-04    0.41385E+00
    0.60827E-04    0.41787E+00
    0.61438E-04    0.42193E+00
    0.62056E-04    0.42603E+00
    0.62680E-04    0.43016E+00
    0.63309E-04    0.43434E+00
    0.63946E-04    0.43856E+00
    0.64588E-04    0.44282E+00
    0.65237E-04    0.44712E+00
    0.65893E-04    0.45146E+00
    0.66555E-04    0.45585E+00
    0.67224E-04    0.46028E+00
    0.67900E-04    0.46475E+00
    0.68582E-04    0.46926E+00
    0.69272E-04    0.47382E+00
    0.69968E-04    0.47842E+00
    0.70671E-04    0.48306E+00
    0.71381E-04    0.48776E+00
    0.72099E-04    0.49249E+00
    0.72823E-04    0.49728E+00
    0.73555E-04    0.50210E+00
    0.74294E-04    0.50698E+00
    0.75041E-04    0.51190E+00
    0.75795E-04    0.51688E+00
    0.76557E-04    0.52190E+00
    0.77326E-04    0.52696E+00
    0.78103E-04    0.53208E+00
    0.78888E-04    0.53725E+00
    0.79681E-04    0.54247E+00
    0.80482E-04    0.54773E+00
    0.81291E-04    0.55305E+00
    0.82108E-04    0.55842E+00
    0.82933E-04    0.56385E+00
    0.83767E-04    0.56932E+00
    0.84608E-04    0.57485E+00
    0.85459E-04    0.58043E+00
    0.86318E-04    0.58607E+00
    0.87185E-04    0.59176E+00
    0.88061E-04    0.59751E+00
    0.88946E-04    0.60331E+00
    0.89840E-04    0.60917E+00
    0.90743E-04    0.61508E+00
    0.91655E-04    0.62106E+00
    0.92576E-04    0.62709E+00
    0.93507E-04    0.63318E+00
    0.94447E-04    0.63932E+00
    0.95396E-04    0.64553E+00
    0.96355E-04    0.65180E+00
    0.97323E-04    0.65813E+00
    0.98301E-04    0.66452E+00
    0.99289E-04    0.67097E+00
    0.10029E-03    0.67749E+00
    0.10129E-03    0.68407E+00
    0.10231E-03    0.69071E+00
    0.10334E-03    0.69741E+00
    0.10438E-03    0.70419E+00
    0.10543E-03    0.71102E+00
    0.10649E-03    0.71793E+00
    0.10756E-03    0.72490E+00
    0.10864E-03    0.73194E+00
    0.10973E-03    0.73904E+00
    0.11083E-03    0.74622E+00
    0.11195E-03    0.75346E+00
    0.11307E-03    0.76078E+00
    0.11421E-03    0.76816E+00
    0.11536E-03    0.77562E+00
    0.11652E-03    0.78315E+00
    0.11769E-03    0.79075E+00
    0.11887E-03    0.79843E+00
    0.12007E-03    0.80618E+00
    0.12127E-03    0.81401E+00
    0.12249E-03    0.82191E+00
    0.12372E-03    0.82989E+00
    0.12497E-03    0.83795E+00
    0.12622E-03    0.84608E+00
    0.12749E-03    0.85429E+00
    0.12877E-03    0.86259E+00
    0.13007E-03    0.87096E+00
    0.13137E-03    0.87941E+00
    0.13269E-03    0.88795E+00
    0.13403E-03    0.89657E+00
    0.13537E-03    0.90527E+00
    0.13673E-03    0.91406E+00
    0.13811E-03    0.92293E+00
    0.13950E-03    0.93189E+00
    0.14090E-03    0.94093E+00
    0.14231E-03    0.95006E+00
    0.14374E-03    0.95928E+00
    0.14519E-03    0.96860E+00
    0.14665E-03    0.97800E+00
    0.14812E-03    0.98749E+00
    0.14961E-03    0.99707E+00
    0.15111E-03    0.10067E+01
    0.15263E-03    0.10165E+01
    0.15417E-03    0.10264E+01
    0.15572E-03    0.10363E+01
    0.15728E-03    0.10464E+01
    0.15886E-03    0.10566E+01
    0.16046E-03    0.10668E+01
    0.16207E-03    0.10772E+01
    0.16370E-03    0.10876E+01
    0.16535E-03    0.10982E+01
    0.16701E-03    0.11088E+01
    0.16869E-03    0.11196E+01
    0.17038E-03    0.11304E+01
    0.17209E-03    0.11414E+01
    0.17382E-03    0.11525E+01
    0.17557E-03    0.11637E+01
    0.17733E-03    0.11749E+01
    0.17912E-03    0.11863E+01
    0.18092E-03    0.11979E+01
    0.18273E-03    0.12095E+01
    0.18457E-03    0.12212E+01
    0.18643E-03    0.12330E+01
    0.18830E-03    0.12450E+01
    0.19019E-03    0.12571E+01
    0.19210E-03    0.12693E+01
    0.19403E-03    0.12816E+01
    0.19598E-03    0.12940E+01
    0.19795E-03    0.13066E+01
    0.19994E-03    0.13192E+01
    0.20195E-03    0.13320E+01
    0.20398E-03    0.13449E+01
    0.20603E-03    0.13580E+01
    0.20810E-03    0.13712E+01
    0.21019E-03    0.13845E+01
    0.21231E-03    0.13979E+01
    0.21444E-03    0.14114E+01
    0.21660E-03    0.14251E+01
    0.21877E-03    0.14389E+01
    0.22097E-03    0.14529E+01
    0.22319E-03    0.14670E+01
    0.22544E-03    0.14812E+01
    0.22770E-03    0.14955E+01
    0.22999E-03    0.15100E+01
    0.23230E-03    0.15247E+01
    0.23464E-03    0.15394E+01
    0.23699E-03    0.15544E+01
    0.23938E-03    0.15694E+01
    0.24178E-03    0.15846E+01
    0.24421E-03    0.16000E+01
    0.24667E-03    0.16155E+01
    0.24914E-03    0.16311E+01
    0.25165E-03    0.16469E+01
    0.25418E-03    0.16629E+01
    0.25673E-03    0.16790E+01
    0.25931E-03    0.16953E+01
    0.26192E-03    0.17117E+01
    0.26455E-03    0.17283E+01
    0.26721E-03    0.17450E+01
    0.26990E-03    0.17619E+01
    0.27261E-03    0.17790E+01
    0.27535E-03    0.17962E+01
    0.27811E-03    0.18136E+01
    0.28091E-03    0.18312E+01
    0.28373E-03    0.18489E+01
    0.28658E-03    0.18668E+01
    0.28947E-03    0.18849E+01
    0.29237E-03    0.19031E+01
    0.29531E-03    0.19215E+01
    0.29828E-03    0.19401E+01
    0.30128E-03    0.19589E+01
    0.30431E-03    0.19779E+01
    0.30736E-03    0.19970E+01
    0.31045E-03    0.20163E+01
    0.31357E-03    0.20358E+01
    0.31673E-03    0.20555E+01
    0.31991E-03    0.20754E+01
    0.32312E-03    0.20955E+01
    0.32637E-03    0.21157E+01
    0.32965E-03    0.21362E+01
    0.33296E-03    0.21569E+01
    0.33631E-03    0.21777E+01
    0.33969E-03    0.21988E+01
    0.34310E-03    0.22200E+01
    0.34655E-03    0.22415E+01
    0.35004E-03    0.22632E+01
    0.35355E-03    0.22850E+01
    0.35711E-03    0.23071E+01
    0.36070E-03    0.23294E+01
    0.36432E-03    0.23519E+01
    0.36798E-03    0.23746E+01
    0.37168E-03    0.23976E+01
    0.37542E-03    0.24207E+01
    0.37919E-03    0.24441E+01
    0.38300E-03    0.24677E+01
    0.38685E-03    0.24915E+01
    0.39074E-03    0.25156E+01
    0.39466E-03    0.25399E+01
    0.39863E-03    0.25644E+01
    0.40264E-03    0.25891E+01
    0.40668E-03    0.26141E+01
    0.41077E-03    0.26393E+01
    0.41490E-03    0.26648E+01
    0.41907E-03    0.26905E+01
    0.42328E-03    0.27164E+01
    0.42753E-03    0.27426E+01
    0.43183E-03    0.27691E+01
    0.43617E-03    0.27958E+01
    0.44055E-03    0.28227E+01
    0.44498E-03    0.28499E+01
    0.44945E-03    0.28774E+01
    0.45397E-03    0.29051E+01
    0.45853E-03    0.29331E+01
    0.46314E-03    0.29613E+01
    0.46780E-03    0.29899E+01
    0.47250E-03    0.30186E+01
    0.47725E-03    0.30477E+01
    0.48204E-03    0.30770E+01
    0.48689E-03    0.31066E+01
    0.49178E-03    0.31365E+01
    0.49672E-03    0.31667E+01
    0.50172E-03    0.31972E+01
    0.50676E-03    0.32279E+01
    0.51185E-03    0.32589E+01
    0.51700E-03    0.32903E+01
    0.52219E-03    0.33219E+01
    0.52744E-03    0.33538E+01
    0.53274E-03    0.33860E+01
    0.53809E-03    0.34185E+01
    0.54350E-03    0.34514E+01
    0.54896E-03    0.34845E+01
    0.55448E-03    0.35179E+01
    0.56005E-03    0.35517E+01
    0.56568E-03    0.35858E+01
    0.57137E-03    0.36202E+01
    0.57711E-03    0.36549E+01
    0.58291E-03    0.36899E+01
    0.58877E-03    0.37253E+01
    0.59469E-03    0.37610E+01
    0.60066E-03    0.37970E+01
    0.60670E-03    0.38334E+01
    0.61280E-03    0.38701E+01
    0.61896E-03    0.39071E+01
    0.62518E-03    0.39445E+01
    0.63146E-03    0.39823E+01
    0.63781E-03    0.40203E+01
    0.64422E-03    0.40588E+01
    0.65069E-03    0.40976E+01
    0.65723E-03    0.41367E+01
    0.66384E-03    0.41763E+01
    0.67051E-03    0.42161E+01
    0.67725E-03    0.42564E+01
    0.68405E-03    0.42970E+01
    0.69093E-03    0.43380E+01
    0.69787E-03    0.43794E+01
    0.70488E-03    0.44212E+01
    0.71197E-03    0.44633E+01
    0.71912E-03    0.45058E+01
    0.72635E-03    0.45487E+01
    0.73365E-03    0.45921E+01
    0.74102E-03    0.46358E+01
    0.74847E-03    0.46799E+01
    0.75599E-03    0.47244E+01
    0.76359E-03    0.47693E+01
    0.77127E-03    0.48146E+01
    0.77902E-03    0.48604E+01
    0.78685E-03    0.49065E+01
    0.79476E-03    0.49531E+01
    0.80274E-03    0.50001E+01
    0.81081E-03    0.50475E+01
    0.81896E-03    0.50954E+01
    0.82719E-03    0.51437E+01
    0.83550E-03    0.51924E+01
    0.84390E-03    0.52416E+01
    0.85238E-03    0.52912E+01
    0.86095E-03    0.53413E+01
    0.86960E-03    0.53918E+01
    0.87834E-03    0.54427E+01
    0.88717E-03    0.54942E+01
    0.89608E-03    0.55460E+01
    0.90509E-03    0.55984E+01
    0.91419E-03    0.56512E+01
    0.92337E-03    0.57045E+01
    0.93265E-03    0.57583E+01
    0.94203E-03    0.58125E+01
    0.95149E-03    0.58672E+01
    0.96106E-03    0.59224E+01
    0.97072E-03    0.59781E+01
    0.98047E-03    0.60343E+01
    0.99033E-03    0.60910E+01
    0.10003E-02    0.61482E+01
    0.10103E-02    0.62059E+01
    0.10205E-02    0.62641E+01
    0.10307E-02    0.63229E+01
    0.10411E-02    0.63821E+01
    0.10516E-02    0.64419E+01
    0.10621E-02    0.65021E+01
    0.10728E-02    0.65629E+01
    0.10836E-02    0.66243E+01
    0.10945E-02    0.66861E+01
    0.11055E-02    0.67485E+01
    0.11166E-02    0.68115E+01
    0.11278E-02    0.68750E+01
    0.11391E-02    0.69390E+01
    0.11506E-02    0.70036E+01
    0.11622E-02    0.70688E+01
    0.11738E-02    0.71345E+01
    0.11856E-02    0.72008E+01
    0.11976E-02    0.72677E+01
    0.12096E-02    0.73351E+01
    0.12217E-02    0.74031E+01
    0.12340E-02    0.74717E+01
    0.12464E-02    0.75408E+01
    0.12590E-02    0.76106E+01
    0.12716E-02    0.76809E+01
    0.12844E-02    0.77519E+01
    0.12973E-02    0.78234E+01
    0.13103E-02    0.78956E+01
    0.13235E-02    0.79683E+01
    0.13368E-02    0.80417E+01
    0.13502E-02    0.81157E+01
    0.13638E-02    0.81903E+01
    0.13775E-02    0.82655E+01
    0.13914E-02    0.83414E+01
    0.14053E-02    0.84178E+01
    0.14195E-02    0.84950E+01
    0.14337E-02    0.85727E+01
    0.14481E-02    0.86511E+01
    0.14627E-02    0.87302E+01
    0.14774E-02    0.88098E+01
    0.14922E-02    0.88902E+01
    0.15072E-02    0.89712E+01
    0.15224E-02    0.90529E+01
    0.15377E-02    0.91352E+01
    0.15531E-02    0.92182E+01
    0.15687E-02    0.93019E+01
    0.15845E-02    0.93862E+01
    0.16004E-02    0.94712E+01
    0.16165E-02    0.95569E+01
    0.16328E-02    0.96433E+01
    0.16492E-02    0.97304E+01
    0.16658E-02    0.98182E+01
    0.16825E-02    0.99067E+01
    0.16994E-02    0.99958E+01
    0.17165E-02    0.10086E+02
    0.17337E-02    0.10176E+02
    0.17512E-02    0.10268E+02
    0.17688E-02    0.10360E+02
    0.17865E-02    0.10452E+02
    0.18045E-02    0.10546E+02
    0.18226E-02    0.10640E+02
    0.18409E-02    0.10735E+02
    0.18594E-02    0.10830E+02
    0.18781E-02    0.10927E+02
    0.18970E-02    0.11024E+02
    0.19161E-02    0.11122E+02
    0.19353E-02    0.11220E+02
    0.19548E-02    0.11320E+02
    0.19744E-02    0.11420E+02
    0.19943E-02    0.11521E+02
    0.20143E-02    0.11622E+02
    0.20346E-02    0.11725E+02
    0.20550E-02    0.11828E+02
    0.20757E-02    0.11932E+02
    0.20965E-02    0.12036E+02
    0.21176E-02    0.12142E+02
    0.21389E-02    0.12248E+02
    0.21604E-02    0.12355E+02
    0.21821E-02    0.12462E+02
    0.22040E-02    0.12571E+02
    0.22262E-02    0.12680E+02
    0.22485E-02    0.12790E+02
    0.22711E-02    0.12901E+02
    0.22940E-02    0.13013E+02
    0.23170E-02    0.13125E+02
    0.23403E-02    0.13238E+02
    0.23638E-02    0.13352E+02
    0.23876E-02    0.13467E+02
    0.24116E-02    0.13582E+02
    0.24358E-02    0.13699E+02
    0.24603E-02    0.13816E+02
    0.24850E-02    0.13934E+02
    0.25100E-02    0.14053E+02
    0.25352E-02    0.14172E+02
    0.25607E-02    0.14292E+02
    0.25864E-02    0.14414E+02
    0.26124E-02    0.14535E+02
    0.26387E-02    0.14658E+02
    0.26652E-02    0.14782E+02
    0.26920E-02    0.14906E+02
    0.27190E-02    0.15031E+02
    0.27464E-02    0.15157E+02
    0.27740E-02    0.15284E+02
    0.28018E-02    0.15411E+02
    0.28300E-02    0.15540E+02
    0.28584E-02    0.15669E+02
    0.28872E-02    0.15799E+02
    0.29162E-02    0.15930E+02
    0.29455E-02    0.16061E+02
    0.29751E-02    0.16194E+02
    0.30050E-02    0.16327E+02
    0.30352E-02    0.16461E+02
    0.30657E-02    0.16595E+02
    0.30965E-02    0.16731E+02
    0.31276E-02    0.16867E+02
    0.31591E-02    0.17004E+02
    0.31908E-02    0.17142E+02
    0.32229E-02    0.17281E+02
    0.32553E-02    0.17420E+02
    0.32880E-02    0.17561E+02
    0.33210E-02    0.17702E+02
    0.33544E-02    0.17843E+02
    0.33881E-02    0.17986E+02
    0.34222E-02    0.18129E+02
    0.34566E-02    0.18273E+02
    0.34913E-02    0.18418E+02
    0.35264E-02    0.18564E+02
    0.35618E-02    0.18710E+02
    0.35976E-02    0.18857E+02
    0.36338E-02    0.19005E+02
    0.36703E-02    0.19154E+02
    0.37072E-02    0.19303E+02
    0.37445E-02    0.19453E+02
    0.37821E-02    0.19604E+02
    0.38201E-02    0.19755E+02
    0.38585E-02    0.19907E+02
    0.38973E-02    0.20060E+02
    0.39364E-02    0.20214E+02
    0.39760E-02    0.20368E+02
    0.40160E-02    0.20523E+02
    0.40563E-02    0.20679E+02
    0.40971E-02    0.20835E+02
    0.41383E-02    0.20992E+02
    0.41799E-02    0.21150E+02
    0.42219E-02    0.21308E+02
    0.42643E-02    0.21467E+02
    0.43072E-02    0.21627E+02
    0.43504E-02    0.21787E+02
    0.43942E-02    0.21948E+02
    0.44383E-02    0.22109E+02
    0.44829E-02    0.22271E+02
    0.45280E-02    0.22434E+02
    0.45735E-02    0.22597E+02
    0.46195E-02    0.22761E+02
    0.46659E-02    0.22925E+02
    0.47128E-02    0.23090E+02
    0.47601E-02    0.23255E+02
    0.48080E-02    0.23421E+02
    0.48563E-02    0.23587E+02
    0.49051E-02    0.23754E+02
    0.49544E-02    0.23921E+02
    0.50042E-02    0.24089E+02
    0.50545E-02    0.24257E+02
    0.51053E-02    0.24426E+02
    0.51566E-02    0.24595E+02
    0.52084E-02    0.24765E+02
    0.52608E-02    0.24935E+02
    0.53137E-02    0.25105E+02
    0.53671E-02    0.25276E+02
    0.54210E-02    0.25447E+02
    0.54755E-02    0.25618E+02
    0.55305E-02    0.25790E+02
    0.55861E-02    0.25962E+02
    0.56422E-02    0.26134E+02
    0.56989E-02    0.26306E+02
    0.57562E-02    0.26479E+02
    0.58141E-02    0.26652E+02
    0.58725E-02    0.26825E+02
    0.59315E-02    0.26999E+02
    0.59911E-02    0.27172E+02
    0.60513E-02    0.27346E+02
    0.61122E-02    0.27520E+02
    0.61736E-02    0.27694E+02
    0.62356E-02    0.27868E+02
    0.62983E-02    0.28042E+02
    0.63616E-02    0.28216E+02
    0.64255E-02    0.28390E+02
    0.64901E-02    0.28564E+02
    0.65553E-02    0.28738E+02
    0.66212E-02    0.28912E+02
    0.66878E-02    0.29086E+02
    0.67550E-02    0.29260E+02
    0.68229E-02    0.29434E+02
    0.68914E-02    0.29608E+02
    0.69607E-02    0.29781E+02
    0.70306E-02    0.29954E+02
    0.71013E-02    0.30127E+02
    0.71727E-02    0.30300E+02
    0.72448E-02    0.30472E+02
    0.73176E-02    0.30644E+02
    0.73911E-02    0.30816E+02
    0.74654E-02    0.30988E+02
    0.75404E-02    0.31159E+02
    0.76162E-02    0.31329E+02
    0.76928E-02    0.31499E+02
    0.77701E-02    0.31669E+02
    0.78482E-02    0.31838E+02
    0.79270E-02    0.32006E+02
    0.80067E-02    0.32174E+02
    0.80872E-02    0.32341E+02
    0.81684E-02    0.32508E+02
    0.82505E-02    0.32674E+02
    0.83335E-02    0.32839E+02
    0.84172E-02    0.33003E+02
    0.85018E-02    0.33167E+02
    0.85873E-02    0.33329E+02
    0.86736E-02    0.33491E+02
    0.87607E-02    0.33652E+02
    0.88488E-02    0.33812E+02
    0.89377E-02    0.33971E+02
    0.90275E-02    0.34129E+02
    0.91183E-02    0.34286E+02
    0.92099E-02    0.34441E+02
    0.93025E-02    0.34596E+02
    0.93960E-02    0.34749E+02
    0.94904E-02    0.34901E+02
    0.95858E-02    0.35052E+02
    0.96821E-02    0.35202E+02
    0.97794E-02    0.35350E+02
    0.98777E-02    0.35496E+02
    0.99770E-02    0.35642E+02
    0.10077E-01    0.35785E+02
    0.10179E-01    0.35927E+02
    0.10281E-01    0.36068E+02
    0.10384E-01    0.36207E+02
    0.10489E-01    0.36344E+02
    0.10594E-01    0.36480E+02
    0.10700E-01    0.36613E+02
    0.10808E-01    0.36745E+02
    0.10917E-01    0.36875E+02
    0.11026E-01    0.37003E+02
    0.11137E-01    0.37129E+02
    0.11249E-01    0.37253E+02
    0.11362E-01    0.37375E+02
    0.11476E-01    0.37495E+02
    0.11592E-01    0.37613E+02
    0.11708E-01    0.37728E+02
    0.11826E-01    0.37841E+02
    0.11945E-01    0.37952E+02
    0.12065E-01    0.38060E+02
    0.12186E-01    0.38166E+02
    0.12308E-01    0.38269E+02
    0.12432E-01    0.38370E+02
    0.12557E-01    0.38468E+02
    0.12683E-01    0.38564E+02
    0.12811E-01    0.38656E+02
    0.12939E-01    0.38746E+02
