#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.351850E-05   0.253205E+07   0.253205E+07   0.337605E+07   0.337605E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.166133E-01
   0.355386E-05   0.253205E+07   0.253205E+07   0.337605E+07   0.337605E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.167802E-01
   0.358958E-05   0.253205E+07   0.253205E+07   0.337605E+07   0.337605E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.169489E-01
   0.362565E-05   0.253205E+07   0.253205E+07   0.337605E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.171192E-01
   0.366209E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.172913E-01
   0.369890E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.174650E-01
   0.373607E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.176406E-01
   0.377362E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.178179E-01
   0.381154E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.179969E-01
   0.384985E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.181778E-01
   0.388854E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.183605E-01
   0.392762E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.185450E-01
   0.396710E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.187314E-01
   0.400697E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.189197E-01
   0.404724E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.191098E-01
   0.408791E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.193019E-01
   0.412900E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.194958E-01
   0.417049E-05   0.253205E+07   0.253205E+07   0.337604E+07   0.337604E+07   0.000000E+00   0.253205E+07   0.253205E+07   0.254195E+07  -0.600409E+00   0.252650E+07   0.252650E+07   0.196918E-01
