#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.351850E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.554792E-02
   0.355386E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.560368E-02
   0.358958E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.565999E-02
   0.362565E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.571688E-02
   0.366209E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.577433E-02
   0.369890E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.583237E-02
   0.373607E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.589098E-02
   0.377362E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.595019E-02
   0.381154E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.600999E-02
   0.384985E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.607039E-02
   0.388854E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.613140E-02
   0.392762E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.619302E-02
   0.396710E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.625526E-02
   0.400697E-05   0.835664E+07   0.835664E+07   0.111419E+08   0.111419E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.631812E-02
   0.404724E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.638162E-02
   0.408791E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.644576E-02
   0.412900E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.651054E-02
   0.417049E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591645E+00   0.800393E+07   0.800393E+07   0.657597E-02
   0.421241E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591645E+00   0.800393E+07   0.800393E+07   0.664206E-02
   0.425474E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.670881E-02
   0.429750E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591645E+00   0.800393E+07   0.800393E+07   0.677624E-02
   0.434070E-05   0.835664E+07   0.835664E+07   0.111418E+08   0.111418E+08   0.000000E+00   0.835664E+07   0.835664E+07   0.836644E+07  -0.591646E+00   0.800393E+07   0.800393E+07   0.684434E-02
