#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.351850E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.126862E+00
   0.355386E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.128137E+00
   0.358958E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.129425E+00
   0.362565E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.130726E+00
   0.366209E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.132039E+00
   0.369890E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.133366E+00
   0.373607E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.134707E+00
   0.377362E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.136061E+00
   0.381154E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.137428E+00
   0.384985E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.138809E+00
   0.388854E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.140204E+00
   0.392762E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.141613E+00
   0.396710E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.143037E+00
   0.400697E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.144474E+00
   0.404724E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.145926E+00
   0.408791E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.147393E+00
   0.412900E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.148874E+00
   0.417049E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.150370E+00
   0.421241E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.151882E+00
   0.425474E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.153408E+00
   0.429750E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.154950E+00
   0.434070E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.156507E+00
   0.438432E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.158080E+00
   0.442838E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.159669E+00
   0.447289E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.161273E+00
   0.451784E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.162894E+00
   0.456325E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.164531E+00
   0.460911E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.166185E+00
   0.465543E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.167855E+00
   0.470222E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.169542E+00
   0.474948E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.171246E+00
   0.479721E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.172967E+00
   0.484542E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.174705E+00
   0.489412E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.176461E+00
   0.494331E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.178235E+00
   0.499299E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.180026E+00
   0.504317E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.181835E+00
   0.509385E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.183663E+00
   0.514505E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.185509E+00
   0.519676E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.187373E+00
   0.524898E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.189256E+00
   0.530174E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.191158E+00
   0.535502E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.193079E+00
   0.540884E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604513E+00   0.239993E+06   0.239993E+06   0.195020E+00
   0.546320E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.196980E+00
   0.551810E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.198959E+00
   0.557356E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.200959E+00
   0.562958E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.202979E+00
   0.568616E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.205019E+00
   0.574330E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.207079E+00
   0.580102E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.209160E+00
   0.585933E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.211262E+00
   0.591821E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.213386E+00
   0.597769E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.215530E+00
   0.603777E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.217696E+00
   0.609845E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.219884E+00
   0.615974E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.222094E+00
   0.622165E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.224326E+00
   0.628417E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.226581E+00
   0.634733E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.228858E+00
   0.641112E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.231158E+00
   0.647556E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.233481E+00
   0.654064E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.235828E+00
   0.660637E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.238198E+00
   0.667277E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.240592E+00
   0.673983E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.243010E+00
   0.680757E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.245452E+00
   0.687598E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.247919E+00
   0.694509E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.250410E+00
   0.701489E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.252927E+00
   0.708539E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.255469E+00
   0.715660E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.258036E+00
   0.722852E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.260630E+00
   0.730117E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.263249E+00
   0.737455E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.265895E+00
   0.744866E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.268567E+00
   0.752352E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321452E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.271266E+00
   0.759914E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.273992E+00
   0.767551E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.276746E+00
   0.775265E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.279527E+00
   0.783056E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.282337E+00
   0.790926E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.285174E+00
   0.798875E-05   0.241089E+06   0.241089E+06   0.321452E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.288040E+00
   0.806904E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.290935E+00
   0.815014E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.293859E+00
   0.823205E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.296812E+00
   0.831478E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.299796E+00
   0.839834E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.302808E+00
   0.848275E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.305852E+00
   0.856800E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.308926E+00
   0.865411E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.312030E+00
   0.874109E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.315166E+00
   0.882894E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.318334E+00
   0.891767E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.321533E+00
   0.900729E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.324765E+00
   0.909782E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.328029E+00
   0.918925E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.331325E+00
   0.928161E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.334655E+00
   0.937489E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.338018E+00
   0.946911E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.341416E+00
   0.956427E-05   0.241089E+06   0.241089E+06   0.321451E+06   0.321451E+06   0.000000E+00   0.241089E+06   0.241089E+06   0.250515E+06  -0.604512E+00   0.239993E+06   0.239993E+06   0.344847E+00
