2.668496083328282431e-05 7.299711536679122946e+04 7.299710115263119224e+04 9.732672756736126030e+04 9.732645368998739286e+04 7.700109212969953660e+04 -3.506034769863104004e+12 7.299711289993183163e+04 7.382035169586510165e+04
2.994101850726841419e-05 8.200531705389551644e+04 8.200529695221384463e+04 1.093365202122965420e+05 1.093361309831848484e+05 8.650306996539256943e+04 -3.128605844280457520e+12 8.200531356526007585e+04 8.293010962571570417e+04
3.359437530575177166e-05 8.916075569409705349e+04 8.916072818061518774e+04 1.188756662493251497e+05 1.188751313968635513e+05 9.405050623504183022e+04 -2.701969648248990723e+12 8.916075091914790391e+04 9.016619365638881573e+04
3.769350905379970302e-05 9.484448448443842062e+04 9.484444764017572743e+04 1.264521599940755259e+05 1.264514414920822601e+05 1.000453294467915111e+05 -2.283053789694648438e+12 9.484447809013756341e+04 9.591395164651254890e+04
4.229281276576139179e-05 9.935918271775430185e+04 9.935913412683521165e+04 1.324694773924218025e+05 1.324685274373072025e+05 1.048067858137850853e+05 -1.899803672757450928e+12 9.935917428482792457e+04 1.004794726780732890e+05
4.745331640752191552e-05 1.029452745324381831e+05 1.029452111534564901e+05 1.372480625537339947e+05 1.372468210213756829e+05 1.085884402534083783e+05 -1.563518088174610840e+12 1.029452635330519261e+05 1.041058873897291778e+05
5.324349672706971918e-05 1.057937324091260525e+05 1.057936504131440452e+05 1.410423926193812513e+05 1.410407838668604672e+05 1.115916796825009951e+05 -1.276295160190354492e+12 1.057937181787699665e+05 1.069863156051388651e+05
5.974018589933838372e-05 1.080562470629539457e+05 1.080561416296311363e+05 1.440545294879696739e+05 1.440524583308093133e+05 1.139764375140783231e+05 -1.035462504418572388e+12 1.080562287650607032e+05 1.092741505783717439e+05
6.702959104248769589e-05 1.098533057391947223e+05 1.098531708001186489e+05 1.464448806432909332e+05 1.464422272951951891e+05 1.158697109226510365e+05 -8.361596587505694580e+11 1.098532823205947498e+05 1.110912279589002865e+05
7.520843813398472909e-05 1.112806082817305723e+05 1.112804361972323240e+05 1.483407410356982728e+05 1.483373547427734593e+05 1.173723235787740559e+05 -6.727984391964812012e+11 1.112805784165637015e+05 1.125343136647385982e+05
