#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.109603E-01   0.197296E+06   0.188332E+06   0.123506E+05   0.123678E+05   0.451323E+05   0.190779E+06   0.195781E+06   0.190995E+06  -0.452640E+00   0.191943E+06   0.190022E+06   0.316904E+03
   0.110827E-01   0.196611E+06   0.187471E+06   0.123897E+05   0.121010E+05   0.444737E+05   0.190067E+06   0.195066E+06   0.190283E+06  -0.450915E+00   0.191216E+06   0.189260E+06   0.319125E+03
   0.112065E-01   0.195921E+06   0.186601E+06   0.123981E+05   0.118124E+05   0.438264E+05   0.189349E+06   0.194346E+06   0.189565E+06  -0.449179E+00   0.190483E+06   0.188492E+06   0.321344E+03
   0.113318E-01   0.195225E+06   0.185722E+06   0.123737E+05   0.115030E+05   0.431892E+05   0.188625E+06   0.193619E+06   0.188841E+06  -0.447430E+00   0.189745E+06   0.187718E+06   0.323563E+03
   0.114584E-01   0.194523E+06   0.184834E+06   0.123149E+05   0.111739E+05   0.425610E+05   0.187895E+06   0.192885E+06   0.188110E+06  -0.445669E+00   0.189002E+06   0.186937E+06   0.325779E+03
   0.115864E-01   0.193815E+06   0.183938E+06   0.122205E+05   0.108269E+05   0.419407E+05   0.187159E+06   0.192145E+06   0.187372E+06  -0.443896E+00   0.188253E+06   0.186151E+06   0.327994E+03
   0.117159E-01   0.193101E+06   0.183032E+06   0.120895E+05   0.104638E+05   0.413271E+05   0.186417E+06   0.191399E+06   0.186628E+06  -0.442110E+00   0.187498E+06   0.185359E+06   0.330205E+03
   0.118468E-01   0.192381E+06   0.182116E+06   0.119216E+05   0.100869E+05   0.407193E+05   0.185669E+06   0.190646E+06   0.185877E+06  -0.440310E+00   0.186738E+06   0.184560E+06   0.332413E+03
   0.119791E-01   0.191655E+06   0.181192E+06   0.117170E+05   0.969866E+04   0.401163E+05   0.184914E+06   0.189887E+06   0.185119E+06  -0.438497E+00   0.185973E+06   0.183756E+06   0.334616E+03
   0.121130E-01   0.190923E+06   0.180259E+06   0.114761E+05   0.930177E+04   0.395171E+05   0.184154E+06   0.189121E+06   0.184355E+06  -0.436670E+00   0.185202E+06   0.182946E+06   0.336814E+03
   0.122483E-01   0.190186E+06   0.179317E+06   0.112001E+05   0.889918E+04   0.389211E+05   0.183388E+06   0.188349E+06   0.183583E+06  -0.434830E+00   0.184426E+06   0.182129E+06   0.339007E+03
   0.123852E-01   0.189442E+06   0.178365E+06   0.108905E+05   0.849398E+04   0.383274E+05   0.182615E+06   0.187570E+06   0.182805E+06  -0.432975E+00   0.183644E+06   0.181307E+06   0.341193E+03
   0.125235E-01   0.188693E+06   0.177405E+06   0.105491E+05   0.808937E+04   0.377354E+05   0.181836E+06   0.186785E+06   0.182021E+06  -0.431106E+00   0.182857E+06   0.180479E+06   0.343371E+03
   0.126635E-01   0.187937E+06   0.176435E+06   0.101785E+05   0.768858E+04   0.371446E+05   0.181051E+06   0.185993E+06   0.181229E+06  -0.429223E+00   0.182064E+06   0.179645E+06   0.345541E+03
   0.128049E-01   0.187176E+06   0.175456E+06   0.978139E+04   0.729488E+04   0.365545E+05   0.180260E+06   0.185195E+06   0.180431E+06  -0.427325E+00   0.181267E+06   0.178804E+06   0.347702E+03
   0.129480E-01   0.186409E+06   0.174468E+06   0.936114E+04   0.691147E+04   0.359648E+05   0.179463E+06   0.184390E+06   0.179626E+06  -0.425412E+00   0.180463E+06   0.177958E+06   0.349854E+03
   0.130927E-01   0.185636E+06   0.173470E+06   0.892129E+04   0.654145E+04   0.353752E+05   0.178659E+06   0.183579E+06   0.178815E+06  -0.423485E+00   0.179654E+06   0.177105E+06   0.351994E+03
   0.132390E-01   0.184857E+06   0.172463E+06   0.846576E+04   0.618776E+04   0.347857E+05   0.177849E+06   0.182762E+06   0.177997E+06  -0.421542E+00   0.178840E+06   0.176247E+06   0.354122E+03
   0.133869E-01   0.184072E+06   0.171447E+06   0.799874E+04   0.585311E+04   0.341961E+05   0.177033E+06   0.181938E+06   0.177173E+06  -0.419585E+00   0.178020E+06   0.175382E+06   0.356237E+03
   0.135365E-01   0.183281E+06   0.170422E+06   0.752462E+04   0.553994E+04   0.336066E+05   0.176211E+06   0.181107E+06   0.176342E+06  -0.417612E+00   0.177194E+06   0.174512E+06   0.358338E+03
   0.136877E-01   0.182484E+06   0.169388E+06   0.704798E+04   0.525036E+04   0.330174E+05   0.175382E+06   0.180271E+06   0.175505E+06  -0.415624E+00   0.176363E+06   0.173635E+06   0.360424E+03
   0.138406E-01   0.181682E+06   0.168344E+06   0.657345E+04   0.498612E+04   0.324288E+05   0.174547E+06   0.179427E+06   0.174662E+06  -0.413621E+00   0.175526E+06   0.172752E+06   0.362494E+03
   0.139953E-01   0.180873E+06   0.167291E+06   0.610572E+04   0.474852E+04   0.318411E+05   0.173706E+06   0.178577E+06   0.173812E+06  -0.411603E+00   0.174684E+06   0.171863E+06   0.364547E+03
   0.141517E-01   0.180059E+06   0.166229E+06   0.564941E+04   0.453846E+04   0.312549E+05   0.172858E+06   0.177721E+06   0.172957E+06  -0.409570E+00   0.173836E+06   0.170967E+06   0.366582E+03
   0.143098E-01   0.179238E+06   0.165157E+06   0.520902E+04   0.435631E+04   0.306706E+05   0.172005E+06   0.176858E+06   0.172096E+06  -0.407523E+00   0.172982E+06   0.170065E+06   0.368597E+03
   0.144697E-01   0.178412E+06   0.164076E+06   0.478884E+04   0.420196E+04   0.300890E+05   0.171145E+06   0.175989E+06   0.171229E+06  -0.405460E+00   0.172123E+06   0.169158E+06   0.370591E+03
   0.146313E-01   0.177580E+06   0.162986E+06   0.439290E+04   0.407482E+04   0.295107E+05   0.170279E+06   0.175113E+06   0.170356E+06  -0.403383E+00   0.171258E+06   0.168243E+06   0.372563E+03
   0.147948E-01   0.176742E+06   0.161887E+06   0.402486E+04   0.397375E+04   0.289364E+05   0.169407E+06   0.174231E+06   0.169477E+06  -0.401291E+00   0.170387E+06   0.167323E+06   0.374512E+03
   0.149601E-01   0.175898E+06   0.160778E+06   0.368798E+04   0.389716E+04   0.283668E+05   0.168529E+06   0.173342E+06   0.168593E+06  -0.399185E+00   0.169511E+06   0.166396E+06   0.376436E+03
   0.151273E-01   0.175048E+06   0.159660E+06   0.338501E+04   0.384298E+04   0.278028E+05   0.167645E+06   0.172447E+06   0.167704E+06  -0.397065E+00   0.168628E+06   0.165463E+06   0.378335E+03
   0.152963E-01   0.174192E+06   0.158533E+06   0.311815E+04   0.380871E+04   0.272452E+05   0.166755E+06   0.171545E+06   0.166809E+06  -0.394930E+00   0.167740E+06   0.164524E+06   0.380206E+03
   0.154672E-01   0.173331E+06   0.157397E+06   0.288901E+04   0.379149E+04   0.266946E+05   0.165858E+06   0.170637E+06   0.165909E+06  -0.392782E+00   0.166846E+06   0.163578E+06   0.382049E+03
   0.156400E-01   0.172463E+06   0.156252E+06   0.269853E+04   0.378813E+04   0.261517E+05   0.164956E+06   0.169723E+06   0.165004E+06  -0.390620E+00   0.165946E+06   0.162626E+06   0.383861E+03
   0.158147E-01   0.171590E+06   0.155097E+06   0.254700E+04   0.379521E+04   0.256174E+05   0.164048E+06   0.168802E+06   0.164093E+06  -0.388445E+00   0.165041E+06   0.161668E+06   0.385643E+03
   0.159914E-01   0.170710E+06   0.153934E+06   0.243398E+04   0.380915E+04   0.250922E+05   0.163135E+06   0.167875E+06   0.163177E+06  -0.386257E+00   0.164129E+06   0.160703E+06   0.387391E+03
   0.161701E-01   0.169826E+06   0.152762E+06   0.235833E+04   0.382628E+04   0.245767E+05   0.162215E+06   0.166941E+06   0.162256E+06  -0.384056E+00   0.163212E+06   0.159733E+06   0.389106E+03
   0.163508E-01   0.168935E+06   0.151581E+06   0.231822E+04   0.384296E+04   0.240714E+05   0.161289E+06   0.166001E+06   0.161330E+06  -0.381842E+00   0.162289E+06   0.158756E+06   0.390784E+03
   0.165335E-01   0.168038E+06   0.150391E+06   0.231116E+04   0.385569E+04   0.235766E+05   0.160358E+06   0.165055E+06   0.160399E+06  -0.379615E+00   0.161361E+06   0.157772E+06   0.392426E+03
   0.167182E-01   0.167136E+06   0.149192E+06   0.233399E+04   0.386115E+04   0.230926E+05   0.159421E+06   0.164103E+06   0.159462E+06  -0.377376E+00   0.160426E+06   0.156783E+06   0.394028E+03
   0.169050E-01   0.166228E+06   0.147985E+06   0.238300E+04   0.385635E+04   0.226197E+05   0.158479E+06   0.163144E+06   0.158521E+06  -0.375125E+00   0.159486E+06   0.155787E+06   0.395590E+03
   0.170939E-01   0.165314E+06   0.146769E+06   0.245398E+04   0.383871E+04   0.221578E+05   0.157531E+06   0.162179E+06   0.157574E+06  -0.372861E+00   0.158540E+06   0.154786E+06   0.397111E+03
   0.172849E-01   0.164395E+06   0.145545E+06   0.254228E+04   0.380613E+04   0.217069E+05   0.156577E+06   0.161209E+06   0.156622E+06  -0.370586E+00   0.157588E+06   0.153778E+06   0.398587E+03
   0.174780E-01   0.163470E+06   0.144312E+06   0.264294E+04   0.375704E+04   0.212670E+05   0.155618E+06   0.160232E+06   0.155664E+06  -0.368299E+00   0.156631E+06   0.152765E+06   0.400018E+03
   0.176733E-01   0.162539E+06   0.143071E+06   0.275082E+04   0.369051E+04   0.208376E+05   0.154653E+06   0.159248E+06   0.154701E+06  -0.366000E+00   0.155668E+06   0.151745E+06   0.401402E+03
   0.178707E-01   0.161603E+06   0.141822E+06   0.286068E+04   0.360624E+04   0.204184E+05   0.153683E+06   0.158259E+06   0.153733E+06  -0.363689E+00   0.154700E+06   0.150720E+06   0.402738E+03
   0.180704E-01   0.160661E+06   0.140566E+06   0.296732E+04   0.350460E+04   0.200090E+05   0.152708E+06   0.157265E+06   0.152760E+06  -0.361367E+00   0.153727E+06   0.149689E+06   0.404023E+03
   0.182723E-01   0.159714E+06   0.139301E+06   0.306577E+04   0.338662E+04   0.196088E+05   0.151727E+06   0.156264E+06   0.151781E+06  -0.359033E+00   0.152748E+06   0.148652E+06   0.405256E+03
   0.184765E-01   0.158762E+06   0.138029E+06   0.315132E+04   0.325396E+04   0.192172E+05   0.150741E+06   0.155257E+06   0.150796E+06  -0.356687E+00   0.151763E+06   0.147610E+06   0.406434E+03
   0.186829E-01   0.157804E+06   0.136749E+06   0.321976E+04   0.310886E+04   0.188335E+05   0.149749E+06   0.154245E+06   0.149806E+06  -0.354330E+00   0.150774E+06   0.146563E+06   0.407557E+03
   0.188917E-01   0.156841E+06   0.135462E+06   0.326743E+04   0.295408E+04   0.184569E+05   0.148753E+06   0.153227E+06   0.148810E+06  -0.351962E+00   0.149779E+06   0.145510E+06   0.408622E+03
   0.191027E-01   0.155872E+06   0.134167E+06   0.329137E+04   0.279278E+04   0.180869E+05   0.147751E+06   0.152203E+06   0.147808E+06  -0.349582E+00   0.148779E+06   0.144452E+06   0.409627E+03
   0.193162E-01   0.154899E+06   0.132866E+06   0.328939E+04   0.262844E+04   0.177226E+05   0.146744E+06   0.151174E+06   0.146801E+06  -0.347190E+00   0.147775E+06   0.143389E+06   0.410571E+03
   0.195320E-01   0.153920E+06   0.131558E+06   0.326017E+04   0.246468E+04   0.173634E+05   0.145732E+06   0.150140E+06   0.145789E+06  -0.344787E+00   0.146765E+06   0.142321E+06   0.411450E+03
   0.197502E-01   0.152936E+06   0.130244E+06   0.320329E+04   0.230517E+04   0.170086E+05   0.144715E+06   0.149100E+06   0.144771E+06  -0.342373E+00   0.145750E+06   0.141248E+06   0.412264E+03
   0.199709E-01   0.151947E+06   0.128923E+06   0.311926E+04   0.215344E+04   0.166577E+05   0.143693E+06   0.148055E+06   0.143748E+06  -0.339948E+00   0.144731E+06   0.140170E+06   0.413011E+03
   0.201940E-01   0.150953E+06   0.127596E+06   0.300952E+04   0.201276E+04   0.163100E+05   0.142666E+06   0.147005E+06   0.142719E+06  -0.337511E+00   0.143708E+06   0.139088E+06   0.413687E+03
   0.204197E-01   0.149955E+06   0.126264E+06   0.287642E+04   0.188599E+04   0.159653E+05   0.141635E+06   0.145950E+06   0.141685E+06  -0.335063E+00   0.142679E+06   0.138001E+06   0.414292E+03
   0.206478E-01   0.148951E+06   0.124926E+06   0.272310E+04   0.177541E+04   0.156231E+05   0.140599E+06   0.144890E+06   0.140646E+06  -0.332604E+00   0.141647E+06   0.136910E+06   0.414822E+03
   0.208785E-01   0.147943E+06   0.123582E+06   0.255345E+04   0.168268E+04   0.152833E+05   0.139558E+06   0.143825E+06   0.139602E+06  -0.330135E+00   0.140610E+06   0.135815E+06   0.415276E+03
   0.211118E-01   0.146930E+06   0.122234E+06   0.237194E+04   0.160870E+04   0.149457E+05   0.138513E+06   0.142756E+06   0.138554E+06  -0.327654E+00   0.139568E+06   0.134715E+06   0.415652E+03
   0.213477E-01   0.145913E+06   0.120881E+06   0.218348E+04   0.155357E+04   0.146105E+05   0.137463E+06   0.141682E+06   0.137501E+06  -0.325164E+00   0.138523E+06   0.133612E+06   0.415947E+03
   0.215862E-01   0.144891E+06   0.119524E+06   0.199323E+04   0.151657E+04   0.142778E+05   0.136409E+06   0.140603E+06   0.136444E+06  -0.322663E+00   0.137474E+06   0.132506E+06   0.416159E+03
   0.218274E-01   0.143865E+06   0.118162E+06   0.180643E+04   0.149619E+04   0.139478E+05   0.135352E+06   0.139521E+06   0.135383E+06  -0.320152E+00   0.136420E+06   0.131395E+06   0.416286E+03
   0.220713E-01   0.142835E+06   0.116797E+06   0.162817E+04   0.149019E+04   0.136209E+05   0.134290E+06   0.138434E+06   0.134319E+06  -0.317633E+00   0.135363E+06   0.130282E+06   0.416326E+03
   0.223179E-01   0.141801E+06   0.115429E+06   0.146318E+04   0.149568E+04   0.132975E+05   0.133225E+06   0.137343E+06   0.133250E+06  -0.315104E+00   0.134303E+06   0.129165E+06   0.416277E+03
   0.225672E-01   0.140762E+06   0.114057E+06   0.131567E+04   0.150929E+04   0.129780E+05   0.132156E+06   0.136248E+06   0.132179E+06  -0.312566E+00   0.133238E+06   0.128045E+06   0.416135E+03
   0.228194E-01   0.139720E+06   0.112684E+06   0.118910E+04   0.152732E+04   0.126632E+05   0.131083E+06   0.135150E+06   0.131104E+06  -0.310021E+00   0.132171E+06   0.126922E+06   0.415900E+03
   0.230743E-01   0.138674E+06   0.111307E+06   0.108606E+04   0.154593E+04   0.123534E+05   0.130008E+06   0.134048E+06   0.130027E+06  -0.307468E+00   0.131100E+06   0.125797E+06   0.415569E+03
   0.233321E-01   0.137624E+06   0.109930E+06   0.100811E+04   0.156138E+04   0.120493E+05   0.128929E+06   0.132943E+06   0.128947E+06  -0.304908E+00   0.130026E+06   0.124670E+06   0.415139E+03
   0.235928E-01   0.136571E+06   0.108551E+06   0.955741E+03   0.157018E+04   0.117513E+05   0.127848E+06   0.131834E+06   0.127864E+06  -0.302342E+00   0.128949E+06   0.123540E+06   0.414609E+03
   0.238564E-01   0.135514E+06   0.107171E+06   0.928298E+03   0.156937E+04   0.114600E+05   0.126764E+06   0.130723E+06   0.126780E+06  -0.299770E+00   0.127870E+06   0.122408E+06   0.413977E+03
   0.241230E-01   0.134454E+06   0.105790E+06   0.924026E+03   0.155664E+04   0.111758E+05   0.125677E+06   0.129609E+06   0.125693E+06  -0.297192E+00   0.126788E+06   0.121275E+06   0.413240E+03
   0.243925E-01   0.133391E+06   0.104410E+06   0.940135E+03   0.153051E+04   0.108989E+05   0.124589E+06   0.128493E+06   0.124605E+06  -0.294610E+00   0.125703E+06   0.120140E+06   0.412396E+03
   0.246650E-01   0.132326E+06   0.103031E+06   0.972924E+03   0.149041E+04   0.106297E+05   0.123498E+06   0.127374E+06   0.123515E+06  -0.292024E+00   0.124616E+06   0.119004E+06   0.411443E+03
   0.249406E-01   0.131257E+06   0.101652E+06   0.101796E+04   0.143677E+04   0.103681E+05   0.122406E+06   0.126253E+06   0.122423E+06  -0.289434E+00   0.123528E+06   0.117867E+06   0.410380E+03
   0.252193E-01   0.130186E+06   0.100276E+06   0.107031E+04   0.137094E+04   0.101142E+05   0.121312E+06   0.125130E+06   0.121330E+06  -0.286841E+00   0.122437E+06   0.116730E+06   0.409204E+03
   0.255011E-01   0.129113E+06   0.989013E+05   0.112477E+04   0.129515E+04   0.986793E+04   0.120217E+06   0.124006E+06   0.120236E+06  -0.284245E+00   0.121345E+06   0.115592E+06   0.407913E+03
   0.257860E-01   0.128037E+06   0.975297E+05   0.117618E+04   0.121237E+04   0.962894E+04   0.119120E+06   0.122880E+06   0.119141E+06  -0.281647E+00   0.120251E+06   0.114455E+06   0.406506E+03
   0.260741E-01   0.126959E+06   0.961615E+05   0.121969E+04   0.112611E+04   0.939694E+04   0.118023E+06   0.121753E+06   0.118045E+06  -0.279048E+00   0.119157E+06   0.113317E+06   0.404981E+03
   0.263654E-01   0.125880E+06   0.947973E+05   0.125102E+04   0.104017E+04   0.917150E+04   0.116926E+06   0.120626E+06   0.116948E+06  -0.276449E+00   0.118062E+06   0.112181E+06   0.403336E+03
   0.266600E-01   0.124799E+06   0.934378E+05   0.126676E+04   0.958339E+03   0.895214E+04   0.115828E+06   0.119498E+06   0.115850E+06  -0.273848E+00   0.116966E+06   0.111045E+06   0.401569E+03
   0.269579E-01   0.123717E+06   0.920835E+05   0.126454E+04   0.884173E+03   0.873830E+04   0.114730E+06   0.118370E+06   0.114752E+06  -0.271248E+00   0.115870E+06   0.109911E+06   0.399678E+03
   0.272591E-01   0.122633E+06   0.907352E+05   0.124320E+04   0.820669E+03   0.852942E+04   0.113632E+06   0.117241E+06   0.113654E+06  -0.268649E+00   0.114773E+06   0.108779E+06   0.397663E+03
   0.275637E-01   0.121549E+06   0.893934E+05   0.120286E+04   0.770041E+03   0.832493E+04   0.112535E+06   0.116113E+06   0.112556E+06  -0.266051E+00   0.113678E+06   0.107648E+06   0.395522E+03
   0.278716E-01   0.120463E+06   0.880590E+05   0.114494E+04   0.733531E+03   0.812428E+04   0.111438E+06   0.114986E+06   0.111458E+06  -0.263455E+00   0.112582E+06   0.106521E+06   0.393253E+03
   0.281830E-01   0.119378E+06   0.867325E+05   0.107204E+04   0.711288E+03   0.792694E+04   0.110343E+06   0.113860E+06   0.110362E+06  -0.260861E+00   0.111488E+06   0.105396E+06   0.390855E+03
   0.284979E-01   0.118292E+06   0.854146E+05   0.987828E+03   0.702348E+03   0.773246E+04   0.109249E+06   0.112735E+06   0.109266E+06  -0.258271E+00   0.110394E+06   0.104274E+06   0.388327E+03
   0.288163E-01   0.117206E+06   0.841062E+05   0.896737E+03   0.704690E+03   0.754045E+04   0.108156E+06   0.111611E+06   0.108172E+06  -0.255684E+00   0.109302E+06   0.103156E+06   0.385668E+03
   0.291383E-01   0.116121E+06   0.828079E+05   0.803695E+03   0.715403E+03   0.735062E+04   0.107066E+06   0.110490E+06   0.107080E+06  -0.253102E+00   0.108212E+06   0.102043E+06   0.382876E+03
   0.294639E-01   0.115036E+06   0.815204E+05   0.713755E+03   0.730929E+03   0.716274E+04   0.105977E+06   0.109371E+06   0.105990E+06  -0.250525E+00   0.107124E+06   0.100933E+06   0.379952E+03
   0.297931E-01   0.113952E+06   0.802446E+05   0.631722E+03   0.747377E+03   0.697671E+04   0.104892E+06   0.108254E+06   0.104903E+06  -0.247955E+00   0.106039E+06   0.998288E+05   0.376894E+03
   0.301260E-01   0.112869E+06   0.789811E+05   0.561790E+03   0.760877E+03   0.679249E+04   0.103809E+06   0.107141E+06   0.103819E+06  -0.245391E+00   0.104956E+06   0.987296E+05   0.373702E+03
   0.304626E-01   0.111787E+06   0.777308E+05   0.507204E+03   0.767950E+03   0.661017E+04   0.102730E+06   0.106030E+06   0.102739E+06  -0.242836E+00   0.103876E+06   0.976362E+05   0.370376E+03
   0.308029E-01   0.110707E+06   0.764944E+05   0.469995E+03   0.765849E+03   0.642990E+04   0.101654E+06   0.104924E+06   0.101662E+06  -0.240289E+00   0.102799E+06   0.965488E+05   0.366914E+03
   0.311471E-01   0.109629E+06   0.752727E+05   0.450802E+03   0.752836E+03   0.625191E+04   0.100583E+06   0.103822E+06   0.100590E+06  -0.237751E+00   0.101726E+06   0.954680E+05   0.363318E+03
   0.314951E-01   0.108553E+06   0.740665E+05   0.448804E+03   0.728376E+03   0.607650E+04   0.995154E+05   0.102724E+06   0.995232E+05  -0.235225E+00   0.100657E+06   0.943942E+05   0.359588E+03
   0.318470E-01   0.107480E+06   0.728765E+05   0.461773E+03   0.693201E+03   0.590404E+04   0.984530E+05   0.101631E+06   0.984611E+05  -0.232710E+00   0.995928E+05   0.933278E+05   0.355723E+03
   0.322028E-01   0.106410E+06   0.717036E+05   0.486254E+03   0.649247E+03   0.573491E+04   0.973959E+05   0.100543E+06   0.974044E+05  -0.230208E+00   0.985331E+05   0.922693E+05   0.351724E+03
   0.325626E-01   0.105343E+06   0.705486E+05   0.517858E+03   0.599458E+03   0.556954E+04   0.963443E+05   0.994614E+05   0.963533E+05  -0.227719E+00   0.974785E+05   0.912191E+05   0.347593E+03
   0.329264E-01   0.104279E+06   0.694122E+05   0.551650E+03   0.547467E+03   0.540837E+04   0.952987E+05   0.983855E+05   0.953084E+05  -0.225244E+00   0.964293E+05   0.901776E+05   0.343329E+03
   0.332943E-01   0.103219E+06   0.682952E+05   0.582600E+03   0.497189E+03   0.525182E+04   0.942595E+05   0.973160E+05   0.942697E+05  -0.222785E+00   0.953860E+05   0.891454E+05   0.338935E+03
   0.336663E-01   0.102164E+06   0.671984E+05   0.606063E+03   0.452371E+03   0.510029E+04   0.932271E+05   0.962533E+05   0.932377E+05  -0.220343E+00   0.943490E+05   0.881228E+05   0.334412E+03
   0.340425E-01   0.101112E+06   0.661225E+05   0.618231E+03   0.416134E+03   0.495414E+04   0.922019E+05   0.951979E+05   0.922127E+05  -0.217917E+00   0.933185E+05   0.871104E+05   0.329761E+03
   0.344228E-01   0.100066E+06   0.650684E+05   0.616522E+03   0.390591E+03   0.481362E+04   0.911843E+05   0.941502E+05   0.911951E+05  -0.215510E+00   0.922951E+05   0.861085E+05   0.324985E+03
   0.348075E-01   0.990246E+05   0.640367E+05   0.599856E+03   0.376568E+03   0.467891E+04   0.901746E+05   0.931105E+05   0.901851E+05  -0.213122E+00   0.912791E+05   0.851177E+05   0.320085E+03
   0.351964E-01   0.979887E+05   0.630281E+05   0.568784E+03   0.373481E+03   0.455006E+04   0.891733E+05   0.920792E+05   0.891833E+05  -0.210753E+00   0.902708E+05   0.841383E+05   0.315063E+03
   0.355896E-01   0.969586E+05   0.620435E+05   0.525447E+03   0.379393E+03   0.442699E+04   0.881807E+05   0.910568E+05   0.881899E+05  -0.208405E+00   0.892707E+05   0.831708E+05   0.309924E+03
   0.359873E-01   0.959345E+05   0.610834E+05   0.473366E+03   0.391255E+03   0.430944E+04   0.871972E+05   0.900435E+05   0.872055E+05  -0.206079E+00   0.882790E+05   0.822156E+05   0.304669E+03
   0.363893E-01   0.949169E+05   0.601485E+05   0.417067E+03   0.405309E+03   0.419701E+04   0.862232E+05   0.890399E+05   0.862305E+05  -0.203774E+00   0.872963E+05   0.812731E+05   0.299301E+03
   0.367959E-01   0.939060E+05   0.592394E+05   0.361577E+03   0.417594E+03   0.408912E+04   0.852589E+05   0.880462E+05   0.852652E+05  -0.201493E+00   0.863228E+05   0.803438E+05   0.293825E+03
   0.372070E-01   0.929022E+05   0.583567E+05   0.311855E+03   0.424511E+03   0.398508E+04   0.843048E+05   0.870629E+05   0.843102E+05  -0.199235E+00   0.853589E+05   0.794279E+05   0.288244E+03
   0.376228E-01   0.919057E+05   0.575011E+05   0.272199E+03   0.423347E+03   0.388408E+04   0.833610E+05   0.860902E+05   0.833658E+05  -0.197003E+00   0.844048E+05   0.785258E+05   0.282562E+03
   0.380431E-01   0.909169E+05   0.566730E+05   0.245722E+03   0.412688E+03   0.378525E+04   0.824281E+05   0.851286E+05   0.824324E+05  -0.194795E+00   0.834610E+05   0.776378E+05   0.276783E+03
   0.384682E-01   0.899362E+05   0.558729E+05   0.233950E+03   0.392642E+03   0.368774E+04   0.815061E+05   0.841783E+05   0.815102E+05  -0.192614E+00   0.825277E+05   0.767644E+05   0.270913E+03
   0.388980E-01   0.889637E+05   0.551012E+05   0.236613E+03   0.364845E+03   0.359077E+04   0.805955E+05   0.832398E+05   0.805997E+05  -0.190460E+00   0.816053E+05   0.759057E+05   0.264956E+03
   0.393326E-01   0.879998E+05   0.543583E+05   0.251655E+03   0.332209E+03   0.349374E+04   0.796965E+05   0.823132E+05   0.797009E+05  -0.188333E+00   0.806940E+05   0.750620E+05   0.258917E+03
   0.397721E-01   0.870447E+05   0.536447E+05   0.275478E+03   0.298464E+03   0.339626E+04   0.788094E+05   0.813990E+05   0.788142E+05  -0.186234E+00   0.797940E+05   0.742337E+05   0.252803E+03
   0.402164E-01   0.860988E+05   0.529605E+05   0.303409E+03   0.267546E+03   0.329820E+04   0.779344E+05   0.804973E+05   0.779397E+05  -0.184165E+00   0.789058E+05   0.734208E+05   0.246619E+03
   0.406658E-01   0.851622E+05   0.523060E+05   0.330318E+03   0.242926E+03   0.319979E+04   0.770718E+05   0.796084E+05   0.770775E+05  -0.182125E+00   0.780294E+05   0.726237E+05   0.240371E+03
   0.411201E-01   0.842353E+05   0.516814E+05   0.351326E+03   0.227000E+03   0.310155E+04   0.762218E+05   0.787326E+05   0.762279E+05  -0.180115E+00   0.771652E+05   0.718425E+05   0.234067E+03
   0.415796E-01   0.833183E+05   0.510867E+05   0.362495E+03   0.220653E+03   0.300428E+04   0.753846E+05   0.778701E+05   0.753909E+05  -0.178135E+00   0.763134E+05   0.710773E+05   0.227712E+03
   0.420442E-01   0.824113E+05   0.505220E+05   0.361405E+03   0.223073E+03   0.290902E+04   0.745605E+05   0.770210E+05   0.745669E+05  -0.176187E+00   0.754741E+05   0.703283E+05   0.221315E+03
   0.425139E-01   0.815147E+05   0.499872E+05   0.347506E+03   0.231891E+03   0.281689E+04   0.737498E+05   0.761855E+05   0.737558E+05  -0.174270E+00   0.746476E+05   0.695955E+05   0.214882E+03
   0.429889E-01   0.806285E+05   0.494823E+05   0.322206E+03   0.243604E+03   0.272899E+04   0.729524E+05   0.753638E+05   0.729580E+05  -0.172385E+00   0.738340E+05   0.688790E+05   0.208422E+03
   0.434693E-01   0.797530E+05   0.490070E+05   0.288644E+03   0.254243E+03   0.264626E+04   0.721686E+05   0.745559E+05   0.721736E+05  -0.170531E+00   0.730334E+05   0.681788E+05   0.201942E+03
   0.439549E-01   0.788883E+05   0.485611E+05   0.251177E+03   0.260158E+03   0.256933E+04   0.713985E+05   0.737620E+05   0.714029E+05  -0.168710E+00   0.722459E+05   0.674949E+05   0.195450E+03
   0.444460E-01   0.780345E+05   0.481442E+05   0.214652E+03   0.258753E+03   0.249842E+04   0.706421E+05   0.729821E+05   0.706459E+05  -0.166921E+00   0.714717E+05   0.668272E+05   0.188955E+03
   0.449426E-01   0.771918E+05   0.477558E+05   0.183572E+03   0.249039E+03   0.243327E+04   0.698994E+05   0.722162E+05   0.699027E+05  -0.165165E+00   0.707106E+05   0.661755E+05   0.182466E+03
   0.454448E-01   0.763602E+05   0.473954E+05   0.161296E+03   0.231855E+03   0.237314E+04   0.691705E+05   0.714642E+05   0.691733E+05  -0.163440E+00   0.699628E+05   0.655398E+05   0.175992E+03
   0.459526E-01   0.755399E+05   0.470624E+05   0.149420E+03   0.209707E+03   0.231691E+04   0.684551E+05   0.707262E+05   0.684577E+05  -0.161748E+00   0.692282E+05   0.649196E+05   0.169541E+03
   0.464660E-01   0.747307E+05   0.467560E+05   0.147457E+03   0.186224E+03   0.226314E+04   0.677532E+05   0.700021E+05   0.677558E+05  -0.160087E+00   0.685067E+05   0.643149E+05   0.163124E+03
