# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1)
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
# If some neutrino species are massless, or degenerate, the d_ncdm and t_ncdm columns may be missing below.
# 1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur        6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi     11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime     16:t_g                   17:t_b                   18:t_ur        19:t_ncdm[0]             20:t_ncdm[1]             21:t_ncdm[2]             22:t_tot
1.010521968443244852e-05 -1.627999887151225823e-05 -1.221005168077200727e-05 -1.221005210843400074e-05 -1.627999051191622619e-05 -1.285447990881253995e-05 -1.285447990881253656e-05 -1.285447990881253825e-05 -1.230107308960405726e-05 6.106921523548871633e-01 5.981829885507130573e-01 2.442010421686800149e-05 3.234604426243378090e-08 9.999995722365031536e-01 -2.612463948234736303e-10 -1.570524017066783736e-13 -1.331499968539566223e-16 -1.672973626898040699e-13 -5.285087193893231868e-14 -5.285087193893229974e-14 -5.285087193893232499e-14 -5.399088355372328381e-15
1.058146401589512054e-05 -1.785065521962645658e-05 -1.338805456620866606e-05 -1.338805508037259146e-05 -1.785064516917841360e-05 -1.409465294370931471e-05 -1.409465294370931810e-05 -1.409465294370931471e-05 -1.348785735747108951e-05 6.106921124644584253e-01 5.981829610409650222e-01 2.677611016074518292e-05 3.546673276832026971e-08 9.999995309656554143e-01 -2.864600564527240066e-10 -1.888184502924073480e-13 -1.600794458844754877e-16 -2.011356027242113795e-13 -6.354084744904733719e-14 -6.354084744904736243e-14 -6.354084744904731195e-14 -6.491134270126759937e-15
1.108015305121709822e-05 -1.957284452374335174e-05 -1.467970931758078090e-05 -1.467970993574149219e-05 -1.957283244045457545e-05 -1.545447530061349811e-05 -1.545447530061349811e-05 -1.545447530061349472e-05 -1.478914066633642827e-05 6.106920721879817160e-01 5.981829272317855661e-01 2.935941987148298437e-05 3.888849805467995761e-08 9.999994857147828098e-01 -3.140958398469654433e-10 -2.270096378333951124e-13 -1.924568434803553882e-16 -2.418180930436982567e-13 -7.639287445167800338e-14 -7.639287445167799075e-14 -7.639287445167797813e-14 -7.804057221175501113e-15
1.160234457670270678e-05 -2.146118659814323784e-05 -1.609598123024235351e-05 -1.609598197343619684e-05 -2.146117207084411845e-05 -1.694549079215335220e-05 -1.694549079215334881e-05 -1.694549079215334881e-05 -1.621597004035565473e-05 6.106920497884404941e-01 5.981829132535748661e-01 3.219196394687239368e-05 4.264038593899824947e-08 9.999994360975976715e-01 -3.443959942276101924e-10 -2.729255055338251275e-13 -2.313877300535376364e-16 -2.907291640435939816e-13 -9.184430147902114829e-14 -9.184430147902114829e-14 -9.184430147902112305e-14 -9.382533996723975740e-15
1.214914623058893402e-05 -2.353170847798542764e-05 -1.764889110311947668e-05 -1.764889199663379060e-05 -2.353169101232630033e-05 -1.858035439562999078e-05 -1.858035439562998739e-05 -1.858035439562998739e-05 -1.778045587272114635e-05 6.106919924802882704e-01 5.981828658233980800e-01 3.529778399326758120e-05 4.675425372216652081e-08 9.999993816939276581e-01 -3.776239707489360358e-10 -3.281285055741808504e-13 -2.781846956360727068e-16 -3.495332004140711509e-13 -1.104212316519601635e-13 -1.104212316519601887e-13 -1.104212316519601635e-13 -1.128028660345405346e-14
1.272171785249464994e-05 -2.580198943300154979e-05 -1.935162401678416978e-05 -1.935162509102268693e-05 -2.580196843466780172e-05 -2.037294676533919977e-05 -2.037294676533919977e-05 -2.037294676533920655e-05 -1.949588151420201867e-05 6.106919574965476993e-01 5.981828398978957795e-01 3.870325018204537386e-05 5.126501483429905821e-08 9.999993220417029427e-01 -4.140543059038201158e-10 -3.944970563272478875e-13 -3.344538078966018871e-16 -4.202311298312088621e-13 -1.327553277327403521e-13 -1.327553277327403521e-13 -1.327553277327403521e-13 -1.356187721081006776e-14
1.332127394359592989e-05 -2.829130050682847404e-05 -2.121863400929075892e-05 -2.121863530081314586e-05 -2.829127526131901846e-05 -2.233848441640403883e-05 -2.233848441640403883e-05 -2.233848441640403883e-05 -2.137680872821846371e-05 6.106919342542485030e-01 5.981828301360835320e-01 4.243727060162629173e-05 5.621096302447231478e-08 9.999992566321972420e-01 -4.540061972710783697e-10 -4.742895489748489088e-13 -4.021168539443593910e-16 -5.052286307984831561e-13 -1.596067108048096912e-13 -1.596067108048097164e-13 -1.596067108048097164e-13 -1.630494965269410601e-14
1.394908624274588689e-05 -3.102077025036349553e-05 -2.326576840191335829e-05 -2.326576995466363691e-05 -3.102073989859420022e-05 -2.449365060347698063e-05 -2.449365060347698402e-05 -2.449365060347698402e-05 -2.343920294295347181e-05 6.106918813899817611e-01 5.981827905188865646e-01 4.653153990932727381e-05 6.163409110851097593e-08 9.999991849137208622e-01 -4.978072060902876562e-10 -5.702211498642706123e-13 -4.834500278583111659e-16 -6.074180630705122271e-13 -1.918894125856765470e-13 -1.918894125856766227e-13 -1.918894125856766985e-13 -1.960285194065342046e-14
1.460648642400328027e-05 -3.401356655441776123e-05 -2.551040420453211727e-05 -2.551040607134808760e-05 -3.401353006358637465e-05 -2.685673890492650451e-05 -2.685673890492651128e-05 -2.685673890492650112e-05 -2.570057067219704312e-05 6.106917848970463414e-01 5.981827084226093438e-01 5.102081214269617521e-05 6.758044034185189135e-08 9.999991062771094175e-01 -5.458325071185691515e-10 -6.855562033237755688e-13 -5.812100946737178746e-16 -7.302766756171079313e-13 -2.307022807533644464e-13 -2.307022807533643959e-13 -2.307022807533643959e-13 -2.356781425928396978e-14
1.529486892129173012e-05 -3.729509976287683447e-05 -2.797160048773598582e-05 -2.797160273213727879e-05 -3.729505589130625317e-05 -2.944781362064036813e-05 -2.944781362064036474e-05 -2.944781362064035458e-05 -2.818011302229758702e-05 6.106917233780819743e-01 5.981826625793310592e-01 5.594320546427455757e-05 7.410047262005138437e-08 9.999990200525771256e-01 -5.984928429563795989e-10 -8.242193367980796113e-13 -6.987664401736212475e-16 -8.779850410902552103e-13 -2.773649774494303629e-13 -2.773649774494302619e-13 -2.773649774494303124e-13 -2.833472731133961530e-14
1.601569388618103877e-05 -4.089322561357958623e-05 -3.067025063295698433e-05 -3.067025333132928521e-05 -4.089317286842858630e-05 -3.228887002927049716e-05 -3.228887002927049716e-05 -3.228887002927049716e-05 -3.089887907557253616e-05 6.106916907685684404e-01 5.981826481976733056e-01 6.134050666265857042e-05 8.124953536795977813e-08 9.999989255073993277e-01 -6.562359733277320304e-10 -9.909288603949112186e-13 -8.401415292879368744e-16 -1.055569269958232486e-12 -3.334651093662936977e-13 -3.334651093662936977e-13 -3.334651093662936977e-13 -3.406579266917763659e-14
1.677049028506442279e-05 -4.483848056326351971e-05 -3.362925888006605837e-05 -3.362926212422308336e-05 -4.483841714973622861e-05 -3.540402022465088114e-05 -3.540402022465088114e-05 -3.540402022465088114e-05 -3.387994375220419860e-05 6.106916163664134478e-01 5.981825929549187126e-01 6.725852424844616672e-05 8.908833446460089749e-08 9.999988218424539221e-01 -7.195476090656309094e-10 -1.191357613379911680e-12 -1.010074810539211854e-15 -1.269072267251678906e-12 -4.009129641198702562e-13 -4.009129641198703066e-13 -4.009129641198702562e-13 -4.095606113400388299e-14
1.756085914230122449e-05 -4.916435628276003439e-05 -3.687374626321262693e-05 -3.687375016354296233e-05 -4.916428004299334411e-05 -3.881970988853637071e-05 -3.881970988853637071e-05 -3.881970988853637071e-05 -3.714861527910000538e-05 6.106915318957972794e-01 5.981825296410889781e-01 7.374750032708592465e-05 9.768340558581885415e-08 9.999987081764497576e-01 -7.889684795808258807e-10 -1.432325640370983481e-12 -1.214375537400774944e-15 -1.525758997097351117e-12 -4.820031057839120398e-13 -4.820031057839120398e-13 -4.820031057839120398e-13 -4.923997705818344385e-14
1.838847693620424546e-05 -5.390757251962271775e-05 -4.043125533545853257e-05 -4.043126002469891583e-05 -5.390748085933489168e-05 -4.256493377598998321e-05 -4.256493377598998998e-05 -4.256493377598999676e-05 -4.073264143805478698e-05 6.106914388532070914e-01 5.981824600998617569e-01 8.086252004939783165e-05 1.071077115927043623e-07 9.999985835440533544e-01 -8.650859561288867078e-10 -1.722032487591173546e-12 -1.460005883956141961e-15 -1.834363835703383162e-12 -5.794947930684779246e-13 -5.794947930684779246e-13 -5.794947930684776217e-13 -5.919942200023745924e-14
1.925509915507500741e-05 -5.910839118679459713e-05 -4.433198582875009418e-05 -4.433199146644908780e-05 -5.910828098702369842e-05 -4.667148376139148099e-05 -4.667148376139149455e-05 -4.667148376139148099e-05 -4.466244697912338536e-05 6.106913383582917021e-01 5.981823845952489727e-01 8.866398293289817561e-05 1.174412548306206590e-07 9.999984468880297461e-01 -9.485465907709262364e-10 -2.070336348051199388e-12 -1.755308164102514580e-15 -2.205387945384884091e-12 -6.967054820237318239e-13 -6.967054820237315210e-13 -6.967054820237315210e-13 -7.117329473140922707e-14
2.016256402082979775e-05 -6.481095778106546132e-05 -4.860905082955741587e-05 -4.860905760757145187e-05 -6.481082529215427546e-05 -5.117421847426989972e-05 -5.117421847426991327e-05 -5.117421847426989294e-05 -4.897139170230301486e-05 6.106912264270112356e-01 5.981823005721365050e-01 9.721811521514290373e-05 1.287717569388779191e-07 9.999982970464128540e-01 -1.040059278115095393e-09 -2.489088982343649765e-12 -2.110348795480169265e-15 -2.651455978957579192e-12 -8.376234925190708509e-13 -8.376234925190708509e-13 -8.376234925190707500e-13 -8.556903348075999388e-14
2.111279638811481418e-05 -7.106367687665632164e-05 -5.329875853438774381e-05 -5.329876668333096107e-05 -7.106351759027830235e-05 -5.611135985070785797e-05 -5.611135985070786475e-05 -5.611135985070785120e-05 -5.369605430863776899e-05 6.106911059613924220e-01 5.981822104793962369e-01 1.065975333666619221e-04 1.411954009643818809e-07 9.999981327492933891e-01 -1.140400344129596820e-09 -2.992539535716996665e-12 -2.537192450345602791e-15 -3.187746816354804433e-12 -1.007043995817295201e-12 -1.007043995817295403e-12 -1.007043995817295605e-12 -1.028764903011941368e-13
2.210781182718094331e-05 -7.791962110987876321e-05 -5.844091914985243756e-05 -5.844092894702632650e-05 -7.791942960564115172e-05 -6.152481614183881930e-05 -6.152481614183881930e-05 -6.152481614183883285e-05 -5.887654158263919200e-05 6.106909688088042465e-01 5.981821078343899645e-01 1.168818578940526530e-04 1.548176528663032233e-07 9.999979526013923481e-01 -1.250422437057087445e-09 -3.597818619527125201e-12 -3.050369784608486305e-15 -3.832508806771951887e-12 -1.210732157202873357e-12 -1.210732157202873963e-12 -1.210732157202873559e-12 -1.236845902672186705e-13
2.314972089917848863e-05 -8.543698527418824558e-05 -6.407918565890781089e-05 -6.407919743809470327e-05 -8.543675503511170290e-05 -6.746054055976830131e-05 -6.746054055976832841e-05 -6.746054055976832841e-05 -6.455683169244632723e-05 6.106908285517126389e-01 5.981820052098569818e-01 1.281583948761894065e-04 1.697541459515210481e-07 9.999977550718166519e-01 -1.371059552674601119e-09 -4.325522129877100054e-12 -3.667511538148005481e-15 -4.607681168011750270e-12 -1.455618428729666011e-12 -1.455618428729665608e-12 -1.455618428729665608e-12 -1.487013846149875462e-13
2.424073363294033519e-05 -9.367957358642025852e-05 -7.026141950774371196e-05 -7.026143366948751109e-05 -9.367929677880149411e-05 -7.396891613317643527e-05 -7.396891613317646238e-05 -7.396891613317644882e-05 -7.078514259342986916e-05 6.106906677172159181e-01 5.981818845945154894e-01 1.405228673389750222e-04 1.861316810983512153e-07 9.999975384864873140e-01 -1.503334250917874275e-09 -5.200412887951977568e-12 -4.409335100935563860e-15 -5.539640992158214483e-12 -1.750036170585048988e-12 -1.750036170585048988e-12 -1.750036170585048988e-12 -1.787781229451852869e-13
2.538316421274942395e-05 -1.027173478648890745e-04 -7.704010201603764729e-05 -7.704011904226155678e-05 -1.027170150695001040e-04 -8.110518867842066919e-05 -8.110518867842064208e-05 -8.110518867842064208e-05 -7.761434649741858621e-05 6.106904912044460731e-01 5.981817521593282283e-01 1.540802380845231136e-04 2.040892835106729507e-07 9.999973010059581835e-01 -1.648371516375058721e-09 -6.252260101602327521e-12 -5.301205159535527470e-15 -6.660100004614407524e-12 -2.104003544957236729e-12 -2.104003544957236325e-12 -2.104003544957237537e-12 -2.149382309790236081e-13
